Source,ObsID,QPO0_freq,QPO0_pos_err,QPO0_neg_err,QPO0_FWHM,QPO0_FWHM_pos_err,QPO0_FWHM_neg_err,QPO0_IP,QPO0_IP_pos_err,QPO0_IP_neg_err,Sig.,QPO1_freq,QPO1_pos_err,QPO1_neg_err,QPO1_FWHM,QPO1_FWHM_pos_err,QPO1_FWHM_neg_err,QPO1_IP,QPO1_IP_pos_err,QPO1_IP_neg_err,Sig.,QPO2_freq,QPO2_pos_err,QPO2_neg_err,QPO2_FWHM,QPO2_FWHM_pos_err,QPO2_FWHM_neg_err,QPO2_IP,QPO2_IP_pos_err,QPO2_IP_neg_err,Sig.,QPO3_freq,QPO3_pos_err,QPO3_neg_err,QPO3_FWHM,QPO3_FWHM_pos_err,QPO3_FWHM_neg_err,QPO3_IP,QPO3_IP_pos_err,QPO3_IP_neg_err,Sig.,Type,1st_time,last_time
H1743-322,94413-01-02-01,,,,,,,,,,,1.19028783E+00,4.74948483E-03,4.69407858E-03,7.18703568E-02,7.04762712E-03,6.11332897E-03,2.40278430E-02,1.83654774E-03,1.79056264E-03,13.4192,2.39022827E+00,9.37927514E-03,9.41669103E-03,1.57831356E-01,3.11044492E-02,2.61338167E-02,5.40864654E-03,6.04343659E-04,6.03232416E-04,8.96611,,,,,,,,,,,C,0.0,1040.0
H1743-322,94413-01-02-02,,,,,,,,,,,1.00422966E+00,3.40128108E-03,3.41491308E-03,5.71613386E-02,3.58130736E-03,3.32924328E-03,2.31483039E-02,1.23888336E-03,1.23775599E-03,18.7018,2.00599599E+00,6.93426980E-03,7.43158441E-03,1.15643926E-01,1.35174813E-02,1.21328700E-02,4.98274900E-03,4.39310475E-04,4.37157694E-04,11.3981,,,,,,,,,,,C,0.0,2960.6
H1743-322,94413-01-02-03,,,,,,,,,,,3.58307099E+00,5.91784436E-03,5.88569185E-03,3.29019576E-01,1.50060430E-02,1.42341061E-02,1.81710031E-02,5.43048372E-04,5.44391107E-04,33.3786,7.18943357E+00,3.75773013E-02,3.61804888E-02,1.06308508E+00,1.48182824E-01,1.27902627E-01,2.70914752E-03,2.66423158E-04,2.43916409E-04,11.1069,,,,,,,,,,,C,0.0,2192.0
H1743-322,94413-01-02-04,,,,,,,,,,,2.01682472E+00,3.23131192E-03,3.31730396E-03,1.25155851E-01,7.56461686E-03,7.06646033E-03,2.88886186E-02,1.15635630E-03,1.18100131E-03,24.4611,4.02853394E+00,1.40574463E-02,1.39996642E-02,2.74866730E-01,4.60537262E-02,4.42516990E-02,3.03181587E-03,3.43581312E-04,3.43109452E-04,8.83629,,,,,,,,,,,C,0.0,2192.0
H1743-322,94413-01-02-05,,,,,,,,,,,1.27768838E+00,1.94829796E-03,2.36198166E-03,6.75334111E-02,7.20418198E-03,6.63310243E-03,3.01204007E-02,1.81826600E-03,1.75907090E-03,17.1229,2.54908156E+00,7.30021298E-03,7.21989013E-03,1.64995521E-01,2.47680210E-02,2.20475923E-02,4.82927682E-03,4.35592956E-04,4.39932483E-04,10.9773,3.84826875E+00,4.01290432E-02,4.15843949E-02,3.25785697E-01,1.49350554E-01,9.97337997E-02,1.22194143E-03,3.72979674E-04,3.11856507E-04,3.91828,C,0.0,2246.6
H1743-322,95360-14-01-00,,,,,,,,,,,1.00369000E+00,2.64926464E-03,2.41913786E-03,7.64400959E-02,4.71169641E-03,4.79938881E-03,1.99636240E-02,9.01932770E-04,9.70428577E-04,20.572,2.02491617E+00,5.27703529E-03,5.29557280E-03,1.80431113E-01,1.73562225E-02,1.41043309E-02,8.21425766E-03,5.33353537E-04,4.58598864E-04,17.9116,3.06270242E+00,6.36228174E-02,5.10566868E-02,3.36959660E-01,1.88733488E-01,1.32747963E-01,8.05392221E-04,4.29366104E-04,2.68749951E-04,2.99681,C,0.0,3184.0
H1743-322,95360-14-02-00,,,,,,,,,,,1.17069149E+00,1.98949571E-03,1.86339137E-03,6.39837608E-02,5.41248033E-03,4.66417428E-03,2.36829370E-02,1.14460266E-03,1.12571928E-03,21.038,2.35174847E+00,4.53459611E-03,4.67364211E-03,1.39633968E-01,1.61731355E-02,1.46158058E-02,7.08642369E-03,5.26084099E-04,4.96096094E-04,14.2844,,,,,,,,,,,C,0.0,3073.6
H1743-322,95360-14-02-01,,,,,,,,,,,1.04708278E+00,4.99085616E-03,4.38001612E-03,7.10486174E-02,1.19659062E-02,1.01010287E-02,2.54390128E-02,2.52511725E-03,2.53721909E-03,10.0263,2.08670974E+00,1.39634833E-02,1.38677321E-02,1.69717133E-01,4.58868891E-02,3.77150513E-02,7.39116035E-03,1.25494425E-03,1.18994887E-03,6.21133,,,,,,,,,,,C,0.0,704.0
H1743-322,95360-14-02-02,,,,,,,,,,,2.96202421E+00,9.19456035E-03,9.19272657E-03,2.80597180E-01,2.16632448E-02,2.00509876E-02,2.13678665E-02,1.12341170E-03,1.15067943E-03,18.5698,6.03302765E+00,4.86846045E-02,4.51497287E-02,5.58996022E-01,1.52434275E-01,1.15428358E-01,2.78295018E-03,6.13572134E-04,5.32292179E-04,5.22824,,,,,,,,,,,C,0.0,932.6
H1743-322,95360-14-02-03,,,,,,,,,,,1.77022767E+00,3.52722453E-03,3.75153241E-03,1.03106894E-01,9.76801757E-03,9.09785461E-03,2.87363678E-02,1.66350021E-03,1.68203143E-03,17.0843,3.55233693E+00,1.58119909E-02,1.49658425E-02,2.49493986E-01,5.58478050E-02,4.92825620E-02,3.65221943E-03,4.83205891E-04,4.69152757E-04,7.78471,,,,,,,,,,,C,0.0,1280.0
H1743-322,95360-14-03-00,,,,,,,,,,,1.47722709E+00,1.75058236E-03,1.66720618E-03,7.32739642E-02,5.89173799E-03,5.35196858E-03,2.59423275E-02,1.19228929E-03,1.15699612E-03,22.4221,2.97004557E+00,6.58090739E-03,6.38598809E-03,1.97648466E-01,2.31772102E-02,1.91246886E-02,5.08938404E-03,3.65656510E-04,3.23034241E-04,15.7549,4.41128588E+00,5.02471067E-02,4.09812927E-02,5.44380903E-01,3.18596423E-01,1.75979570E-01,1.49805658E-03,5.46555733E-04,3.55493161E-04,4.21402,C,0.0,3200.0
H1743-322,95368-01-01-00,,,,,,,,,,,9.14683938E-01,1.77665800E-03,1.58512767E-03,5.59570901E-02,4.86499351E-03,6.49730349E-03,1.66769885E-02,7.57528178E-04,7.38474133E-04,22.583,1.85204053E+00,3.79585940E-03,3.76299024E-03,1.58901006E-01,1.01922369E-02,9.73041449E-03,9.63671226E-03,3.96506919E-04,3.97623924E-04,24.2357,,,,,,,,,,,C,0.0,8096.0
H1743-322,95405-01-03-00,,,,,,,,,,,2.03944898E+00,1.63782146E-02,1.63229294E-02,5.08472502E-01,5.99843636E-02,5.58498539E-02,1.98723469E-02,1.56945561E-03,1.68287556E-03,11.8086,4.15641499E+00,2.88169205E-01,4.48584706E-01,4.32976151E+00,1.03863561E+00,7.95104980E-01,1.76906902E-02,3.08136921E-03,2.39349925E-03,7.39114,,,,,,,,,,,C,0.0,1280.0
H1743-322,96425-01-01-01,,,,,,,,,,,5.27614176E-01,2.14714278E-03,2.11645989E-03,3.03627569E-02,4.06695809E-03,3.35584371E-03,2.03973725E-02,1.88836025E-03,1.88828586E-03,10.8021,1.06406426E+00,7.86482450E-03,8.27461109E-03,1.25989020E-01,2.41539869E-02,1.99972987E-02,8.10970459E-03,9.77181713E-04,9.44157655E-04,8.58935,,,,,,,,,,,,0.0,1792.0
H1743-322,96425-01-02-00,,,,,,,,,,,6.72188759E-01,2.04601162E-03,1.81438914E-03,8.12134743E-02,5.53597789E-03,4.92168311E-03,2.60188393E-02,1.08237879E-03,9.79137956E-04,26.5732,1.37067151E+00,8.23190343E-03,8.59249104E-03,1.87117413E-01,2.86158901E-02,2.18658131E-02,3.82277928E-03,5.27742144E-04,4.12080874E-04,9.27677,2.10746288E+00,2.80883946E-02,3.03581636E-02,2.69578159E-01,9.46596414E-02,6.64203390E-02,1.12025370E-03,3.44125408E-04,2.58899236E-04,4.32699,,0.0,8672.0
