ID,mjds,num_qpos,hardness,tins,disk_norm,gammas,nthcomp_norms,fit_stats,red_fit_stats,count_rates,bg_ratio,intensities
1130360205_1,58296.2050379,0,0.10935055661485653,0.200002,1156410.0,4.0,2.46793,589.08,3.2190163934426232,161.37478715344932,172.95809977418597,69.19271144018722
1130360205_2,58296.2651042,0,0.10649243192510142,0.226034,514494.0,4.0,2.02098,1018.94,5.172284263959392,162.16904636854508,162.71399217347525,68.4609536935701
1130360206_0,58297.680625,0,0.15519051967250383,0.265328,192758.0,2.87759,0.496449,308.94,1.8066666666666666,132.99432638442414,146.8107111964811,58.70721280292616
1130360206_1,58297.6881019,0,0.16575954126659742,0.200001,1198930.0,3.35265,1.14705,335.16,1.9600000000000002,129.88717156763607,111.02007087119486,57.19173318270995
1130360207_0,58300.1898727,0,0.3117174689608814,0.2,554643.0,2.39634,0.244225,218.73,1.3019642857142857,58.03649334788558,84.76674108119938,30.254354241365373
1130360207_1,58300.1924306,0,0.3089813313930317,0.200009,588513.0,2.41614,0.25609,414.01,2.1451295336787566,58.81813739155128,81.16648635313389,30.77275680650797
1130360208_0,58301.1579745,0,0.3608078212840117,0.2,333689.0,2.16972,0.147765,328.87,1.7218324607329842,41.149133158150676,63.44975786566879,23.21166680237747
1130360209_0,58302.0612847,0,0.396190434761126,0.2,206181.0,2.03014,0.0981314,246.83,1.4434502923976609,29.909269351292103,29.9242520004393,17.904785197987444
1130360226_0,58321.1773611,0,0.4959446360411419,0.2,31792.3,1.80305,0.0389223,162.59,0.9974846625766871,12.48886722921884,30.445735610325517,8.869733771177481
1130360226_1,58321.2416898,0,0.4923516211281045,0.2,34281.4,1.89996,0.0458373,188.35,1.1346385542168675,13.04493689429767,21.422805623061922,9.212143736812905
1130360226_4,58321.4990972,0,0.5276032820476563,0.2,54517.2,1.6662,0.0392825,185.07,1.0339106145251395,15.441136340350326,25.46018928304503,10.758144949216383
1130360226_6,58321.6921875,0,0.4835105096144956,0.2,55018.5,1.7822,0.0484051,194.2,1.0849162011173183,16.4142833360743,28.18322577021555,11.484636168683885
1130360226_7,58321.7578704,0,0.48729977285058906,0.2,51161.1,1.77373,0.0491939,190.54,1.1142690058479532,16.908616776150552,21.44845213310429,11.782308680589475
1130360227_0,58322.0135995,0,0.48859066982721894,0.200193,60997.3,1.77583,0.0569137,192.63,1.0356451612903226,19.13089113140182,43.486531667222536,13.550042112371976
1130360227_1,58322.7264236,0,0.45899762705521807,0.2,109560.0,1.8647,0.082429,162.83,0.9750299401197605,25.432773424750128,63.61647551263457,17.372364941826124
1130360228_1,58324.2556481,0,0.3690798755653681,0.2,322640.0,2.1633,0.187602,396.42,1.9722388059701492,52.462677415291935,13.772280024127848,29.389235216153367
