x,y,xerr,yerr
0.2578125,24.508832931518555,0.00390625,1041.8126220703125
0.265625,43.68611145019531,0.00390625,484.129150390625
0.2734375,47.8951530456543,0.00390625,82.05423736572266
0.28125,50.88511657714844,0.00390625,8.99958610534668
0.2890625,39.30024337768555,0.00390625,38.59147644042969
0.296875,52.578392028808594,0.00390625,37.1927375793457
0.3046875,36.67648696899414,0.00390625,18.322885513305664
0.3125,43.71358108520508,0.00390625,11.060935974121094
0.3203125,33.98747634887695,0.00390625,21.779430389404297
0.328125,36.903297424316406,0.00390625,18.354833602905273
0.33984375,41.001808166503906,0.00390625,15.508033752441406
0.35546875,49.74272155761719,0.00390625,15.135522842407227
0.37109375,44.008480072021484,0.00390625,14.11538028717041
0.38671875,37.25288391113281,0.00390625,13.062983512878418
0.40234375,62.01979064941406,0.00390625,9.086337089538574
0.41796875,45.833229064941406,0.00390625,11.069426536560059
0.43359375,44.883888244628906,0.00390625,10.92415714263916
0.44921875,40.92169189453125,0.00390625,8.55217170715332
0.46484375,43.30511474609375,0.00390625,13.541333198547363
0.48046875,42.70142364501953,0.00390625,9.701705932617188
0.49609375,50.68741226196289,0.00390625,9.761734962463379
0.51171875,46.669986724853516,0.00390625,9.956392288208008
0.52734375,45.746116638183594,0.00390625,7.6067352294921875
0.54296875,45.850975036621094,0.00390625,7.00583028793335
0.55859375,44.18113708496094,0.00390625,12.746527671813965
0.57421875,35.77015686035156,0.00390625,9.757440567016602
0.58984375,36.750831604003906,0.00390625,11.622305870056152
0.60546875,43.38187026977539,0.00390625,7.158761024475098
0.62109375,45.89105224609375,0.00390625,7.358981609344482
0.63671875,45.74577331542969,0.00390625,7.98068904876709
0.65234375,53.88735580444336,0.00390625,7.788976192474365
0.66796875,57.0307731628418,0.00390625,12.09784984588623
0.6875,44.2595329284668,0.00390625,5.772121906280518
0.7109375,53.14439392089844,0.00390625,9.956947326660156
0.734375,45.61839294433594,0.00390625,10.875434875488281
0.7578125,48.1616325378418,0.00390625,11.527898788452148
0.78125,54.88370895385742,0.00390625,8.999872207641602
0.8046875,49.099334716796875,0.00390625,11.897401809692383
0.828125,70.66378784179688,0.00390625,8.427321434020996
0.8515625,74.01160430908203,0.00390625,9.96294116973877
0.875,109.08109283447266,0.00390625,7.840531349182129
0.8984375,182.3470001220703,0.00390625,8.476815223693848
0.921875,336.68212890625,0.0078125,6.627861499786377
0.9453125,430.0679931640625,0.0078125,7.97521448135376
0.96875,400.8619079589844,0.0078125,7.116270542144775
0.9921875,368.4215393066406,0.0078125,6.09097146987915
1.01953125,238.50271606445312,0.0078125,9.927276611328125
1.05078125,168.99453735351562,0.0078125,7.436171054840088
1.08203125,114.54682922363281,0.0078125,7.238013744354248
1.11328125,67.01382446289062,0.0078125,6.615169525146484
1.14453125,71.58055114746094,0.0078125,6.982141971588135
1.17578125,60.269168853759766,0.0078125,7.036086559295654
1.20703125,46.88994598388672,0.0078125,8.159128189086914
1.23828125,51.624298095703125,0.0078125,7.5593366622924805
1.26953125,39.89347839355469,0.0078125,7.360112190246582
1.30078125,43.29822540283203,0.0078125,7.495756149291992
1.33203125,36.28066635131836,0.0078125,7.204484939575195
1.3671875,39.803733825683594,0.0078125,5.842691898345947
1.40625,35.236045837402344,0.0078125,5.996793270111084
