x,y,xerr,yerr
0.2578125,9.363640785217285,0.00390625,5.891908645629883
0.265625,12.938106536865234,0.00390625,5.144285202026367
0.2734375,7.133004188537598,0.00390625,7.102212429046631
0.28125,11.266892433166504,0.00390625,6.069015979766846
0.2890625,15.8417387008667,0.00390625,10.91671085357666
0.296875,7.846019744873047,0.00390625,6.469089508056641
0.3046875,17.39220428466797,0.00390625,9.989104270935059
0.3125,11.278940200805664,0.00390625,6.294882297515869
0.3203125,11.48717212677002,0.00390625,6.672506809234619
0.328125,19.46429443359375,0.00390625,7.4613800048828125
0.33984375,13.024471282958984,0.00390625,4.633481502532959
0.35546875,14.356348037719727,0.00390625,6.23895263671875
0.37109375,12.916814804077148,0.00390625,4.492041110992432
0.38671875,10.851560592651367,0.00390625,6.517124176025391
0.40234375,12.152281761169434,0.00390625,6.736827373504639
0.41796875,9.845483779907227,0.00390625,6.954848289489746
0.43359375,17.328845977783203,0.00390625,3.7720224857330322
0.44921875,16.407541275024414,0.00390625,5.410492897033691
0.46484375,12.020515441894531,0.00390625,4.86353063583374
0.48046875,15.658809661865234,0.00390625,4.587812423706055
0.49609375,14.046592712402344,0.00390625,5.903589248657227
0.51171875,13.687280654907227,0.00390625,5.885202884674072
0.52734375,11.155647277832031,0.00390625,4.157259941101074
0.54296875,9.759176254272461,0.00390625,4.042879104614258
0.55859375,15.953237533569336,0.00390625,3.9993462562561035
0.57421875,12.651163101196289,0.00390625,3.4073541164398193
0.58984375,11.591804504394531,0.00390625,5.21394681930542
0.60546875,12.255072593688965,0.00390625,4.201394081115723
0.62109375,18.697525024414062,0.00390625,3.0480775833129883
0.63671875,10.465392112731934,0.00390625,4.812395095825195
0.65234375,12.905975341796875,0.00390625,4.478923797607422
0.66796875,15.117352485656738,0.00390625,5.943370342254639
0.6875,8.839612007141113,0.00390625,3.1321182250976562
0.7109375,13.246826171875,0.00390625,4.1234965324401855
0.734375,10.25866413116455,0.00390625,2.513450860977173
0.7578125,9.79932689666748,0.00390625,3.659985303878784
0.78125,17.249000549316406,0.00390625,4.928819179534912
0.8046875,14.946255683898926,0.00390625,2.7112057209014893
0.828125,25.10723304748535,0.00390625,5.358841419219971
0.8515625,19.34502601623535,0.00390625,3.6633267402648926
0.875,24.265594482421875,0.00390625,3.7210798263549805
0.8984375,35.19374084472656,0.00390625,5.933535575866699
0.921875,67.4464111328125,0.0078125,2.9327316284179688
0.9453125,116.35883331298828,0.0078125,3.2964093685150146
0.96875,155.5525665283203,0.0078125,2.9474728107452393
0.9921875,148.47540283203125,0.0078125,2.5408356189727783
1.01953125,105.28528594970703,0.0078125,2.809575319290161
1.05078125,51.5289306640625,0.0078125,2.358985424041748
1.08203125,41.389739990234375,0.0078125,3.779052495956421
1.11328125,24.816875457763672,0.0078125,3.8555409908294678
1.14453125,17.394306182861328,0.0078125,2.7379889488220215
1.17578125,16.434326171875,0.0078125,3.5371735095977783
1.20703125,14.506244659423828,0.0078125,3.1398658752441406
1.23828125,12.403610229492188,0.0078125,3.062805414199829
1.26953125,13.810443878173828,0.0078125,2.5732457637786865
1.30078125,14.823141098022461,0.0078125,2.3292183876037598
1.33203125,10.08487606048584,0.0078125,3.552915334701538
1.3671875,7.564366817474365,0.0078125,2.8676652908325195
1.40625,11.196779251098633,0.0078125,2.6643381118774414
1.4453125,7.283712863922119,0.0078125,2.794356346130371
1.484375,9.395391464233398,0.0078125,4.0464372634887695
1.5234375,8.714286804199219,0.0078125,2.5433239936828613
1.5625,8.258852005004883,0.0078125,3.0450212955474854
1.6015625,7.659241676330566,0.0078125,3.37811279296875
1.640625,7.871520042419434,0.01171875,1.8657244443893433
1.6796875,8.1853666305542,0.01171875,2.4492948055267334
1.72265625,9.07006549835205,0.01171875,1.9764057397842407
1.76953125,8.323267936706543,0.01171875,1.9154411554336548
1.81640625,8.4885835647583,0.01171875,3.1135776042938232
1.86328125,10.987645149230957,0.01171875,2.7155799865722656
1.91015625,9.47042179107666,0.01171875,4.416600704193115
1.95703125,14.425414085388184,0.01171875,3.4305479526519775
2.00390625,13.577987670898438,0.01171875,4.3230366706848145
2.0546875,11.681848526000977,0.01171875,6.139593601226807
2.109375,9.406343460083008,0.01171875,11.337130546569824
2.1640625,7.49554967880249,0.01171875,19.055078506469727
2.21875,6.334744930267334,0.01171875,26.000619888305664
2.2734375,7.2658843994140625,0.01171875,24.744375228881836
2.328125,4.8354105949401855,0.015625,14.998946189880371
2.38671875,4.928106307983398,0.015625,7.829492568969727
2.44921875,4.893123626708984,0.015625,6.182563781738281
2.51171875,3.650064468383789,0.015625,3.855912923812866
2.57421875,3.361642599105835,0.015625,2.8507027626037598
2.63671875,4.660403251647949,0.015625,2.5775980949401855
2.69921875,4.519711494445801,0.015625,2.2819578647613525
2.765625,2.85384464263916,0.015625,2.1257975101470947
2.8359375,2.7012393474578857,0.015625,2.1839277744293213
2.90625,3.4045867919921875,0.015625,2.4074034690856934
2.9765625,3.3266546726226807,0.015625,1.682152271270752
3.046875,3.025977373123169,0.01953125,1.1953988075256348
3.12109375,3.00111985206604,0.01953125,1.6508525609970093
3.19921875,2.9193601608276367,0.01953125,1.1540247201919556
3.27734375,2.081745147705078,0.01953125,1.4266481399536133
3.35546875,2.248992443084717,0.01953125,1.3676588535308838
3.4375,2.374701499938965,0.01953125,1.2841479778289795
3.5234375,1.9527629613876343,0.01953125,1.2046161890029907
3.609375,1.6410369873046875,0.01953125,1.2324963808059692
3.6953125,1.5416613817214966,0.01953125,1.2711002826690674
3.78515625,1.161605954170227,0.0234375,1.2895795106887817
3.87890625,1.2034577131271362,0.0234375,1.2032136917114258
3.97265625,1.753405213356018,0.0234375,1.2123602628707886
4.06640625,1.3847366571426392,0.0234375,1.474932312965393
4.1640625,1.0182948112487793,0.0234375,1.3453736305236816
4.265625,0.9292517304420471,0.0234375,1.86470365524292
4.3671875,0.9928008317947388,0.0234375,1.8421589136123657
4.47265625,1.1915967464447021,0.02734375,1.4864141941070557
4.58203125,0.8423637747764587,0.02734375,1.2200944423675537
4.69140625,1.1898822784423828,0.02734375,1.0189677476882935
4.8046875,0.48189905285835266,0.02734375,0.9057706594467163
4.921875,0.5106488466262817,0.02734375,0.9881064295768738
5.0390625,0.7426575422286987,0.02734375,0.7140019536018372
5.16015625,0.375461220741272,0.03125,0.7002293467521667
5.28515625,0.7119698524475098,0.03125,0.7002783417701721
5.41015625,0.6244860887527466,0.03125,0.5753382444381714
5.5390625,0.35805588960647583,0.03125,0.5322849154472351
5.671875,0.17297756671905518,0.03125,0.6537989377975464
5.80859375,0.2937358617782593,0.03125,0.6486665606498718
5.94921875,0.5915013551712036,0.03515625,0.451675683259964
6.08984375,0.45542657375335693,0.03515625,0.44396674633026123
6.234375,0.05370918661355972,0.03515625,0.5060358643531799
6.3828125,0.34631022810935974,0.03515625,0.4992119073867798
6.53515625,0.33320051431655884,0.03515625,0.48047012090682983
6.69140625,0.048890311270952225,0.0390625,0.43756693601608276
6.8515625,0.19781777262687683,0.0390625,0.44980698823928833
7.015625,0.19490155577659607,0.0390625,0.3705647587776184
7.18359375,0.14456501603126526,0.0390625,0.3771209418773651
7.35546875,0.22268524765968323,0.04296875,0.37308433651924133
7.53125,0.41460278630256653,0.04296875,0.3413364887237549
7.7109375,0.28479528427124023,0.04296875,0.30798599123954773
7.89453125,0.3390686511993408,0.04296875,0.31102055311203003
8.08203125,0.14420785009860992,0.046875,0.2594442665576935
8.2734375,0.2417403757572174,0.046875,0.2589878439903259
8.46875,0.12230726331472397,0.046875,0.3023749589920044
8.66796875,0.0645475909113884,0.046875,0.27046269178390503
8.875,-0.07384543865919113,0.05078125,0.23023389279842377
9.0859375,-0.048267677426338196,0.05078125,0.2267325520515442
9.30078125,0.1282331645488739,0.05078125,0.22896061837673187
9.5234375,0.16699014604091644,0.0546875,0.23941640555858612
9.75,0.15794551372528076,0.0546875,0.21727845072746277
9.98046875,0.07780993729829788,0.0546875,0.23517782986164093
