x,y,xerr,yerr
0.2578125,30.386137008666992,0.00390625,11.074906349182129
0.265625,38.69101333618164,0.00390625,8.779245376586914
0.2734375,38.83026885986328,0.00390625,6.690065860748291
0.28125,22.006746292114258,0.00390625,5.973047256469727
0.2890625,31.74131965637207,0.00390625,5.492154598236084
0.296875,37.30449676513672,0.00390625,7.562178611755371
0.3046875,29.90094566345215,0.00390625,5.436046123504639
0.3125,23.24763298034668,0.00390625,5.635993480682373
0.3203125,44.219703674316406,0.00390625,6.206721305847168
0.328125,37.098602294921875,0.00390625,7.781148910522461
0.33984375,26.802988052368164,0.00390625,6.93878173828125
0.35546875,29.260650634765625,0.00390625,6.260251045227051
0.37109375,24.37359619140625,0.00390625,5.333191871643066
0.38671875,32.83574295043945,0.00390625,5.7451863288879395
0.40234375,29.430095672607422,0.00390625,5.287900924682617
0.41796875,33.98863220214844,0.00390625,3.1037323474884033
0.43359375,31.215396881103516,0.00390625,5.634061813354492
0.44921875,31.72833251953125,0.00390625,5.148449420928955
0.46484375,27.717700958251953,0.00390625,9.121197700500488
0.48046875,35.063961029052734,0.00390625,6.854475021362305
0.49609375,42.360069274902344,0.00390625,6.019018173217773
0.51171875,29.94326400756836,0.00390625,7.666154384613037
0.52734375,28.391387939453125,0.00390625,5.419647216796875
0.54296875,32.62684631347656,0.00390625,4.902008533477783
0.55859375,25.335582733154297,0.00390625,7.639333248138428
0.57421875,38.99656677246094,0.00390625,5.894094467163086
0.58984375,30.99148178100586,0.00390625,6.450098037719727
0.60546875,34.31580352783203,0.00390625,6.859660625457764
0.62109375,28.792865753173828,0.00390625,7.136702060699463
0.63671875,30.77886962890625,0.00390625,6.079387664794922
0.65234375,26.06594467163086,0.00390625,4.5641608238220215
0.66796875,29.55792999267578,0.00390625,6.6528120040893555
0.6875,25.115999221801758,0.00390625,5.313782215118408
0.7109375,26.098478317260742,0.00390625,6.6790947914123535
0.734375,30.848337173461914,0.00390625,6.701988220214844
0.7578125,28.200754165649414,0.00390625,3.936218738555908
0.78125,33.332115173339844,0.00390625,5.5365729331970215
0.8046875,31.172163009643555,0.00390625,6.45115327835083
0.828125,25.794748306274414,0.00390625,5.2340168952941895
0.8515625,25.6119384765625,0.00390625,4.140219211578369
0.875,34.78477478027344,0.00390625,7.588006019592285
0.8984375,29.468076705932617,0.00390625,6.417304039001465
0.921875,33.17314147949219,0.0078125,3.3464436531066895
0.9453125,36.60649490356445,0.0078125,3.631596088409424
0.96875,31.2513370513916,0.0078125,3.0587382316589355
0.9921875,26.989030838012695,0.0078125,4.050845146179199
1.01953125,28.57891082763672,0.0078125,3.671924114227295
1.05078125,34.02490234375,0.0078125,4.183094501495361
1.08203125,35.36255645751953,0.0078125,3.8543810844421387
1.11328125,32.726322174072266,0.0078125,3.913602590560913
1.14453125,29.02537727355957,0.0078125,3.4487624168395996
1.17578125,33.69355010986328,0.0078125,4.340644836425781
1.20703125,28.262876510620117,0.0078125,5.211742401123047
1.23828125,31.47050666809082,0.0078125,3.7113397121429443
1.26953125,26.68209457397461,0.0078125,3.5602293014526367
1.30078125,30.70477867126465,0.0078125,4.048012733459473
1.33203125,26.868234634399414,0.0078125,3.173068046569824
1.3671875,27.049718856811523,0.0078125,4.759275913238525
1.40625,28.012283325195312,0.0078125,3.8463833332061768
1.4453125,24.799421310424805,0.0078125,4.237712383270264
1.484375,27.643634796142578,0.0078125,3.5767812728881836
1.5234375,25.239604949951172,0.0078125,3.821382761001587
1.5625,25.662639617919922,0.0078125,3.2575154304504395
1.6015625,31.078765869140625,0.0078125,3.665191173553467
1.640625,25.901086807250977,0.01171875,2.5685489177703857
1.6796875,28.690929412841797,0.01171875,2.6752102375030518
1.72265625,31.476730346679688,0.01171875,3.1523656845092773
1.76953125,38.00699996948242,0.01171875,2.864509344100952
1.81640625,56.3482551574707,0.01171875,3.3668572902679443
1.86328125,88.23169708251953,0.01171875,3.143535852432251
1.91015625,119.80638885498047,0.01171875,2.6366212368011475
