ids,net_count_rates,source_percents,hardness_ratios,mjds,tins,diskbb_norms,gammas,nthcomp_norms,red_pgs
1130360182_1,87.6,97.8,0.03866045245491034,58260.1387963,0.322604,103206.0,3.64758,0.472427,5.272631578947368
2130360201_5,1.81,77.4,0.44659718367334766,58558.6863657,0.2,6264.26,1.85105,0.0097192,0.9978813559322034
1050360109_3,6867.0,100.0,0.34447985815997445,58013.3459722,0.2,17662100.0,2.39219,67.3008,6.214527363184079
1130360284_1,1.531,69.9,0.44974914782353975,58505.1463657,0.300128,313.287,1.91696,0.0080189,1.07953216374269
1050360115_10,10440.0,100.0,0.2745926858636126,58019.4727431,0.313433,0.1,2.87013,132.658,284.6244776119403
1050360115_6,10610.0,100.0,0.27956225090588155,58019.215544,0.287079,0.1,2.82401,139.678,207.02502487562188
1130360178_0,0.6487,48.6,0.3516694501002684,58252.2426505,0.2,6578.32,2.16275,0.0051984,1.232207792207792
1050360106_5,4418.0,99.9,0.3936950618370756,58010.3213542,0.2,18775000.0,2.1475,31.6265,26.36686567164179
2130360207_4,0.371,51.9,0.3754261643469082,58596.2196991,0.416035,142.07,1.1,0.000530296,0.41
2130360206_0,139.0,81.3,4.147061596076339,58589.5910185,0.2,34560.4,1.19365,0.243781,251.6344278606965
1130360267_1,-0.5256,-14.1,-0.3567387656297219,58386.4446412,1.01189,0.342506,4.0,0.0,1.9062032085561496
1050360105_1,4834.0,99.9,0.3493220535371164,58008.9988079,0.2,16100500.0,2.35975,45.0951,4.213333333333333
1130360162_5,4.18,45.5,0.33946651104245934,58228.621331,0.213965,144155.0,1.1,0.00239083,2.0550609756097558
2130360210_0,-29.81,-216.6,1.194143598651506,58610.005081,0.200005,1.06321,3.64758,1.77372e-08,21.434842105263158
1130360223_0,1.553,83.5,0.4453178853866402,58317.5153356,0.2,10373.7,1.87238,0.0078007,1.1404166666666666
1130360259_0,0.08913,3.1,0.5312250323488263,58377.5022106,1.35064,0.1,1.1,0.000559332,1.8595833333333334
1130360161_3,10.31,92.1,0.014817045219259977,58224.7653009,0.232346,178094.0,4.0,0.0494039,2.2126666666666663
1130360107_7,6389.0,100.0,0.3152480190584963,58030.7270139,0.2,13103000.0,2.54119,74.6386,3.7655721393034827
1130360237_0,1.11,80.5,0.40788814555805736,58337.4225231,0.317881,391.183,1.24801,0.00219224,1.393
1130360181_0,81.65,95.0,0.0345127982106792,58259.2336227,0.322949,96998.7,3.64758,0.418664,11.226915422885574
1130360132_1,1208.0,100.0,0.11247327468631382,58138.08,0.770228,6290.19,3.64758,0.000192082,512.1717204301075
2130360202_0,1.103,75.0,0.499807177088194,58571.1016667,0.454012,35.5332,1.1,0.00147744,0.9171140939597315
1050360105_13,4879.0,99.6,0.34912195893973696,58009.1096181,0.2,16980200.0,2.3583,45.3331,2.6285572139303484
1130360163_2,3.504,51.1,0.22778262313074024,58229.5868634,0.212611,132252.0,1.1,0.00159381,1.7822631578947368
1050360106_0,4410.0,99.9,0.3896083205446472,58009.9998148,0.2,18555000.0,2.16756,32.3667,26.5955223880597
1130360110_2,7201.0,99.6,0.2770248125646424,58033.4175,0.2,2882730.0,2.77684,111.301,17.173880597014925
1130360226_1,8.627,94.1,0.4923516211281045,58321.2416898,0.2,34366.3,1.89957,0.0457913,1.134698795180723
1130360172_5,-0.915,-67.6,1.9445078167306769,58242.7809375,0.2,0.262888,3.64758,5.26283e-09,4.035562130177515
1130360147_0,210.1,56.3,-0.030273697834686385,58200.0832292,0.371196,84028.8,3.64758,1.69284,10.054477611940298
1050360112_1,11120.0,99.9,0.3188224277827008,58016.3063542,0.2,5177500.0,2.56732,137.043,156.30084577114428
1130360190_2,-9.138,-90.2,-6.4202124083377665,58276.461169,0.203458,0.100001,3.64758,1.06938e-08,71.79482587064676
1130360286_0,3.151,55.0,0.8792649098574526,58536.6224769,0.2,22752.0,1.1,0.0043869,2.8473631840796023
1130360182_7,79.48,84.5,-0.002059572814129301,58260.7192361,0.338532,77069.6,3.64758,0.249443,3.700054054054054
1130360172_4,-4.115,-46.8,2.660330652310054,58242.7802431,0.2,0.100017,3.64758,6.08539e-09,1.9726086956521738
1130360215_1,1.909,78.2,0.4330953901586318,58308.5673264,0.2,17889.6,1.94946,0.00991582,1.2067532467532467
1130360203_1,49.25,99.0,0.3351477150482396,58290.284213,0.2,671772.0,2.24974,0.33781,1.9293846153846155
1050360113_2,10820.0,100.0,0.3104343449398279,58017.1401042,0.2,5847970.0,2.60546,138.945,178.85915422885574
1050360106_6,4489.0,99.9,0.3869022038496289,58010.3856944,0.2,18746400.0,2.17834,33.3865,27.885920398009947
1050360119_4,9209.0,100.0,0.25174201728493806,58023.765081,0.372558,0.1,3.08766,114.316,527.9019900497512
1130360165_3,2.619,82.6,0.07079062000140841,58231.3882639,0.2,152157.0,3.2796,0.00861296,2.14
1130360183_7,90.85,96.5,0.040457499003825274,58261.4968287,0.3239,103131.0,3.64758,0.49651,5.00904255319149
1130360206_0,60.37,98.7,0.15519051967250383,58297.680625,0.265491,192379.0,2.86685,0.492556,1.8090058479532163
1130360172_6,-0.3761,-52.7,4.4668104021146835,58242.9842708,0.200001,0.105332,3.64758,4.69593e-06,3.2130769230769234
1050360108_2,5695.0,95.6,0.3686534263164435,58012.2606538,0.2,19344300.0,2.27162,47.8272,3.065771144278607
1050360115_12,10520.0,100.0,0.281293315561794,58019.5372569,0.277811,0.1,2.80386,139.509,279.8239303482587
1130360188_0,15.47,96.8,0.4205264167218268,58273.758831,0.2,176117.0,1.9624,0.0778704,1.487680412371134
1130360103_1,9152.0,100.0,0.3022128305489402,58026.7465278,0.2,4179030.0,2.64699,123.028,70.55273631840797
1130360166_4,1.584,41.5,0.05490611781804931,58233.7762153,0.2,92175.0,4.0,0.00893663,0.9103703703703703
1130360176_5,0.1848,23.4,0.17753610407364637,58247.4187005,0.2,3750.38,3.11639,0.00435026,0.8992592592592593
1130360286_1,1.872,54.5,0.5698995884444149,58536.6868403,0.2,15589.6,1.55509,0.00505555,1.6166999999999998
1130360167_1,0.8111,60.5,0.11478727638274733,58236.2128125,0.2,49994.2,2.18475,0.000308831,1.6011764705882352
1130360227_1,16.52,98.0,0.45899762705521807,58322.7264236,0.2,109680.0,1.86558,0.0824546,0.9751497005988023
1130360189_0,11.07,73.2,0.40910130338992823,58274.2211574,0.292135,8154.84,1.69659,0.036735,1.2113690476190475
1130360171_1,0.1009,6.3,-0.23980948776687616,58241.6165972,0.2,8184.95,3.53931,0.00193957,1.275948717948718
1050360119_5,9271.0,100.0,0.25199776496881593,58023.7885301,0.376802,0.1,3.09011,113.758,198.58825870646766
1050360112_3,10520.0,100.0,0.3154806353150234,58016.9472917,0.2,8048730.0,2.57348,129.916,134.92
1130360109_1,7788.0,99.8,0.27333427047317443,58032.3931085,0.2,0.1,2.79994,124.055,47.18457711442786
1130360109_3,7679.0,99.9,0.28541760802928706,58032.836169,0.2,1971630.0,2.74191,114.609,5.265522388059701
1130360105_2,7354.0,100.0,0.30670321412492235,58028.7837153,0.2,10616000.0,2.5988,92.4078,145.3402985074627
1050360115_2,10530.0,100.0,0.27474442666086046,58019.0071181,0.317777,0.1,2.87549,132.717,364.1285572139303
1130360283_0,1.042,41.0,0.34229315486895473,58502.3141667,1.61444,0.241559,4.0,5.48272e-14,2.874817073170732
1050360114_1,10600.0,100.0,0.2760368424864449,58018.8769213,0.315118,0.1,2.86703,133.787,426.3427860696517
1130360130_2,1228.0,99.9,0.11428959612289821,58136.3574884,0.451916,71422.4,3.64758,9.06093,5.481586206896552
1130360199_0,9.017,93.2,0.5002133798245745,58287.3230208,0.2,48431.8,1.6586,0.0342667,1.0412244897959184
1130360177_2,-3.749,-111.2,1.32452734668119,58250.1801273,0.2,0.122558,3.64758,2.75042e-09,16.556467661691542
1130360184_9,74.74,99.4,0.06155066724266742,58266.2946065,0.286695,161208.0,4.0,0.997261,2.1518656716417914
1050360115_4,10610.0,100.0,0.27663763322332696,58019.134294,0.313929,0.1,2.86053,133.605,280.45144278606966
1050360109_7,6945.0,99.5,0.3440416813974734,58013.6664931,0.2,17656100.0,2.39371,68.2205,19.845721393034825
1130360185_1,72.4,99.1,0.1045212320121256,58267.194456,0.200005,1278080.0,4.0,2.46966,2.316432748538012
1130360107_4,6414.0,100.0,0.31088287331408265,58030.7244097,0.2,13257400.0,2.5613,76.6008,2.6383582089552235
1130360244_4,1.366,64.7,0.7263674238277594,58350.5493056,0.2,8079.44,1.1,0.00217265,1.083939393939394
1130360216_3,0.5049,16.4,0.27860402518992666,58309.7193634,0.240624,663.226,2.24183,0.00850206,2.0535714285714284
1050360120_4,10160.0,100.0,0.2771064869138529,58020.8309375,0.282524,0.1,2.82871,135.976,94.03592039800995
1130360230_2,40.01,99.1,0.3041727911528608,58326.777037,0.2,608144.0,2.4181,0.326823,1.2864848484848486
1130360160_2,21.56,97.5,0.03136643119590624,58220.9677083,0.253811,175163.0,4.0,0.131503,2.6116216216216217
1130360146_2,253.5,96.0,0.053464869399179646,58199.2519213,0.373209,89831.3,3.64758,1.48544,7.775124378109452
1130360155_0,69.38,99.5,0.025596003731851398,58213.181713,0.320929,95150.0,3.64758,0.246417,8.528384615384615
1130360231_0,39.8,98.7,0.31432735209862434,58327.1526852,0.2,586089.0,2.36283,0.304723,2.7659
1130360239_0,1.008,67.3,0.39292357959681584,58339.2249653,0.2,7134.33,1.97088,0.00593715,1.051948051948052
1130360283_1,1.717,52.5,0.41931886671717666,58502.3319213,0.235536,386.36,2.07181,0.0129476,1.4166842105263158
1130360172_3,0.2005,34.3,0.009571868007175058,58242.7248032,0.2,3935.6,3.34045,0.00331335,1.320769230769231
1130360166_5,0.3783,9.4,-1.9172699013086387,58233.8385995,0.2,73520.5,3.64758,4.93986e-16,1.4063157894736842
1130360157_2,50.07,99.1,0.01868884833422012,58215.5650694,0.306928,101001.0,3.64758,0.140626,9.016106870229008
1050360109_4,6771.0,99.9,0.3462032295623891,58013.4795486,0.2,18231800.0,2.3844,65.6435,11.986019900497512
1130360184_8,76.24,99.5,0.059080934547223955,58266.2943196,0.296506,126878.0,4.0,0.975721,1.259493670886076
1130360184_15,75.3,99.4,0.07454428343748414,58266.6153356,0.27802,182840.0,4.0,1.19649,2.8385534591194967
1130360168_3,0.6968,30.9,-0.13685139496623777,58237.6990856,0.2,26329.8,3.94946,0.0122183,1.4132110091743117
2130360212_1,0.6812,26.6,1.4999820662319674,58614.6442708,0.339548,0.1,1.1,0.00159268,1.9542857142857144
1130360107_13,6293.0,100.0,0.31213784893508406,58030.7834856,0.2,12956400.0,2.55489,74.6291,4.413930348258707
1050360105_18,4623.0,99.9,0.36526165972066005,58009.2289699,0.2,17729100.0,2.27637,38.8286,25.445223880597013
1050360109_5,6773.0,99.9,0.3464588167545987,58013.5457755,0.2,18314500.0,2.38153,65.4413,7.048706467661692
1130360182_9,85.58,93.8,0.018176520139159266,58260.9177778,0.336782,81537.5,3.64758,0.318325,7.820426829268293
1130360145_0,267.8,99.2,0.0567857223976861,58198.0943056,0.383642,79488.7,3.64758,1.42597,7.11496855345912
1050360104_2,4678.0,100.0,0.3558038265506073,58008.6488889,0.2,15986600.0,2.32292,41.7713,1.8451243781094528
1130360231_1,35.68,95.6,0.3207063202896963,58327.7968287,0.2,511265.0,2.3325,0.270716,1.7740625
1130360165_4,2.139,56.9,-0.0331674921245301,58231.5813079,0.2,135650.0,4.0,0.0133059,1.5146616541353382
1130360203_0,48.06,99.0,0.34276182273580097,58290.217662,0.2,662653.0,2.23005,0.321211,1.9799497487437185
1130360233_2,4.545,94.9,0.6169821704029208,58333.7539236,0.509501,55.3055,1.22652,0.00777468,1.2222727272727274
1130360226_6,10.79,95.4,0.4835105096144956,58321.6921875,0.2,55022.5,1.78415,0.0484437,1.0849162011173183
1130360267_0,-2.025,-24.1,3.762842588656683,58386.246794,0.2,0.100018,3.64758,2.20549e-11,2.633283582089552
1130360104_0,7466.0,100.0,0.3085422910891449,58027.7535648,0.2,11147200.0,2.58844,92.6776,85.99049751243781
1130360163_1,4.084,56.5,0.3920370973448412,58229.5225347,0.2,208201.0,1.1,0.00228425,1.6424226804123712
1130360107_10,6194.0,100.0,0.3146123049198924,58030.7353588,0.2,13770200.0,2.54292,72.3036,1.5299004975124377
1050360105_16,4726.0,99.9,0.35910916035119606,58009.1646412,0.2,17340300.0,2.30993,41.3992,23.37771144278607
1130360138_1,543.4,99.9,0.07722249611270182,58175.8518866,0.423109,71177.4,3.64758,3.07588,11.023541666666667
1130360144_1,-202.9,-27.8,-1.8589249257616223,58197.1881829,0.422048,34867.9,3.64758,1.58143e-07,122.57875621890548
1050360104_5,4829.0,100.0,0.3482123521091027,58008.7328588,0.2,15950100.0,2.36006,45.0917,18.153781094527364
1050360112_0,10820.0,99.6,0.30030429782024015,58016.2396065,0.2,832594.0,2.66726,149.665,287.23348258706466
2130360207_5,0.6744,44.9,0.419273354009222,58596.2202546,0.2,594.354,1.94676,0.00449783,1.1935
1130360228_1,28.88,89.0,0.3690798755653681,58324.2556481,0.2,323095.0,2.16109,0.18737,1.9737313432835821
1050360111_3,10100.0,100.0,0.31670446058457097,58015.5963426,0.2,8709270.0,2.56902,124.022,16.453980099502488
1130360111_1,7402.0,100.0,0.2698085644345062,58034.0176736,0.2,0.1,2.82151,120.567,6.461293532338309
2130360206_1,0.6711,23.2,0.5072134767909341,58589.6552546,0.2,6912.86,1.40839,0.00181756,0.9086309523809524
1050360110_0,6522.0,100.0,0.35557862732700557,58014.0526157,0.2,20025300.0,2.33421,59.3225,27.111641791044775
1130360135_2,1203.0,100.0,0.11454827398167076,58141.945706,0.466207,61281.1,3.64758,7.91196,10.786387096774193
1130360168_1,1.429,64.2,0.42828974708897705,58237.3706713,0.2,42045.8,1.81672,0.00302973,1.77734693877551
1130360285_1,-28.09,-161.7,1.611223698314758,58535.078044,0.2,0.100002,3.64758,1.09587e-07,59.90074626865671
1130360182_8,80.52,84.5,4.962403108778732e-05,58260.7207551,0.34077,74099.4,3.64758,0.252295,4.781134020618556
1130360107_15,6880.0,100.0,0.3030234264959303,58030.8552662,0.2,10019000.0,2.61587,88.0569,64.26776119402984
1130360244_0,-37.4,-455.7,1.4348670823172032,58350.0992593,0.201882,0.100002,3.64757,1.66186e-07,58.14126262626262
1130360260_2,0.5539,45.3,0.3940184135836442,58379.956875,0.2,2428.47,1.74749,0.00294416,1.4492
1130360184_14,73.93,99.5,0.06930972154437304,58266.5509606,0.284178,158212.0,4.0,1.09224,2.6315584415584414
1130360242_1,-4.429,-18.9,2.0019757978675297,58344.193206,0.2,0.125693,3.64758,2.85499e-10,1.7872864321608042
2130360207_1,0.7281,68.2,0.628782099400463,58596.1537731,0.409407,0.101861,1.22356,0.00163881,0.7753333333333334
1130360109_5,7687.0,100.0,0.2850302726434773,58032.8377083,0.2,2264470.0,2.74062,114.5,344.0917412935323
1130360175_0,-3.464,-108.6,0.8551697433866933,58245.164919,0.2,0.139284,1.19368,6.48511e-08,6.739999999999999
1130360172_1,-2.213,-25.7,1.6414027556764061,58242.7124306,0.20185,0.183543,3.6473,1.10669e-07,4.0974129353233835
1050360116_4,10330.0,100.0,0.2804495023151444,58020.308831,0.274852,0.1,2.81049,139.003,287.3471144278607
1130360111_0,7411.0,100.0,0.2740726578307026,58033.9991435,0.2,656989.0,2.80593,118.592,315.0109950248756
1130360240_2,2.372,67.5,0.5176631934541952,58340.7135185,0.2,18969.0,1.7334,0.00834732,1.579942857142857
1130360220_4,0.6585,31.0,0.5873837948839272,58314.5435995,0.452909,9.72088,1.41459,0.00205164,1.0525925925925927
1050360119_0,9596.0,100.0,0.26256431734394514,58023.2523148,0.332842,0.1,2.96459,123.86,408.6851243781095
1130360228_0,26.61,67.1,0.2637310650470798,58324.1911921,0.2,272831.0,2.5741,0.29094,2.3597014925373134
1050360108_8,5575.0,99.9,0.36815364024781044,58012.515625,0.2,20354600.0,2.2679,46.5128,9.853930348258707
1130360266_2,0.9365,67.0,0.4826966433564741,58385.5549653,0.499057,10.1642,1.33837,0.00195494,0.7036170212765958
