ids,net_count_rates,source_percents,hardness_ratios,mjds,tins,diskbb_norms,gammas,nthcomp_norms,red_pgs
1130360217_0,1.429,80.7,0.40473808769813047,58310.2450463,0.2,11949.6,2.15919,0.00973997,1.0012403100775193
1130360147_1,187.9,51.6,-0.11118527698634086,58200.1470833,0.393557,68989.6,3.64758,0.487707,49.93651741293532
1130360231_3,35.47,96.5,0.32492040196799343,58327.8617708,0.2,499485.0,2.31616,0.261511,2.2303
1130360229_0,31.94,79.1,0.2632038360901328,58325.4804282,0.2,403869.0,2.63586,0.365918,1.8264766839378237
1130360146_4,247.8,99.4,0.05412956569696675,58199.373044,0.379338,81302.8,3.64758,1.2958,6.9714285714285715
2130360205_0,0.8351,36.1,0.5760676589480255,58588.6875926,0.323424,234.012,1.1,0.00119257,1.068421052631579
1050360106_1,4429.0,99.9,0.38860393237490654,58010.0641898,0.2,18747100.0,2.17104,32.6394,26.958308457711443
1130360236_1,-0.3604,-8.8,-0.061381080131501245,58336.5908796,0.86869,0.1,3.64758,0.00487591,7.645870646766169
1050360106_8,4699.0,99.9,0.3785994634228202,58010.4567477,0.2,18565700.0,2.21688,36.7264,10.557562189054726
1130360226_0,8.268,95.9,0.4959446360411419,58321.1773611,0.2,31829.8,1.80465,0.0389475,0.9974846625766871
1050360117_6,9924.0,100.0,0.277655121471026,58021.7717361,0.257647,0.1,2.81253,139.904,338.23980099502484
1050360120_2,10300.0,100.0,0.28347973027305506,58020.6976505,0.2,0.1,2.75255,156.144,216.78781094527363
1130360156_6,56.5,99.3,0.021412847761953846,58214.6634491,0.312728,97252.2,3.64758,0.173242,11.698613138686131
1130360182_5,84.88,92.4,0.02451374683692153,58260.3951968,0.321364,104034.0,3.64758,0.477949,12.239203980099502
1130360184_13,74.48,99.5,0.06828455431789421,58266.4866204,0.286196,165030.0,3.64758,0.799773,3.6703846153846156
1130360175_1,-5.107,-140.0,1.2439041367294867,58245.1669097,0.2,1.13923,3.64758,5.18656e-08,8.404689655172414
1130360266_3,0.8403,63.2,0.42627001257796027,58385.5571644,0.2,3912.17,2.21457,0.00690537,0.950625
1130360145_2,258.5,99.1,0.05347902959027754,58198.4808102,0.384513,77020.4,3.64758,1.31689,9.67562091503268
1130360146_7,246.0,98.3,0.04881035498660684,58199.4441782,0.381769,79756.0,3.64758,1.18171,11.638296703296703
1130360239_1,-5.617,-32.3,3.4310242029559204,58339.238669,0.201116,0.100466,3.64758,1.19552e-07,4.4921393034825865
1050360113_3,10850.0,99.9,0.3076115267801182,58017.204456,0.2,4735270.0,2.62161,141.988,202.4119402985075
1130360271_0,-0.8786,-22.3,-1.2437059758593367,58392.2962037,0.747167,0.101871,3.64758,0.00135725,7.827661691542288
1130360160_0,22.0,98.2,0.016942266616445482,58220.7744097,0.265927,133986.0,3.64758,0.0681081,4.10552380952381
1130360135_0,1174.0,99.9,0.11328248103968427,58141.9364352,0.459175,64009.1,3.64758,8.18478,9.316622516556292
1130360208_0,23.93,97.7,0.3608078212840117,58301.1579745,0.2,334126.0,2.16705,0.147503,1.7232984293193716
1130360131_0,1205.0,100.0,0.11154244770264247,58137.1144792,0.863103,3710.61,3.64758,0.0601128,1003.5411458333333
1130360237_2,0.2184,6.4,0.18782133031322004,58337.4868634,1.2112,0.158144,3.64758,0.00260446,6.760995024875622
1130360144_2,278.3,94.1,0.06441528284144496,58197.3233449,0.368617,97518.4,3.64758,1.94075,4.553532338308457
1130360182_6,85.97,91.1,0.02764199406155673,58260.4605787,0.321723,103955.0,3.64758,0.479385,9.625373134328358
1130360233_1,7.447,95.4,0.5263804499089357,58333.6914005,0.2,47693.8,1.66686,0.0280233,0.8707857142857143
1050360116_8,10250.0,100.0,0.27328369448352496,58020.4377662,0.31311,0.1,2.87939,131.388,370.9895522388059
1130360144_4,266.9,99.1,0.053511318609756116,58197.9012616,0.38276,80513.6,3.64758,1.44408,13.56251612903226
1130360182_2,85.14,97.1,0.025820285870833966,58260.1431246,0.329547,88241.9,4.0,0.47968,2.565123966942149
1130360274_0,2.089,87.4,0.4710877186414502,58396.8055787,0.2,8692.88,1.87937,0.010697,0.9412352941176471
1130360183_5,94.8,91.4,0.07256849049876418,58261.3671991,0.305091,136659.0,3.64758,0.86385,5.075771144278607
1050360111_2,10720.0,100.0,0.31514791206905,58015.3430903,0.2,4083820.0,2.59049,135.693,128.52910447761192
1130360156_5,57.12,99.4,0.02212507623640665,58214.5996065,0.312113,99023.4,3.64758,0.184222,12.007573529411765
1050360109_10,6358.0,100.0,0.35763105819362057,58013.9882292,0.2,20072600.0,2.32046,56.8406,27.33029850746269
1130360238_0,-0.7793,-25.6,-0.15547086711586244,58338.454456,0.825651,0.101229,3.64758,0.00315434,9.194120603015076
1130360220_1,-2.629,-30.8,2.2492162015118016,58314.5415625,0.2,0.105687,3.64758,3.10252e-08,1.9006
2130360202_1,1.04,67.1,0.5509456841777828,58571.1660301,0.337029,114.258,1.44087,0.0028291,1.1953378378378379
1130360155_1,68.48,99.5,0.02296695609528105,58213.2465972,0.322831,92128.1,3.64758,0.210682,8.644016393442623
1130360171_0,0.1466,14.2,-0.2166931569685444,58241.4331366,0.2,7445.88,2.30431,0.000984261,1.3144444444444445
1130360108_1,6485.0,99.9,0.30973941306368186,58031.3613294,0.2,12121400.0,2.5723,78.635,74.11268656716418
1130360282_0,1.934,82.3,0.5144052875459094,58501.5419907,0.315636,366.232,1.77803,0.0079848,0.7215384615384616
1050360104_1,4569.0,100.0,0.35294905553827527,58008.5201852,0.2,15613600.0,2.33623,41.426,3.808208955223881
1130360131_5,1202.0,100.0,0.11226309270600064,58137.7582523,0.828422,4459.51,3.64758,0.0163803,764.5328042328043
1130360174_2,50.41,27.9,2.661212170388212,58244.5800694,0.220294,89203.5,1.19365,0.0573725,7.166616915422885
1130360228_2,32.93,98.0,0.3509671907467566,58324.7163079,0.2,414592.0,2.25108,0.23438,1.1341216216216217
1130360225_0,5.924,81.5,0.5149278305761559,58320.6632639,0.2,19924.6,1.75285,0.0274069,1.3113286713286714
1050360105_12,4849.0,99.8,0.35053585476957577,58009.1084606,0.2,16372200.0,2.35676,46.0408,1.4102487562189054
1130360208_1,19.63,92.5,0.5163753594887271,58301.8082986,0.281918,22559.6,1.25319,0.0336818,1.0302631578947368
1130360105_3,7524.0,100.0,0.3043667771508593,58028.8512731,0.2,9710270.0,2.61502,96.4504,147.71825870646765
1050360104_7,4735.0,100.0,0.35489074552727157,58008.7781713,0.2,16523300.0,2.32723,42.4377,4.795771144278607
1130360244_1,1.24,68.7,0.5187145508251271,58350.3564699,0.2,12230.1,1.52939,0.0037909,1.1745945945945946
1130360246_0,1.656,74.8,0.45901772068576235,58352.4128241,0.2,8695.31,2.01909,0.00987504,0.8894444444444444
1050360104_11,4667.0,100.0,0.352358179299852,58008.8012153,0.2,16524000.0,2.33791,43.2486,12.776965174129353
1050360118_3,10140.0,100.0,0.2997891826527228,58022.5537153,0.2,3289780.0,2.66239,138.952,16.738706467661693
1130360166_0,-11.18,-213.7,1.5310752889635244,58233.0604514,0.200002,0.311846,3.64758,4.65515e-08,49.32696517412935
1130360183_2,91.25,98.4,0.035953480078337915,58261.17375,0.326949,98164.9,3.64758,0.470489,7.875568181818181
1130360228_3,27.55,77.5,0.2784495475674988,58324.8359606,0.203538,275975.0,2.56889,0.30407,7.1827
1130360266_1,-52.14,-270.2,1.9425507587946993,58385.5414583,2.5,0.1,3.64758,1.17033e-10,45.93885
2130360204_0,0.8188,42.2,0.34524347662498556,58581.9201968,0.274956,275.89,2.24636,0.00766114,1.8365671641791044
1130360166_6,0.07979,2.2,-1.8486229352709675,58233.9043981,0.200261,59189.8,3.64758,5.90965e-12,1.9668367346938775
1130360285_0,-8.415,-50.0,2.2271032785003686,58535.0210301,0.200294,0.101636,3.64757,4.09689e-07,5.771243781094527
1130360132_2,1203.0,99.7,0.11109618538939936,58138.2757407,0.470328,59324.6,3.64758,7.61591,59.18021390374332
1130360145_3,255.0,98.7,0.05127177030126869,58198.8014699,0.390728,70139.2,3.64758,1.1712,9.448531468531469
1050360115_22,10430.0,100.0,0.2830029872740193,58019.9875463,0.2,0.1,2.75229,158.066,305.7357711442786
1050360110_2,8371.0,99.9,0.33224004894395365,58014.4434954,0.2,15075600.0,2.46675,90.3708,24.464626865671644
1130360229_1,36.68,98.4,0.32359412533551196,58325.4824421,0.2,493298.0,2.34931,0.283572,2.2358793969849247
1130360130_4,1226.0,100.0,0.1145913865159329,58136.4066204,0.468727,59766.8,3.64758,8.03925,66.76587912087912
1130360226_8,10.87,96.4,0.4362898962612966,58321.825,0.2,57665.9,1.90371,0.0580113,1.0590977443609024
1130360181_4,74.97,85.3,-0.01148215845714693,58259.884655,0.347488,63268.9,3.64758,0.183786,14.164132653061225
1130360184_12,72.95,99.4,0.0616649858838082,58266.421331,0.294943,138902.0,3.64758,0.673564,3.8488819875776397
1130360149_0,196.9,95.3,0.036032790752612794,58202.7236458,0.374928,78058.3,3.64758,0.817072,6.309248554913295
1130360107_11,6305.0,100.0,0.31247669897248065,58030.7797454,0.2,12961500.0,2.55555,74.8334,9.742885572139302
1130360267_4,0.9671,67.0,0.5147896603731938,58386.4537269,0.2,5535.68,1.76881,0.0042945,1.0252980132450331
1050360109_9,6722.0,99.9,0.3523772068598982,58013.7317361,0.2,19345100.0,2.35149,62.561,23.084228855721395
1050360105_15,4809.0,99.9,0.34870118118611954,58009.1218634,0.2,16409600.0,2.36023,45.8168,11.822487562189055
1130360174_3,-3.652,-18.4,1.337665123167989,58244.6445255,0.2,0.102077,3.64758,1.72501e-09,1.4754268292682926
1130360166_1,-5.205,-23.6,0.32256321303897845,58233.5109144,0.200001,2.03382,1.19365,4.15817e-09,18.10358208955224
1050360108_6,5986.0,99.9,0.3535403201038734,58012.3856829,0.2,18926100.0,2.33823,54.627,13.130199004975125
1130360231_2,36.69,99.0,0.325706757000178,58327.8033449,0.2,515504.0,2.33712,0.275964,1.8110638297872341
1050360116_5,10200.0,100.0,0.2786938318473403,58020.3173611,0.280772,0.1,2.81668,135.742,15.515472636815922
1130360228_4,33.81,98.4,0.3315427505012853,58324.8457639,0.2,430753.0,2.28514,0.245441,2.0009895833333333
2130360201_2,-0.7281,-6.9,-0.20651779364438078,58558.5056713,1.06737,0.1,3.64758,0.00250493,3.7751741293532337
1130360104_1,7548.0,100.0,0.3071791046965783,58027.7733449,0.2,10554100.0,2.59681,94.7004,41.55761194029851
1130360111_2,7356.0,100.0,0.2720829526573973,58034.1930903,0.2,311951.0,2.81789,119.271,311.19835820895526
1050360105_19,4682.0,99.9,0.3616003683824405,58009.2933449,0.2,17492800.0,2.29559,40.2873,22.61149253731343
1130360235_1,3.894,87.4,0.4775874654916353,58335.5590856,0.2,25518.5,1.80757,0.0175716,1.011111111111111
1130360273_0,-1.983,-60.6,11.326803014269029,58395.3826968,0.261915,0.1,3.64758,3.3498e-06,4.252972972972973
1130360152_0,93.5,99.6,0.028371500479475936,58210.8006597,0.33574,90102.2,3.64758,0.336065,9.298217054263565
1130360173_0,0.7122,39.7,0.2583746551462786,58243.2272801,0.2,11179.9,2.28281,0.00181792,1.7506666666666668
2130360212_0,0.7387,15.5,2.757561035628766,58614.5799306,0.454606,0.100405,1.19365,0.00264803,4.813134328358209
2130360204_1,1.182,52.2,0.5498440818164905,58581.9302778,0.2,2039.93,1.74215,0.00552343,0.8931325301204819
1130360248_0,6.491,81.0,0.47622041962654293,58355.4467593,0.2,18737.7,1.8681,0.0346301,1.3601587301587301
1130360196_1,-1.115,-41.6,-1.0708374242716026,58282.4504861,0.833154,0.10024,3.64752,0.000638931,6.01020202020202
1130360170_0,2.869,65.2,0.8715295905311587,58240.458206,0.200001,41104.8,1.19365,0.00341831,3.780845771144279
1130360288_3,-1.668,-38.0,-0.5252138021548619,58542.9440741,0.711982,0.1,3.64758,0.00507632,7.23585798816568
1130360181_5,85.16,98.9,0.03328193540199242,58259.9426389,0.331075,86813.1,3.64758,0.378787,6.979006622516556
1130360267_3,0.9956,60.4,0.4523911180413833,58386.4518981,0.43558,47.6172,1.30934,0.00161045,1.4136585365853658
1130360178_3,0.6692,56.4,0.275970605228758,58252.4358912,0.2,3767.77,2.40917,0.00685356,0.9252542372881356
1130360224_1,3.052,45.1,0.3932561350857799,58319.9404745,0.610928,0.1,2.22925,0.0167529,5.291542288557213
1130360167_2,1.069,68.2,0.2577695152601163,58236.2139005,0.2,51208.4,2.32376,0.00268571,1.1890196078431372
1130360232_1,32.11,96.2,0.3451156414977399,58328.5084491,0.2,406156.0,2.20212,0.212597,1.110258064516129
1130360191_0,-2.944,-45.5,-0.9227423335883206,58277.4284722,0.64756,0.108662,3.64758,0.00579375,24.58218905472637
1130360110_6,7476.0,100.0,0.2711933276540498,58033.8054051,0.2,0.1,2.82235,121.864,367.0330845771144
1130360162_1,2.768,32.4,-0.34826949883383695,58228.1789352,0.22273,123687.0,3.64758,0.000202749,3.345217391304348
1130360146_0,254.2,99.5,0.053783810776803956,58199.0588426,0.383156,78304.9,3.64758,1.27801,11.620641025641024
1130360173_1,0.7491,26.2,0.04485545486321282,58243.2916898,0.2,12193.1,3.1082,0.0057695,1.6547457627118642
1130360181_7,78.35,89.3,0.0031819370178815245,58259.9496991,0.339521,73525.7,3.64758,0.254353,9.737248677248676
1130360145_4,257.7,99.2,0.0544350447072836,58198.9301736,0.380284,81563.8,3.64758,1.39856,9.657414965986396
1130360160_1,21.22,95.1,0.03045407222104241,58220.9030787,0.256865,159804.0,3.64758,0.111171,3.511376811594203
1130360258_0,1.412,59.7,0.5720720181279422,58376.0151042,0.207939,4474.98,1.54635,0.00475169,1.1647701149425287
2130360210_1,-18.41,-378.8,1.3630900669137227,58610.0695139,0.2,0.100001,3.64758,9.59006e-08,41.881036269430055
1130360162_3,5.407,51.2,0.34928217622920027,58228.4923958,0.222349,121689.0,1.1,0.00307822,1.827873563218391
1130360135_1,1185.0,100.0,0.11253271880796384,58141.936956,0.49862,23371.3,3.64758,9.73536,250.5854255319149
1130360158_2,30.81,96.5,0.011185862060289927,58218.843831,0.279708,128005.0,3.64758,0.0916088,3.957079646017699
1130360110_4,7448.0,99.9,0.2752754395679975,58033.6112153,0.2,824359.0,2.79859,118.247,132.73398009950247
1130360241_1,-0.4045,-2.4,0.08529405938275739,58342.1974769,0.390932,0.1,1.1,0.000695681,1.5506965174129352
1050360117_4,10040.0,100.0,0.2728604100542371,58021.5969444,0.301538,0.1,2.86965,131.991,315.2603980099502
1130360178_5,1.386,78.9,0.4803681634882332,58252.5002546,0.2,7606.55,1.7023,0.00559941,1.118211382113821
1130360221_0,1.838,76.0,0.4954854089875175,58315.5812153,0.317268,503.38,1.51809,0.00505533,1.0622222222222222
1130360164_0,1.953,43.8,-0.22205373664203143,58230.6806134,0.203685,141355.0,1.19495,1.24131e-19,2.4012280701754385
1130360198_1,-2.255,-67.3,-1.7748600519637536,58284.2523495,1.02262,0.214911,3.64758,9.19556e-07,5.745083333333333
2130360201_4,1.92,79.7,0.4682188761596136,58558.6220486,0.313584,248.713,1.95531,0.0101119,1.1272413793103448
1050360104_13,4494.0,99.9,0.36115477399567936,58008.9076852,0.2,17055200.0,2.2924,38.4852,23.730248756218906
1130360192_0,2.694,73.3,0.41071512966631474,58278.7163194,0.2,26399.9,2.0361,0.0150136,1.0866666666666667
1130360185_0,70.62,99.5,0.07664768659456027,58267.0659954,0.280548,171428.0,3.64758,0.883856,3.713
1130360184_11,75.98,99.5,0.0643995967289733,58266.3579977,0.294837,140918.0,3.64758,0.733702,3.102297297297297
1050360114_2,10540.0,100.0,0.2754146398942644,58018.9412731,0.313876,0.1,2.86732,133.52,415.5871641791045
1130360158_0,32.24,96.3,0.04380279869479601,58218.3289931,0.278262,129703.0,3.34229,0.121314,2.4040384615384616
1050360120_3,10130.0,100.0,0.27648280890910076,58020.7638079,0.283189,0.1,2.83608,136.291,184.23547263681593
1050360105_9,4558.0,99.9,0.3478445063204127,58009.1051505,0.2,17076700.0,2.35384,42.8817,1.5702985074626865
1130360197_0,1.579,79.4,0.44893733897146487,58283.0135532,0.324341,552.921,1.5854,0.00401765,0.746923076923077
1130360174_1,0.5233,18.7,1.9791660114986085,58244.521088,0.2,3592.91,1.1,0.00111901,1.3695061728395062
1130360287_0,-107.4,-232.1,2.029714738989965,58537.1446412,0.223221,0.1,3.64758,1.81087e-09,41.7787
1130360171_2,-1.488,-82.9,1.4184314338565693,58241.8166551,0.200003,0.103408,3.64758,6.5486e-08,4.413870967741936
1130360110_3,7273.0,100.0,0.2757695858994156,58033.4296644,0.2,2214350.0,2.78823,113.878,129.7818407960199
1130360263_0,0.6678,63.9,0.4099487644956626,58382.2083333,0.2,4199.48,2.0188,0.00410508,0.8322935779816514
1130360273_1,1.872,86.2,0.4796016924069701,58395.9690394,0.2,7827.88,1.86934,0.00930689,1.3142424242424242
1130360181_3,84.07,96.8,0.030089803096629234,58259.8780556,0.328359,91442.4,3.64758,0.380089,7.422173913043479
1130360184_0,75.45,99.5,0.05440877124383195,58266.1646412,0.297354,143957.0,3.64758,0.620159,3.160629370629371
1050360116_7,10290.0,100.0,0.27619387712359933,58020.3734144,0.298047,0.1,2.84888,134.183,352.69248756218906
1130360130_8,1209.0,100.0,0.11268619482220173,58136.7283565,0.769282,6293.19,3.64758,0.000226494,606.9785340314136
1050360106_7,4674.0,100.0,0.3785834717808305,58010.4500463,0.2,18688800.0,2.21885,36.5891,5.3726865671641795
1130360211_0,11.0,90.5,0.42857847877460103,58304.2501157,0.2,95964.8,1.98432,0.0595751,0.9798657718120806
1130360191_1,2.574,85.5,0.47621813024613513,58277.4804051,0.2,29083.7,1.69438,0.00947989,1.0004761904761905
1050360104_12,4609.0,100.0,0.35768211807681827,58008.8433218,0.2,16708500.0,2.3122,40.5058,21.802985074626864
1130360178_6,2.966,85.2,0.5069409015287463,58252.5650694,0.308707,1125.04,1.49839,0.0077926,1.0635761589403974
1050360115_16,10640.0,100.0,0.29774388744665264,58019.6730556,0.2,1283680.0,2.68233,149.393,48.020497512437814
1130360265_4,0.8864,77.3,0.45889164424373446,58384.5978935,0.2,12535.9,1.65314,0.003649,0.265
1050360115_19,10790.0,100.0,0.29871930031478655,58019.8001852,0.2,1419460.0,2.67734,150.617,95.0412935323383
1050360105_28,4561.0,99.9,0.38058124357203976,58009.8067593,0.2,18340200.0,2.20626,35.1656,23.066169154228856
1130360174_4,-0.03043,-1.4,1.4478228616826376,58244.7156366,0.472358,1.1271,1.1,0.000556648,2.0773214285714285
1130360130_9,1212.0,100.0,0.11291714820534371,58136.8571181,0.468689,60354.7,3.64758,7.80675,149.15204188481675
1130360215_0,2.252,69.5,0.47497493419538134,58308.5636111,0.2,26362.7,1.69199,0.00751619,1.068046875
1050360109_0,6110.0,99.1,0.3560832168922994,58013.21625,0.2,19420000.0,2.32895,55.1388,26.987810945273633
1130360175_2,-5.0,-107.2,0.8162301011931424,58245.2284838,0.2,0.102585,3.64754,6.21812e-09,11.448535353535354
1050360115_15,10660.0,100.0,0.29890599759847775,58019.6688079,0.2,1777370.0,2.67566,148.539,110.87328358208954
1130360201_0,29.08,97.8,0.4036053467699404,58288.738287,0.2,276488.0,2.042,0.167591,1.6593467336683416
1130360178_1,0.8084,65.5,0.3337667535785381,58252.3074306,0.245966,1454.54,2.11979,0.0050581,0.7645588235294118
1130360247_0,2.1,32.4,0.3822860705216958,58354.4165741,1.26735,0.1,3.64754,0.0093963,4.122105263157895
1130360172_0,1.772,58.1,1.1718853214577192,58242.4536227,0.2,23581.9,1.19365,0.00198998,4.561194029850746
1130360220_3,0.7096,40.8,0.29523963646044854,58314.5432986,0.2,253541.0,1.76237,0.00270132,0.58
1130360165_0,1.97,53.7,-0.09246434687631547,58231.0665046,0.210673,93489.0,4.0,0.00951211,2.0050617283950616
1050360105_20,4791.0,99.9,0.35627886838305317,58009.3576852,0.2,17244400.0,2.32151,42.5846,22.78985074626866
1130360207_2,30.77,97.4,0.3532337670698386,58300.1996065,0.2,502662.0,2.1248,0.172811,0.9293333333333333
1130360182_4,88.2,97.2,0.03437327451649807,58260.2655556,0.327929,94364.9,3.64758,0.43128,10.92910447761194
1130360237_1,-2.078,-64.8,-1.3656077195232323,58337.4231597,0.567789,0.130032,3.64758,0.00286835,18.690696517412935
1050360105_0,4787.0,99.8,0.34952530528214565,58008.9877083,0.2,16414900.0,2.35391,44.2885,5.58820895522388
1130360224_0,3.058,49.6,0.5097510690812089,58319.2317824,0.249368,2816.13,1.65602,0.0111066,1.2913930348258706
1130360264_0,0.7181,30.1,0.8017516126248522,58383.4303819,0.538505,2.90744,1.1,0.00165281,2.6378172588832487
1130360249_0,51.97,31.7,2.1297519590997465,58356.4117824,0.2,165031.0,1.19365,0.0633837,21.877363184079602
1130360110_5,7445.0,100.0,0.27163859229116694,58033.6272338,0.2,0.1,2.81835,120.843,95.23477611940298
1050360115_8,10580.0,99.9,0.2815036801994198,58019.3308102,0.268044,0.1,2.79481,142.901,231.1705970149254
1130360146_3,252.4,93.8,0.054030201908688305,58199.3152315,0.368854,94229.7,3.64758,1.60609,10.384626865671642
1130360234_0,5.155,89.0,0.46975570526702753,58334.4649306,0.2,30702.8,1.8348,0.0245764,1.213529411764706
1130360184_16,73.9,99.5,0.08256003056020346,58266.6796991,0.278216,183895.0,3.64758,0.958444,3.173205128205128
1050360107_1,5241.0,99.9,0.3745997539740281,58011.9296991,0.2,19928200.0,2.23355,41.8748,28.14850746268657
1050360115_1,10500.0,100.0,0.27679843093727097,58019.0063542,0.297863,0.1,2.84455,136.583,27.567711442786067
1130360162_7,1.569,11.8,0.7333307321667786,58228.7500347,0.210697,121075.0,1.19378,0.00245844,5.7062
1130360227_0,12.77,97.1,0.48859066982721894,58322.0135995,0.200004,61800.8,1.77795,0.0569878,1.0354301075268817
1130360144_0,275.2,95.6,0.05477163130699125,58197.1237153,0.376158,88925.1,3.64758,1.71217,22.45268656716418
1050360108_4,5936.0,100.0,0.35322159283321164,58012.3799306,0.2,19021600.0,2.33704,54.0517,2.7926865671641794
1050360111_1,10640.0,99.9,0.3171078326846484,58015.3424769,0.2,3791510.0,2.58128,133.394,13.146467661691542
1130360244_2,0.9362,55.7,0.34248608069363684,58350.4206019,0.411249,92.6463,1.5688,0.00174466,1.0181081081081083
1050360111_4,10260.0,100.0,0.3129570734866296,58015.6063889,0.2,7147880.0,2.59429,129.833,4.922985074626865
1050360120_7,10230.0,100.0,0.27943103591952595,58020.9519097,0.271565,0.1,2.81237,138.963,348.03303482587063
1050360105_26,4867.0,100.0,0.36044920473916847,58009.6779977,0.2,17300200.0,2.30487,42.4566,5.6553233830845775
1130360167_3,1.032,64.5,0.19970154665896567,58236.2771759,0.2,46740.4,2.34888,0.00268532,1.410625
1050360105_23,5034.0,99.9,0.34854215003317335,58009.4859144,0.2,16359100.0,2.35843,46.9555,2.8788059701492537
1130360240_1,0.9851,39.0,0.3265365796610414,58340.6439699,0.231173,1070.73,2.2576,0.0091834,1.1686559139784947
1130360232_2,31.16,98.5,0.35951523838443467,58328.5097801,0.2,402579.0,2.21297,0.208705,1.3135602094240837
1130360113_0,6368.0,100.0,0.2769716098276899,58036.4984375,0.2,6392090.0,2.77446,97.2741,28.863283582089554
1130360190_0,7.234,90.5,0.43117350024064893,58276.0742708,0.2,63741.3,1.94104,0.0374285,0.9623357664233577
1130360144_5,266.7,99.5,0.05679491037254777,58197.9656019,0.383251,79444.8,3.64758,1.44116,5.021925925925927
1130360265_3,1.309,66.6,0.7180402667511244,58384.59375,0.317164,287.449,1.1,0.00215162,0.8548181818181818
1130360262_1,0.9117,77.9,0.5085300042108291,58381.251794,0.2,11945.2,1.48989,0.00298571,0.8542857142857143
1130360130_5,1228.0,99.9,0.11424336798365127,58136.4204514,0.461662,63393.6,3.64758,8.57713,32.4864367816092
1130360205_0,70.76,98.9,0.10914495597824221,58296.200706,0.262218,222653.0,3.6173,1.10937,2.974696132596685
1050360108_5,5884.0,99.9,0.3559887139609719,58012.3845255,0.2,18681600.0,2.32554,52.901,2.9617910447761195
1130360216_1,1.434,70.8,0.383432625877437,58309.0061343,0.328239,282.675,2.42659,0.0119345,1.636153846153846
1050360115_17,10650.0,100.0,0.299322317535882,58019.7336458,0.2,1647090.0,2.67391,148.144,92.93611940298507
1050360113_0,10490.0,100.0,0.31524312261790005,58017.0116204,0.2,8162670.0,2.57411,129.644,131.28542288557213
1130360107_8,6279.0,100.0,0.31404660509482923,58030.7282755,0.2,13740600.0,2.54098,73.1757,1.8309452736318408
1130360288_0,10.48,31.1,1.6388927883204227,58542.6151273,0.2,32851.4,1.19365,0.00928902,7.371542288557214
1130360257_0,-4.279,-65.0,2.4218798103401062,58375.3759144,0.200027,0.300074,3.64758,5.89597e-08,3.4477777777777776
1130360267_2,1.272,67.0,0.6083207144499261,58386.4493519,0.2,4191.78,1.5625,0.0042485,0.7665151515151516
1130360269_1,1.464,77.9,0.5455922907644875,58390.2478472,0.289399,628.905,1.56794,0.00445357,1.1452147239263804
2130360201_0,0.5746,10.4,0.5156989787551769,58558.4437153,0.334329,0.1,1.62459,0.00636504,3.0353
1130360162_0,-9.667,-75.8,3.0370098336744427,58228.1139815,0.200102,112317.0,3.64758,2.50908e-26,7.1997260273972605
1130360177_1,0.3417,46.2,2.162002389604427,58250.1255903,0.2,14145.0,1.1,0.000261949,1.3433333333333335
1130360184_1,66.7,99.3,0.060825506486692035,58266.2282639,0.289871,132474.0,4.0,0.902108,1.3903092783505155
1130360146_10,243.5,98.4,0.04869496984512818,58199.7664931,0.389824,68888.5,3.64758,1.09414,4.867165354330709
1050360115_13,10500.0,100.0,0.28274657331654196,58019.5454514,0.2,0.1,2.75107,158.851,23.669601990049753
1130360175_7,0.369,22.4,1.169471071586396,58245.7452894,0.268215,353.469,1.1,0.000715863,1.6374025974025974
1130360207_1,32.21,98.1,0.3089813313930317,58300.1924306,0.2,553873.0,2.36845,0.240919,2.029378238341969
1130360143_0,287.6,95.4,0.05717262440390881,58196.4206829,0.37703,89368.2,3.64758,1.84545,6.838109452736319
2130360207_2,-0.5093,-33.4,-0.33866499692739543,58596.154838,0.782212,0.100944,3.64751,0.00127037,4.381772151898734
1050360104_9,4742.0,99.9,0.3537294601264574,58008.7817477,0.2,16412400.0,2.33442,42.8742,15.513880597014925
1130360105_1,7684.0,100.0,0.30263295501419973,58028.7392014,0.2,8756560.0,2.62659,99.9817,46.95925373134328
1050360115_5,10710.0,99.4,0.2789330932282774,58019.1414468,0.284144,0.1,2.81021,140.53,104.28820895522388
1130360107_3,6394.0,100.0,0.31191123967477835,58030.7240394,0.2,12782600.0,2.56132,76.4415,2.113034825870647
1130360107_12,6379.0,100.0,0.31333418317196116,58030.7824555,0.2,12897500.0,2.55697,75.8668,4.173432835820895
1130360226_7,10.94,93.9,0.48729977285058906,58321.7578704,0.2,51210.6,1.77596,0.0492527,1.1142690058479532
1050360105_25,4853.0,99.9,0.3551831940735557,58009.5576505,0.2,17457400.0,2.32621,44.2445,7.8536815920398
1050360103_2,1971.0,99.9,0.49621073632178014,58005.4322454,0.2,8186140.0,1.79236,9.25163,3.4913930348258706
1130360272_2,1.066,71.6,0.4987000274267836,58393.664375,0.592137,6.4231,1.20834,0.00154437,0.8815686274509804
1130360239_2,-41.77,-262.0,1.5058933489201065,58339.2920949,0.206404,0.1,3.64757,2.94144e-08,186.9618407960199
1130360172_2,0.2395,30.0,0.2642820819970736,58242.7234028,0.2,13801.1,1.1,7.32228e-05,0.8621428571428572
1050360115_21,10450.0,100.0,0.28487154388864955,58019.9232407,0.2,0.1,2.74403,157.018,288.85621890547264
1130360184_3,74.53,99.4,0.05529279626212741,58266.2291204,0.292763,143999.0,4.0,0.901586,2.5037190082644627
