obsid,object,instrument,resp_file,obs_date,obs_time,time_start,source_percent,spectral_file,bg_file,background_count_rate,bg_source_ratio,exposure_time,net_source_count
91423-01-03-05,SWIFT_J1753.5-0127,PCA,xp91423010305.rsp,2005-07-20T12:08:48,12:08:48,364478870.37843,94.41476782251806,xp91423010305_s2.pha,xp91423010305_b2.pha,50.500066602017064,17.904358641198755,3135.99999999992,2518744.7911360785
91423-01-03-06,SWIFT_J1753.5-0127,PCA,xp91423010306.rsp,2005-07-21T21:12:16,21:12:16,364597878.37843,93.99186482166478,xp91423010306_s2.pha,xp91423010306_b2.pha,26.391619649299038,16.644099546992646,3199.99999999999,1236740.8171222433
91423-01-03-07,SWIFT_J1753.5-0127,PCA,xp91423010307.rsp,2005-07-16T23:13:36,23:13:36,364173159.37843,94.657184871089,xp91423010307_s2.pha,xp91423010307_b2.pha,25.97156718200611,18.716724720434527,8351.99999999937,3626100.4708959013
91423-01-04-00,SWIFT_J1753.5-0127,PCA,xp91423010400.rsp,2005-07-22T20:45:36,20:45:36,364682675.37843,93.80175268840954,xp91423010400_s2.pha,xp91423010400_b2.pha,26.35612112157288,16.133593090582895,3199.99999999999,1192021.412410967
91423-01-04-01,SWIFT_J1753.5-0127,PCA,xp91423010401.rsp,2005-07-23T15:37:36,15:37:36,364750595.37843,94.09000666117498,xp91423010401_s2.pha,xp91423010401_b2.pha,24.843261051323996,16.92049284439316,3184.0,1180225.0568125844
91423-01-04-02,SWIFT_J1753.5-0127,PCA,xp91423010402.rsp,2005-07-24T12:06:40,12:06:40,364824339.37843,93.92215519015758,xp91423010402_s2.pha,xp91423010402_b2.pha,24.56950565196116,16.4532006210591,3199.99999999999,1136345.5819137245
91423-01-04-03,SWIFT_J1753.5-0127,PCA,xp91423010403.rsp,2005-07-25T18:07:12,18:07:12,364932371.37843,93.40807042045786,xp91423010403_s2.pha,xp91423010403_b2.pha,25.786579015052652,15.17006497010331,2800.00000000001,950910.5787578523
91423-01-04-04,SWIFT_J1753.5-0127,PCA,xp91423010404.rsp,2005-07-26T17:35:28,17:35:28,365016868.37843,93.39014164204266,xp91423010404_s2.pha,xp91423010404_b2.pha,25.81270872080008,15.128917230066541,3199.99999999999,1084457.33209344
91423-01-04-05,SWIFT_J1753.5-0127,PCA,xp91423010405.rsp,2005-07-27T04:36:00,04:36:00,365056499.37843,93.51397578865912,xp91423010405_s2.pha,xp91423010405_b2.pha,74.91440328426066,15.417765451006021,1760.0,1769123.6502197012
91423-01-04-06,SWIFT_J1753.5-0127,PCA,xp91423010406.rsp,2005-07-28T10:25:20,10:25:20,365164056.37843,93.56912766484213,xp91423010406_s2.pha,xp91423010406_b2.pha,24.43582335917554,15.549989921786423,2928.0,969475.909204334
91423-01-05-01,SWIFT_J1753.5-0127,PCA,xp91423010501.rsp,2005-08-01T15:09:20,15:09:20,365526504.37843,92.28624716339749,xp91423010501_s2.pha,xp91423010501_b2.pha,25.786961909346363,12.963858464000849,3199.99999999999,904718.7218900919
91423-01-05-02,SWIFT_J1753.5-0127,PCA,xp91423010502.rsp,2005-08-03T15:56:00,15:56:00,365702099.37843,91.95308412457159,xp91423010502_s2.pha,xp91423010502_b2.pha,49.46357294739844,12.427121340407457,3199.9999999999,1650440.56656833
91423-01-06-00,SWIFT_J1753.5-0127,PCA,xp91423010600.rsp,2005-08-05T15:06:56,15:06:56,365871955.37843,91.33136721631386,xp91423010600_s2.pha,xp91423010600_b2.pha,51.34568455227259,11.535844520740829,3215.9999999999,1574632.2784798965
91428-01-02-01,H_1743-322,PCA,xp91428010201.rsp,2005-09-14T09:53:20,09:53:20,369309143.37843,83.47893152571697,xp91428010201_s2.pha,xp91428010201_b2.pha,24.13966279984284,6.052877279436356,3248.00000000001,317768.3752261102
91428-01-03-00,H_1743-322,PCA,xp91428010300.rsp,2005-09-17T14:57:04,14:57:04,369586565.37843,78.71741401114534,xp91428010300_s2.pha,xp91428010300_b2.pha,48.8526785184234,4.69867712750548,3231.9999999999,426099.14302846044
91702-01-01-00,GRO_J1655-40,PCA,xp91702010100.rsp,2005-03-07T17:24:32,17:24:32,352833816.37843,90.40728114622408,xp91702010100_s2.pha,xp91702010100_b2.pha,24.879466091612837,10.424573212696375,4896.00000000001,1026196.1340154633
91702-01-01-01,GRO_J1655-40,PCA,xp91702010101.rsp,2005-03-08T01:42:56,01:42:56,352863724.37843,90.91757010609865,xp91702010101_s2.pha,xp91702010101_b2.pha,72.85701978538309,11.010269406774917,1696.0,1113358.4944439903
91702-01-01-02,GRO_J1655-40,PCA,xp91702010102.rsp,2005-03-08T03:23:44,03:23:44,352869780.37843,91.35914397101915,xp91702010102_s2.pha,xp91702010102_b2.pha,70.45269218480996,11.572927458183164,1296.0,874072.3109284863
91702-01-01-03,GRO_J1655-40,PCA,xp91702010103.rsp,2005-03-09T01:17:36,01:17:36,352948595.37843,93.51522225931389,xp91702010103_s2.pha,xp91702010103_b2.pha,25.17883103221954,15.420728974655592,1792.0,605549.5347902626
91702-01-01-04,GRO_J1655-40,PCA,xp91702010104.rsp,2005-03-09T18:10:40,18:10:40,353009379.37843,94.88287079689847,xp91702010104_s2.pha,xp91702010104_b2.pha,25.149694240496725,19.542207364900847,3216.00000000001,1418838.5833225623
91702-01-01-05,GRO_J1655-40,PCA,xp91702010105.rsp,2005-03-10T02:33:36,02:33:36,353039575.37843,95.52000774790501,xp91702010105_s2.pha,xp91702010105_b2.pha,69.82919809535628,22.321467175135595,1424.0,2020701.2219122127
91702-01-02-00G,GRO_J1655-40,PCA,xp91702010200G.rsp,2005-03-11T16:16:16,16:16:16,353175514.37843,98.74472944217003,xp91702010200G_s2.pha,xp91702010200G_b2.pha,25.385670781966926,79.66410060064923,4624.00000000001,9116471.658304185
91702-01-58-00,GRO_J1655-40,PCA,xp91702015800.rsp,2005-05-18T12:10:24,12:10:24,359035769.37843,99.74491737592234,xp91702015800_s2.pha,xp91702015800_b2.pha,48.39928071402177,392.029838808455,6879.99999999906,129874885.94868758
91702-01-71-03,GRO_J1655-40,PCA,xp91702017103.rsp,2005-09-15T22:00:32,22:00:32,369439171.37843,93.253499446387,xp91702017103_s2.pha,xp91702017103_b2.pha,25.091533317067032,14.822499339519984,1184.0,380935.62455259264
91702-01-71-04,GRO_J1655-40,PCA,xp91702017104.rsp,2005-09-15T23:35:28,23:35:28,369444870.37843,93.36235951933051,xp91702017104_s2.pha,xp91702017104_b2.pha,25.03914866456201,15.065594512270666,1328.0,434457.01057346165
91702-01-76-00,GRO_J1655-40,PCA,xp91702017600.rsp,2005-09-15T04:42:24,04:42:24,369376891.37843,93.67622359457108,xp91702017600_s2.pha,xp91702017600_b2.pha,24.905868644409654,15.813335827963606,8687.99999999929,2988959.8132173866
91702-01-76-01,GRO_J1655-40,PCA,xp91702017601.rsp,2005-09-15T14:09:20,14:09:20,369410899.37843,93.68885586432573,xp91702017601_s2.pha,xp91702017601_b2.pha,24.23412592173154,15.844987509434548,944.000000000002,316731.9851298854
91702-01-79-00,GRO_J1655-40,PCA,xp91702017900.rsp,2005-09-17T11:43:28,11:43:28,369575052.37843,92.35438367357533,xp91702017900_s2.pha,xp91702017900_b2.pha,25.50588374889113,13.079390297729342,6479.99999999979,1831180.8733071908
91702-01-79-01,GRO_J1655-40,PCA,xp91702017901.rsp,2005-09-16T09:01:36,09:01:36,369478835.37843,93.33963327760748,xp91702017901_s2.pha,xp91702017901_b2.pha,24.512589066064212,15.01418828242509,2912.0,928961.340639621
91702-01-80-00,GRO_J1655-40,PCA,xp91702018000.rsp,2005-09-18T11:21:52,11:21:52,369660051.37843,91.34659126502814,xp91702018000_s2.pha,xp91702018000_b2.pha,25.77099117075911,11.556139674283536,9695.99999999905,2387845.469608344
91702-01-80-01,GRO_J1655-40,PCA,xp91702018001.rsp,2005-09-19T10:56:16,10:56:16,369744915.37843,89.94929457917492,xp91702018001_s2.pha,xp91702018001_b2.pha,25.78929361680714,9.949550386065418,9679.99999999905,1984528.6377893314
91702-01-80-02,GRO_J1655-40,PCA,xp91702018002.rsp,2005-09-21T02:36:16,02:36:16,369887723.37843,86.6777654536154,xp91702018002_s2.pha,xp91702018002_b2.pha,74.00088968140275,7.5062482687739545,847.999999999999,345532.24555017054
91702-01-81-00,GRO_J1655-40,PCA,xp91702018100.rsp,2005-09-20T12:03:12,12:03:12,369835497.37843,87.69554557994691,xp91702018100_s2.pha,xp91702018100_b2.pha,25.881224774727677,8.127138074242913,3199.99999999999,507449.0807208717
91702-01-81-01,GRO_J1655-40,PCA,xp91702018101.rsp,2005-09-21T07:30:24,07:30:24,369905558.37843,85.98874948835383,xp91702018101_s2.pha,xp91702018101_b2.pha,25.062870089490445,7.13712169494649,4336.00000000001,558264.3952919692
91702-01-81-02,GRO_J1655-40,PCA,xp91702018102.rsp,2005-09-22T11:16:16,11:16:16,370005315.37843,82.05392356424451,xp91702018102_s2.pha,xp91702018102_b2.pha,25.759828280845852,5.572248639304887,4944.00000000001,454949.40897949785
91702-01-82-00,GRO_J1655-40,PCA,xp91702018200.rsp,2005-09-23T10:50:24,10:50:24,370090163.37843,77.79130658885357,xp91702018200_s2.pha,xp91702018200_b2.pha,25.491024054155254,4.502741253108141,4160.0,265397.33993471414
91702-01-87-03,GRO_J1655-40,PCA,xp91702018703.rsp,2005-09-23T04:33:52,04:33:52,370067571.37843,80.88758176417204,xp91702018703_s2.pha,xp91702018703_b2.pha,47.19257348806353,5.23220027764676,2688.0,410016.3624640852
91704-01-01-01,GRO_J1655-40,PCA,xp91704010101.rsp,2005-09-24T05:42:24,05:42:24,370158086.37843,77.56786550757589,xp91704010101_s2.pha,xp91704010101_b2.pha,25.317432366763747,4.45789053350106,12847.9999999983,799498.6289518625
92035-01-02-01,GX_339-4,PCA,xp92035010201.rsp,2007-02-02T22:08:32,22:08:32,413071651.378429,97.42240038944365,xp92035010201_s2.pha,xp92035010201_b2.pha,25.25401372878829,38.79578488080851,2960.00000000001,2750554.1193627864
92035-01-02-02,GX_339-4,PCA,xp92035010202.rsp,2007-02-04T00:48:00,00:48:00,413167619.378429,97.44896383263763,xp92035010202_s2.pha,xp92035010202_b2.pha,25.396842045431374,39.19975783933873,3296.00000000001,3113917.008618258
92035-01-02-03,GX_339-4,PCA,xp92035010203.rsp,2007-02-05T00:23:12,00:23:12,413252531.378429,97.52138456483513,xp92035010203_s2.pha,xp92035010203_b2.pha,25.394363601244454,40.345105005508316,3280.00000000001,3193898.487387918
92035-01-02-04,GX_339-4,PCA,xp92035010204.rsp,2007-02-05T23:56:48,23:56:48,413337351.378429,97.7555757120576,xp92035010204_s2.pha,xp92035010204_b2.pha,48.632574747795275,44.554855575759525,3295.99999999988,6821244.033631273
92035-01-02-06,GX_339-4,PCA,xp92035010206.rsp,2007-02-08T22:37:52,22:37:52,413591816.378429,97.86556364401149,xp92035010206_s2.pha,xp92035010206_b2.pha,48.565721822913325,46.85077618708733,3263.99999999989,7109678.483970016
92035-01-02-07,GX_339-4,PCA,xp92035010207.rsp,2007-02-07T19:56:00,19:56:00,413495706.378429,97.74126557174263,xp92035010207_s2.pha,xp92035010207_b2.pha,50.18629642648353,44.27257970170084,2656.0,5634715.19669126
92035-01-03-00,GX_339-4,PCA,xp92035010300.rsp,2007-02-09T04:55:12,04:55:12,413614451.378429,97.70371921285856,xp92035010300_s2.pha,xp92035010300_b2.pha,26.548591031953062,43.54868122399195,3264.00000000001,3600384.398871705
92035-01-03-01,GX_339-4,PCA,xp92035010301.rsp,2007-02-10T01:20:16,01:20:16,413687955.378429,97.76492757569423,xp92035010301_s2.pha,xp92035010301_b2.pha,26.152271240041166,44.74127948272668,3248.00000000001,3630554.423012346
92035-01-03-02,GX_339-4,PCA,xp92035010302.rsp,2007-02-11T00:52:48,00:52:48,413772708.378429,97.82688173531002,xp92035010302_s2.pha,xp92035010302_b2.pha,51.70215031667311,46.016823669864216,3231.9999999999,7355270.650176518
92035-01-03-03,GX_339-4,PCA,xp92035010303.rsp,2007-02-12T00:28:16,00:28:16,413857635.378429,98.0070806125104,xp92035010303_s2.pha,xp92035010303_b2.pha,26.20676202664033,50.17764422773092,3232.00000000001,4080658.745129898
92035-01-03-05,GX_339-4,PCA,xp92035010305.rsp,2007-02-14T02:44:00,02:44:00,414038581.378429,98.13817831593792,xp92035010305_s2.pha,xp92035010305_b2.pha,26.62612760561455,53.710836465188436,3232.00000000001,4450009.3555786535
92035-01-04-00,GX_339-4,PCA,xp92035010400.rsp,2007-02-16T00:17:04,00:17:04,414202563.378429,98.3663148684526,xp92035010400_s2.pha,xp92035010400_b2.pha,26.42464188697952,61.211305697127905,3232.00000000001,5056908.557421282
92082-01-02-03,XTE_J1817-330,PCA,xp92082010203.rsp,2006-02-24T14:55:28,14:55:28,383410470.378429,97.88996492075917,xp92082010203_s2.pha,xp92082010203_b2.pha,48.894743539320615,47.392577016292584,1648.0,3657667.4626471996
92082-01-02-04,XTE_J1817-330,PCA,xp92082010204.rsp,2006-02-24T16:32:16,16:32:16,383416281.378429,97.88046193670704,xp92082010204_s2.pha,xp92082010204_b2.pha,25.61038982463306,47.18009161139467,1888.0,2184566.584011093
92085-01-03-00,GX_339-4,PCA,xp92085010300.rsp,2007-03-02T16:04:16,16:04:16,415468999.378429,97.81028734630979,xp92085010300_s2.pha,xp92085010300_b2.pha,27.283223571819843,45.668092492170324,3408.0,4060312.774067238
92085-01-03-01,GX_339-4,PCA,xp92085010301.rsp,2007-03-03T15:58:56,15:58:56,415555080.378429,98.06744826781511,xp92085010301_s2.pha,xp92085010301_b2.pha,50.88956910698713,51.745057239395244,2304.0,5832586.432777502
92085-01-03-02,GX_339-4,PCA,xp92085010302.rsp,2007-03-04T16:45:36,16:45:36,415644281.378429,97.72847406095102,xp92085010302_s2.pha,xp92085010302_b2.pha,26.866588047325294,44.0232701202903,3488.00000000001,3938028.340890929
92085-01-03-03,GX_339-4,PCA,xp92085010303.rsp,2007-03-05T13:22:40,13:22:40,415718507.378429,97.71706838471663,xp92085010303_s2.pha,xp92085010303_b2.pha,26.65239431932308,43.80332697244963,2960.00000000001,3297909.9128148034
92428-01-04-00,GX_339-4,PCA,xp92428010400.rsp,2007-02-12T20:53:20,20:53:20,413931139.378429,98.12420248915868,xp92428010400_s2.pha,xp92428010400_b2.pha,25.594641133944545,53.310658225123916,3232.00000000001,4244514.119855091
92428-01-04-01,GX_339-4,PCA,xp92428010401.rsp,2007-02-12T22:50:24,22:50:24,413938387.378429,98.05123911841089,xp92428010401_s2.pha,xp92428010401_b2.pha,52.03595391573617,51.314658942894894,1664.0,4270049.172684215
92428-01-04-02,GX_339-4,PCA,xp92428010402.rsp,2007-02-13T02:05:20,02:05:20,413950090.378429,98.13280919827041,xp92428010402_s2.pha,xp92428010402_b2.pha,25.82970422416185,53.55639065240112,1248.0,1661944.529128246
92428-01-04-03,GX_339-4,PCA,xp92428010403.rsp,2007-02-13T20:55:28,20:55:28,414017887.378429,98.22628928231025,xp92428010403_s2.pha,xp92428010403_b2.pha,25.226790036220688,56.37897939199969,1328.0,1821759.822831899
92704-03-10-11,GX_339-4,PCA,xp92704031011.rsp,2007-05-12T15:49:04,15:49:04,421602492.378429,86.3191411922606,xp92704031011_s2.pha,xp92704031011_b2.pha,49.26444121765166,7.3094826432554765,1696.0,443620.5076948628
92704-03-11-01,GX_339-4,PCA,xp92704031101.rsp,2007-05-15T19:00:00,19:00:00,421873139.378429,85.21088159527935,xp92704031101_s2.pha,xp92704031101_b2.pha,47.87210169575012,6.761728269622905,960.000000000002,218835.7823720798
92704-03-12-01,GX_339-4,PCA,xp92704031201.rsp,2007-05-17T11:43:44,11:43:44,422019770.378429,83.92395994977107,xp92704031201_s2.pha,xp92704031201_b2.pha,26.35531815391993,6.220437351956956,2144.0,238479.19787799567
93427-01-03-01,H_1743-322,PCA,xp93427010301.rsp,2008-01-27T04:18:08,04:18:08,444025037.378429,85.53536023111516,xp93427010301_s2.pha,xp93427010301_b2.pha,26.652811616823584,6.91341102148371,5072.00000000002,664209.9394794703
93427-01-04-00,H_1743-322,PCA,xp93427010400.rsp,2008-02-02T20:05:52,20:05:52,444600294.378429,81.27738445757213,xp93427010400_s2.pha,xp93427010400_b2.pha,25.448851125784742,5.3411340831833565,6399.99999999981,544179.3527949825
93427-01-04-02,H_1743-322,PCA,xp93427010402.rsp,2008-02-04T19:12:48,19:12:48,444769913.378429,78.45899315215945,xp93427010402_s2.pha,xp93427010402_b2.pha,25.46693574702792,4.642308537682158,6399.99999999981,430665.61121902615
93427-01-04-03,H_1743-322,PCA,xp93427010403.rsp,2008-02-06T19:52:48,19:52:48,444945107.378429,76.46409570225079,xp93427010403_s2.pha,xp93427010403_b2.pha,25.75780136798934,4.248827609719811,6399.99999999981,370719.0712448731
93427-01-09-00,H_1743-322,PCA,xp93427010900.rsp,2008-10-03T23:33:20,23:33:20,465694339.378429,89.33924282295166,xp93427010900_s2.pha,xp93427010900_b2.pha,26.486848243083838,9.38019676644461,799.999999999999,156382.52140553296
93427-01-09-01,H_1743-322,PCA,xp93427010901.rsp,2008-10-07T12:10:40,12:10:40,465998981.378429,89.7883369342816,xp93427010901_s2.pha,xp93427010901_b2.pha,26.902424570310824,9.792724197463029,3136.0,657440.9965475053
93427-01-09-02,H_1743-322,PCA,xp93427010902.rsp,2008-10-09T04:59:12,04:59:12,466145891.378429,90.28956798680157,xp93427010902_s2.pha,xp93427010902_b2.pha,25.888706949060516,10.29820299077115,1680.0,360913.97232557833
93427-01-09-03,H_1743-322,PCA,xp93427010903.rsp,2008-10-08T11:39:28,11:39:28,466083618.378429,89.76719224801985,xp93427010903_s2.pha,xp93427010903_b2.pha,26.831004363100593,9.772488883185467,3199.99999999999,667339.7860380784
93427-01-10-00,H_1743-322,PCA,xp93427011000.rsp,2008-10-11T08:46:40,08:46:40,466332341.378429,90.4430753904548,xp93427011000_s2.pha,xp93427011000_b2.pha,25.315764633878338,10.463617124291494,863.999999999999,185123.17935632914
93427-01-10-01,H_1743-322,PCA,xp93427011001.rsp,2008-10-13T06:15:12,06:15:12,466496057.378429,90.01452727604054,xp93427011001_s2.pha,xp93427011001_b2.pha,26.864837145549245,10.014548410918676,1600.0,344495.2605671212
93427-01-10-02,H_1743-322,PCA,xp93427011002.rsp,2008-10-16T05:38:08,05:38:08,466753034.378429,90.02372461931425,xp93427011002_s2.pha,xp93427011002_b2.pha,49.72333637801937,10.023781038923788,799.999999999999,319175.33089758456
93427-01-11-00,H_1743-322,PCA,xp93427011100.rsp,2008-10-17T06:02:24,06:02:24,466841000.378429,89.54979194523501,xp93427011100_s2.pha,xp93427011100_b2.pha,26.707535077426666,9.56918747224396,3199.99999999999,646893.8877522349
93427-01-11-01,H_1743-322,PCA,xp93427011101.rsp,2008-10-19T03:34:08,03:34:08,467005162.378429,89.24349422438257,xp93427011101_s2.pha,xp93427011101_b2.pha,26.807315209236382,9.296699326530131,3008.00000000001,588379.5958506167
93427-01-11-03,H_1743-322,PCA,xp93427011103.rsp,2008-10-23T03:24:16,03:24:16,467349795.378429,90.83442241025196,xp93427011103_s2.pha,xp93427011103_b2.pha,27.091917411172382,10.910387154635272,3136.0,757028.7469985634
93427-01-12-02,H_1743-322,PCA,xp93427011202.rsp,2008-10-29T15:18:40,15:18:40,467911077.378429,87.44466050045273,xp93427011202_s2.pha,xp93427011202_b2.pha,27.1147832543221,7.964738827142495,1376.0,222544.0582420528
93427-01-12-04,H_1743-322,PCA,xp93427011204.rsp,2008-10-28T20:10:40,20:10:40,467842191.378429,88.44706819573405,xp93427011204_s2.pha,xp93427011204_b2.pha,25.900216212943455,8.655811502589732,2448.00000000001,422003.27071071416
93427-01-12-05,H_1743-322,PCA,xp93427011205.rsp,2008-10-30T03:21:36,03:21:36,467954442.378429,86.73856139003408,xp93427011205_s2.pha,xp93427011205_b2.pha,27.823590956808083,7.54066002498782,911.999999999999,140594.88504739106
93427-01-13-00,H_1743-322,PCA,xp93427011300.rsp,2008-10-31T02:53:36,02:53:36,468039155.378429,86.64403343217427,xp93427011300_s2.pha,xp93427011300_b2.pha,26.241455985801338,7.487290380083612,3344.0,481517.5711834803
93427-01-13-01,H_1743-322,PCA,xp93427011301.rsp,2008-11-02T03:37:20,03:37:20,468214583.378429,85.51748613905716,xp93427011301_s2.pha,xp93427011301_b2.pha,25.97386999253871,6.9048785977471,816.000000000002,103957.32208608836
93427-01-13-02,H_1743-322,PCA,xp93427011302.rsp,2008-11-03T06:25:20,06:25:20,468311059.378429,84.10113151734501,xp93427011302_s2.pha,xp93427011302_b2.pha,56.17221076194463,6.2897557841362,1792.0,431809.3983145952
93427-01-13-03,H_1743-322,PCA,xp93427011303.rsp,2008-11-05T13:33:20,13:33:20,468509539.378429,84.41153072561531,xp93427011303_s2.pha,xp93427011303_b2.pha,25.270326387680445,6.414998050149934,2208.0,246343.11933600157
93427-01-13-04,H_1743-322,PCA,xp93427011304.rsp,2008-11-01T18:17:52,18:17:52,468181012.378429,85.88069845679446,xp93427011304_s2.pha,xp93427011304_b2.pha,25.76299001906688,7.082503316045531,2880.0,377108.5887450874
93427-01-13-05,H_1743-322,PCA,xp93427011305.rsp,2008-10-31T09:29:20,09:29:20,468062900.378429,85.25013883851527,xp93427011305_s2.pha,xp93427011305_b2.pha,29.2761918987668,6.7797248330121835,2256.00000000001,315686.9110763818
93427-01-13-06,H_1743-322,PCA,xp93427011306.rsp,2008-11-04T15:25:04,15:25:04,468429844.378429,84.7684094232419,xp93427011306_s2.pha,xp93427011306_b2.pha,25.345353194993525,6.565302520183947,2896.0,335093.85714729875
93427-01-14-00,H_1743-322,PCA,xp93427011400.rsp,2008-11-07T20:36:32,20:36:32,468707733.378429,82.8784350121506,xp93427011400_s2.pha,xp93427011400_b2.pha,54.956471124520334,5.840587590618421,1712.0,361343.5214348212
93427-01-14-01,H_1743-322,PCA,xp93427011401.rsp,2008-11-08T18:27:44,18:27:44,468786406.378429,82.42493906584825,xp93427011401_s2.pha,xp93427011401_b2.pha,28.871003588073656,5.689880699399488,1280.0,136359.11540726572
93427-01-14-02,H_1743-322,PCA,xp93427011402.rsp,2008-11-09T00:58:08,00:58:08,468809827.378429,83.9599134517106,xp93427011402_s2.pha,xp93427011402_b2.pha,49.81104767378658,6.234380325751087,1248.0,263226.81250311434
93427-01-14-03,H_1743-322,PCA,xp93427011403.rsp,2008-11-10T00:25:20,00:25:20,468894259.378429,83.34392170895323,xp93427011403_s2.pha,xp93427011403_b2.pha,26.167269541836916,6.003814238418507,1488.0,155896.10292174667
93427-01-14-04,H_1743-322,PCA,xp93427011404.rsp,2008-11-11T18:41:20,18:41:20,469046419.378429,82.64359288220695,xp93427011404_s2.pha,xp93427011404_b2.pha,55.14874132261141,5.761561095065826,1424.0,295402.19235660136
93427-01-14-05,H_1743-322,PCA,xp93427011405.rsp,2008-11-12T21:24:00,21:24:00,469142586.378429,83.53495451061087,xp93427011405_s2.pha,xp93427011405_b2.pha,51.8876775956472,6.073472439808615,1424.0,300980.9471037984
93427-01-14-06,H_1743-322,PCA,xp93427011406.rsp,2008-11-13T19:22:56,19:22:56,469221715.378429,82.05882730025752,xp93427011406_s2.pha,xp93427011406_b2.pha,56.53711135458906,5.573771663289064,1184.0,239228.06015616655
93427-01-15-00,H_1743-322,PCA,xp93427011500.rsp,2008-11-14T10:54:08,10:54:08,469277593.378429,82.85947915753344,xp93427011500_s2.pha,xp93427011500_b2.pha,25.661633148414854,5.83412843279795,1472.0,144830.07600553334
93427-01-15-01,H_1743-322,PCA,xp93427011501.rsp,2008-11-15T16:48:48,16:48:48,469385272.378429,80.63526384574008,xp93427011501_s2.pha,xp93427011501_b2.pha,57.17948876994196,5.164025949199504,1280.0,231574.2543744743
93427-01-15-02,H_1743-322,PCA,xp93427011502.rsp,2008-11-16T11:33:52,11:33:52,469452771.378429,81.67329185561454,xp93427011502_s2.pha,xp93427011502_b2.pha,25.3874080405684,5.456517297714257,2496.0,219029.02953074127
93427-01-15-03,H_1743-322,PCA,xp93427011503.rsp,2008-11-17T17:26:08,17:26:08,469560307.378429,78.97721944146257,xp93427011503_s2.pha,xp93427011503_b2.pha,56.095733945767975,4.756744699948343,1344.0,207838.33357688785
93427-01-15-04,H_1743-322,PCA,xp93427011504.rsp,2008-11-18T15:23:44,15:23:44,469639363.378429,77.19322447622827,xp93427011504_s2.pha,xp93427011504_b2.pha,57.24777336176988,4.3846619131130105,1184.0,161635.63633966446
93427-01-15-05,H_1743-322,PCA,xp93427011505.rsp,2008-11-19T11:51:12,11:51:12,469713011.378429,77.57008729813025,xp93427011505_s2.pha,xp93427011505_b2.pha,25.57330222652397,4.458332108963758,1440.0,90529.44479380548
93427-01-15-06,H_1743-322,PCA,xp93427011506.rsp,2008-11-18T20:13:20,20:13:20,469656739.378429,78.80685201745695,xp93427011506_s2.pha,xp93427011506_b2.pha,49.93831832438858,4.718506192773753,1184.0,160737.03110392392
94331-01-06-00,XTE_J1752-223,PCA,xp94331010600.rsp,2010-01-19T21:53:04,21:53:04,506555523.378428,96.95775253413065,xp94331010600_s2.pha,xp94331010600_b2.pha,27.253529904054098,32.8704357952104,3199.99999999999,2692250.704307027
94331-01-06-01,XTE_J1752-223,PCA,xp94331010601.rsp,2010-01-20T22:58:24,22:58:24,506645952.378428,96.97292043667102,xp94331010601_s2.pha,xp94331010601_b2.pha,26.96467647114862,33.035140936311045,3184.0,2664538.470115863
94331-01-06-02,XTE_J1752-223,PCA,xp94331010602.rsp,2010-01-21T21:04:00,21:04:00,506725379.378428,96.94352695491982,xp94331010602_s2.pha,xp94331010602_b2.pha,53.55216073245392,32.717448681892925,2927.99999999996,4816518.273375377
94413-01-02-00,H_1743-322,PCA,xp94413010200.rsp,2009-05-29T09:29:20,09:29:20,486206901.378428,91.29874784508311,xp94413010200_s2.pha,xp94413010200_b2.pha,54.02567544106982,11.492598791484541,1520.0,779522.9733295739
94413-01-02-01,H_1743-322,PCA,xp94413010201.rsp,2009-05-30T22:53:04,22:53:04,486341532.378428,91.97771823116206,xp94413010201_s2.pha,xp94413010201_b2.pha,26.162453120616057,12.465281435070498,1072.0,293510.8502546996
94413-01-02-02,H_1743-322,PCA,xp94413010202.rsp,2009-05-29T20:17:36,20:17:36,486245830.378428,91.66944963415492,xp94413010202_s2.pha,xp94413010202_b2.pha,26.311433855411906,12.00400881195026,3008.00000000001,791765.2069629207
94413-01-02-03,H_1743-322,PCA,xp94413010203.rsp,2009-06-02T08:57:04,08:57:04,486550563.378428,93.01623107413194,xp94413010203_s2.pha,xp94413010203_b2.pha,51.316370023645646,14.31891591223722,2224.0,1405928.393067412
94413-01-02-04,H_1743-322,PCA,xp94413010204.rsp,2009-06-01T07:50:08,07:50:08,486460147.378428,92.23721962052814,xp94413010204_s2.pha,xp94413010204_b2.pha,51.2172153893952,12.881982371218843,2224.0,1239534.912973985
94413-01-02-05,H_1743-322,PCA,xp94413010205.rsp,2009-05-31T06:41:20,06:41:20,486369619.378428,91.85652639923467,xp94413010205_s2.pha,xp94413010205_b2.pha,52.37446300233494,12.279772109852722,2272.00000000001,1223239.2200586945
94413-01-03-02,H_1743-322,PCA,xp94413010302.rsp,2009-06-08T06:20:32,06:20:32,487059572.378428,95.62646503903579,xp94413010302_s2.pha,xp94413010302_b2.pha,26.87466653114206,22.864799502586717,1392.0,780542.4641886503
94413-01-03-03,H_1743-322,PCA,xp94413010303.rsp,2009-06-08T07:49:52,07:49:52,487064938.378428,95.7498934212271,xp94413010303_s2.pha,xp94413010303_b2.pha,26.528240461106456,23.528821724012406,1680.0,959484.5560253412
