obsid,object,instrument,resp_file,obs_date,obs_time,time_start,source_percent,spectral_file,bg_file,background_count_rate,bg_source_ratio,exposure_time,net_source_count
50134-02-01-00,XTE_J1550-564,PCA,xp50134020100.rsp,2000-04-24T14:20:16,14:20:16,199203776.37843,96.96979482771506,xp50134020100_s2.pha,xp50134020100_b2.pha,132.60845177898238,33.00106570823214,832.000000000001,3420354.7681198865
50134-02-02-00,XTE_J1550-564,PCA,xp50134020200.rsp,2000-04-28T04:03:28,04:03:28,199512147.37843,98.62892224803302,xp50134020200_s2.pha,xp50134020200_b2.pha,142.8217336693845,72.93532394974535,1120.0,11346838.65829029
50135-01-02-00,XTE_J1550-564,PCA,xp50135010200.rsp,2000-05-18T07:20:16,07:20:16,201251955.37843,93.00993068269288,xp50135010200_s2.pha,xp50135010200_b2.pha,84.12660792350977,14.306009777671916,1728.0,1788934.2215081751
50135-01-03-00,XTE_J1550-564,PCA,xp50135010300.rsp,2000-05-19T18:29:52,18:29:52,201378532.37843,91.96133167788841,xp50135010300_s2.pha,xp50135010300_b2.pha,79.96803480442487,12.439871380802561,2687.9999999998,2244092.922445722
50135-01-04-00,XTE_J1550-564,PCA,xp50135010400.rsp,2000-05-20T18:20:00,18:20:00,201464345.37843,91.3411267606958,xp50135010400_s2.pha,xp50135010400_b2.pha,104.03041870126795,11.548846742100562,847.999999999999,842378.2049413249
50135-01-05-00,XTE_J1550-564,PCA,xp50135010500.rsp,2000-05-22T07:06:08,07:06:08,201596707.37843,89.43261295549102,xp50135010500_s2.pha,xp50135010500_b2.pha,111.90970929075301,9.463077256355628,1551.99999999996,1296216.1311807558
50135-01-06-00,XTE_J1550-564,PCA,xp50135010600.rsp,2000-05-23T05:22:24,05:22:24,201676883.37843,88.5017315883657,xp50135010600_s2.pha,xp50135010600_b2.pha,55.647322365072334,8.696961700669373,1424.0,530679.212952137
50137-02-01-00,XTE_J1550-564,PCA,xp50137020100.rsp,2000-04-10T11:20:16,11:20:16,197983155.37843,94.26395875307948,xp50137020100_s2.pha,xp50137020100_b2.pha,54.621400852172904,17.433626380160103,3711.99999999979,3129239.3600367457
50137-02-02-00,XTE_J1550-564,PCA,xp50137020200.rsp,2000-04-12T08:02:08,08:02:08,198144074.37843,95.00935956848188,xp50137020200_s2.pha,xp50137020200_b2.pha,81.11609389336081,20.037508486577295,1792.0,2621932.9597430974
50137-02-02-01,XTE_J1550-564,PCA,xp50137020201.rsp,2000-04-12T14:42:08,14:42:08,198168067.37843,95.07546974182799,xp50137020201_s2.pha,xp50137020201_b2.pha,53.91315405220695,20.306505343134997,2480.0,2447664.377950527
50137-02-03-00,XTE_J1550-564,PCA,xp50137020300.rsp,2000-04-14T17:43:28,17:43:28,198351747.37843,95.46150324356701,xp50137020300_s2.pha,xp50137020300_b2.pha,52.9487711940169,22.033727325740042,2576.0,2732520.9654042125
50137-02-03-01G,XTE_J1550-564,PCA,xp50137020301G.rsp,2000-04-15T18:02:08,18:02:08,198439268.37843,95.67231273969551,xp50137020301G_s2.pha,xp50137020301G_b2.pha,51.43607304532811,23.107030149162004,1184.0,1285424.6895143315
50137-02-04-00,XTE_J1550-564,PCA,xp50137020400.rsp,2000-04-16T17:35:28,17:35:28,198524090.37843,95.69666831791126,xp50137020400_s2.pha,xp50137020400_b2.pha,52.86613382921076,23.237809071566186,2512.00000000001,2820375.271821022
50137-02-04-01,XTE_J1550-564,PCA,xp50137020401.rsp,2000-04-17T09:10:08,09:10:08,198580147.37843,95.58412624453382,xp50137020401_s2.pha,xp50137020401_b2.pha,55.64864954182478,22.64557492754749,3615.99999999981,4154416.483256772
50137-02-05-00,XTE_J1550-564,PCA,xp50137020500.rsp,2000-04-18T05:57:04,05:57:04,198654963.37843,95.95171167654239,xp50137020500_s2.pha,xp50137020500_b2.pha,80.90996078407419,24.70179789827582,1871.99999999999,3438492.553412214
50137-02-05-01,XTE_J1550-564,PCA,xp50137020501.rsp,2000-04-19T12:41:20,12:41:20,198765833.37843,96.19479522121487,xp50137020501_s2.pha,xp50137020501_b2.pha,53.923079345037706,26.279794600680187,2032.00000000001,2660378.302770883
50137-02-06-00,XTE_J1550-564,PCA,xp50137020600.rsp,2000-04-20T17:18:24,17:18:24,198868643.37843,96.28207716191072,xp50137020600_s2.pha,xp50137020600_b2.pha,54.901185613133975,26.89673894668351,2656.0,3630381.451011516
50137-02-07-00,XTE_J1550-564,PCA,xp50137020700.rsp,2000-04-21T15:57:20,15:57:20,198950179.37843,96.57851160852366,xp50137020700_s2.pha,xp50137020700_b2.pha,128.86802428509452,29.227046407382613,832.000000000001,2919234.8037948012
60113-01-03-00,XTE_J1650-500,PCA,xp60113010300.rsp,2001-09-08T09:15:12,09:15:12,242558051.37843,97.65953078366077,xp60113010300_s2.pha,xp60113010300_b2.pha,53.52592945414011,42.72647523064256,3311.99999999988,7219903.121647894
60113-01-04-00,XTE_J1650-500,PCA,xp60113010400.rsp,2001-09-09T02:44:00,02:44:00,242620988.37843,97.77190859224842,xp60113010400_s2.pha,xp60113010400_b2.pha,103.53231734919032,44.88146206753357,3311.99999999956,14704011.964939527
60113-01-05-00,XTE_J1650-500,PCA,xp60113010500.rsp,2001-09-10T10:49:52,10:49:52,242736543.37843,97.79650768700009,xp60113010500_s2.pha,xp60113010500_b2.pha,76.48339920963086,45.382504586029874,2175.99999999992,7220058.123319849
60113-01-05-01,XTE_J1650-500,PCA,xp60113010501.rsp,2001-09-10T14:12:32,14:12:32,242748691.37843,97.70816015777667,xp60113010501_s2.pha,xp60113010501_b2.pha,107.35508247060119,43.63306639393692,1471.99999999998,6579135.318603277
60113-01-06-00,XTE_J1650-500,PCA,xp60113010600.rsp,2001-09-11T10:40:32,10:40:32,242822382.37843,97.78403001192774,xp60113010600_s2.pha,xp60113010600_b2.pha,101.96910719826946,45.12696495812777,2143.99999999983,9428493.234166928
60113-01-07-00,XTE_J1650-500,PCA,xp60113010700.rsp,2001-09-13T03:45:52,03:45:52,242970300.37843,97.6076490689145,xp60113010700_s2.pha,xp60113010700_b2.pha,52.362111008902964,41.79988759200393,2959.99999999996,6168658.151413649
60113-01-08-00,XTE_J1650-500,PCA,xp60113010800.rsp,2001-09-14T02:15:44,02:15:44,243051283.37843,97.58743613967081,xp60113010800_s2.pha,xp60113010800_b2.pha,104.1472793028628,41.44968000405805,2047.99999999985,8414365.371987753
60113-01-08-01,XTE_J1650-500,PCA,xp60113010801.rsp,2001-09-14T13:30:40,13:30:40,243091801.37843,97.23378134953097,xp60113010801_s2.pha,xp60113010801_b2.pha,89.24517024416627,36.15043228164351,1584.0,4827653.650333241
60113-01-09-00,XTE_J1650-500,PCA,xp60113010900.rsp,2001-09-15T11:40:48,11:40:48,243171606.37843,97.52892239186616,xp60113010900_s2.pha,xp60113010900_b2.pha,77.93779505149335,40.468174561105656,1871.99999999999,5612489.447663605
60113-01-09-01,XTE_J1650-500,PCA,xp60113010901.rsp,2001-09-15T13:20:32,13:20:32,243177595.37843,97.2002898440753,xp60113010901_s2.pha,xp60113010901_b2.pha,89.73585855851982,35.71798308777834,1616.00000000001,4889550.852569431
60113-01-09-02,XTE_J1650-500,PCA,xp60113010902.rsp,2001-09-15T14:59:44,14:59:44,243183540.37843,96.80342800582534,xp60113010902_s2.pha,xp60113010902_b2.pha,101.36082369095624,31.283512519735876,1376.0,4084244.506601244
60113-01-10-00,XTE_J1650-500,PCA,xp60113011000.rsp,2001-09-16T09:50:40,09:50:40,243251399.37843,97.55929968323942,xp60113011000_s2.pha,xp60113011000_b2.pha,74.72566583098941,40.97184702000818,1983.99999999997,5777799.278991319
60113-01-10-01,XTE_J1650-500,PCA,xp60113011001.rsp,2001-09-16T11:30:40,11:30:40,243257394.37843,97.41998166196653,xp60113011001_s2.pha,xp60113011001_b2.pha,80.57699782140122,38.75941442967495,1887.99999999999,5592186.628113195
60113-01-11-00,XTE_J1650-500,PCA,xp60113011100.rsp,2001-09-17T09:39:44,09:39:44,243337135.37843,97.47672502302846,xp60113011100_s2.pha,xp60113011100_b2.pha,75.59218828931647,39.63103542524769,2175.99999999992,6189876.398282453
60113-01-11-01,XTE_J1650-500,PCA,xp60113011101.rsp,2001-09-17T11:19:44,11:19:44,243343133.37843,97.31025792075722,xp60113011101_s2.pha,xp60113011101_b2.pha,82.39733812922076,37.17828589280665,1983.99999999997,5750816.6811516285
60113-01-11-02,XTE_J1650-500,PCA,xp60113011102.rsp,2001-09-17T12:59:44,12:59:44,243349138.37843,96.92716103970444,xp60113011102_s2.pha,xp60113011102_b2.pha,93.96449444369185,32.54319581732381,1696.0,4867479.217423499
60113-01-12-00,XTE_J1650-500,PCA,xp60113011200.rsp,2001-09-18T06:04:32,06:04:32,243410632.37843,97.36125202097001,xp60113011200_s2.pha,xp60113011200_b2.pha,26.657911147908024,37.896760431346735,3136.0,3000940.7906401604
60113-01-12-01,XTE_J1650-500,PCA,xp60113011201.rsp,2001-09-18T11:09:36,11:09:36,243428925.37843,97.20191136508156,xp60113011201_s2.pha,xp60113011201_b2.pha,83.90397476611082,35.73868202460086,1999.99999999996,5661619.050467782
60113-01-12-02,XTE_J1650-500,PCA,xp60113011202.rsp,2001-09-18T14:27:44,14:27:44,243440818.37843,96.6222172993524,xp60113011202_s2.pha,xp60113011202_b2.pha,102.45122458495334,29.60522001040134,1552.0,4389348.699444152
60113-01-12-03,XTE_J1650-500,PCA,xp60113011203.rsp,2001-09-18T19:23:28,19:23:28,243458557.37843,97.38644109041233,xp60113011203_s2.pha,xp60113011203_b2.pha,104.19043270497762,38.262003444099435,975.999999999999,3687478.137679942
60113-01-12-04,XTE_J1650-500,PCA,xp60113011204.rsp,2001-09-18T20:54:24,20:54:24,243464020.37843,97.42732922194035,xp60113011204_s2.pha,xp60113011204_b2.pha,101.45198745359309,38.87011150156631,1040.0,3890167.933048263
60113-01-13-00,XTE_J1650-500,PCA,xp60113011300.rsp,2001-09-19T12:38:40,12:38:40,243520671.37843,96.96229456709239,xp60113011300_s2.pha,xp60113011300_b2.pha,119.60634613187706,32.91958427459587,1807.99999999991,6686306.726193577
60113-01-13-01,XTE_J1650-500,PCA,xp60113011301.rsp,2001-09-19T15:55:28,15:55:28,243532467.37843,97.04936338292441,xp60113011301_s2.pha,xp60113011301_b2.pha,114.76118690704901,33.890991327529626,1455.99999999998,5328738.711863339
60113-01-13-02,XTE_J1650-500,PCA,xp60113011302.rsp,2001-09-19T18:29:52,18:29:52,243541731.37843,97.24973628257158,xp60113011302_s2.pha,xp60113011302_b2.pha,78.57188539531272,36.360149525407316,896.000000000001,2418968.5906857997
60113-01-14-00,XTE_J1650-500,PCA,xp60113011400.rsp,2001-09-19T21:40:48,21:40:48,243553187.37843,97.25762269598916,xp60113011400_s2.pha,xp60113011400_b2.pha,78.04162576459869,36.46471251557755,3055.99999999972,8219668.791663408
60113-01-15-00,XTE_J1650-500,PCA,xp60113011500.rsp,2001-09-21T02:17:04,02:17:04,243656163.37843,97.12168946055704,xp60113011500_s2.pha,xp60113011500_b2.pha,52.77119238257281,34.74260286708087,3551.99999999982,6137380.724657111
60705-01-59-00,GX_339-4,PCA,xp60705015900.rsp,2003-04-02T13:28:16,13:28:16,291907783.37843,81.9766736809347,xp60705015900_s2.pha,xp60705015900_b2.pha,72.7491672629518,5.548365392142888,3311.99999999966,854961.7580251284
60705-01-68-01,GX_339-4,PCA,xp60705016801.rsp,2004-08-05T05:52:00,05:52:00,334302661.37843,93.38544495498489,xp60705016801_s2.pha,xp60705016801_b2.pha,73.73512576765346,15.118174891501194,1296.0,1253582.277005121
60705-01-69-00,GX_339-4,PCA,xp60705016900.rsp,2004-08-08T09:42:08,09:42:08,334575667.37843,93.75183157060106,xp60705016900_s2.pha,xp60705016900_b2.pha,48.2098767315421,16.00469019520647,1360.0,918223.5676451027
60705-01-70-00,GX_339-4,PCA,xp60705017000.rsp,2004-08-13T23:01:04,23:01:04,335055604.37843,93.83582091072388,xp60705017000_s2.pha,xp60705017000_b2.pha,25.07646869735129,16.22276033056388,768.000000000001,273912.2720404342
60705-01-84-02,GX_339-4,PCA,xp60705018402.rsp,2004-11-24T21:36:00,21:36:00,343949700.37843,97.05291706448428,xp60705018402_s2.pha,xp60705018402_b2.pha,47.94061216738415,33.931858107854964,1664.0,2547305.821353473
70108-03-01-00,GX_339-4,PCA,xp70108030100.rsp,2002-05-06T20:29:36,20:29:36,263334515.37843,97.80445840309551,xp70108030100_s2.pha,xp70108030100_b2.pha,25.8113478442538,45.54684827697669,7663.99999999952,8614357.830121651
70108-03-02-00,GX339-4,PCA,xp70108030200.rsp,2002-05-25T10:22:24,10:22:24,264939684.37843,97.50177262299327,xp70108030200_s2.pha,xp70108030200_b2.pha,25.969680456043374,40.028382092191855,9887.999999999,9765239.79965067
70109-01-06-00,GX_339-4,PCA,xp70109010600.rsp,2002-05-06T19:56:48,19:56:48,263332551.37843,97.9720735230932,xp70109010600_s2.pha,xp70109010600_b2.pha,70.46857337360473,49.31145243121917,1840.0,6134505.824992567
70109-01-07-00,GX_339-4,PCA,xp70109010700.rsp,2002-05-17T14:22:24,14:22:24,264263090.37843,98.10884561704968,xp70109010700_s2.pha,xp70109010700_b2.pha,25.593621449390724,52.877755989436395,5120.00000000001,6666987.658179119
70109-02-01-00,GX_339-4,PCA,xp70109020100.rsp,2003-03-11T20:36:16,20:36:16,290032636.37843,82.32238507427698,xp70109020100_s2.pha,xp70109020100_b2.pha,23.95888224718914,5.656871722807369,6671.99999999975,584564.33764676
70109-04-01-00,GX_339-4,PCA,xp70109040100.rsp,2002-05-11T13:56:00,13:56:00,263742899.37843,98.1553344768503,xp70109040100_s2.pha,xp70109040100_b2.pha,25.037229024900054,54.210369709330074,5823.99999999994,7613150.178158984
70109-04-01-02,GX_339-4,PCA,xp70109040102.rsp,2002-05-12T01:41:52,01:41:52,263785251.37843,98.0337328725953,xp70109040102_s2.pha,xp70109040102_b2.pha,52.34234466468767,50.85778966970323,1008.0,2577789.916577995
70110-01-10-00,GX_339-4,PCA,xp70110011000.rsp,2002-05-08T11:48:16,11:48:16,263476149.37843,97.8568420614706,xp70110011000_s2.pha,xp70110011000_b2.pha,49.329955553406705,46.66011692475543,1040.0,2291204.846224457
70110-01-11-00,GX_339-4,PCA,xp70110011100.rsp,2002-05-12T16:50:56,16:50:56,263839796.37843,98.19510129614125,xp70110011100_s2.pha,xp70110011100_b2.pha,94.99124865478359,55.40477135154789,832.000000000001,4220724.28111922
70110-01-14-00,GX_339-4,PCA,xp70110011400.rsp,2002-05-22T14:18:40,14:18:40,264694662.37843,97.98460104201361,xp70110011400_s2.pha,xp70110011400_b2.pha,48.922990529399925,49.617967501536796,880.000000000002,2050059.768334128
70110-01-15-00,GX_339-4,PCA,xp70110011500.rsp,2002-05-25T05:44:00,05:44:00,264922982.37843,97.79994120409489,xp70110011500_s2.pha,xp70110011500_b2.pha,75.83491990313932,45.453330695582515,880.000000000002,2899846.2704852372
70110-01-47-00,GX_339-4,PCA,xp70110014700.rsp,2002-09-15T17:59:28,17:59:28,274730323.37843,97.98496888650237,xp70110014700_s2.pha,xp70110014700_b2.pha,26.00220747295146,49.627025275269034,1200.0,1486089.3510324582
70110-01-89-00,GX_339-4,PCA,xp70110018900.rsp,2003-03-09T21:57:20,21:57:20,289864697.37843,82.41910616295263,xp70110018900_s2.pha,xp70110018900_b2.pha,25.00127890543889,5.687992938634031,927.999999999998,85565.81317575276
70110-01-94-00,GX_339-4,PCA,xp70110019400.rsp,2003-03-26T05:26:24,05:26:24,291273923.37843,82.3663867984925,xp70110019400_s2.pha,xp70110019400_b2.pha,80.14345078229177,5.670987497414935,847.999999999999,249486.35373661667
70110-01-95-00,GX_339-4,PCA,xp70110019500.rsp,2003-03-29T06:03:28,06:03:28,291535356.37843,81.44046525129605,xp70110019500_s2.pha,xp70110019500_b2.pha,55.220510473512185,5.3880660993930976,799.999999999999,149672.5916211903
70124-02-01-00,4U1543-47,PCA,xp70124020100.rsp,2002-07-23T16:15:28,16:15:28,270058484.37843,86.76404928187984,xp70124020100_s2.pha,xp70124020100_b2.pha,104.407701133266,7.555180744447683,1567.99999999996,909445.7246230431
70124-02-02-00,4U1543-47,PCA,xp70124020200.rsp,2002-07-24T17:38:40,17:38:40,270149868.37843,84.53676902820368,xp70124020200_s2.pha,xp70124020200_b2.pha,52.828780261899475,6.4669537810301065,1344.0,317162.1193280071
70124-02-03-00,4U1543-47,PCA,xp70124020300.rsp,2002-07-25T15:43:44,15:43:44,270229367.37843,84.64982677737089,xp70124020300_s2.pha,xp70124020300_b2.pha,26.407474750550463,6.514584464270459,1600.0,190750.04039911926
70128-01-01-00,4U1543-47,PCA,xp70128010100.rsp,2002-07-26T03:52:32,03:52:32,270273096.37843,84.13586056391259,xp70128010100_s2.pha,xp70128010100_b2.pha,49.93764147829023,6.3035250290678935,13471.9999999976,2895239.094004594
70128-01-01-01,4U1543-47,PCA,xp70128010101.rsp,2002-07-26T00:42:08,00:42:08,270261667.37843,84.0254973719887,xp70128010101_s2.pha,xp70128010101_b2.pha,50.034518548666355,6.259975808238936,3359.99999999987,716170.0176764876
70128-02-02-00,GX_339-4,PCA,xp70128020200.rsp,2003-02-26T08:32:48,08:32:48,288865912.37843,84.57376732735396,xp70128020200_s2.pha,xp70128020200_b2.pha,24.95859799432618,6.482464132498216,15823.9999999976,1770326.1453378424
70133-01-01-00,4U1543-47,PCA,xp70133010100.rsp,2002-06-17T19:29:36,19:29:36,266959718.37843,99.19698056840986,xp70133010100_s2.pha,xp70133010100_b2.pha,24.989030063737488,124.52998777623506,7967.99999999946,24397263.408452153
70133-01-06-00,4U1543-47,PCA,xp70133010600.rsp,2002-06-29T14:08:16,14:08:16,267977443.37843,99.25227892731434,xp70133010600_s2.pha,xp70133010600_b2.pha,24.857937368152974,133.73971077318876,1920.0,6287572.760253146
70133-01-08-00,4U1543-47,PCA,xp70133010800.rsp,2002-07-01T17:29:20,17:29:20,268162099.37843,98.98616236381991,xp70133010800_s2.pha,xp70133010800_b2.pha,26.992500127318117,98.63512305262023,4480.0,11685737.599429615
70133-01-11-00,4U1543-47,PCA,xp70133011100.rsp,2002-07-04T01:48:32,01:48:32,268364858.37843,99.00426025521595,xp70133011100_s2.pha,xp70133011100_b2.pha,50.04187416367825,100.42784826439443,1056.0,5201342.780883156
70133-01-15-00,4U1543-47,PCA,xp70133011500.rsp,2002-07-05T11:37:04,11:37:04,268486569.37843,98.82795686105008,xp70133011500_s2.pha,xp70133011500_b2.pha,100.31195863751014,85.32109158507104,1184.0,9895992.640973188
70133-01-16-00,4U1543-47,PCA,xp70133011600.rsp,2002-07-06T09:45:04,09:45:04,268566247.37843,98.72600878718097,xp70133011600_s2.pha,xp70133011600_b2.pha,100.40568803751387,78.49347703013159,863.999999999999,6635848.485535588
70133-01-30-00,4U1543-47,PCA,xp70133013000.rsp,2002-07-19T22:18:40,22:18:40,269734677.37843,90.40875039897661,xp70133013000_s2.pha,xp70133013000_b2.pha,28.547366123318376,10.426170119619238,704.000000000001,169343.65424918383
70133-01-31-00,4U1543-47,PCA,xp70133013100.rsp,2002-07-22T06:32:00,06:32:00,269937059.37843,88.7267783379281,xp70133013100_s2.pha,xp70133013100_b2.pha,25.996191660239134,8.870578703907178,3312.00000000001,591552.6132212877
70133-01-31-01,4U1543-47,PCA,xp70133013101.rsp,2002-07-22T05:12:48,05:12:48,269932316.37843,89.13336549457476,xp70133013101_s2.pha,xp70133013101_b2.pha,99.27033774263963,9.202481223609237,1376.0,983830.0152661279
70417-01-09-00,4U_1630-47,PCA,xp70417010900.rsp,2002-12-28T19:10:56,19:10:56,283720199.37843,98.80624700579385,xp70417010900_s2.pha,xp70417010900_b2.pha,26.40117384272033,83.76942339440961,6863.9999999997,14818063.342743576
80117-01-02-01,4U_1630-47,PCA,xp80117010201.rsp,2003-06-03T09:13:36,09:13:36,297249161.37843,98.5660712954255,xp80117010201_s2.pha,xp80117010201_b2.pha,49.90325535547644,69.73847422189183,3215.9999999999,10871271.130776793
80117-01-02-04,4U_1630-47,PCA,xp80117010204.rsp,2003-06-10T20:14:40,20:14:40,297893624.37843,98.6974304654825,xp80117010204_s2.pha,xp80117010204_b2.pha,46.472191864301834,76.77133339145804,1408.0,4892501.153855063
80117-01-04-00,4U_1630-47,PCA,xp80117010400.rsp,2003-06-08T23:11:28,23:11:28,297731429.37843,98.593560711892,xp80117010400_s2.pha,xp80117010400_b2.pha,24.321350974181396,71.10154049701224,3711.99999999999,6238546.145183839
80117-01-05-00,4U_1630-47,PCA,xp80117010500.rsp,2003-06-11T09:36:32,09:36:32,297941731.37843,99.04498764306122,xp80117010500_s2.pha,xp80117010500_b2.pha,47.53467780959897,104.71068701199027,4495.99999999961,21950908.08856806
80117-01-06-01,4U_1630-47,PCA,xp80117010601.rsp,2003-06-12T20:38:40,20:38:40,298067866.37843,98.62512844580661,xp80117010601_s2.pha,xp80117010601_b2.pha,72.94439797684797,72.7340671897659,1088.0,5613703.495001189
80117-01-07-00,4U_1630-47,PCA,xp80117010700.rsp,2003-06-14T05:36:32,05:36:32,298186531.37843,98.53112185099964,xp80117010700_s2.pha,xp80117010700_b2.pha,75.76819981644506,68.07916644961608,2351.99999999988,11775757.19403173
80117-01-07-01,4U_1630-47,PCA,xp80117010701.rsp,2003-06-16T13:11:12,13:11:12,298386618.37843,99.01235696543328,xp80117010701_s2.pha,xp80117010701_b2.pha,24.93996968152276,101.25115704771915,2496.0,6178400.835674919
80117-01-07-02,4U_1630-47,PCA,xp80117010702.rsp,2003-06-18T05:59:28,05:59:28,298533514.37843,99.02558071623075,xp80117010702_s2.pha,xp80117010702_b2.pha,99.31732473807625,102.62522680501637,1839.9999999999,18388644.12248195
80117-01-08-00,4U_1630-47,PCA,xp80117010800.rsp,2003-06-20T02:12:00,02:12:00,298692662.37843,98.47177453648513,xp80117010800_s2.pha,xp80117010800_b2.pha,52.94724167017611,65.4353708843477,1296.0,4352911.374795452
80117-01-08-01,4U_1630-47,PCA,xp80117010801.rsp,2003-06-22T06:26:08,06:26:08,298880716.37843,99.0360156925152,xp80117010801_s2.pha,xp80117010801_b2.pha,73.40410507013355,103.73612850702725,1120.0,8363991.40232145
80117-01-10-00,4U_1630-47,PCA,xp80117011000.rsp,2003-06-29T05:30:40,05:30:40,299482181.37843,98.90483502700664,xp80117011000_s2.pha,xp80117011000_b2.pha,75.03062001127523,91.31044405727741,1584.0,10614412.49790214
80117-01-11-02,4U_1630-47,PCA,xp80117011102.rsp,2003-07-09T13:13:36,13:13:36,300373958.37843,99.02469552507291,xp80117011102_s2.pha,xp80117011102_b2.pha,51.82671966096141,102.53208364236845,1216.0,6335661.708892271
80117-01-12-01,4U_1630-47,PCA,xp80117011201.rsp,2003-07-14T12:02:08,12:02:08,300801674.37843,98.63477398453982,xp80117011201_s2.pha,xp80117011201_b2.pha,23.82595831636771,73.24794493188173,1312.0,2227186.3426889256
80117-01-16-00,4U_1630-47,PCA,xp80117011600.rsp,2003-08-11T20:22:40,20:22:40,303250906.37843,98.46800130399157,xp80117011600_s2.pha,xp80117011600_b2.pha,81.28124397350476,65.27420699544118,560.0,2880083.5033748373
80117-01-17-00,4U_1630-47,PCA,xp80117011700.rsp,2003-08-17T02:01:20,02:01:20,303703219.37843,98.64233256123653,xp80117011700_s2.pha,xp80117011700_b2.pha,75.03181494818136,73.65574009131265,880.000000000002,4731285.0028456
80117-01-21-01,4U_1630-47,PCA,xp80117012101.rsp,2004-03-04T18:38:40,18:38:40,321043059.37843,79.00163802332584,xp80117012101_s2.pha,xp80117012101_b2.pha,24.13252096682971,4.76227622474001,2592.0,172784.5056539774
80117-01-22-00,4U_1630-47,PCA,xp80117012200.rsp,2004-03-05T18:21:04,18:21:04,321128408.37843,78.73753264750485,xp80117012200_s2.pha,xp80117012200_b2.pha,46.15192321596745,4.703123035637019,2304.0,287433.968910411
80135-02-02-00,XTE_J1746-319,PCA,xp80135020200.rsp,2003-05-28T14:28:32,14:28:32,296749651.37843,98.86772330194091,xp80135020200_s2.pha,xp80135020200_b2.pha,24.792863087651224,88.31763487795612,5759.99999999995,12326753.10861513
80135-02-02-000,XTE_J1746-319,PCA,xp801350202000.rsp,2003-05-28T06:44:16,06:44:16,296721795.37843,98.75268642762603,xp801350202000_s2.pha,xp801350202000_b2.pha,25.919035060552414,80.17230166883694,15775.9999999976,31964552.302884787
80135-02-02-01,XTE_J1746-319,PCA,xp80135020201.rsp,2003-05-28T05:28:48,05:28:48,296717268.37843,98.68604673968989,xp80135020201_s2.pha,xp80135020201_b2.pha,24.0677059827205,76.1062078999669,1424.0,2539798.586680606
80137-01-20-00,XTE_J1746-319,PCA,xp80137012000.rsp,2003-10-20T02:12:48,02:12:48,309233510.37843,87.6198289685262,xp80137012000_s2.pha,xp80137012000_b2.pha,73.95172554855763,8.077432835602394,3215.99999999968,1445388.2506358624
80137-01-25-00,XTE_J1746-319,PCA,xp80137012500.rsp,2003-10-25T00:28:16,00:28:16,309659235.37843,84.03166358770396,xp80137012500_s2.pha,xp80137012500_b2.pha,25.264881366653764,6.2623931146013065,3264.00000000001,351496.42721924186
80137-01-26-00,XTE_J1746-319,PCA,xp80137012600.rsp,2003-10-26T00:06:56,00:06:56,309744355.37843,83.60536221959578,xp80137012600_s2.pha,xp80137012600_b2.pha,48.23269140478643,6.099555314331223,2016.00000000001,398628.8941279501
80137-01-27-00,XTE_J1746-319,PCA,xp80137012700.rsp,2003-10-27T02:54:56,02:54:56,309840835.37843,81.96824297014983,xp80137012700_s2.pha,xp80137012700_b2.pha,74.42502934860607,5.54577126535466,1951.99999999997,515121.3427115232
80137-01-28-00,XTE_J1746-319,PCA,xp80137012800.rsp,2003-10-30T03:26:24,03:26:24,310101930.37843,78.60379512270144,xp80137012800_s2.pha,xp80137012800_b2.pha,68.99832189331555,4.673726045038032,1887.99999999999,348303.16826542094
80137-02-01-00,XTE_J1746-319,PCA,xp80137020100.rsp,2003-11-01T02:43:28,02:43:28,310272183.37843,75.81691101834589,xp80137020100_s2.pha,xp80137020100_b2.pha,23.277428516732996,4.135121037509413,9311.99999999914,462807.58565220237
80138-01-02-00G,XTE_J1746-319,PCA,xp80138010200G.rsp,2003-03-31T18:56:16,18:56:16,291754637.37843,92.83420646952631,xp80138010200G_s2.pha,xp80138010200G_b2.pha,25.318683007559912,13.9551885739847,3248.00000000001,983135.9175914451
80138-01-03-00G,XTE_J1746-319,PCA,xp80138010300G.rsp,2003-04-04T17:40:32,17:40:32,292095571.37843,96.17459980211954,xp80138010300G_s2.pha,xp80138010300G_b2.pha,25.56219898024339,26.141055792125215,3280.00000000001,2024082.9873448014
80138-01-04-00G,XTE_J1746-319,PCA,xp80138010400G.rsp,2003-04-06T17:01:52,17:01:52,292266051.37843,96.91390901381489,xp80138010400G_s2.pha,xp80138010400G_b2.pha,25.551419863137586,32.40345163109242,3312.00000000001,2572931.697413288
80138-01-05-00G,XTE_J1746-319,PCA,xp80138010500G.rsp,2003-04-08T13:12:48,13:12:48,292425107.37843,97.75102850777382,xp80138010500G_s2.pha,xp80138010500G_b2.pha,26.40927810593536,44.46476993846348,3328.00000000001,3732231.922463447
80138-01-06-00,XTE_J1746-319,PCA,xp80138010600.rsp,2003-04-10T15:43:44,15:43:44,292606963.37843,98.05560582440079,xp80138010600_s2.pha,xp80138010600_b2.pha,25.37847191967529,51.42990102260629,3376.0,4235041.278799176
80138-01-07-00,XTE_J1746-319,PCA,xp80138010700.rsp,2003-04-12T20:00:32,20:00:32,292795183.37843,97.94364770321006,xp80138010700_s2.pha,xp80138010700_b2.pha,25.3516423633943,48.62979955142152,2832.0,3347826.1488268673
