Frequency,Norm,redchi,width
4.652772259887852,1.88768e-05,7.862009803921568,0.42354
4.704458704959767,3.39559e-07,7.862107843137254,0.439168
4.756719321397685,0.0,7.862107843137254,0.475672
4.809560487522986,0.0,7.862107843137254,0.480956
4.862988652512174,0.0,7.862107843137254,0.486299
4.917010337183984,0.0,7.862107843137254,0.491701
4.971632134795246,0.0,7.862107843137254,0.497163
5.026860711845576,0.0,7.862107843137254,0.502686
5.082702808891011,0.0,7.862107843137254,0.50827
5.139165241366684,0.0,7.862107843137254,0.513917
5.196254900418639,0.0,7.862107843137254,0.519625
5.2539787537448746,0.0,7.862107843137254,0.525398
5.312343846445754,0.0,7.862107843137254,0.531234
5.371357301883837,0.0,7.862107843137254,0.537136
5.431026322553275,0.0,7.862107843137254,0.543103
5.491358190958871,0.0,7.862107843137254,0.549136
5.5523602705048924,0.0,7.862107843137254,0.555236
5.614040006393758,0.0,7.862107843137254,0.561404
5.676404926534721,0.0,7.862107843137254,0.56764
5.739462642462633,0.0,7.862107843137254,0.573946
5.803220850266918,0.0,7.862107843137254,0.580322
5.867687331530871,0.0,7.862107843137254,0.586769
5.932869954281387,0.0,7.862107843137254,0.593287
5.9987766739492345,0.0,7.862107843137254,0.599878
6.065415534340013,0.0,7.862107843137254,0.606542
6.132794668615875,3.45047e-05,7.861862745098039,0.578898
6.200922300288177,6.4213e-05,7.861029411764706,0.585168
6.26980674422113,8.64258e-05,7.859803921568628,0.585028
6.33945640764663,0.000147415,7.858088235294117,0.571312
6.409879791190342,0.000140344,7.858088235294117,0.577029
6.481085489909176,0.000114588,7.859117647058824,0.58494
6.553082194340318,7.7414e-05,7.860588235294117,0.59034
6.625878691561884,3.60369e-05,7.8617156862745095,0.603907
6.699483866265369,0.0,7.862107843137254,0.669948
6.773906701840011,0.0,7.862107843137254,0.677391
6.849156281469203,0.0,7.862107843137254,0.684916
6.925241789239067,0.0,7.862107843137254,0.692524
7.0021725112593725,0.0,7.862107843137254,0.700217
7.079957836796883,0.0,7.862107843137254,0.707996
7.158607259421295,0.0,7.862107843137254,0.715861
7.238130378163925,0.0,7.862107843137254,0.723813
7.318536898689247,0.0,7.862107843137254,0.731854
7.399836634479451,0.0,7.862107843137254,0.739984
7.482039508032168,0.0,7.862107843137254,0.748204
7.565155552071494,0.0,7.862107843137254,0.756516
7.649194910772461,0.0,7.862107843137254,0.764919
7.734167840999122,0.0,7.862107843137254,0.773417
7.820084713556388,0.0,7.862107843137254,0.782008
7.906956014455753,0.0,7.862107843137254,0.790696
7.994792346195112,0.0,7.862107843137254,0.799479
8.083604429052771,0.0,7.862107843137254,0.80836
8.173403102395827,0.0,7.862107843137254,0.81734
8.264199326003121,0.0,7.862107843137254,0.82642
8.356004181402835,0.0,7.862107843137254,0.8356
8.448828873224988,0.0,7.862107843137254,0.844883
8.542684730568942,0.0,7.862107843137254,0.854268
8.637583208386094,5.52062e-06,7.862058823529411,0.792612
8.733535888877936,8.72181e-06,7.862009803921568,0.793705
8.830554482909648,1.67061e-05,7.862009803921568,0.81778
8.928650831439386,1.10891e-05,7.862058823529411,0.835708
9.027836906963444,6.93079e-06,7.862107843137254,0.85726
9.128124814977493,7.96975e-06,7.862107843137254,0.847051
9.229526795454028,1.46278e-05,7.862058823529411,0.863733
9.332055224336228,2.45496e-05,7.861960784313725,0.871211
9.435722615048434,1.68074e-05,7.861862745098039,0.871845
9.54054162002339,1.41756e-05,7.861862745098039,0.86036
9.646525032246434,2.32863e-05,7.861813725490196,0.8684
9.753685786816883,0.0,7.862107843137254,0.975369
9.862036962526732,0.0,7.862107843137254,0.986204
9.971591783456889,0.0,7.862107843137254,0.997159
10.082363620591163,0.0,7.862107843137254,1.00824
10.194365993448185,0.0,7.862107843137254,1.01944
10.307612571731394,0.0,7.862107843137254,1.03076
10.422117176997459,0.0,7.862107843137254,1.04221
10.537893784343142,0.0,7.862107843137254,1.05379
10.654956524110943,0.0,7.862107843137254,1.0655
10.7733196836137,0.0,7.862107843137254,1.07733
10.892997708878294,0.0,7.862107843137254,1.0893
11.014005206408806,0.0,7.862107843137254,1.1014
11.13635694496919,0.0,7.862107843137254,1.11364
11.260067857385788,0.0,7.862107843137254,1.12601
11.38515304236985,0.0,7.862107843137254,1.13852
11.511627766360313,0.0,7.862107843137254,1.15116
11.639507465387025,0.0,7.862107843137254,1.16395
11.768807746954717,0.0,7.862107843137254,1.17688
11.899544391947854,0.0,7.862107843137254,1.18995
12.031733356556671,0.0,7.862107843137254,1.20317
12.165390774224598,0.0,7.862107843137254,1.21654
12.300532957617323,0.0,7.862107843137254,1.23005
12.437176400613707,0.0,7.862107843137254,1.24372
12.575337780318868,0.0,7.862107843137254,1.25753
12.715033959099575,0.0,7.862107843137254,1.2715
12.856281986642266,0.0,7.862107843137254,1.28563
12.999099102033945,0.0,7.862107843137254,1.29991
13.143502735866187,0.0,7.862107843137254,1.31435
13.289510512362487,0.0,7.862107843137254,1.32895
13.4371402515293,0.0,7.862107843137254,1.34371
13.58640997133093,0.0,7.862107843137254,1.35864
13.73733788988859,0.0,7.862107843137254,1.37373
13.88994242770389,0.0,7.862107843137254,1.38899
14.044242209907045,0.0,7.862107843137254,1.40442
14.200256068530011,0.0,7.862107843137254,1.42003
14.35800304480494,0.0,7.862107843137254,1.4358
14.517502391488105,0.0,7.862107843137254,1.45175
14.678773575209679,0.0,7.862107843137254,1.46788
14.841836278849597,0.0,7.862107843137254,1.48418
15.00671040393983,0.0,7.862107843137254,1.50067
15.173416073093307,0.0,7.862107843137254,1.51734
15.341973632459885,0.0,7.862107843137254,1.5342
15.512403654209539,0.0,7.862107843137254,1.55124
15.684726939043165,0.0,7.862107843137254,1.56847
15.858964518731268,0.0,7.862107843137254,1.5859
16.03513765868087,0.0,7.862107843137254,1.60351
16.213267860530888,0.0,7.862107843137254,1.62133
16.393376864776396,0.0,7.862107843137254,1.63934
16.57548665342203,0.0,7.862107843137254,1.65755
16.75961945266481,0.0,7.862107843137254,1.67596
16.945797735606863,0.0,7.862107843137254,1.69458
17.13404422499819,0.0,7.862107843137254,1.7134
17.324381896009932,0.0,7.862107843137254,1.73244
17.5168339790385,0.0,7.862107843137254,1.75168
17.711423962540767,0.0,7.862107843137254,1.77114
17.908175595900808,0.0,7.862107843137254,1.79082
18.10711289232847,0.0,7.862107843137254,1.81071
18.308260131790135,0.0,7.862107843137254,1.83083
18.511641863972084,0.0,7.862107843137254,1.85116
18.71728291127668,0.0,7.862107843137254,1.87173
18.92520837185198,0.0,7.862107843137254,1.89252
19.135443622654865,0.0,7.862107843137254,1.91354
19.34801432254828,0.0,7.862107843137254,1.9348
19.562946415432855,0.0,7.862107843137254,1.95629
19.780266133413306,0.0,7.862107843137254,1.97803
20.000000000000004,0.0,7.862107843137254,2.0
