Index,Frequency,Width,Norm
0,1.04713,0.115184,4.25314E-04
1,1.05876,0.116463,4.76496E-04
2,1.16944,0.128639,6.62953E-04
3,3.16072,0.347680,1.45958E-03
4,3.19584,0.351542,1.29985E-03
5,3.23134,0.355447,1.18418E-03
6,3.26723,0.359328,1.06747E-03
7,3.30353,0.363345,9.90639E-04
8,3.34023,0.367425,9.29297E-04
9,3.37733,0.371482,8.34154E-04
10,3.41485,0.375604,7.41076E-04
11,3.45278,0.379763,6.66493E-04
12,3.49114,0.384020,6.27881E-04
13,1.18243,0.130068,6.52250E-04
14,3.52992,0.388284,6.28393E-04
15,3.56914,0.392569,6.66345E-04
16,3.60878,0.396959,7.40788E-04
17,3.64887,0.401376,8.24118E-04
18,3.68941,0.405817,9.07029E-04
19,3.73039,0.410281,9.80318E-04
20,3.77183,0.414889,1.06880E-03
21,3.81373,0.419503,1.16492E-03
22,3.85610,0.424162,1.24930E-03
23,3.89893,0.426314,1.37704E-03
24,1.19557,0.131512,6.36889E-04
25,3.94225,0.433647,1.34431E-03
26,3.98604,0.438464,1.35158E-03
27,4.03032,0.443335,1.34447E-03
28,4.07509,0.448227,1.30198E-03
29,4.12036,0.453236,1.26285E-03
30,4.16613,0.458242,1.18830E-03
31,4.21241,0.463359,1.10963E-03
32,4.25921,0.468491,1.05376E-03
33,4.30652,0.473693,1.02125E-03
34,4.35436,0.478979,1.00146E-03
35,1.20885,0.132973,6.28260E-04
36,4.40273,0.484299,9.61867E-04
37,4.45164,0.489681,9.38750E-04
38,4.50110,0.495120,8.86862E-04
39,4.55110,0.500621,9.27600E-04
40,4.60165,0.506177,1.06877E-03
41,4.65277,0.511805,1.20369E-03
42,4.70446,0.517490,1.34253E-03
43,4.75672,0.523233,1.45196E-03
44,4.80956,0.529048,1.55177E-03
45,4.86299,0.534916,1.61386E-03
46,1.22228,0.134451,6.24136E-04
47,4.91701,0.540871,1.66845E-03
48,4.97163,0.546880,1.69805E-03
49,5.02686,0.552944,1.71747E-03
50,5.08270,0.559088,1.77299E-03
51,5.13917,0.565307,1.81209E-03
52,5.19625,0.571588,1.80468E-03
53,5.25398,0.577938,1.91033E-03
54,5.31234,0.584338,2.14014E-03
55,5.37136,0.590849,2.37114E-03
56,5.43103,0.597413,2.56627E-03
57,1.23586,0.135944,6.24409E-04
58,5.49136,0.604049,2.95505E-03
59,5.55236,0.610756,3.33013E-03
60,5.61404,0.617540,3.33130E-03
61,5.67640,0.624405,2.93116E-03
62,5.73946,0.630790,3.10466E-03
63,5.80322,0.638354,2.67238E-03
64,5.86769,0.645446,2.18562E-03
65,5.93287,0.652616,2.08570E-03
66,5.99878,0.659865,1.90641E-03
67,6.06542,0.667196,1.74339E-03
68,1.24959,0.137454,6.31441E-04
69,6.13279,0.674607,1.59915E-03
70,6.20092,0.682101,1.48239E-03
71,6.26981,0.689679,1.38820E-03
72,6.33946,0.697340,1.30083E-03
73,6.40988,0.705087,1.36348E-03
74,6.48109,0.712913,1.06573E-03
75,6.55308,0.720839,9.68545E-04
76,6.62588,0.728844,8.58275E-04
77,6.69948,0.736857,7.66702E-04
78,6.77391,0.745130,7.26384E-04
79,1.26347,0.138981,6.43818E-04
80,6.84916,0.753407,6.62492E-04
81,6.92524,0.761777,7.06752E-04
82,7.00217,0.770239,6.83192E-04
83,7.07996,0.778795,7.12926E-04
84,7.15861,0.787447,7.89264E-04
85,7.23813,0.796194,8.22934E-04
86,7.31854,0.805039,8.50247E-04
