Index,Frequency,Width,Norm
0,1.04713,9.42416E-02,5.83089E-05
1,1.05876,9.64496E-02,4.29025E-05
2,1.16944,0.116944,0.0
3,3.16072,0.284475,1.81162E-03
4,3.19584,0.287633,2.25133E-03
5,3.23134,0.290820,2.58909E-03
6,3.26723,0.294051,2.71007E-03
7,3.30353,0.297344,2.68393E-03
8,3.34023,0.300631,2.60190E-03
9,3.37733,0.303981,2.47758E-03
10,3.41485,0.307339,2.29358E-03
11,3.45278,0.310754,2.04162E-03
12,3.49114,0.314235,1.73375E-03
13,1.18243,0.118243,0.0
14,3.52992,0.317739,1.42763E-03
15,3.56914,0.321225,1.17133E-03
16,3.60878,0.324793,9.60781E-04
17,3.64887,0.328407,7.85320E-04
18,3.68941,0.355321,6.55030E-04
19,3.73039,0.410013,5.66840E-04
20,3.77183,0.414876,4.97273E-04
21,3.81373,0.419446,4.36461E-04
22,3.85610,0.424163,3.84999E-04
23,3.89893,0.428050,3.42105E-04
24,1.19557,0.119557,0.0
25,3.94225,0.433482,2.70793E-04
26,3.98604,0.438405,2.33058E-04
27,4.03032,0.443115,1.91002E-04
28,4.07509,0.448257,1.59960E-04
29,4.12036,0.452898,1.34852E-04
30,4.16613,0.458181,1.15398E-04
31,4.21241,0.463351,1.00499E-04
32,4.25921,0.468488,9.28831E-05
33,4.30652,0.473367,7.50921E-05
34,4.35436,0.478953,6.07023E-05
35,1.20885,0.120885,0.0
36,4.40273,0.484105,4.62148E-05
37,4.45164,0.489659,3.39587E-05
38,4.50110,0.494316,1.58540E-05
39,4.55110,0.500095,7.01976E-06
40,4.60165,0.460165,0.0
41,4.65277,0.465277,0.0
42,4.70446,0.470446,0.0
43,4.75672,0.523034,3.58699E-06
44,4.80956,0.519694,2.07656E-05
45,4.86299,0.534639,2.57502E-05
46,1.22228,0.122228,0.0
47,4.91701,0.540277,3.24627E-05
48,4.97163,0.546806,3.93509E-05
49,5.02686,0.552875,4.64915E-05
50,5.08270,0.558848,5.37396E-05
51,5.13917,0.565045,6.16046E-05
52,5.19625,0.571372,6.85595E-05
53,5.25398,0.577681,7.45265E-05
54,5.31234,0.584276,7.90285E-05
55,5.37136,0.590691,8.24561E-05
56,5.43103,0.597383,8.67812E-05
57,1.23586,0.123586,0.0
58,5.49136,0.603922,9.44968E-05
59,5.55236,0.610759,1.04962E-04
60,5.61404,0.617523,1.17195E-04
61,5.67640,0.624404,1.28857E-04
62,5.73946,0.631337,1.38310E-04
63,5.80322,0.638353,1.49284E-04
64,5.86769,0.645446,1.52519E-04
