Index,Frequency,Width,Norm
0,1.04713,9.43623E-02,6.90766E-06
1,1.05876,9.52912E-02,9.28726E-06
2,1.16944,0.116944,0.0
3,3.16072,0.284470,7.91707E-04
4,3.19584,0.287626,6.35427E-04
5,3.23134,0.290855,5.00764E-04
6,3.26723,0.294064,3.90258E-04
7,3.30353,0.297322,3.05330E-04
8,3.34023,0.300622,2.44045E-04
9,3.37733,0.303977,2.05042E-04
10,3.41485,0.373821,1.77200E-04
11,3.45278,0.379781,1.37345E-04
12,3.49114,0.383989,9.65758E-05
13,1.18243,0.118243,0.0
14,3.52992,0.388230,6.83413E-05
15,3.56914,0.392341,4.60395E-05
16,3.60878,0.396730,3.22641E-05
17,3.64887,0.401270,1.29881E-05
18,3.68941,0.399672,1.75629E-05
19,3.73039,0.404771,1.03758E-05
20,3.77183,0.396906,5.11608E-07
21,3.81373,0.381373,0.0
22,3.85610,0.385610,0.0
23,3.89893,0.389893,0.0
24,1.19557,0.119557,0.0
25,3.94225,0.394225,0.0
26,3.98604,0.398604,0.0
27,4.03032,0.403032,0.0
28,4.07509,0.407509,0.0
29,4.12036,0.412036,0.0
30,4.16613,0.416613,0.0
31,4.21241,0.421241,0.0
32,4.25921,0.425921,0.0
33,4.30652,0.430652,0.0
34,4.35436,0.435436,0.0
35,1.20885,0.120885,0.0
36,4.40273,0.440273,0.0
37,4.45164,0.445164,0.0
38,4.50110,0.450110,0.0
39,4.55110,0.455110,0.0
40,4.60165,0.505670,1.69456E-05
41,4.65277,0.511396,3.09069E-05
42,4.70446,0.517228,4.66151E-05
43,4.75672,0.522941,6.31367E-05
44,4.80956,0.528984,8.17902E-05
45,4.86299,0.534925,1.04246E-04
46,1.22228,0.122228,0.0
47,4.91701,0.540811,1.30824E-04
48,4.97163,0.546880,1.69427E-04
49,5.02686,0.552953,2.11392E-04
50,5.08270,0.558977,2.54355E-04
51,5.13917,0.565307,3.25846E-04
52,5.19625,0.571588,4.22429E-04
53,5.25398,0.577937,5.01438E-04
54,5.31234,0.584338,6.14100E-04
55,5.37136,0.590741,6.95160E-04
56,5.43103,0.596976,7.77886E-04
57,1.23586,0.123586,0.0
58,5.49136,0.558003,8.57040E-04
59,5.55236,0.545737,9.19732E-04
60,5.61404,0.559602,9.50601E-04
61,5.67640,0.591977,9.46298E-04
62,5.73946,0.627049,9.14373E-04
63,5.80322,0.638308,8.69746E-04
64,5.86769,0.645354,8.15666E-04
65,5.93287,0.652603,7.57474E-04
66,5.99878,0.659859,6.99978E-04
67,6.06542,0.667168,6.45684E-04
68,1.24959,0.124959,0.0
69,6.13279,0.674607,5.52161E-04
70,6.20092,0.682094,4.75154E-04
71,6.26981,0.689679,4.24753E-04
72,6.33946,0.697339,3.78020E-04
73,6.40988,0.705086,3.36448E-04
74,6.48109,0.712919,2.99498E-04
75,6.55308,0.720839,2.65682E-04
76,6.62588,0.725730,2.41198E-04
77,6.69948,0.736906,2.00879E-04
78,6.77391,0.745123,1.84031E-04
79,1.26347,0.126347,0.0
80,6.84916,0.753407,1.61090E-04
81,6.92524,0.761728,1.35527E-04
82,7.00217,0.770221,1.18003E-04
83,7.07996,0.778787,1.02906E-04
84,7.15861,0.787423,9.17126E-05
85,7.23813,0.796038,8.36585E-05
86,7.31854,0.805022,7.79703E-05
87,7.39984,0.813948,7.41042E-05
88,7.48204,0.822935,7.04268E-05
89,7.56516,0.831783,6.73097E-05
90,1.27750,0.127750,0.0
91,7.64919,0.841393,6.49551E-05
92,7.73417,0.850668,6.32255E-05
93,7.82008,0.859934,6.18298E-05
94,7.90696,0.869435,6.08335E-05
95,7.99479,0.878483,6.02590E-05
96,8.08360,0.888340,6.03057E-05
97,8.17340,0.899001,6.08143E-05
98,8.26420,0.909034,6.15346E-05
99,8.35600,0.919083,6.59563E-05
100,8.44883,0.928889,6.65615E-05
101,1.29169,0.129169,0.0
102,8.54268,0.937786,6.54574E-05
103,8.63758,0.947737,6.85783E-05
