Index,Frequency,Width,Norm
0,1.04713,9.50651E-02,2.23396E-04
1,1.05876,9.52932E-02,2.85901E-04
2,1.16944,0.128579,4.71044E-04
3,3.16072,0.347678,5.39925E-04
4,3.19584,0.351425,4.65210E-04
5,3.23134,0.355422,4.18618E-04
6,3.26723,0.359144,3.90455E-04
7,3.30353,0.363303,3.74151E-04
8,3.34023,0.367400,3.65462E-04
9,3.37733,0.371449,3.52175E-04
10,3.41485,0.375511,3.29489E-04
11,3.45278,0.379694,3.01782E-04
12,3.49114,0.383971,2.86593E-04
13,1.18243,0.129804,4.52101E-04
14,3.52992,0.388172,2.85475E-04
15,3.56914,0.392193,3.00357E-04
16,3.60878,0.396869,3.24380E-04
17,3.64887,0.401363,3.50498E-04
18,3.68941,0.405642,3.63301E-04
19,3.73039,0.410249,3.82444E-04
20,3.77183,0.414902,4.36710E-04
21,3.81373,0.418394,5.16286E-04
22,3.85610,0.424168,4.99198E-04
23,3.89893,0.428883,5.26090E-04
24,1.19557,0.131415,4.39207E-04
25,3.94225,0.433539,5.50211E-04
26,3.98604,0.434385,6.31007E-04
27,4.03032,0.437424,6.70415E-04
28,4.07509,0.448234,7.00568E-04
29,4.12036,0.453237,7.46819E-04
30,4.16613,0.458269,7.76594E-04
31,4.21241,0.463322,8.15421E-04
32,4.25921,0.468512,7.99773E-04
33,4.30652,0.473591,7.11042E-04
34,4.35436,0.478961,6.46874E-04
35,1.20885,0.132883,4.26541E-04
36,4.40273,0.484246,6.04633E-04
37,4.45164,0.489577,5.61003E-04
38,4.50110,0.495025,5.40396E-04
39,4.55110,0.500620,5.46139E-04
40,4.60165,0.506156,5.69273E-04
41,4.65277,0.511778,5.97987E-04
42,4.70446,0.517348,6.29559E-04
43,4.75672,0.523239,6.87929E-04
44,4.80956,0.529052,8.06510E-04
45,4.86299,0.534929,9.13134E-04
46,1.22228,0.134171,4.32121E-04
47,4.91701,0.540871,1.02468E-03
48,4.97163,0.546848,1.05627E-03
49,5.02686,0.550002,1.01799E-03
50,5.08270,0.559049,9.74548E-04
51,5.13917,0.565175,8.97946E-04
52,5.19625,0.571243,8.44561E-04
53,5.25398,0.577642,8.39018E-04
54,5.31234,0.584043,8.60045E-04
55,5.37136,0.590847,9.33524E-04
56,5.43103,0.597217,9.78260E-04
57,1.23586,0.135944,4.62488E-04
58,5.49136,0.604029,9.39039E-04
59,5.55236,0.610655,8.69611E-04
60,5.61404,0.617217,7.59226E-04
61,5.67640,0.623127,6.29111E-04
62,5.73946,0.631216,5.30149E-04
63,5.80322,0.638294,3.68916E-04
64,5.86769,0.645445,2.82163E-04
65,5.93287,0.652611,2.25695E-04
66,5.99878,0.659777,1.99630E-04
67,6.06542,0.666789,1.96244E-04
68,1.24959,0.134977,4.87683E-04
69,6.13279,0.674558,2.06983E-04
70,6.20092,0.682098,2.17439E-04
71,6.26981,0.689528,2.42924E-04
72,6.33946,0.697332,2.36418E-04
73,6.40988,0.704607,2.37843E-04
74,6.48109,0.712881,2.35548E-04
75,6.55308,0.720627,2.34782E-04
76,6.62588,0.728809,2.34528E-04
77,6.69948,0.736860,2.55864E-04
78,6.77391,0.744274,2.35172E-04
79,1.26347,0.136678,5.12870E-04
80,6.84916,0.753367,2.52683E-04
81,6.92524,0.716489,2.13542E-04
82,7.00217,0.665140,1.85897E-04
83,7.07996,0.637463,1.82114E-04
84,7.15861,0.646029,1.60128E-04
85,7.23813,0.651868,1.35345E-04
86,7.31854,0.687222,9.72173E-05
87,7.39984,0.804500,8.39700E-05
88,7.48204,0.819009,4.35992E-05
89,7.56516,0.756516,0.0
90,1.27750,0.140522,5.27828E-04
91,7.64919,0.764919,0.0
92,7.73417,0.773417,0.0
93,7.82008,0.782008,0.0
94,7.90696,0.790696,0.0
95,7.99479,0.868884,5.60603E-06
96,8.08360,0.729443,1.70826E-05
97,8.17340,0.743830,2.19073E-05
98,8.26420,0.761452,1.72038E-05
99,8.35600,0.772695,5.38907E-06
100,8.44883,0.844883,0.0
101,1.29169,0.142086,5.69200E-04
102,8.54268,0.854268,0.0
103,8.63758,0.863758,0.0
104,8.73354,0.873354,0.0
105,8.83055,0.883055,0.0
106,8.92865,0.834869,2.64603E-06
107,9.02784,0.830196,7.16929E-06
108,9.12812,0.841926,1.08234E-05
109,9.22953,0.852599,1.34096E-05
110,9.33206,0.873474,9.69294E-06
111,9.43572,0.892743,1.57004E-05
112,1.07052,9.63487E-02,3.17286E-04
113,1.30604,0.143618,5.96485E-04
114,9.54054,0.864180,1.49919E-05
115,9.64653,0.876096,1.12015E-05
116,9.75369,0.896911,6.61739E-07
117,9.86204,0.986204,0.0
118,9.97159,0.997159,0.0
119,10.0824,1.00824,0.0
120,10.1944,1.01944,0.0
121,10.3076,1.03076,0.0
122,10.4221,1.04221,0.0
123,10.5379,1.05379,0.0
124,1.32055,0.145233,6.52259E-04
125,10.6550,1.06550,0.0
126,10.7733,1.07733,0.0
127,10.8930,1.08930,0.0
128,11.0140,1.10140,0.0
129,11.1364,1.11364,0.0
130,11.2601,1.12601,0.0
131,11.3852,1.13852,0.0
132,11.5116,1.15116,0.0
133,11.6395,1.08071,2.19645E-08
134,11.7688,1.09655,7.58355E-07
