Index,Frequency,Width,Norm
0,1.04713,0.115183,5.90030E-04
1,1.05876,0.116430,6.21577E-04
2,1.16944,0.128639,6.33497E-04
3,3.16072,0.346432,1.32264E-04
4,3.19584,0.344846,1.74338E-04
5,3.23134,0.347762,1.97859E-04
6,3.26723,0.354393,2.21599E-04
7,3.30353,0.363384,2.26892E-04
8,3.34023,0.364025,2.33458E-04
9,3.37733,0.371141,2.24999E-04
10,3.41485,0.375271,2.25886E-04
11,3.45278,0.379641,2.23198E-04
12,3.49114,0.384025,2.40846E-04
13,1.18243,0.129891,6.30579E-04
14,3.52992,0.388291,2.56010E-04
15,3.56914,0.392600,2.83039E-04
16,3.60878,0.396963,3.20278E-04
17,3.64887,0.401283,3.57741E-04
18,3.68941,0.405186,3.79538E-04
19,3.73039,0.410289,4.36969E-04
20,3.77183,0.414532,5.00688E-04
21,3.81373,0.419452,5.51445E-04
22,3.85610,0.424160,6.02354E-04
23,3.89893,0.417483,7.43798E-04
24,1.19557,0.131513,5.75694E-04
25,3.94225,0.433644,7.91320E-04
26,3.98604,0.438457,8.68236E-04
27,4.03032,0.443335,9.58117E-04
28,4.07509,0.448260,1.06787E-03
29,4.12036,0.453239,1.19451E-03
30,4.16613,0.458146,1.39633E-03
31,4.21241,0.463283,1.52876E-03
32,4.25921,0.468462,1.69550E-03
33,4.30652,0.473679,1.86942E-03
34,4.35436,0.478921,2.03646E-03
35,1.20885,0.132973,5.55964E-04
36,4.40273,0.461566,2.18331E-03
37,4.45164,0.438084,2.26871E-03
38,4.50110,0.427288,2.25453E-03
39,4.55110,0.417576,2.14067E-03
40,4.60165,0.414501,1.94076E-03
41,4.65277,0.424740,1.69790E-03
42,4.70446,0.429086,1.45933E-03
43,4.75672,0.430045,1.23682E-03
44,4.80956,0.469542,1.04764E-03
45,4.86299,0.524580,9.00538E-04
46,1.22228,0.132623,5.65276E-04
47,4.91701,0.540604,7.82093E-04
48,4.97163,0.546052,6.76439E-04
49,5.02686,0.525243,5.82767E-04
50,5.08270,0.517163,5.05933E-04
51,5.13917,0.525728,4.39759E-04
52,5.19625,0.519526,3.78120E-04
53,5.25398,0.506152,3.23435E-04
54,5.31234,0.482017,2.68163E-04
55,5.37136,0.483546,2.24103E-04
56,5.43103,0.489349,1.83842E-04
57,1.23586,0.135944,5.30153E-04
58,5.49136,0.498648,1.42366E-04
59,5.55236,0.503324,1.19102E-04
60,5.61404,0.508721,8.81844E-05
61,5.67640,0.511708,7.00718E-05
62,5.73946,0.516558,5.42027E-05
63,5.80322,0.522714,3.55942E-05
64,5.86769,0.531880,2.53485E-05
65,5.93287,0.563352,1.92147E-06
66,5.99878,0.599878,0.0
67,6.06542,0.606542,0.0
68,1.24959,0.137454,5.24823E-04
69,6.13279,0.613279,0.0
70,6.20092,0.620092,0.0
71,6.26981,0.626981,0.0
72,6.33946,0.633946,0.0
73,6.40988,0.640988,0.0
74,6.48109,0.648109,0.0
75,6.55308,0.655308,0.0
76,6.62588,0.662588,0.0
77,6.69948,0.669948,0.0
78,6.77391,0.677391,0.0
79,1.26347,0.138981,5.22439E-04
80,6.84916,0.684916,0.0
81,6.92524,0.692524,0.0
82,7.00217,0.700217,0.0
83,7.07996,0.707996,0.0
84,7.15861,0.715861,0.0
85,7.23813,0.723813,0.0
86,7.31854,0.721765,8.85300E-06
87,7.39984,0.783666,2.33691E-05
88,7.48204,0.795898,3.64622E-05
89,7.56516,0.830548,4.99630E-05
90,1.27750,0.140525,5.22093E-04
91,7.64919,0.814110,5.98222E-05
92,7.73417,0.850643,7.55103E-05
93,7.82008,0.857952,9.06898E-05
94,7.90696,0.868634,1.06151E-04
95,7.99479,0.878357,1.29902E-04
96,8.08360,0.888385,1.60746E-04
97,8.17340,0.895571,1.93769E-04
98,8.26420,0.801739,2.23100E-04
99,8.35600,0.752272,2.62760E-04
100,8.44883,0.760809,3.09885E-04
101,1.29169,0.142077,5.85971E-04
102,8.54268,0.768854,3.64080E-04
103,8.63758,0.777459,4.15144E-04
104,8.73354,0.786349,4.53601E-04
105,8.83055,0.795296,4.71148E-04
106,8.92865,0.803646,4.61630E-04
107,9.02784,0.812515,4.22205E-04
108,9.12812,0.821771,3.61033E-04
109,9.22953,0.835140,3.02502E-04
110,9.33206,1.01982,2.72865E-04
111,9.43572,1.03671,2.22094E-04
112,1.07052,0.117750,6.53929E-04
113,1.30604,0.142717,5.60657E-04
114,9.54054,1.04931,1.85611E-04
115,9.64653,1.06112,1.70794E-04
116,9.75369,0.932546,1.24865E-04
117,9.86204,0.890127,9.20558E-05
118,9.97159,1.06870,7.73640E-05
119,10.0824,1.09224,5.57977E-05
120,10.1944,1.11778,3.27826E-05
121,10.3076,1.11156,2.15229E-05
122,10.4221,1.09825,3.84736E-06
123,10.5379,1.13702,1.88911E-06
124,1.32055,0.144884,5.30655E-04
125,10.6550,1.16268,3.05600E-07
126,10.7733,1.07733,0.0
127,10.8930,1.08930,0.0
128,11.0140,1.10140,0.0
129,11.1364,1.11364,0.0
130,11.2601,1.12601,0.0
131,11.3852,1.13852,0.0
132,11.5116,1.21089,4.93613E-06
133,11.6395,1.23631,1.83698E-05
134,11.7688,1.06701,2.70166E-05
135,1.33522,0.146873,4.84491E-04
136,11.8995,1.07339,3.61883E-05
137,12.0317,1.08389,4.29302E-05
138,12.1654,1.09668,4.65924E-05
139,12.3005,1.11093,4.75868E-05
140,12.4372,1.34297,4.88497E-05
141,12.5753,1.37345,5.00411E-05
142,12.7150,1.37089,4.94658E-05
143,12.8563,1.41369,4.72675E-05
144,12.9991,1.24892,4.87444E-05
145,13.1435,1.18303,5.24225E-05
146,1.35005,0.148502,4.47146E-04
147,13.2895,1.19666,5.22226E-05
148,13.4371,1.21004,5.03872E-05
149,13.5864,1.23731,4.58642E-05
150,13.7373,1.23969,4.39050E-05
151,13.8899,1.25609,3.68714E-05
152,14.0442,1.26682,3.33821E-05
153,14.2003,1.28246,2.74969E-05
154,14.3580,1.29800,1.98372E-05
155,14.5175,1.31215,1.70592E-05
156,14.6788,1.39294,2.59913E-06
157,1.36505,0.150152,4.02854E-04
158,14.8418,1.48418,0.0
159,15.0067,1.50067,0.0
160,15.1734,1.51734,0.0
161,15.3420,1.53420,0.0
162,15.5124,1.55124,0.0
163,15.6847,1.56847,0.0
164,15.8590,1.58590,0.0
165,16.0351,1.60351,0.0
166,16.2133,1.62133,0.0
167,16.3934,1.63934,0.0
168,1.38021,0.151823,3.56537E-04
169,16.5755,1.65755,0.0
170,16.7596,1.67596,0.0
171,16.9458,1.69458,0.0
172,17.1340,1.71340,0.0
173,17.3244,1.73244,0.0
174,17.5168,1.75168,0.0
175,17.7114,1.77114,0.0
176,17.9082,1.79082,0.0
177,18.1071,1.81071,0.0
178,18.3083,1.83083,0.0
179,1.39555,0.153499,3.16642E-04
180,18.5116,1.85116,0.0
181,18.7173,1.87173,0.0
182,18.9252,1.89252,0.0
183,19.1354,1.91354,0.0
184,19.3480,1.93480,0.0
185,19.5629,1.95629,0.0
186,19.7803,1.97803,0.0
187,20.0000,2.00000,0.0
188,1.41105,0.155213,2.86051E-04
189,1.42672,0.156940,2.72503E-04
190,1.44257,0.158583,2.52021E-04
191,1.08241,0.119048,6.83027E-04
192,1.45860,0.160443,2.40268E-04
193,1.47480,0.162144,2.33333E-04
194,1.49119,0.163984,2.28252E-04
195,1.50775,0.165829,2.25671E-04
196,1.52450,0.167675,2.34288E-04
197,1.54144,0.169134,2.38861E-04
198,1.55856,0.171400,2.21860E-04
199,1.57587,0.173327,2.34098E-04
200,1.59338,0.174906,2.08381E-04
201,1.61108,0.177174,2.02481E-04
202,1.09444,0.120328,7.05206E-04
203,1.62898,0.179184,1.83715E-04
204,1.64707,0.181079,1.59188E-04
205,1.66537,0.183155,1.41635E-04
206,1.68387,0.185224,1.29416E-04
207,1.70257,0.187260,1.21504E-04
208,1.72149,0.189325,1.16978E-04
209,1.74061,0.191299,1.15275E-04
210,1.75995,0.193576,1.17187E-04
211,1.77950,0.195469,1.20957E-04
212,1.79927,0.197779,1.27702E-04
213,1.10660,0.121721,7.17166E-04
214,1.81925,0.200029,1.39005E-04
215,1.83946,0.202304,1.54564E-04
216,1.85990,0.204512,1.75431E-04
217,1.88056,0.206829,1.90170E-04
218,1.90145,0.208788,1.94231E-04
219,1.92257,0.211319,2.06028E-04
220,1.94393,0.213828,2.07873E-04
221,1.96552,0.216111,2.10409E-04
222,1.98736,0.218518,2.02665E-04
223,2.00944,0.220796,2.06829E-04
224,1.11889,0.123048,7.18173E-04
225,2.03176,0.223380,2.13763E-04
226,2.05433,0.225945,2.35439E-04
227,2.07715,0.228346,2.49777E-04
228,2.10022,0.228548,2.72436E-04
229,2.12355,0.233586,2.77357E-04
230,2.14714,0.228248,2.85218E-04
231,2.17100,0.209268,2.78559E-04
232,2.19511,0.225927,2.73688E-04
233,2.21950,0.233119,2.60651E-04
234,2.24415,0.222284,2.39931E-04
235,1.13132,0.124433,7.17281E-04
236,2.26908,0.205055,2.13005E-04
237,2.29429,0.206503,1.83661E-04
238,2.31978,0.210567,1.52358E-04
239,2.34555,0.211449,1.39779E-04
240,2.37160,0.214285,1.06517E-04
241,2.39795,0.263483,8.36153E-05
242,2.42459,0.266693,5.99788E-05
243,2.45152,0.257532,4.13136E-05
244,2.47875,0.265636,2.63898E-05
245,2.50629,0.274042,7.19460E-06
246,1.14389,0.125821,7.21214E-04
247,2.53413,0.253413,0.0
248,2.56228,0.256228,0.0
249,2.59075,0.259075,0.0
250,2.61953,0.261953,0.0
251,2.64863,0.264863,0.0
252,2.67805,0.267805,0.0
253,2.70780,0.270780,0.0
254,2.73788,0.273788,0.0
255,2.76829,0.276829,0.0
256,2.79905,0.279905,0.0
257,1.15659,0.127224,7.27925E-04
