Index,Frequency,Width,Norm
0,1.04713,0.104713,0.0
1,1.05876,0.105876,0.0
2,1.16944,0.116944,0.0
3,3.16072,0.347661,7.74807E-05
4,3.19584,0.351409,1.11717E-04
5,3.23134,0.355335,1.46412E-04
6,3.26723,0.359290,1.78060E-04
7,3.30353,0.363388,2.19425E-04
8,3.34023,0.367425,2.55631E-04
9,3.37733,0.371506,3.03911E-04
10,3.41485,0.375633,3.68752E-04
11,3.45278,0.379806,4.54864E-04
12,3.49114,0.384024,5.60403E-04
13,1.18243,0.118243,0.0
14,3.52992,0.388291,7.05358E-04
15,3.56914,0.392513,8.16624E-04
16,3.60878,0.361702,9.18064E-04
17,3.64887,0.328417,1.00488E-03
18,3.68941,0.332089,1.05372E-03
19,3.73039,0.335936,1.05543E-03
20,3.77183,0.388927,1.03797E-03
21,3.81373,0.419395,1.01907E-03
22,3.85610,0.424142,9.98845E-04
23,3.89893,0.428883,8.97002E-04
24,1.19557,0.119557,0.0
25,3.94225,0.433647,8.01014E-04
26,3.98604,0.438464,7.86953E-04
27,4.03032,0.443335,6.65319E-04
28,4.07509,0.448241,5.85356E-04
29,4.12036,0.453240,5.42678E-04
30,4.16613,0.458275,4.98509E-04
31,4.21241,0.463365,4.68854E-04
32,4.25921,0.468513,4.49766E-04
33,4.30652,0.473717,4.31329E-04
34,4.35436,0.478980,4.07925E-04
35,1.20885,0.120885,0.0
36,4.40273,0.484301,3.79402E-04
37,4.45164,0.489681,3.52934E-04
38,4.50110,0.495120,3.31046E-04
39,4.55110,0.500621,3.14981E-04
40,4.60165,0.506182,3.03882E-04
41,4.65277,0.511805,2.93262E-04
42,4.70446,0.517490,2.79589E-04
43,4.75672,0.523239,2.64866E-04
44,4.80956,0.529011,2.44512E-04
45,4.86299,0.534918,2.37130E-04
46,1.22228,0.122228,0.0
47,4.91701,0.540826,2.33759E-04
48,4.97163,0.546738,2.34147E-04
49,5.02686,0.552949,2.36326E-04
50,5.08270,0.559097,2.47642E-04
51,5.13917,0.565308,2.50221E-04
52,5.19625,0.571588,2.50780E-04
53,5.25398,0.577912,2.40203E-04
54,5.31234,0.584324,2.46915E-04
55,5.37136,0.590831,2.42815E-04
56,5.43103,0.597411,2.49235E-04
57,1.23586,0.123586,0.0
58,5.49136,0.603587,2.48943E-04
59,5.55236,0.607607,2.34907E-04
60,5.61404,0.616566,2.20017E-04
61,5.67640,0.624304,2.02528E-04
62,5.73946,0.631339,1.76247E-04
63,5.80322,0.636377,1.44560E-04
64,5.86769,0.645202,1.18814E-04
65,5.93287,0.652097,9.26949E-05
66,5.99878,0.658938,7.38582E-05
