Index,Frequency,Width,Norm
0,1.04713,0.104713,0.0
1,1.05876,0.105876,0.0
2,1.16944,0.116944,0.0
3,3.16072,0.347620,4.37188E-04
4,3.19584,0.350762,4.00453E-04
5,3.23134,0.355327,3.86089E-04
6,3.26723,0.359308,3.78164E-04
7,3.30353,0.363376,3.89469E-04
8,3.34023,0.367356,3.81627E-04
9,3.37733,0.371074,3.67423E-04
10,3.41485,0.375318,3.44110E-04
11,3.45278,0.377463,3.24927E-04
12,3.49114,0.383762,2.83766E-04
13,1.18243,0.118243,0.0
14,3.52992,0.386448,2.67096E-04
15,3.56914,0.392016,2.50667E-04
16,3.60878,0.394149,2.12847E-04
17,3.64887,0.395571,1.85088E-04
18,3.68941,0.403280,1.47831E-04
19,3.73039,0.401776,1.30066E-04
20,3.77183,0.414474,9.86800E-05
21,3.81373,0.417264,8.12875E-05
22,3.85610,0.416076,7.22192E-05
23,3.89893,0.426088,2.92211E-05
24,1.19557,0.119557,0.0
25,3.94225,0.428082,1.32336E-05
26,3.98604,0.436116,4.00150E-06
27,4.03032,0.423312,4.05477E-06
28,4.07509,0.448212,1.67943E-05
29,4.12036,0.451902,3.54429E-05
30,4.16613,0.456603,8.49291E-05
31,4.21241,0.457494,1.20299E-04
32,4.25921,0.459388,1.63256E-04
33,4.30652,0.473071,1.52837E-04
34,4.35436,0.478725,1.72078E-04
35,1.20885,0.120885,0.0
36,4.40273,0.484034,1.84654E-04
37,4.45164,0.489681,2.11686E-04
38,4.50110,0.495103,2.11288E-04
39,4.55110,0.500576,2.38271E-04
40,4.60165,0.506157,2.71835E-04
41,4.65277,0.511797,2.99667E-04
42,4.70446,0.517457,3.22088E-04
43,4.75672,0.523239,3.70311E-04
44,4.80956,0.529047,4.16087E-04
45,4.86299,0.534920,4.54195E-04
46,1.22228,0.122228,0.0
47,4.91701,0.540634,5.26433E-04
48,4.97163,0.546788,5.95692E-04
49,5.02686,0.547573,7.23220E-04
50,5.08270,0.554136,7.43191E-04
51,5.13917,0.562050,7.59587E-04
52,5.19625,0.568819,7.76636E-04
53,5.25398,0.577857,7.87194E-04
54,5.31234,0.583889,7.86623E-04
55,5.37136,0.590830,7.83034E-04
56,5.43103,0.597358,7.75041E-04
57,1.23586,0.123586,0.0
58,5.49136,0.604044,7.01177E-04
59,5.55236,0.610619,6.44335E-04
60,5.61404,0.617539,6.31016E-04
61,5.67640,0.624399,5.82677E-04
62,5.73946,0.628190,5.16593E-04
63,5.80322,0.638354,4.47646E-04
64,5.86769,0.645436,3.86785E-04
65,5.93287,0.652610,3.36751E-04
66,5.99878,0.659814,2.94225E-04
