Index,Frequency,Width,Norm
0,1.04713,0.115182,4.27586E-04
1,1.05876,0.116454,4.41925E-04
2,1.16944,0.128636,1.00378E-03
3,3.16072,0.347680,3.26110E-03
4,3.19584,0.351542,3.61630E-03
5,3.23134,0.355422,3.85239E-03
6,3.26723,0.359394,3.69704E-03
7,3.30353,0.363372,3.43463E-03
8,3.34023,0.367423,3.18744E-03
9,3.37733,0.371496,2.96321E-03
10,3.41485,0.375630,2.71832E-03
11,3.45278,0.379097,2.54959E-03
12,3.49114,0.384025,2.10834E-03
13,1.18243,0.130068,9.64908E-04
14,3.52992,0.388291,1.95169E-03
15,3.56914,0.392605,1.55804E-03
16,3.60878,0.396966,1.31304E-03
17,3.64887,0.401369,1.24495E-03
18,3.68941,0.405834,1.14867E-03
19,3.73039,0.410343,1.13221E-03
20,3.77183,0.414902,1.13923E-03
21,3.81373,0.419498,1.15559E-03
22,3.85610,0.424171,1.19203E-03
23,3.89893,0.428883,1.18452E-03
24,1.19557,0.131513,9.65741E-04
25,3.94225,0.433627,1.32568E-03
26,3.98604,0.438464,1.14437E-03
27,4.03032,0.443249,1.07013E-03
28,4.07509,0.448260,9.02708E-04
29,4.12036,0.453240,8.03431E-04
30,4.16613,0.458267,6.98412E-04
31,4.21241,0.463334,6.30980E-04
32,4.25921,0.468513,6.07688E-04
33,4.30652,0.473622,5.65454E-04
34,4.35436,0.478936,5.53788E-04
35,1.20885,0.132973,9.67137E-04
36,4.40273,0.484245,5.42430E-04
37,4.45164,0.489644,5.28281E-04
38,4.50110,0.495120,5.39654E-04
39,4.55110,0.500621,5.31685E-04
40,4.60165,0.506152,6.21107E-04
41,4.65277,0.511805,7.19310E-04
42,4.70446,0.517487,8.33960E-04
43,4.75672,0.523231,9.61570E-04
44,4.80956,0.529051,1.24422E-03
45,4.86299,0.534845,1.51585E-03
46,1.22228,0.134451,9.67197E-04
47,4.91701,0.540867,1.66435E-03
48,4.97163,0.546859,1.87292E-03
49,5.02686,0.552936,2.06324E-03
50,5.08270,0.559089,2.22726E-03
51,5.13917,0.565308,2.35929E-03
52,5.19625,0.571526,2.47720E-03
53,5.25398,0.577938,2.37826E-03
54,5.31234,0.584358,2.11868E-03
55,5.37136,0.590847,1.98225E-03
56,5.43103,0.597413,1.82391E-03
57,1.23586,0.135943,9.78699E-04
58,5.49136,0.604049,1.80007E-03
59,5.55236,0.610760,1.83480E-03
60,5.61404,0.617521,1.93448E-03
61,5.67640,0.624405,2.18885E-03
62,5.73946,0.631341,2.10923E-03
63,5.80322,0.638352,1.72728E-03
64,5.86769,0.645430,1.56997E-03
65,5.93287,0.652613,1.42729E-03
66,5.99878,0.659864,1.34599E-03
67,6.06542,0.667156,1.32743E-03
68,1.24959,0.137453,9.97055E-04
69,6.13279,0.674601,1.34038E-03
70,6.20092,0.682097,1.35450E-03
71,6.26981,0.689679,1.38775E-03
72,6.33946,0.697340,1.38357E-03
73,6.40988,0.705087,1.35844E-03
74,6.48109,0.712907,1.28958E-03
75,6.55308,0.720839,1.28956E-03
76,6.62588,0.728847,1.23220E-03
77,6.69948,0.736943,1.26930E-03
78,6.77391,0.745114,1.01674E-03
79,1.26347,0.138981,1.02381E-03
80,6.84916,0.753389,9.06022E-04
81,6.92524,0.761691,8.13020E-04
82,7.00217,0.770239,7.73734E-04
83,7.07996,0.778795,7.49237E-04
84,7.15861,0.787447,7.35364E-04
85,7.23813,0.796194,7.16402E-04
86,7.31854,0.805039,6.82879E-04
87,7.39984,0.813827,6.20604E-04
88,7.48204,0.823024,5.90078E-04
89,7.56516,0.832167,5.46165E-04
90,1.27750,0.140525,1.06011E-03
91,7.64919,0.841411,4.84206E-04
92,7.73417,0.850758,4.72494E-04
93,7.82008,0.860209,5.19366E-04
94,7.90696,0.869763,5.54938E-04
95,7.99479,0.879425,6.10425E-04
96,8.08360,0.889196,6.65485E-04
97,8.17340,0.899073,6.89133E-04
98,8.26420,0.908976,6.63043E-04
99,8.35600,0.919160,6.60888E-04
100,8.44883,0.929371,6.34891E-04
101,1.29169,0.142086,1.10868E-03
102,8.54268,0.939695,6.17020E-04
103,8.63758,0.950123,6.42050E-04
104,8.73354,0.960689,6.10184E-04
105,8.83055,0.971361,5.09920E-04
106,8.92865,0.981970,4.39382E-04
107,9.02784,0.993021,3.80131E-04
108,9.12812,1.00406,3.37307E-04
109,9.22953,1.01520,3.21543E-04
110,9.33206,1.02653,3.35194E-04
111,9.43572,1.03788,3.63577E-04
112,1.07052,0.117757,4.70946E-04
113,1.30604,0.143662,1.17026E-03
114,9.54054,1.04946,3.93703E-04
115,9.64653,1.06112,4.20629E-04
116,9.75369,1.07291,4.25794E-04
117,9.86204,1.08482,4.17520E-04
118,9.97159,1.09688,4.02914E-04
119,10.0824,1.10906,3.87943E-04
120,10.1944,1.12138,3.74009E-04
121,10.3076,1.13381,3.48637E-04
122,10.4221,1.14636,3.32751E-04
123,10.5379,1.15916,3.17723E-04
124,1.32055,0.145259,1.24261E-03
125,10.6550,1.17195,3.11685E-04
126,10.7733,1.18495,3.13538E-04
127,10.8930,1.19823,3.28061E-04
128,11.0140,1.21140,3.18944E-04
129,11.1364,1.22497,3.35179E-04
130,11.2601,1.23848,3.34250E-04
131,11.3852,1.25229,3.14668E-04
132,11.5116,1.26621,3.03481E-04
133,11.6395,1.28027,2.88108E-04
134,11.7688,1.29457,2.83587E-04
135,1.33522,0.146863,1.32643E-03
136,11.8995,1.30894,2.63560E-04
137,12.0317,1.32340,2.49437E-04
138,12.1654,1.33785,2.36895E-04
139,12.3005,1.35294,2.30420E-04
140,12.4372,1.36769,2.31111E-04
141,12.5753,1.38325,2.32742E-04
142,12.7150,1.39865,2.44653E-04
143,12.8563,1.41365,2.34020E-04
144,12.9991,1.42976,2.51933E-04
145,13.1435,1.44578,2.57527E-04
146,1.35005,0.148506,1.39928E-03
147,13.2895,1.46147,2.48188E-04
148,13.4371,1.47768,2.45827E-04
149,13.5864,1.49438,2.42805E-04
150,13.7373,1.51109,2.43667E-04
151,13.8899,1.52789,2.52659E-04
152,14.0442,1.54457,2.70569E-04
153,14.2003,1.56203,3.03835E-04
154,14.3580,1.57938,3.23375E-04
155,14.5175,1.59689,3.21766E-04
156,14.6788,1.61464,3.43150E-04
157,1.36505,0.150156,1.42852E-03
158,14.8418,1.63260,3.49648E-04
159,15.0067,1.65058,3.38271E-04
160,15.1734,1.66906,3.85627E-04
161,15.3420,1.68759,3.76345E-04
162,15.5124,1.70636,3.60301E-04
163,15.6847,1.72427,3.67077E-04
164,15.8590,1.71628,3.32338E-04
165,16.0351,1.76331,2.82709E-04
166,16.2133,1.78339,2.31927E-04
167,16.3934,1.80309,2.03762E-04
168,1.38021,0.151824,1.40043E-03
169,16.5755,1.82292,1.79704E-04
170,16.7596,1.84355,1.52853E-04
171,16.9458,1.86404,1.48539E-04
172,17.1340,1.88470,1.40318E-04
173,17.3244,1.90563,1.42034E-04
174,17.5168,1.92648,1.47714E-04
175,17.7114,1.94712,1.52252E-04
176,17.9082,1.96979,1.65765E-04
177,18.1071,1.98026,1.61097E-04
178,18.3083,2.01358,1.56728E-04
179,1.39555,0.153510,1.27220E-03
180,18.5116,2.03599,1.45566E-04
181,18.7173,2.05882,1.49987E-04
182,18.9252,2.08174,1.34263E-04
183,19.1354,2.10433,1.29516E-04
184,19.3480,2.12773,1.34591E-04
185,19.5629,2.14908,1.19453E-04
186,19.7803,2.17399,1.18248E-04
187,20.0000,2.19673,1.06859E-04
188,1.41105,0.155215,1.28144E-03
189,1.42672,0.156937,1.22433E-03
190,1.44257,0.158682,1.18355E-03
191,1.08241,0.119066,5.15560E-04
192,1.45860,0.160446,1.16032E-03
193,1.47480,0.162227,1.14532E-03
194,1.49119,0.164030,1.14486E-03
195,1.50775,0.165853,1.15679E-03
196,1.52450,0.167695,1.17463E-03
197,1.54144,0.169558,1.19816E-03
198,1.55856,0.171408,1.20085E-03
199,1.57587,0.173346,1.22536E-03
200,1.59338,0.175256,1.19605E-03
201,1.61108,0.177219,1.15026E-03
202,1.09444,0.120387,5.81269E-04
203,1.62898,0.179187,1.05653E-03
204,1.64707,0.181178,9.59949E-04
205,1.66537,0.183190,8.79974E-04
206,1.68387,0.185225,8.24307E-04
207,1.70257,0.187283,7.87771E-04
208,1.72149,0.189363,7.69277E-04
209,1.74061,0.191466,7.63661E-04
210,1.75995,0.193591,7.71994E-04
211,1.77950,0.195740,7.88586E-04
212,1.79927,0.197911,8.17716E-04
213,1.10660,0.121726,6.68619E-04
214,1.81925,0.200108,8.47304E-04
215,1.83946,0.202339,8.74516E-04
216,1.85990,0.204589,8.78811E-04
217,1.88056,0.206861,8.44759E-04
218,1.90145,0.209157,7.88938E-04
219,1.92257,0.211481,7.33033E-04
220,1.94393,0.213832,6.89985E-04
221,1.96552,0.216196,6.62386E-04
222,1.98736,0.218599,6.48307E-04
223,2.00944,0.221034,6.50035E-04
224,1.11889,0.123076,7.58428E-04
225,2.03176,0.223483,6.63843E-04
226,2.05433,0.225967,6.94730E-04
227,2.07715,0.228483,7.48901E-04
228,2.10022,0.231025,8.27837E-04
229,2.12355,0.233591,9.29733E-04
230,2.14714,0.236186,1.04558E-03
231,2.17100,0.238802,1.13871E-03
232,2.19511,0.241459,1.19432E-03
233,2.21950,0.244107,1.24400E-03
234,2.24415,0.246857,1.29180E-03
235,1.13132,0.124444,8.80754E-04
236,2.26908,0.249595,1.35000E-03
237,2.29429,0.252372,1.43278E-03
238,2.31978,0.255171,1.55630E-03
239,2.34555,0.258010,1.73410E-03
240,2.37160,0.260876,1.85160E-03
241,2.39795,0.263774,2.20205E-03
242,2.42459,0.266705,2.44765E-03
243,2.45152,0.269667,2.91892E-03
244,2.47875,0.272663,3.15359E-03
245,2.50629,0.275692,3.42571E-03
246,1.14389,0.125823,9.15161E-04
247,2.53413,0.278754,3.73927E-03
248,2.56228,0.281851,4.09742E-03
249,2.59075,0.284982,4.48747E-03
250,2.61953,0.288148,4.86159E-03
251,2.64863,0.291340,5.43173E-03
252,2.67805,0.294584,5.57149E-03
253,2.70780,0.297851,5.72041E-03
254,2.73788,0.301164,5.73466E-03
255,2.76829,0.304500,5.58398E-03
256,2.79905,0.307895,5.38310E-03
257,1.15659,0.127217,9.61999E-04
258,2.83014,0.311315,4.95158E-03
259,2.86158,0.314773,4.05229E-03
260,2.89337,0.318270,3.56398E-03
261,2.92551,0.321806,3.18381E-03
262,2.95801,0.325381,2.95014E-03
263,2.99087,0.328995,2.84412E-03
264,3.02409,0.332647,2.85671E-03
265,3.05769,0.336345,2.96182E-03
266,3.09165,0.340082,2.92667E-03
267,3.12600,0.343860,3.22419E-03
