Index,Frequency,Width,Norm
0,1.04713,0.115111,1.60849E-05
1,1.05876,0.105876,0.0
2,1.16944,0.116944,0.0
3,3.16072,0.284484,1.41073E-03
4,3.19584,0.287627,1.65623E-03
5,3.23134,0.290820,1.99473E-03
6,3.26723,0.294053,2.42513E-03
7,3.30353,0.297329,2.60496E-03
8,3.34023,0.300636,2.44046E-03
9,3.37733,0.303961,2.13517E-03
10,3.41485,0.307340,1.76299E-03
11,3.45278,0.310773,1.34146E-03
12,3.49114,0.314407,9.58058E-04
13,1.18243,0.118243,0.0
14,3.52992,0.318048,6.88011E-04
15,3.56914,0.322345,5.26943E-04
16,3.60878,0.371885,4.27383E-04
17,3.64887,0.401352,3.66154E-04
18,3.68941,0.388357,3.14913E-04
19,3.73039,0.410289,2.49673E-04
20,3.77183,0.414887,2.06515E-04
21,3.81373,0.419391,1.92334E-04
22,3.85610,0.423910,1.63579E-04
23,3.89893,0.428878,1.53614E-04
24,1.19557,0.119557,0.0
25,3.94225,0.433325,1.54757E-04
26,3.98604,0.433321,1.56107E-04
27,4.03032,0.364618,1.27672E-04
28,4.07509,0.366893,1.21973E-04
29,4.12036,0.370844,1.08665E-04
30,4.16613,0.374968,9.21658E-05
31,4.21241,0.385858,7.35491E-05
32,4.25921,0.384957,5.82427E-05
33,4.30652,0.465204,4.36234E-05
34,4.35436,0.458841,2.78353E-05
35,1.20885,0.120885,0.0
36,4.40273,0.483174,9.20942E-06
37,4.45164,0.480799,4.82254E-06
38,4.50110,0.432525,5.11190E-06
39,4.55110,0.414786,2.73353E-06
40,4.60165,0.430953,2.13393E-06
41,4.65277,0.465277,0.0
42,4.70446,0.470446,0.0
43,4.75672,0.475672,0.0
44,4.80956,0.480956,0.0
45,4.86299,0.486299,0.0
46,1.22228,0.122228,0.0
47,4.91701,0.491701,0.0
48,4.97163,0.497163,0.0
49,5.02686,0.502686,0.0
50,5.08270,0.508270,0.0
51,5.13917,0.513917,0.0
52,5.19625,0.519625,0.0
53,5.25398,0.525398,0.0
54,5.31234,0.531234,0.0
55,5.37136,0.537136,0.0
56,5.43103,0.543103,0.0
57,1.23586,0.123586,0.0
58,5.49136,0.549136,0.0
59,5.55236,0.607093,2.31407E-05
60,5.61404,0.505321,5.21621E-05
61,5.67640,0.517228,8.43514E-05
62,5.73946,0.517840,1.23719E-04
63,5.80322,0.522570,1.74481E-04
64,5.86769,0.629656,2.38272E-04
65,5.93287,0.652541,3.06154E-04
66,5.99878,0.659226,3.71255E-04
67,6.06542,0.646443,4.34769E-04
68,1.24959,0.124959,0.0
69,6.13279,0.582876,5.12514E-04
70,6.20092,0.558161,6.07378E-04
71,6.26981,0.564624,7.10853E-04
72,6.33946,0.570712,8.05108E-04
73,6.40988,0.577538,8.72525E-04
74,6.48109,0.583776,9.03248E-04
75,6.55308,0.590401,8.94562E-04
76,6.62588,0.600760,8.51328E-04
77,6.69948,0.617759,7.79325E-04
78,6.77391,0.676220,6.94521E-04
79,1.26347,0.126347,0.0
80,6.84916,0.753305,6.27357E-04
81,6.92524,0.761776,5.47357E-04
82,7.00217,0.770227,4.57580E-04
83,7.07996,0.778791,4.04120E-04
84,7.15861,0.787389,3.49329E-04
85,7.23813,0.796090,3.19746E-04
86,7.31854,0.805039,3.06991E-04
87,7.39984,0.813982,2.85599E-04
88,7.48204,0.823024,2.67766E-04
89,7.56516,0.832036,2.45288E-04
90,1.27750,0.127750,0.0
91,7.64919,0.841301,2.53332E-04
92,7.73417,0.850742,2.56726E-04
93,7.82008,0.860159,2.61113E-04
94,7.90696,0.712266,2.24877E-04
95,7.99479,0.719552,1.96845E-04
96,8.08360,0.727525,1.72162E-04
97,8.17340,0.892581,1.56565E-04
98,8.26420,0.908990,1.24691E-04
99,8.35600,0.918771,9.50362E-05
100,8.44883,0.929291,7.73927E-05
101,1.29169,0.129169,0.0
102,8.54268,0.939517,6.53977E-05
103,8.63758,0.949279,5.67060E-05
104,8.73354,0.960597,4.99874E-05
105,8.83055,0.970192,4.43971E-05
106,8.92865,0.982029,3.88774E-05
107,9.02784,0.992780,3.45022E-05
108,9.12812,1.00389,3.30019E-05
109,9.22953,1.01501,3.54052E-05
110,9.33206,1.02642,3.99342E-05
111,9.43572,1.03779,4.52601E-05
112,1.07052,0.107052,0.0
113,1.30604,0.130604,0.0
114,9.54054,1.04904,5.23259E-05
115,9.64653,1.06080,6.12008E-05
116,9.75369,1.06998,7.82621E-05
117,9.86204,1.08438,7.94616E-05
118,9.97159,1.09388,9.11655E-05
119,10.0824,1.01121,8.97347E-05
120,10.1944,0.918624,8.75427E-05
121,10.3076,0.956612,8.12074E-05
122,10.4221,0.938179,8.89257E-05
123,10.5379,0.948667,8.96272E-05
124,1.32055,0.132055,0.0
125,10.6550,0.962184,8.41577E-05
126,10.7733,0.975752,7.76223E-05
127,10.8930,1.06993,7.24576E-05
128,11.0140,1.07969,6.27997E-05
129,11.1364,1.05203,4.89015E-05
130,11.2601,1.01485,4.02304E-05
131,11.3852,1.02931,2.89990E-05
132,11.5116,1.04141,1.94815E-05
133,11.6395,1.06986,7.91851E-06
134,11.7688,1.17688,0.0
135,1.33522,0.133522,0.0
136,11.8995,1.18995,0.0
137,12.0317,1.20317,0.0
138,12.1654,1.21654,0.0
139,12.3005,1.23005,0.0
140,12.4372,1.24372,0.0
141,12.5753,1.25753,0.0
142,12.7150,1.27150,0.0
143,12.8563,1.28563,0.0
144,12.9991,1.29991,0.0
145,13.1435,1.31435,0.0
146,1.35005,0.135005,0.0
147,13.2895,1.32895,0.0
148,13.4371,1.34371,0.0
149,13.5864,1.35864,0.0
150,13.7373,1.37373,0.0
151,13.8899,1.38899,0.0
152,14.0442,1.40442,0.0
153,14.2003,1.42003,0.0
154,14.3580,1.43580,0.0
155,14.5175,1.45175,0.0
156,14.6788,1.46788,0.0
157,1.36505,0.136505,0.0
158,14.8418,1.48418,0.0
159,15.0067,1.50067,0.0
160,15.1734,1.51734,0.0
161,15.3420,1.53420,0.0
162,15.5124,1.55124,0.0
163,15.6847,1.56847,0.0
164,15.8590,1.58590,0.0
165,16.0351,1.60351,0.0
166,16.2133,1.62133,0.0
167,16.3934,1.63934,0.0
168,1.38021,0.138021,0.0
169,16.5755,1.65755,0.0
170,16.7596,1.67596,0.0
171,16.9458,1.69458,0.0
172,17.1340,1.71340,0.0
173,17.3244,1.73244,0.0
174,17.5168,1.75168,0.0
175,17.7114,1.77114,0.0
176,17.9082,1.79082,0.0
177,18.1071,1.81071,0.0
178,18.3083,1.83083,0.0
179,1.39555,0.139555,0.0
180,18.5116,1.85116,0.0
