Index,Frequency,Width,Norm
0,1.04713,0.104713,0.0
1,1.05876,0.105876,0.0
2,1.16944,0.106120,3.51709E-05
3,3.16072,0.347626,1.36716E-04
4,3.19584,0.351515,1.80493E-04
5,3.23134,0.355412,1.99779E-04
6,3.26723,0.359284,2.36766E-04
7,3.30353,0.363383,2.47356E-04
8,3.34023,0.367394,2.69613E-04
9,3.37733,0.371506,3.11289E-04
10,3.41485,0.375574,3.40448E-04
11,3.45278,0.379759,3.93215E-04
12,3.49114,0.384007,4.59961E-04
13,1.18243,0.106425,3.86714E-05
14,3.52992,0.388291,5.56044E-04
15,3.56914,0.392605,6.38805E-04
16,3.60878,0.396966,8.07002E-04
17,3.64887,0.401299,9.39126E-04
18,3.68941,0.405653,9.96651E-04
19,3.73039,0.383891,1.04087E-03
20,3.77183,0.339697,1.06021E-03
21,3.81373,0.343277,1.05578E-03
22,3.85610,0.347310,1.03083E-03
23,3.89893,0.399027,9.89388E-04
24,1.19557,0.107614,5.06200E-05
25,3.94225,0.433463,9.41452E-04
26,3.98604,0.438464,8.45076E-04
27,4.03032,0.443333,7.66845E-04
28,4.07509,0.448260,6.45210E-04
29,4.12036,0.453231,5.75407E-04
30,4.16613,0.458250,5.15153E-04
31,4.21241,0.463349,4.62240E-04
32,4.25921,0.468513,4.14059E-04
33,4.30652,0.473717,3.65745E-04
34,4.35436,0.478980,3.21484E-04
35,1.20885,0.108797,5.83448E-05
36,4.40273,0.484301,2.84743E-04
37,4.45164,0.489681,2.55931E-04
38,4.50110,0.495109,2.25054E-04
39,4.55110,0.500593,2.07844E-04
40,4.60165,0.506116,1.93243E-04
41,4.65277,0.511781,1.80498E-04
42,4.70446,0.517490,1.69959E-04
43,4.75672,0.523235,1.61997E-04
44,4.80956,0.529019,1.58361E-04
45,4.86299,0.534910,1.58382E-04
46,1.22228,0.110061,7.35730E-05
47,4.91701,0.540438,1.59073E-04
48,4.97163,0.546180,1.75982E-04
49,5.02686,0.552330,1.54405E-04
50,5.08270,0.554239,1.61167E-04
51,5.13917,0.565157,1.43756E-04
52,5.19625,0.571392,1.25689E-04
53,5.25398,0.577775,1.16256E-04
54,5.31234,0.584206,1.08314E-04
55,5.37136,0.590790,1.03955E-04
56,5.43103,0.597396,1.02052E-04
57,1.23586,0.111230,5.80749E-05
58,5.49136,0.603697,1.03946E-04
59,5.55236,0.610581,1.06818E-04
60,5.61404,0.617540,1.10197E-04
61,5.67640,0.624287,1.13310E-04
62,5.73946,0.631338,1.23271E-04
63,5.80322,0.638323,1.24839E-04
64,5.86769,0.645392,1.27692E-04
