observation_ID,A,B,C,D,E,F
1130360107_13,6293.0,0.3121378489350841,2.5548900000000003,74.6291,0.2,12956400.0
1130360107_14,6368.0,0.3116966497769162,2.5585,75.8744,0.2,12839500.0
1130360107_15,6880.0,0.3030234264959303,2.61587,88.0569,0.2,10019000.0
1130360107_6,6412.0,0.3134187563734398,2.55158,75.8518,0.2,12701200.0
1130360107_7,6389.0,0.3152480190584963,2.5411900000000003,74.6386,0.2,13103000.0
1130360108_2,6930.0,0.2981666903829021,2.64642,91.9099,0.2,8978510.0
1130360109_2,7691.0,0.274871992865077,2.8008900000000003,122.593,0.2,0.1
1130360109_5,7687.0,0.2850302726434773,2.7406200000000003,114.5,0.2,2264470.0
1130360110_0,7030.0,0.2869249861575754,2.71509,101.075,0.2,5931830.0
1130360110_1,6756.0,0.2949552637964088,2.66234,91.1747,0.2,8716210.0
1130360110_3,7273.0,0.2757695858994156,2.78823,113.878,0.2,2214350.0
1130360110_6,7476.0,0.2711933276540498,2.82235,121.864,0.2,0.1
1130360111_0,7411.0,0.2740726578307026,2.80593,118.592,0.2,656989.0
1130360111_2,7356.0,0.2720829526573973,2.81789,119.271,0.2,311951.0
1130360111_3,7268.0,0.267657705145191,2.83666,120.245,0.2,0.1
1130360113_0,6368.0,0.2769716098276899,2.77446,97.2741,0.2,6392090.0
1130360113_1,5762.0,0.2927709267596967,2.66929,77.5933,0.2,11129200.0
1130360130_4,1226.0,0.1145913865159329,3.647580000000001,8.03925,0.468727,59766.8
1130360130_5,1228.0,0.1142433679836512,3.647580000000001,8.57713,0.461662,63393.6
1130360130_6,1210.0,0.1132123387076327,3.647580000000001,0.921879,0.645633,12448.0
1130360130_8,1209.0,0.1126861948222017,3.647580000000001,0.000226494,0.769282,6293.19
1130360130_9,1212.0,0.1129171482053437,3.647580000000001,7.80675,0.468689,60354.7
1130360131_0,1205.0,0.1115424477026424,3.647580000000001,0.0601128,0.8631030000000001,3710.61
1130360131_1,1200.0,0.1123713136248235,3.647580000000001,8.016610000000001e-06,0.732,8037.85
1130360131_2,1207.0,0.1125685988427743,3.647580000000001,6.85611,0.486372,50430.6
1130360131_3,1208.0,0.1124450747143815,3.647580000000001,0.203316,0.892932,3114.2
1130360131_4,1199.0,0.1113794583212475,3.647580000000001,0.341892,0.918398,2406.33
1130360131_5,1202.0,0.1122630927060006,3.647580000000001,0.0163803,0.8284219999999999,4459.51
1130360131_6,1200.0,0.1124267981957748,3.647580000000001,0.00935658,0.8229780000000001,4579.32
1130360131_7,1212.0,0.1122898439943075,3.647580000000001,1.18729e-05,0.748275,7265.52
1130360131_8,1209.0,0.1127001119928412,3.647580000000001,7.76723,0.469645,59356.8
1130360132_0,1211.0,0.1133465010969335,3.647580000000001,9.96343,0.501893,22827.0
1130360132_1,1208.0,0.1124732746863138,3.647580000000001,0.000192082,0.770228,6290.19
1130360132_2,1203.0,0.1110961853893993,3.647580000000001,7.61591,0.4703279999999999,59324.6
1130360133_0,1199.0,0.1133179629520266,3.647580000000001,8.24945,0.460818,63985.9
1130360134_0,1179.0,0.1106557955979796,3.647580000000001,0.705964,0.952266,1638.85
1130360135_1,1185.0,0.1125327188079638,3.647580000000001,9.73536,0.49862,23371.3
1130360137_0,1021.0,0.1053208987283056,3.647580000000001,5.07423,0.4848659999999999,50570.9
1130360138_0,540.0,0.0759596800251692,3.647580000000001,3.04833,0.424307,69356.9
1130360138_1,543.4,0.0772224961127018,3.647580000000001,3.07588,0.423109,71177.4
1130360143_1,272.0,0.049804720511118,3.647580000000001,1.27151,0.39103,74042.7
1130360144_4,266.9,0.0535113186097561,3.647580000000001,1.44408,0.38276,80513.6
1130360144_5,266.7,0.0567949103725477,3.647580000000001,1.44116,0.383251,79444.8
1130360145_0,267.8,0.0567857223976861,3.647580000000001,1.4259700000000002,0.383642,79488.7
1130360145_2,258.5,0.0534790295902775,3.647580000000001,1.31689,0.384513,77020.4
1130360145_3,255.0,0.0512717703012686,3.647580000000001,1.1712,0.390728,70139.2
1130360145_4,257.7,0.0544350447072836,3.647580000000001,1.39856,0.380284,81563.8
1130360146_0,254.2,0.0537838107768039,3.647580000000001,1.27801,0.383156,78304.9
1130360146_1,254.7,0.0550094495517939,3.647580000000001,1.50201,0.373568,89174.8
1130360146_10,243.5,0.0486949698451281,3.647580000000001,1.09414,0.389824,68888.5
1130360146_4,247.8,0.0541295656969667,3.647580000000001,1.2958,0.379338,81302.8
1130360146_6,247.2,0.0501885867095433,3.647580000000001,1.14957,0.3891969999999999,69652.4
1130360146_7,246.0,0.0488103549866068,3.647580000000001,1.18171,0.381769,79756.0
1130360146_8,248.3,0.0533354139916512,3.647580000000001,1.1974,0.384877,75178.5
1130360146_9,244.7,0.046188569143602,3.647580000000001,1.08373,0.389308,70535.6
1130360147_2,227.2,0.048039471430725,3.647580000000001,1.08875,0.37555,83699.5
1130360152_0,93.5,0.0283715004794759,3.647580000000001,0.336065,0.33574,90102.2
1130360152_1,91.98,0.0300843743188841,3.647580000000001,0.344586,0.336276,86684.0
1130360153_0,91.94,0.0290672560569401,3.647580000000001,0.3402489999999999,0.335828,87754.6
1130360155_0,69.38,0.0255960037318514,3.647580000000001,0.246417,0.320929,95150.0
1130360155_1,68.48,0.022966956095281,3.647580000000001,0.210682,0.322831,92128.1
1130360156_0,62.33,0.0243212060200201,3.647580000000001,0.218243,0.314703,99825.8
1130360156_1,61.26,0.0235480477059948,3.647580000000001,0.200958,0.315083,98355.0
1130360156_3,57.1,0.0220237945420728,3.647580000000001,0.182469,0.312817,97432.9
1130360156_5,57.12,0.0221250762364066,3.647580000000001,0.184222,0.312113,99023.4
1130360156_6,56.5,0.0214128477619538,3.647580000000001,0.173242,0.312728,97252.2
1130360157_0,52.3,0.0212418424590228,3.647580000000001,0.163015,0.306787,104134.0
1130360157_2,50.07,0.0186888483342201,3.647580000000001,0.140626,0.306928,101001.0
1130360157_3,48.72,0.0208584160308548,3.647580000000001,0.18052,0.299213,114906.0
1130360157_4,48.88,0.0177750859586775,3.647580000000001,0.152587,0.303237,106939.0
1130360157_5,48.01,0.0195261980483964,3.647580000000001,0.152493,0.3044409999999999,101391.0
1130360158_2,30.81,0.0111858620602899,3.647580000000001,0.0916088,0.279708,128005.0
1130360158_3,29.35,0.0297648357297768,3.647580000000001,0.155995,0.271403,141693.0
1130360160_0,22.0,0.0169422666164454,3.647580000000001,0.0681081,0.265927,133986.0
1130360160_1,21.22,0.0304540722210424,3.647580000000001,0.111171,0.256865,159804.0
1130360160_2,21.56,0.0313664311959062,3.647580000000001,0.088652,0.257414,161733.0
1130360161_0,10.55,0.0273383835970976,3.647580000000001,0.0388523,0.235688,163327.0
1130360181_0,81.65,0.0345127982106792,3.647580000000001,0.418664,0.322949,96998.7
1130360181_2,78.8,0.010392419291861,3.647580000000001,0.278497,0.337914,74666.3
1130360181_3,84.07,0.0300898030966292,3.647580000000001,0.380089,0.328359,91442.4
1130360181_5,85.16,0.0332819354019924,3.647580000000001,0.378787,0.331075,86813.1
1130360181_6,86.42,0.0278687739575968,3.647580000000001,0.351706,0.333431,85410.6
1130360182_0,85.56,0.0258186310338692,3.647580000000001,0.380583,0.330881,88294.3
1130360182_1,87.6,0.0386604524549103,3.647580000000001,0.472427,0.322604,103206.0
1130360182_2,85.14,0.0258202858708339,3.647580000000001,0.3413239999999999,0.333866,83781.9
1130360182_3,87.1,0.0329613430714579,3.647580000000001,0.393933,0.329003,92779.4
1130360182_4,88.2,0.034373274516498,3.647580000000001,0.43128,0.3279289999999999,94364.9
1130360182_9,85.58,0.0181765201391592,3.647580000000001,0.318325,0.336782,81537.5
1130360183_0,90.16,0.0348811914867092,3.647580000000001,0.455679,0.324732,102967.0
1130360183_1,90.06,0.0353166288660014,3.647580000000001,7.87085e-09,1.55637,16.0558
1130360183_2,91.25,0.0359534800783379,3.647580000000001,0.470489,0.326949,98164.9
1130360183_3,92.58,0.0478128555067977,3.647580000000001,0.7148720000000001,0.316582,114814.0
1130360183_4,90.16,0.0490327249863396,3.647580000000001,0.60001,0.319484,105492.0
1130360183_6,91.86,0.0496041789493478,3.647580000000001,0.656795,0.311203,128938.0
1130360183_7,90.85,0.0404574990038252,3.647580000000001,0.49651,0.3239,103131.0
1130360183_8,91.54,0.0487400880541852,3.647580000000001,0.576753,0.320409,106719.0
1130360184_0,75.45,0.0544087712438319,3.647580000000001,0.620159,0.297354,143957.0
1130360184_10,68.17,0.0725499256746265,3.647580000000001,0.733771,0.287957,143250.0
1130360184_11,75.98,0.0643995967289733,3.647580000000001,0.7337020000000001,0.294837,140918.0
1130360184_12,72.95,0.0616649858838082,3.647580000000001,0.673564,0.294943,138902.0
1130360184_13,74.48,0.0682845543178942,3.647580000000001,0.799773,0.286196,165030.0
1130360184_14,73.93,0.069309721544373,3.647580000000001,0.777768,0.293337,138649.0
1130360184_15,75.3,0.0745442834374841,3.647580000000001,0.822642,0.2888969999999999,154877.0
1130360184_16,73.9,0.0825600305602034,3.647580000000001,0.958444,0.2782159999999999,183895.0
1130360184_17,71.13,0.0705846889147717,3.647580000000001,0.773507,0.2846849999999999,163199.0
1130360184_3,74.53,0.0552927962621274,3.647580000000001,0.6132029999999999,0.30059,129942.0
1130360184_4,74.98,0.0610467326222493,3.647580000000001,0.758948,0.294471,143518.0
1130360184_7,75.41,0.0581856976294377,3.647580000000001,0.6634369999999999,0.296991,140118.0
1130360184_9,74.74,0.0615506672426674,3.647580000000001,0.734483,0.294239,144452.0
1130360185_0,70.62,0.0766476865945602,3.647580000000001,0.883856,0.280548,171428.0
1130360185_1,72.4,0.1045212320121256,3.647580000000001,1.2314,0.252108,304405.0
1130360185_2,70.08,0.1304510715140764,3.4020900000000003,1.01304,0.2505219999999999,300343.0
1130360186_0,32.08,0.2931929277629387,2.45575,0.257092,0.2,574220.0
1130360186_1,34.3,0.2936300905522714,2.41834,0.262293,0.2,618150.0
1130360187_0,32.85,0.293821506120013,2.41344,0.248981,0.2,596322.0
1130360188_0,15.47,0.4205264167218268,1.9624,0.0778703999999999,0.2,176117.0
1130360199_1,9.549,0.5103568402200234,1.68074,0.0358535,0.252003,9362.12
1130360199_2,15.57,0.447242280817616,1.92351,0.0831431,0.2,112655.0
1130360201_0,29.08,0.4036053467699404,2.05081,0.169577,0.2,275715.0
1130360202_0,33.09,0.3833227034494273,2.12127,0.203314,0.2,374365.0
1130360203_0,48.06,0.3427618227358009,2.23005,0.321211,0.2,662653.0
1130360203_1,49.25,0.3351477150482396,2.25255,0.339576,0.2,694970.0
1130360203_2,49.6,0.3383505172214534,2.27052,0.348066,0.200007,689287.0
1130360204_0,84.94,0.1402772338483468,3.19491,0.949955,0.27398,184359.0
1130360205_0,70.76,0.1091449559782422,3.64713,1.15933,0.2600679999999999,232358.0
1130360205_1,70.65,0.1093505566148565,3.647580000000001,1.2827,0.248544,306092.0
1130360205_2,70.49,0.1064924319251014,3.647580000000001,1.13351,0.260019,238926.0
1130360206_0,60.37,0.1551905196725038,2.86488,0.4910819999999999,0.26563,191802.0
1130360206_1,59.2,0.1657595412665974,3.11437,0.757999,0.233679,417835.0
1130360207_0,32.04,0.3117174689608814,2.40496,0.2477079999999999,0.2,557028.0
1130360207_1,32.21,0.3089813313930317,2.36845,0.240919,0.2,553873.0
1130360208_0,23.93,0.3608078212840117,2.17277,0.148646,0.2,336034.0
1130360209_0,17.76,0.396190434761126,2.04914,0.100739,0.2,208176.0
1130360226_3,10.1,0.5208294977422108,1.63274,0.0346017,0.2767199999999999,5174.09
1130360226_4,10.23,0.5276032820476563,1.67091,0.0393971,0.200552,53149.2
1130360226_5,9.849,0.469389935318049,1.90529,0.0545943999999999,0.2,63598.8
1130360226_6,10.79,0.4835105096144956,1.7879900000000002,0.0487077,0.2,55449.2
1130360227_0,12.77,0.4885906698272189,1.7769700000000002,0.0568621999999999,0.201031,59201.6
1130360227_1,16.52,0.4589976270552181,1.87186,0.0831737,0.200003,109408.0
1130360228_1,28.88,0.3690798755653681,2.171,0.189805,0.2,324163.0
1130360228_4,33.81,0.3315427505012853,2.31146,0.253933,0.2,429467.0
1130360229_1,36.68,0.323594125335512,2.34931,0.283572,0.2,493298.0
1130360229_2,36.52,0.3329940692332687,2.2916,0.2635429999999999,0.200001,494562.0
1130360230_0,38.62,0.3140334099099176,2.36636,0.2978179999999999,0.2,563884.0
1130360230_2,40.01,0.3041727911528608,2.4206,0.32814,0.2,617730.0
1130360231_0,39.8,0.3143273520986243,2.36283,0.304723,0.2,586088.0
1130360231_1,35.68,0.3207063202896963,2.33767,0.273307,0.2,540815.0
1130360231_2,36.69,0.325706757000178,2.34055,0.277737,0.2,536234.0
1130360231_3,35.47,0.3249204019679934,2.31986,0.263322,0.2,521523.0
1130360232_0,32.13,0.3598785271485238,2.18806,0.207867,0.2,413577.0
1130360232_2,31.16,0.3595152383844347,2.21297,0.208704,0.2,402552.0
1130360248_0,6.4910000000000005,0.4762204196265429,1.8657,0.0345033,0.20048,18278.5
