full_ids,simpl_tin,simpl_diskbb_norm,simpl_gamma,simpl_FracScat,fit_stat,reduced_fit_stat,mjd,net_source_count_rate,source_percent,source_exposure_time,hardness_ratio,counts_ratio,source_counts,net_source_counts,bg_net_count_rate,pds_exposure
1050360120_0,0.203213,9.97223E+06,2.83966,0.906345,88740.45,441.49477611940296,58020.5663426,10190.0,100.0,848.519100124016,0.270332116716699,31459.00855554732,9715185,9715185,0.3639638296714021,
1050360120_1,0.205665,9.36355E+06,2.84363,0.906345,63282.54,314.83850746268655,58020.6332755,10090.0,100.0,624.052690283395,0.27006909446197924,19010.773010820205,7074531,7074531,0.596347582546948,
1050360120_2,0.200001,1.01847E+07,2.78591,0.906345,45910.34,228.40965174129352,58020.6976505,10300.0,100.0,616.059779953212,0.28347973027305506,14932.664834213383,7120781,7120781,0.7740990597096556,
1050360120_3,0.200000,1.04035E+07,2.81379,0.903772,39858.66,198.30179104477614,58020.7638079,10130.0,100.0,465.781320179813,0.2764828089091008,18966.76188319795,5299098,5299098,0.5998595676610511,
1050360120_4,0.208074,8.56782E+06,2.81305,0.906345,20223.93,100.6165671641791,58020.8309375,10160.0,100.0,229.387679986656,0.2771064869138529,14016.966632276415,2616671,2616671,0.8138717560660815,
1050360120_5,0.200000,1.02036E+07,2.78540,0.902322,14857.96,73.92019900497512,58020.8877546,10280.0,100.0,190.84419003128997,0.2818369662481001,16644.550773597406,2203252,2203252,0.6936481698647834,
1050360120_6,0.200000,1.01958E+07,2.78846,0.901943,36857.08,183.36855721393036,58020.8923495,10230.0,100.0,481.560210078955,0.282237361666524,19869.424731264142,5530190,5530190,0.5779975824028224,
1050360120_7,0.204905,9.19187E+06,2.80461,0.906345,74565.24,370.97134328358214,58020.9519097,10230.0,100.0,888.0142400693151,0.27943103591952595,15649.56853327577,10194370,10194370,0.7336110186691936,
1130360103_0,0.200000,1.13383E+07,2.70185,0.641029,52412.27,260.75756218905474,58026.724213,9077.0,100.0,1221.13094963599,0.2982748486822357,3685.156889100031,12420070,12420070,2.760728436622569,
1130360103_1,0.200000,1.17644E+07,2.67885,0.604809,15054.55,74.89825870646766,58026.7465278,9152.0,100.0,376.629929901101,0.3022128305489402,9278.082976064956,3859914,3859914,1.1047178162670912,
1130360103_2,0.200000,1.10754E+07,2.67677,0.639567,2776.37,13.812786069651741,58026.750960599995,9137.0,100.0,70.1543900081888,0.3044213130021098,9313.886318851506,717031,717031,1.0974854667388168,
1130360103_3,0.200000,1.42765E+07,2.67677,0.457008,59321.32,295.1309452736318,58026.7886921,8476.0,100.0,2342.3308808207503,0.3000873343352312,5810.613439934195,22209304,22209304,1.6320725800134297,
1130360104_0,0.200000,1.67914E+07,2.61813,0.314038,18607.25,92.57338308457712,58027.7535648,7466.0,100.0,1403.46549959853,0.3085422910891449,3824.242791316509,11685021,11685021,2.177689101949265,
1130360104_1,0.200000,1.63397E+07,2.62677,0.330465,8995.69,44.754676616915425,58027.7733449,7548.0,100.0,638.246849938296,0.3071791046965783,8722.882489408517,5374941,5374941,0.9655500491750618,
1130360105_0,0.200000,1.53365E+07,2.65143,0.367190,20622.98,102.60189054726368,58028.7193403,7603.0,100.0,1206.15173980128,0.30313682497346817,6929.759950172121,10240286,10240286,1.2253343921950264,
1130360105_1,0.200000,1.49295E+07,2.65741,0.384666,10134.94,50.42258706467662,58028.73920140001,7684.0,100.0,537.12473976519,0.3026329550141997,9344.962382482365,4610812,4610812,0.918694628545631,
1130360105_2,0.200000,1.62662E+07,2.62879,0.324071,31468.16,156.55800995024876,58028.7837153,7354.0,100.0,2226.6450002789497,0.30670321412492235,8152.071115969687,18258459,18258459,1.0060011020787445,
1130360105_3,0.200000,1.56409E+07,2.64551,0.353197,31941.54,158.9131343283582,58028.851273099994,7524.0,100.0,1952.4018793432,0.3043667771508593,9005.413557263963,16395296,16395296,0.9325982831145044,
1130360106_0,0.200000,1.35277E+07,2.69212,0.442298,45893.71,228.32691542288558,58029.7490278,7630.0,100.0,2104.2843825527398,0.2966512908416439,7073.051864644886,17965959,17965959,1.207259232217014,
1130360106_1,0.200000,1.39474E+07,2.68158,0.423902,43739.50,217.60945273631842,58029.81363430001,7650.0,100.0,2141.5097495773803,0.2986463818562972,7250.582709414048,18324138,18324138,1.1802947866417917,
1130360107_0,0.200000,1.71840E+07,2.59602,0.257351,5002.15,24.886318407960196,58030.71504630001,6488.0,100.0,558.202079974115,0.31066674511008724,4575.14089754091,4029097,4029097,1.577999039760391,
1130360107_11,0.200000,1.74655E+07,2.58438,0.241835,2073.99,10.318358208955223,58030.7797454,6305.0,100.0,231.55169694457996,0.31247669897248065,3384.947540332614,1622753,1622753,2.0710034903063947,
1130360107_12,0.200000,1.74647E+07,2.58588,0.245285,882.43,4.390199004975124,58030.7824555,6379.0,100.0,87.9186728931975,0.3133341831719612,6651.236434983458,623056,623056,1.0656359730420633,
1130360107_13,0.200000,1.74476E+07,2.58369,0.241377,931.94,4.636517412935324,58030.7834856,6293.0,100.0,87.3366353642564,0.3121378489350841,8888.753768211322,611607,611607,0.7879233600917459,
