observation_ID,A,B,C,D,E,F
20402-01-47-01,3024.0,0.906126,596.927,2.18191,999.991,1.67719
20402-01-48-00,3863.0,0.739878,1409.99,2.23,1000.0,2.36179
20402-01-49-01,1818.0,0.864181,716.353,2.20521,1000.0,1.8818
20402-01-50-00,1514.0,0.699203,1789.87,2.25246,1000.0,2.65917
20402-01-50-01,1514.0,0.862348,710.492,2.21447,999.991,1.94388
20402-01-51-00,1504.0,0.837411,795.178,2.22478,999.998,2.06943
30182-01-01-00,1445.0,0.841887,779.766,2.22485,999.078,2.07206
30182-01-01-01,1380.0,0.838547,792.296,2.22884,1000.0,2.10055
30182-01-02-01,1598.0,0.841311,785.527,2.23176,999.806,2.10683
30182-01-04-02,1734.0,0.636813,2750.38,2.28203,1000.0,3.2314
30402-01-09-00,2005.0,0.592556,3981.08,2.29376,1000.0,3.60411
30402-01-09-01,2016.0,0.813338,884.774,2.25774,991.62,2.32742
30402-01-10-00,1996.0,0.805798,919.547,2.26219,999.509,2.39117
30402-01-12-00,1776.0,0.780514,1037.23,2.27434,1000.0,2.55161
30402-01-12-01,1771.0,0.773437,1071.9,2.28072,1000.0,2.61861
30402-01-12-02,1769.0,0.76188,1138.1,2.28727,999.603,2.70819
30402-01-12-03,1762.0,0.453977,19373.1,2.33447,1000.0,5.28161
30402-01-16-00,1307.0,0.774865,1044.48,2.29091,1000.0,2.68209
30402-01-17-00,1563.0,0.775259,1050.34,2.29225,1000.0,2.69774
30402-01-18-00,1098.0,0.447347,21412.0,2.33662,1000.0,5.41456
30703-01-14-00,1965.0,0.766758,1093.02,2.29656,999.895,2.76966
30703-01-15-00,1948.0,0.415226,36611.2,2.34412,1000.0,5.94888
30703-01-16-00,1839.0,0.402817,45926.3,2.34696,1000.0,6.17577
30703-01-17-00,1765.0,0.393158,54965.6,2.34859,1000.0,6.36084
30703-01-18-00,1953.0,0.682545,1759.33,2.32235,999.969,3.41565
30703-01-19-00,1613.0,0.371459,85831.0,2.35423,1000.0,6.7993
30703-01-20-00,1536.0,0.362048,103227.0,2.35426,1000.0,6.97466
30703-01-21-00,1623.0,0.681435,1686.57,2.32867,999.999,3.50169
30703-01-22-00,1551.0,0.628341,2443.74,2.33765,1000.0,3.93512
30703-01-22-01,1551.0,0.668337,1808.06,2.33611,1000.0,3.65034
30703-01-23-00,1755.0,0.335524,195717.0,2.36427,1000.0,7.62143
30703-01-23-01,1416.0,0.33255,210914.0,2.36567,1000.0,7.70638
30703-01-24-00,1210.0,0.333776,203991.0,2.36382,1000.0,7.66495
30703-01-24-01,1208.0,0.688357,1576.36,2.33513,1000.0,3.53592
30703-01-24-02,1178.0,0.334562,201203.0,2.36336,1000.0,7.64539
30703-01-31-00,1670.0,0.333855,204360.0,2.36534,1000.0,7.70725
30703-01-33-00,1405.0,0.336146,192797.0,2.36597,1000.0,7.69388
30703-01-34-00,1023.0,0.686517,1583.43,2.3335,999.82,3.55016
30703-01-35-00,1216.0,0.673869,1695.53,2.33501,1000.0,3.64603
30703-01-36-00,1311.0,0.328315,236948.0,2.36073,1000.0,7.74614
30703-01-41-00,1234.0,0.692391,1507.36,2.33082,1000.0,3.51174
40115-01-10-00G,1635.0,0.662846,1814.97,2.33658,1000.0,3.75135
40115-01-10-01,1664.0,0.671444,1717.13,2.33723,999.731,3.70103
40115-01-10-02,1760.0,0.663189,1805.76,2.34073,999.86,3.78685
40116-01-01-00,1373.0,0.306627,459174.0,2.36604,1000.0,8.2632
40116-01-01-01,1458.0,0.632324,2220.54,2.34732,1000.0,4.06653
40116-01-01-02,1431.0,0.299147,596877.0,2.36821,1000.0,8.45134
40116-01-01-03,1400.0,0.293695,729324.0,2.36894,1000.0,8.56851
40116-01-01-04,1268.0,0.286902,943076.0,2.36886,1000.0,8.69033
40116-01-01-05,1230.0,0.656362,1865.57,2.34459,997.559,3.88355
40116-01-01-06,1247.0,0.634298,2171.99,2.34695,1000.0,4.06802
40116-01-01-07,1268.0,0.265016,2358470.0,2.3677,1000.0,9.05831
40116-01-02-00,1475.0,0.574623,3594.01,2.35237,1000.0,4.61906
40116-01-02-01,1408.0,0.261014,2832660.0,2.36935,1000.0,9.17943
40116-01-02-02,1431.0,0.255823,3607900.0,2.37015,1000.0,9.29365
40116-01-02-03,1442.0,0.254265,3904370.0,2.3707,1000.0,9.34404
40116-01-02-04,2086.0,0.522904,6170.44,2.35871,1000.0,5.21573
40116-01-02-05,1843.0,0.251276,4476830.0,2.37312,1000.0,9.48595
40116-01-02-06,1709.0,0.247078,5497040.0,2.37428,1000.0,9.59743
40116-01-02-07,1698.0,0.584808,3193.15,2.3599,1000.0,4.63727
40403-01-01-00,1341.0,0.244898,6118330.0,2.3749,1000.0,9.67686
40403-01-09-00,1356.0,0.2445,6357130.0,2.37427,1000.0,9.68318
40403-01-10-00,3373.0,0.570913,3692.71,2.359,999.999,4.78535
40403-01-11-00,2482.0,0.244496,6366700.0,2.37454,1000.0,9.74297
40703-01-01-00,1285.0,0.245855,5931620.0,2.37306,1000.0,9.69932
40703-01-02-00,1881.0,0.516621,6723.45,2.35987,1000.0,5.39271
40703-01-05-00,1604.0,0.244959,6265620.0,2.37385,1000.0,9.78104
40703-01-09-00,1432.0,0.244354,6545860.0,2.37354,1000.0,9.79834
40703-01-15-01,1386.0,0.505553,7784.29,2.3622,1000.0,5.56117
40703-01-15-02,1480.0,0.241267,7751680.0,2.37498,1000.0,9.8969
40703-01-16-00,1435.0,0.239653,8471870.0,2.3754,1000.0,9.94351
40703-01-16-01,1421.0,0.614367,2573.57,2.35699,999.251,4.43713
40703-01-16-02,1405.0,0.233958,11593300.0,2.37617,1000.0,10.0708
40703-01-16-03,1396.0,0.535203,5484.96,2.36255,999.93,5.25416
40703-01-17-00,1715.0,0.230106,14445100.0,2.3774,1000.0,10.1872
40703-01-17-01,1761.0,0.506388,7643.91,2.36659,1000.0,5.63712
40703-01-20-00,3778.0,0.454142,16245.2,2.36801,1000.0,6.33027
40703-01-20-01,4428.0,0.226037,18306600.0,2.37788,1000.0,10.3319
40703-01-21-00,1480.0,0.458434,15173.7,2.36811,1000.0,6.29351
40703-01-21-01,1511.0,0.222724,22494600.0,2.37883,1000.0,10.4289
40703-01-21-02,1571.0,0.436729,21836.4,2.37004,1000.0,6.63164
40703-01-41-00,1690.0,0.437576,21399.3,2.37122,1000.0,6.64275
40703-01-41-01,1673.0,0.417498,31029.8,2.3724,990.039,6.96147
40703-01-41-02,1689.0,0.218027,29949900.0,2.38241,1000.0,10.6367
40703-01-41-03,1674.0,0.382381,63561.3,2.37626,1000.0,7.58452
40703-01-41-04,1633.0,0.415131,31682.5,2.37657,999.908,7.07149
40703-01-41-05,1614.0,0.365581,94182.8,2.3786,1000.0,7.9177
40703-01-42-00,1590.0,0.373161,76930.6,2.37989,999.985,7.81521
40703-01-42-01,1582.0,0.382195,62665.4,2.37937,999.998,7.6618
40703-01-42-02,1593.0,0.345787,155404.0,2.38109,999.943,8.3305
40703-01-42-03,1561.0,0.33112,235875.0,2.38173,999.255,8.61804
40703-01-43-00,1659.0,0.30172,603923.0,2.38391,996.68,9.21708
40703-01-44-00,1712.0,0.336893,196413.0,2.38344,418.949,8.55863
40703-01-44-01,1656.0,0.320256,325749.0,2.38567,988.241,8.91292
40703-01-44-02,1680.0,0.301588,610130.0,2.38735,1000.0,9.31164
40703-01-44-03,1439.0,0.280353,1347560.0,2.38882,995.22,9.7572
40703-01-45-00,1451.0,0.267473,2314670.0,2.38913,999.69,10.0196
40703-01-45-01,1454.0,0.271204,1984470.0,2.38942,998.232,9.95993
40703-01-47-00,1460.0,0.258113,3564950.0,2.39015,999.802,10.2356
40703-01-49-00,1542.0,0.261358,3096210.0,2.39015,999.27,10.1819
40703-01-49-01,1458.0,0.233458,12486000.0,2.39175,999.999,10.7465
40703-01-49-02,1481.0,0.235725,11084700.0,2.39186,997.917,10.7121
40703-01-50-00,1389.0,0.243919,7229970.0,2.39178,999.988,10.5634
40703-01-50-01,1374.0,0.238125,9888220.0,2.39182,999.956,10.6753
40703-01-50-02,1350.0,0.248615,5800220.0,2.39128,999.466,10.4702
40703-01-51-00,1798.0,0.231543,14283400.0,2.39255,999.721,10.8297
40703-01-51-01,1501.0,0.230826,14966500.0,2.39283,999.266,10.8569
40703-01-51-02,1616.0,0.214619,39807400.0,2.3937,999.997,11.1728
40703-01-51-03,1442.0,0.22021,28198400.0,2.39385,999.994,11.0859
50125-01-01-00,1863.0,0.226855,19027200.0,2.39398,999.592,10.9857
50125-01-01-01,2154.0,0.204805,77467200.0,2.39513,999.77,11.4096
50125-01-01-02,1988.0,0.235706,11639200.0,2.39385,998.03,10.8604
50125-01-01-03,1770.0,0.208591,60473800.0,2.39502,997.415,11.383
50125-01-01-04,1651.0,0.21359,43699100.0,2.3949,996.691,11.3083
50125-01-02-00,1452.0,0.2,111522000.0,2.39514,1000.0,11.5491
50125-01-02-01,1480.0,0.221596,26903800.0,2.39372,996.778,11.1596
50125-01-02-02,1485.0,0.206238,72814800.0,2.39438,999.611,11.4441
50125-01-03-00,1940.0,0.200418,109951000.0,2.39471,1000.0,11.5704
50405-01-02-00,1066.0,0.215054,41697300.0,2.39138,999.99,11.2309
50405-01-02-01,1057.0,0.2,116410000.0,2.39181,1000.0,11.4716
50405-01-02-02,1122.0,0.22434,24328800.0,2.38753,989.995,10.951
50405-01-03-00,1264.0,0.212716,50170000.0,2.38877,1000.0,11.177
50703-01-08-00,1576.0,0.211427,55307400.0,2.38825,1000.0,11.1955
50703-01-17-00,1631.0,0.212972,49761000.0,2.38933,1000.0,11.2047
50703-01-17-01,1537.0,0.216546,40073700.0,2.38845,994.691,11.1304
50703-01-17-02,1517.0,0.223415,26319600.0,2.38867,999.227,11.0203
50703-01-18-00,1757.0,0.219194,34160400.0,2.38913,999.96,11.1173
50703-01-18-01,1569.0,0.222027,28810700.0,2.38935,999.793,11.0778
50703-01-18-02,1621.0,0.221235,30128100.0,2.38973,999.999,11.1105
50703-01-18-03,1615.0,0.218388,36061500.0,2.39033,998.601,11.1831
50703-01-19-03,2981.0,0.21305,50503200.0,2.39106,996.329,11.3083
50703-01-21-00,1360.0,0.2,123658000.0,2.39258,1000.0,11.5616
50703-01-21-01,1359.0,0.21255,52769000.0,2.39053,996.512,11.3099
50703-01-21-02,1357.0,0.213803,49140200.0,2.3899,999.987,11.2744
50703-01-24-01,2049.0,0.2,126313000.0,2.39135,1000.0,11.5485
50703-01-25-00,1335.0,0.20769,73936000.0,2.39102,999.661,11.4172
50703-01-25-01,1615.0,0.204583,92189400.0,2.39095,887.379,11.4748
50703-01-25-02,1343.0,0.200357,124647000.0,2.39178,999.427,11.561
50703-01-27-03,1949.0,0.20637,82056200.0,2.39179,999.998,11.4752
50703-01-28-00,1835.0,0.2,128029000.0,2.39336,1000.0,11.6335
50703-01-28-01,1705.0,0.2,129853000.0,2.39272,970.161,11.6275
50703-01-28-02,1655.0,0.201572,115501000.0,2.39351,1000.0,11.6293
50703-01-40-01,4527.0,0.2,130256000.0,2.39291,939.879,11.6583
50703-01-40-02,3981.0,0.2,129983000.0,2.39326,1000.0,11.6819
50703-01-40-03,3810.0,0.203306,102384000.0,2.39346,1000.0,11.6445
50703-01-41-00,5247.0,0.200326,127402000.0,2.39265,890.743,11.6925
50703-01-41-01,3388.0,0.200002,130756000.0,2.39236,611.641,11.7161
50703-01-41-02,2647.0,0.2,129888000.0,2.3947,1000.0,11.7809
50703-01-41-03,2527.0,0.200042,130345000.0,2.39315,588.256,11.7635
50703-01-42-00,1407.0,0.200002,131876000.0,2.39395,836.83,11.7784
50703-01-42-01,1412.0,0.2,132369000.0,2.39348,543.883,11.778
50703-01-42-02,1410.0,0.200001,133076000.0,2.39319,454.764,11.7782
50703-01-43-00,1277.0,0.2,134438000.0,2.39128,342.164,11.7382
50703-01-43-01,1267.0,0.2,277463000.0,2.14221,9.87665,7.31038
50703-01-43-02,1274.0,0.2,274234000.0,2.14454,9.78718,7.37091
50703-01-44-01,1421.0,0.2,298296000.0,2.21647,12.4537,8.61557
50703-01-45-00,2072.0,0.2,314579000.0,2.24475,12.2664,9.65823
50703-01-45-01,2383.0,0.2,324787000.0,2.26256,11.9375,10.5073
50703-01-46-00,1561.0,0.2,333482000.0,2.28083,12.8261,10.9569
50703-01-46-01,1757.0,0.2,336904000.0,2.30109,13.7965,11.5752
50703-01-46-02,2152.0,0.2,348863000.0,2.30549,13.0744,12.0221
50703-01-48-00,3542.0,0.2,366999000.0,2.30169,13.4093,12.3588
50703-01-49-00,1449.0,0.2,372329000.0,2.32258,14.8281,12.5972
50703-01-50-00,1202.0,0.2,348865000.0,2.29195,13.9076,11.4526
50703-01-50-01,1197.0,0.2,336297000.0,2.26916,13.2043,10.6697
50703-01-50-02,1225.0,0.2,330469000.0,2.25434,12.7772,10.2187
50703-01-51-00,1416.0,0.2,322711000.0,2.26007,13.4363,10.2988
50703-01-51-01,1413.0,0.200001,323875000.0,2.25601,13.1112,10.2131
50703-01-52-00,1322.0,0.200003,324008000.0,2.25265,13.0852,10.0932
50703-01-52-01,1325.0,0.2,320896000.0,2.24982,13.0521,9.99541
50703-01-52-02,1309.0,0.2,315185000.0,2.25086,13.4816,9.96165
50703-01-53-00,1410.0,0.2,315268000.0,2.25391,13.8194,10.0064
50703-01-53-01,1454.0,0.2,317645000.0,2.25398,13.5915,10.0253
50703-01-53-02,1471.0,0.2,319294000.0,2.25655,13.7163,10.0853
50703-01-54-00,1265.0,0.200001,316315000.0,2.25397,13.855,9.96776
50703-01-54-01,1259.0,0.2,313056000.0,2.25082,13.8827,9.84901
50703-01-54-02,1270.0,0.200001,311257000.0,2.24833,13.9517,9.75326
50703-01-55-00,1508.0,0.2,312298000.0,2.25285,14.3091,9.85496
50703-01-55-01,1605.0,0.2,315076000.0,2.25726,14.9166,9.97383
50703-01-56-00,1649.0,0.2,317522000.0,2.26377,15.7091,10.1344
50703-01-59-00,1243.0,0.2,318097000.0,2.26179,15.8333,10.0462
50703-01-59-01,1241.0,0.2,318260000.0,2.25957,15.8895,9.96001
50703-01-62-00,2297.0,0.2,320567000.0,2.26109,15.6898,10.0823
50703-01-62-01,2246.0,0.2,322596000.0,2.26384,15.6137,10.2174
50703-01-62-02,2353.0,0.2,326322000.0,2.26561,15.4766,10.3404
50703-01-62-03,2195.0,0.2,328067000.0,2.26805,15.5079,10.4687
50703-01-64-00,1247.0,0.200001,327373000.0,2.26698,15.7306,10.3755
50703-01-65-01,1232.0,0.2,325743000.0,2.26363,15.7035,10.2608
50703-01-66-00,1210.0,0.2,322902000.0,2.25894,15.5284,10.1151
50703-01-66-01,1204.0,0.2,319240000.0,2.25876,16.0028,10.0581
50703-01-67-00,1248.0,0.2,319102000.0,2.25926,16.3619,10.0174
50703-01-67-01,1249.0,0.2,322617000.0,2.25605,16.0385,9.92283
50703-01-67-02,1232.0,0.2,321901000.0,2.25605,16.3339,9.87828
60100-01-01-00,1255.0,0.200001,320662000.0,2.25731,16.6937,9.85829
60100-01-01-01,1287.0,0.2,319796000.0,2.2584,17.0459,9.8474
60100-01-02-00,2642.0,0.2,323614000.0,2.25721,17.0885,9.89566
60100-01-03-01,1314.0,0.2,325170000.0,2.25926,17.5122,9.90791
60405-01-01-00,1563.0,0.2,325778000.0,2.26194,17.5784,9.97748
60405-01-01-01,1326.0,0.2,326606000.0,2.26307,17.77,9.9798
60405-01-03-00,1493.0,0.2,326449000.0,2.26506,18.2425,10.0241
60405-01-04-00,1286.0,0.2,322252000.0,2.26892,19.4433,10.0668
60405-01-04-01,1435.0,0.2,324742000.0,2.26538,18.4311,10.018
60405-01-04-02,1334.0,0.2,321451000.0,2.26954,19.5973,10.0722
60405-01-04-03,1318.0,0.2,320863000.0,2.26856,19.5153,10.0434
60405-01-04-04,1318.0,0.2,319992000.0,2.26854,19.6185,10.0319
60405-01-04-05,1548.0,0.2,323698000.0,2.26444,18.3903,9.98769
60405-01-04-06,1683.0,0.2,323531000.0,2.26728,18.784,10.0638
60405-01-04-07,1492.0,0.2,320084000.0,2.27212,19.8836,10.151
60405-01-04-08,1364.0,0.200001,322671000.0,2.26792,18.7587,10.0815
60701-01-01-00,1244.0,0.2,320091000.0,2.27536,20.7909,10.1655
60701-01-01-01,1149.0,0.2,323522000.0,2.27316,20.4083,10.0728
60701-01-04-00,2425.0,0.2,325816000.0,2.27277,19.9074,10.1165
60701-01-04-02,2283.0,0.2,325816000.0,2.27634,20.3414,10.2135
60701-01-05-00,1533.0,0.2,323511000.0,2.27907,20.5941,10.2807
60701-01-05-01,1520.0,0.2,321185000.0,2.28042,20.5959,10.3209
60701-01-06-00,2380.0,0.2,317770000.0,2.28125,20.6206,10.3854
60701-01-06-01,2868.0,0.882702,1207.2,2.62544,884.274,8.01246
60701-01-06-02,2446.0,0.850179,1259.22,2.59638,999.9,7.63414
60701-01-20-00,2397.0,0.722263,2.9423e-10,2.88975,109.766,12.6221
60701-01-23-00,1956.0,0.758893,0.0223595,2.76286,18.6236,10.0205
60701-01-23-01,1939.0,0.766432,6.47932e-05,2.70322,13.8591,9.12377
60701-01-24-00,1909.0,0.921593,0.000275367,2.68781,13.6987,6.59666
60701-01-24-01,1891.0,1.00035,1.3084e-08,2.677,13.503,5.67531
60701-01-24-02,1915.0,1.04719,0.00447797,2.66971,13.2642,5.2209
60701-01-25-00,1874.0,1.26183,151.573,2.49061,8.80478,3.17749
60701-01-25-01,1873.0,1.35157,157.823,2.36355,7.32517,2.49008
60701-01-26-00,1810.0,1.38181,151.62,2.31272,6.9609,2.27475
60701-01-26-01,1822.0,1.40455,147.564,2.27406,6.72003,2.12203
60701-01-26-02,1813.0,1.41544,144.647,2.25064,6.57227,2.04221
60701-01-26-03,1828.0,1.41533,141.293,2.24857,6.5746,2.04095
60701-01-28-00,1744.0,1.48127,138.36,2.14115,6.18323,1.65433
60701-01-29-00,1685.0,1.51066,133.465,2.08602,5.93261,1.4925
60701-01-30-00,1740.0,1.49325,136.023,2.10204,6.00885,1.5436
60701-01-30-01,1741.0,1.47813,137.814,2.11767,6.09452,1.59373
