1050360103,58005.304,3158,2.189,2.17,2.2,2.24,1.558,1.578,,,,-7.55,1.02
1050360104,58008,7168,2.47,2.452,2.497,1.63,2.076,2.144,1.275,1.1731,1.427,-7.311,1.08
1050360105,58008.98,7774,2.492,2.468,2.515,1.52,2.097,2.165,1.179,1.102,1.291,-7.251,1.2068
1050360106,58010,6882,2.477,,,2.245,2.2,2.257,,,,-11.5,1.60948
1050360107,58011.865,8042,2.246,,,1.99,1.484,1.591,0.767,0.756,0.7801,-7.24,1.5
1050360108,58012.187,8618,2.252,2.229,2.2648,1.504,1.408,1.545,0.798,0.79,0.815,-7.22,1.46
1050360109,58013.216,,,,,1.506,,,,,,,1.39
1050360110,58014.053,,,,,1.58,,,,,,,1.47
1050360115,58019.006,,,,,1.07,,,,,,,1.65
