CHANNEL,COUNTS
50.0,172.3549632032148
51.0,170.37387167214337
52.0,166.41168861000048
53.0,142.63859023714326
54.0,144.61968176821472
55.0,142.63859023714326
56.0,141.64804447160756
57.0,152.54404789250046
58.0,137.68586140946468
59.0,156.5062309546433
60.0,128.77094951964324
61.0,155.5156851891076
62.0,136.69531564392898
63.0,140.65749870607183
64.0,145.61022753375042
65.0,158.48732248571474
66.0,170.37387167214337
67.0,121.83712916089321
68.0,162.44950554785763
69.0,152.54404789250046
70.0,142.63859023714326
71.0,113.91276303660747
72.0,145.61022753375042
73.0,157.49677672017904
74.0,138.6764071750004
75.0,138.6764071750004
76.0,168.3927801410719
77.0,143.629136002679
78.0,151.55350212696473
79.0,149.5724105958933
80.0,150.562956361429
81.0,153.53459365803616
82.0,147.59131906482187
83.0,149.5724105958933
84.0,148.58186483035757
85.0,142.63859023714326
86.0,152.54404789250046
87.0,179.2887835619648
88.0,181.26987509303623
89.0,159.47786825125047
90.0,163.44005131339333
91.0,163.44005131339333
92.0,200.09024463821487
93.0,204.05242770035775
94.0,190.1847869828577
95.0,236.7404379630364
96.0,244.66480408732215
97.0,275.37172281892936
98.0,296.1731838951794
99.0,279.33390588107227
100.0,312.0219161437509
101.0,324.89901109571525
102.0,329.85173992339384
103.0,420.9819503526798
104.0,404.1426723385726
105.0,469.51869286392997
106.0,537.8663506858944
107.0,520.0365269062515
108.0,599.2801881491089
109.0,680.5049409230377
110.0,682.4860324541091
111.0,745.880961448395
112.0,806.3042531460737
113.0,897.4344635753598
114.0,898.4250093408955
115.0,1078.704338668396
116.0,1088.6097963237532
117.0,1160.9196372078604
118.0,1219.3618373744678
119.0,1358.0382445494683
120.0,1461.055004165183
121.0,1534.355390814826
122.0,1630.4383300717905
123.0,1757.2281880603623
124.0,1860.244947676077
125.0,1877.084225690184
126.0,1999.911900616613
127.0,2093.0232025769706
128.0,2224.765789393221
129.0,2255.472708124828
130.0,2309.9527252292924
131.0,2427.827671328043
132.0,2547.6837089578644
133.0,2523.9106105850074
134.0,2622.965187138579
135.0,2808.1972452937584
136.0,2839.8947097909013
137.0,2925.0816456269727
138.0,3025.1267679460802
139.0,3278.706483923224
140.0,3434.2221691123314
141.0,3506.532009996439
142.0,3567.945847459653
143.0,3904.7314077417973
144.0,3909.684136569476
145.0,4039.4456318546545
146.0,4138.500208408226
147.0,4290.053710535191
148.0,4454.484307614121
149.0,4628.820362348406
150.0,4823.957878158943
151.0,4926.974637774657
152.0,5004.237207486443
153.0,5068.622682246265
154.0,5187.488174110551
155.0,5213.24236401448
156.0,5399.464967935194
157.0,5469.79371728823
158.0,5487.623541067873
159.0,5692.6665145337665
160.0,5919.5014948414455
161.0,5911.57712871716
162.0,6058.177902016447
163.0,6206.759766846804
164.0,6403.878374188412
165.0,6569.299517032877
166.0,6764.437032843412
167.0,6867.453792459127
168.0,7176.504071306271
169.0,7158.674247526628
170.0,7369.660495585736
171.0,7633.145669218236
172.0,7853.046829167166
173.0,7887.715930960916
174.0,8115.541457034131
175.0,8197.756755573595
176.0,8247.28404385038
177.0,8618.738705926275
178.0,8472.137932626989
179.0,8204.690575932345
180.0,8303.745152485917
181.0,8366.149535714667
182.0,8401.809183273954
183.0,8171.012019904131
184.0,7988.7515990455595
185.0,7829.273730794309
186.0,7614.325299673058
187.0,7432.064878814486
188.0,7508.336902760736
189.0,7378.575407475558
190.0,7274.568102094307
191.0,7412.253963503772
192.0,7410.2728719727
193.0,7518.242360416093
194.0,7508.336902760736
195.0,7643.051126873594
196.0,7601.448204721094
197.0,7727.2475169441295
198.0,7727.2475169441295
199.0,7833.235913856452
200.0,7883.753747898773
201.0,7864.933378353595
202.0,7808.472269718059
203.0,8049.1748907432375
204.0,8010.543605887345
205.0,8174.974202966274
206.0,7940.214856534309
207.0,7976.8650498591305
208.0,7884.744293664309
209.0,8064.033077226273
210.0,7984.789415983416
211.0,8122.475277392881
212.0,8058.08980263306
213.0,7919.413395458059
214.0,7726.256971178594
215.0,7715.3609677577015
216.0,7746.067886489308
217.0,7532.110001133594
218.0,7401.357960082879
219.0,7298.3412004671645
220.0,7124.995691498414
221.0,6748.588300594841
222.0,6715.9002903321625
223.0,6379.114730050019
224.0,6143.364837852518
225.0,6006.669522208589
226.0,5769.929084245553
227.0,5471.774808819302
228.0,5428.19079513573
229.0,5330.126764347694
230.0,5167.677258799837
231.0,5068.622682246265
232.0,5112.206695929836
233.0,4873.485166435728
234.0,4975.511380285908
235.0,4898.248810574121
236.0,4882.40007832555
237.0,4961.643739568407
238.0,4935.889549664479
239.0,4923.012454712514
240.0,5023.057577031622
241.0,5195.412540234836
242.0,5196.403086000372
243.0,5170.648896096443
244.0,5335.079493175373
245.0,5229.091096263051
246.0,5255.835831932515
247.0,5203.336906359123
248.0,5045.840129638943
249.0,5224.138367435373
250.0,5251.873648870373
251.0,5233.053279325194
252.0,5272.675109946623
253.0,5255.835831932515
254.0,5301.400937147158
255.0,5302.391482912694
256.0,5254.845286166979
257.0,5200.365269062515
258.0,5312.2969405680515
259.0,5343.994405065194
260.0,5226.119458966444
261.0,5380.644598390016
262.0,5362.814774610373
263.0,5219.185638607694
264.0,5259.798014994658
265.0,5312.2969405680515
266.0,5467.8126257571585
267.0,5237.015462387337
268.0,5241.968191215015
269.0,5176.592170689658
270.0,5155.790709613408
271.0,4968.577559927157
272.0,5033.953580452515
273.0,5123.102699350729
274.0,5002.256115955372
275.0,4995.322295596622
276.0,5024.048122797158
277.0,4946.785553085371
278.0,4850.702613828407
279.0,4970.558651458229
280.0,4793.250959427335
281.0,4946.785553085371
282.0,4924.993546243586
283.0,4918.059725884836
284.0,4974.520834520372
285.0,4814.052420503585
286.0,4943.8139157887645
287.0,4975.511380285908
288.0,4867.541891842514
289.0,4953.719373444122
290.0,4890.324444449836
291.0,4866.551346076979
292.0,4797.213142489479
293.0,4722.9222100743
294.0,4906.173176698408
295.0,4855.655342656086
296.0,4759.572403399121
297.0,4839.806610407514
298.0,4873.485166435728
299.0,4879.428441028943
300.0,4809.099691675907
301.0,4705.0923862946565
302.0,4665.470555673228
303.0,4705.0923862946565
304.0,4596.132352085728
305.0,4661.508372611085
306.0,4600.09453514787
307.0,4508.964324718585
308.0,4555.519975698763
309.0,4469.342494097156
310.0,4532.737423091442
311.0,4469.342494097156
312.0,4329.67554115662
313.0,4492.125046704477
314.0,4348.4959107017985
315.0,4305.902442783763
316.0,4277.1766155832265
