CHANNEL,COUNTS
50.0,0.9984359218451424
51.0,5.990615531070854
52.0,6.989051452915996
53.0,5.990615531070854
54.0,3.9937436873805696
55.0,4.992179609225712
56.0,4.992179609225712
57.0,5.990615531070854
58.0,3.9937436873805696
59.0,2.995307765535427
60.0,1.9968718436902848
61.0,2.995307765535427
62.0,3.9937436873805696
63.0,0.9984359218451424
64.0,4.992179609225712
65.0,2.995307765535427
66.0,1.9968718436902848
67.0,0.9984359218451424
68.0,5.990615531070854
69.0,1.9968718436902848
70.0,7.987487374761139
71.0,4.992179609225712
72.0,1.9968718436902848
73.0,1.9968718436902848
74.0,4.992179609225712
75.0,5.990615531070854
76.0,3.9937436873805696
77.0,4.992179609225712
78.0,1.9968718436902848
79.0,8.98592329660628
80.0,4.992179609225712
81.0,7.987487374761139
82.0,9.984359218451424
83.0,7.987487374761139
84.0,8.98592329660628
85.0,2.995307765535427
86.0,9.984359218451424
87.0,4.992179609225712
88.0,7.987487374761139
89.0,7.987487374761139
90.0,3.9937436873805696
91.0,8.98592329660628
92.0,7.987487374761139
93.0,5.990615531070854
94.0,12.979666983986851
95.0,13.978102905831992
96.0,17.97184659321256
97.0,9.984359218451424
98.0,18.970282515057704
99.0,18.970282515057704
100.0,18.970282515057704
101.0,25.959333967973702
102.0,19.968718436902847
103.0,18.970282515057704
104.0,26.957769889818845
105.0,24.96089804612856
106.0,35.94369318642512
107.0,37.94056503011541
108.0,32.9483854208897
109.0,27.956205811663985
110.0,32.9483854208897
111.0,45.928052404876546
112.0,58.9077193888634
113.0,56.91084754517311
114.0,63.899898998089114
115.0,60.904591232553685
116.0,66.89520676362454
117.0,80.87330966945653
118.0,67.89364268546969
119.0,88.86079704421768
120.0,95.84984849713366
121.0,83.86861743499196
122.0,86.86392520052739
123.0,87.86236112237253
124.0,100.84202810635938
125.0,115.81856693403651
126.0,114.82013101219137
127.0,98.8451562626691
128.0,117.8154387777268
129.0,108.82951548112052
130.0,111.82482324665594
131.0,124.8044902306428
132.0,114.82013101219137
133.0,103.83733587189481
134.0,128.79823391802336
135.0,125.80292615248794
136.0,113.82169509034622
137.0,129.7966698398685
138.0,125.80292615248794
139.0,137.78415721462966
140.0,160.7481834170679
141.0,142.77633682385536
142.0,146.77008051123593
143.0,149.76538827677135
144.0,151.76226012046163
145.0,150.7638241986165
146.0,187.70595330688676
147.0,168.73567079182905
148.0,162.7450552607582
149.0,168.73567079182905
150.0,163.74349118260335
151.0,167.73723486998392
152.0,160.7481834170679
153.0,174.7262863228999
154.0,138.7825931364748
155.0,191.69969699426733
156.0,183.71220961950618
157.0,173.72785040105478
158.0,162.7450552607582
159.0,179.7184659321256
160.0,190.7012610724222
161.0,186.70751738504163
162.0,175.72472224474507
163.0,182.71377369766105
164.0,186.70751738504163
165.0,202.6824921345639
166.0,188.7043892287319
167.0,203.68092805640904
168.0,203.68092805640904
169.0,205.67779990009933
170.0,202.6824921345639
171.0,189.70282515057704
172.0,207.67467174378962
173.0,230.6386979462279
174.0,181.7153377758159
175.0,206.67623582194446
176.0,223.64964649331188
177.0,220.65433872777646
178.0,192.69813291611248
179.0,214.6637231967056
180.0,216.6605950403959
181.0,211.6684154311702
182.0,192.69813291611248
183.0,192.69813291611248
184.0,203.68092805640904
185.0,197.6903125253382
186.0,161.74661933891306
187.0,200.6856202908736
188.0,175.72472224474507
189.0,164.74192710444848
190.0,172.72941447920962
191.0,183.71220961950618
192.0,148.76695235492622
193.0,172.72941447920962
194.0,162.7450552607582
195.0,162.7450552607582
196.0,150.7638241986165
197.0,161.74661933891306
198.0,184.71064554135134
199.0,178.72003001028048
200.0,171.7309785573645
201.0,169.7341067136742
202.0,161.74661933891306
203.0,169.7341067136742
204.0,174.7262863228999
205.0,170.73254263551934
206.0,174.7262863228999
207.0,150.7638241986165
208.0,142.77633682385536
209.0,164.74192710444848
210.0,162.7450552607582
211.0,152.7606960423068
212.0,150.7638241986165
213.0,125.80292615248794
214.0,162.7450552607582
215.0,157.7528756515325
216.0,155.7560038078422
217.0,150.7638241986165
218.0,131.7935416835588
219.0,126.80136207433308
220.0,129.7966698398685
221.0,125.80292615248794
222.0,105.8342077155851
223.0,121.80918246510737
224.0,101.84046402820452
225.0,114.82013101219137
226.0,84.8670533568371
227.0,98.8451562626691
228.0,96.8482844189788
229.0,92.85454073159823
230.0,104.83577179373995
231.0,87.86236112237253
232.0,99.84359218451424
233.0,91.85610480975309
234.0,72.88582229469539
235.0,83.86861743499196
236.0,85.86548927868225
237.0,71.88738637285024
238.0,84.8670533568371
239.0,86.86392520052739
240.0,78.87643782576625
241.0,81.87174559130167
242.0,84.8670533568371
243.0,86.86392520052739
244.0,88.86079704421768
245.0,73.88425821654053
246.0,75.88113006023082
247.0,95.84984849713366
248.0,85.86548927868225
249.0,93.85297665344338
250.0,96.8482844189788
251.0,90.85766888790795
252.0,80.87330966945653
253.0,80.87330966945653
254.0,77.8780019039211
255.0,80.87330966945653
256.0,89.8592329660628
257.0,74.88269413838567
258.0,71.88738637285024
259.0,87.86236112237253
260.0,74.88269413838567
261.0,86.86392520052739
262.0,85.86548927868225
263.0,78.87643782576625
264.0,70.8889504510051
265.0,74.88269413838567
266.0,78.87643782576625
267.0,89.8592329660628
268.0,83.86861743499196
269.0,80.87330966945653
270.0,62.90146307624397
271.0,81.87174559130167
272.0,76.87956598207596
273.0,84.8670533568371
274.0,81.87174559130167
275.0,71.88738637285024
276.0,89.8592329660628
277.0,80.87330966945653
278.0,74.88269413838567
279.0,70.8889504510051
280.0,75.88113006023082
281.0,63.899898998089114
282.0,87.86236112237253
283.0,66.89520676362454
284.0,89.8592329660628
285.0,78.87643782576625
286.0,63.899898998089114
287.0,66.89520676362454
288.0,73.88425821654053
289.0,59.90615531070854
290.0,59.90615531070854
291.0,76.87956598207596
292.0,71.88738637285024
293.0,75.88113006023082
294.0,76.87956598207596
295.0,67.89364268546969
296.0,63.899898998089114
297.0,74.88269413838567
298.0,90.85766888790795
299.0,75.88113006023082
300.0,61.90302715439883
301.0,65.8967708417794
302.0,74.88269413838567
303.0,55.91241162332797
304.0,65.8967708417794
305.0,69.89051452915996
306.0,46.92648832672169
307.0,63.899898998089114
308.0,73.88425821654053
309.0,76.87956598207596
310.0,72.88582229469539
311.0,71.88738637285024
312.0,60.904591232553685
313.0,60.904591232553685
314.0,71.88738637285024
315.0,64.89833491993426
316.0,56.91084754517311
317.0,58.9077193888634
318.0,58.9077193888634
319.0,64.89833491993426
320.0,73.88425821654053
321.0,68.89207860731483
322.0,58.9077193888634
323.0,68.89207860731483
324.0,73.88425821654053
325.0,57.909283467018255
326.0,63.899898998089114
327.0,62.90146307624397
328.0,52.91710385779255
329.0,51.918667935947404
330.0,52.91710385779255
331.0,63.899898998089114
332.0,58.9077193888634
333.0,52.91710385779255
334.0,76.87956598207596
