CHANNEL,COUNTS
50.0,1491.4765766724709
51.0,1440.5286159154073
52.0,1516.4510672396589
53.0,1351.619429496218
54.0,1374.5959608180308
55.0,1384.5857570449061
56.0,1397.572492139844
57.0,1306.6653464752792
58.0,1322.6490204382796
59.0,1331.6398370424674
60.0,1292.6796317576539
61.0,1328.6428981744048
62.0,1283.6888151534663
63.0,1291.6806521349665
64.0,1367.6031034592181
65.0,1293.6786113803414
66.0,1293.6786113803414
67.0,1340.630653646655
68.0,1333.6377962878423
69.0,1335.6357555332174
70.0,1265.707181945091
71.0,1305.6663668525919
72.0,1357.613307232343
73.0,1303.6684076072167
74.0,1344.6265721374052
75.0,1383.5867774222186
76.0,1392.5775940264061
77.0,1356.6143276096554
78.0,1419.5500438389693
79.0,1447.52147327422
80.0,1497.470454408596
81.0,1344.6265721374052
82.0,1447.52147327422
83.0,1473.4949434640955
84.0,1512.4551487489089
85.0,1501.4663728993462
86.0,1564.40208912866
87.0,1463.5051472372204
88.0,1608.357192526911
89.0,1556.4102521471598
90.0,1672.2918883789125
91.0,1630.3347442260365
92.0,1790.1714838560401
93.0,1764.1980136661646
94.0,1860.1000574441666
95.0,1939.019447636481
96.0,2163.7898627411737
97.0,2389.5592574685534
98.0,2462.4847699247425
99.0,2641.302122385809
100.0,2874.064374472002
101.0,3143.788872597633
102.0,3241.68887562101
103.0,3484.440923934078
104.0,3753.1664424370215
105.0,4115.796045472593
106.0,4567.334834927352
107.0,4924.969539849485
108.0,5320.565470433744
109.0,5950.921612349571
110.0,6353.510400292643
111.0,6831.022659937278
112.0,7342.500226753289
113.0,8067.75943282443
114.0,8725.08802455282
115.0,9168.63497702608
116.0,9934.85234762741
117.0,10670.101349925426
118.0,11256.502388443003
119.0,12255.482011130525
120.0,13050.669790789792
121.0,14129.567783292316
122.0,14869.81168370377
123.0,15787.873956953603
124.0,16592.052553217058
125.0,17605.017890622206
126.0,18329.278117070662
127.0,19146.443448429054
128.0,20016.554699789885
129.0,20458.103693017772
130.0,21197.34861380654
131.0,21830.701694590425
132.0,22515.00273613138
133.0,23280.22112711002
134.0,23870.61808411835
135.0,25235.224248709503
136.0,26197.241625357587
137.0,26865.55899293554
138.0,27789.6151439215
139.0,29028.349876054024
140.0,30340.010120642743
141.0,31807.511186370713
142.0,32993.2999985008
143.0,33973.29900835726
144.0,35416.82456314073
145.0,36914.295017549324
146.0,37516.6797300299
147.0,39269.888967846506
148.0,40299.83695883734
149.0,41731.37475814856
150.0,42784.29928046121
151.0,43929.129928061106
152.0,45510.514670775454
153.0,46372.63408515479
154.0,46707.29225875511
155.0,48011.959645985015
156.0,48947.00457282054
157.0,50041.88623928606
158.0,51031.875045369394
159.0,51736.1556793641
160.0,52889.97714356818
161.0,54394.44045533559
162.0,56195.6007150412
163.0,56674.11195430852
164.0,58456.29160118306
165.0,60083.62940654103
166.0,60614.08758618811
167.0,62731.92438628565
168.0,63944.68564822831
169.0,66017.56836530492
170.0,67214.34595328457
171.0,68716.81130580661
172.0,70136.36134964557
173.0,71859.60119878154
174.0,72596.84816032494
175.0,74312.09617247942
176.0,75345.0411023383
177.0,75905.46867066601
178.0,75905.46867066601
