CHANNEL,COUNTS
50.0,3.9912056542655847
51.0,1.9956028271327924
52.0,0.0
53.0,7.982411308531169
54.0,4.989007067831981
55.0,5.986808481398377
56.0,3.9912056542655847
57.0,3.9912056542655847
58.0,1.9956028271327924
59.0,0.9978014135663962
60.0,5.986808481398377
61.0,1.9956028271327924
62.0,3.9912056542655847
63.0,4.989007067831981
64.0,0.9978014135663962
65.0,2.9934042406991885
66.0,2.9934042406991885
67.0,1.9956028271327924
68.0,4.989007067831981
69.0,2.9934042406991885
70.0,5.986808481398377
71.0,5.986808481398377
72.0,3.9912056542655847
73.0,1.9956028271327924
74.0,2.9934042406991885
75.0,3.9912056542655847
76.0,3.9912056542655847
77.0,11.973616962796754
78.0,5.986808481398377
79.0,0.9978014135663962
80.0,2.9934042406991885
81.0,6.984609894964773
82.0,6.984609894964773
83.0,5.986808481398377
84.0,3.9912056542655847
85.0,5.986808481398377
86.0,3.9912056542655847
87.0,4.989007067831981
88.0,1.9956028271327924
89.0,9.978014135663962
90.0,7.982411308531169
91.0,7.982411308531169
92.0,8.980212722097566
93.0,7.982411308531169
94.0,7.982411308531169
95.0,14.967021203495943
96.0,9.978014135663962
97.0,7.982411308531169
98.0,17.96042544419513
99.0,15.964822617062339
100.0,17.96042544419513
101.0,23.94723392559351
102.0,26.940638166292697
103.0,17.96042544419513
104.0,24.945035339159904
105.0,30.93184382055828
106.0,34.92304947482387
107.0,32.92744664769108
108.0,22.949432512027112
109.0,33.92524806125747
110.0,38.914255129089454
111.0,44.90106361048783
112.0,54.87907774615179
113.0,48.892269264753416
114.0,69.84609894964774
115.0,58.87028340041738
116.0,50.88787209188621
117.0,72.83950319034692
118.0,74.83510601747972
119.0,88.80432580740926
120.0,78.8263116717453
121.0,99.78014135663962
122.0,78.8263116717453
123.0,74.83510601747972
124.0,89.80212722097566
125.0,96.78673711594043
126.0,97.78453852950683
127.0,98.78233994307323
128.0,97.78453852950683
129.0,113.74936114656917
130.0,115.74496397370196
131.0,125.72297810936593
132.0,99.78014135663962
133.0,114.74716256013556
134.0,138.69439648572907
135.0,123.72737528223313
136.0,112.75155973300276
137.0,126.72077952293232
138.0,141.68780072642826
139.0,153.661417689225
140.0,137.69659507216267
141.0,137.69659507216267
142.0,154.6592191027914
143.0,131.7097865907643
144.0,157.6526233434906
145.0,154.6592191027914
146.0,139.69219789929548
147.0,153.661417689225
148.0,134.70319083146347
149.0,163.639431824889
150.0,174.61524737411932
151.0,184.5932615097833
152.0,179.60425444195133
153.0,183.5954600962169
154.0,167.63063747915456
155.0,163.639431824889
156.0,167.63063747915456
157.0,155.65702051635782
158.0,149.67021203495943
159.0,157.6526233434906
160.0,168.62843889272096
161.0,185.59106292334968
162.0,169.62624030628734
163.0,178.60645302838492
164.0,158.65042475705698
165.0,156.6548219299242
166.0,170.62404171985375
167.0,179.60425444195133
168.0,191.57787140474807
169.0,177.6086516148185
170.0,181.5998572690841
171.0,156.6548219299242
172.0,178.60645302838492
173.0,186.5888643369161
174.0,202.55368695397843
175.0,196.56687847258004
176.0,190.5800699911817
177.0,197.56467988614645
178.0,168.62843889272096
179.0,184.5932615097833
180.0,195.56907705901367
181.0,196.56687847258004
182.0,178.60645302838492
183.0,164.63723323845537
184.0,149.67021203495943
185.0,194.57127564544726
186.0,143.68340355356105
187.0,142.68560213999464
188.0,126.72077952293232
189.0,150.6680134485258
190.0,171.62184313342016
191.0,133.7053894178971
192.0,149.67021203495943
193.0,162.64163041132258
194.0,154.6592191027914
195.0,137.69659507216267
196.0,137.69659507216267
197.0,114.74716256013556
198.0,117.74056680083476
199.0,133.7053894178971
200.0,128.71638235006512
201.0,156.6548219299242
202.0,152.66361627565863
203.0,142.68560213999464
204.0,127.71858093649871
205.0,138.69439648572907
206.0,135.70099224502988
207.0,137.69659507216267
208.0,128.71638235006512
209.0,125.72297810936593
210.0,120.73397104153393
211.0,117.74056680083476
212.0,121.73177245510034
213.0,124.72517669579952
214.0,124.72517669579952
215.0,105.766949838038
216.0,130.7119851771979
217.0,119.73616962796754
218.0,102.77354559733881
219.0,97.78453852950683
220.0,92.79553146167484
221.0,81.8197159124445
222.0,98.78233994307323
223.0,90.79992863454206
224.0,87.80652439384286
225.0,85.81092156671008
226.0,69.84609894964774
227.0,76.8307088446125
228.0,78.8263116717453
229.0,67.85049612251494
230.0,59.86808481398377
231.0,63.859290468249355
232.0,64.85709188181575
233.0,86.80872298027647
234.0,67.85049612251494
235.0,70.84390036321413
236.0,60.86588622755017
237.0,59.86808481398377
238.0,49.89007067831981
239.0,68.84829753608133
240.0,69.84609894964774
241.0,62.86148905468296
242.0,64.85709188181575
243.0,51.8856735054526
244.0,62.86148905468296
245.0,74.83510601747972
246.0,60.86588622755017
247.0,71.84170177678052
248.0,56.874680573284586
249.0,50.88787209188621
250.0,53.881276332585394
251.0,69.84609894964774
252.0,69.84609894964774
253.0,62.86148905468296
254.0,72.83950319034692
255.0,55.876879159718186
256.0,63.859290468249355
257.0,76.8307088446125
258.0,57.87248198685098
259.0,73.83730460391332
260.0,54.87907774615179
261.0,68.84829753608133
262.0,56.874680573284586
263.0,54.87907774615179
264.0,63.859290468249355
265.0,60.86588622755017
266.0,61.86368764111656
267.0,57.87248198685098
268.0,60.86588622755017
269.0,61.86368764111656
270.0,67.85049612251494
271.0,63.859290468249355
272.0,49.89007067831981
273.0,56.874680573284586
274.0,41.90765936978864
275.0,43.90326219692143
276.0,50.88787209188621
277.0,52.883474919019
278.0,56.874680573284586
279.0,44.90106361048783
280.0,54.87907774615179
281.0,49.89007067831981
282.0,49.89007067831981
283.0,51.8856735054526
284.0,53.881276332585394
285.0,71.84170177678052
286.0,52.883474919019
287.0,57.87248198685098
288.0,46.896666437620624
289.0,46.896666437620624
290.0,51.8856735054526
291.0,49.89007067831981
292.0,53.881276332585394
293.0,37.916453715523055
294.0,45.898865024054224
295.0,42.90546078335504
296.0,45.898865024054224
297.0,53.881276332585394
298.0,35.92085088839026
299.0,48.892269264753416
300.0,57.87248198685098
301.0,34.92304947482387
302.0,49.89007067831981
303.0,48.892269264753416
304.0,33.92524806125747
