CHANNEL,COUNTS
50.0,16.92848367804226
51.0,21.907449465701745
52.0,10.953724732850873
53.0,11.94951789038277
54.0,19.91586315063795
55.0,23.89903578076554
56.0,20.91165630816985
57.0,13.941104205446566
58.0,21.907449465701745
59.0,25.890622095829336
60.0,22.903242623233645
61.0,14.936897362978463
62.0,19.91586315063795
63.0,25.890622095829336
64.0,12.945311047914668
65.0,15.932690520510361
66.0,17.924276835574155
67.0,16.92848367804226
68.0,15.932690520510361
69.0,13.941104205446566
70.0,21.907449465701745
71.0,13.941104205446566
72.0,17.924276835574155
73.0,11.94951789038277
74.0,16.92848367804226
75.0,17.924276835574155
76.0,17.924276835574155
77.0,22.903242623233645
78.0,15.932690520510361
79.0,17.924276835574155
80.0,18.920069993106054
81.0,16.92848367804226
82.0,22.903242623233645
83.0,12.945311047914668
84.0,19.91586315063795
85.0,15.932690520510361
86.0,24.89482893829744
87.0,20.91165630816985
88.0,21.907449465701745
89.0,20.91165630816985
90.0,22.903242623233645
91.0,29.873794725956927
92.0,40.8275194588078
93.0,26.886415253361236
94.0,38.83593314374401
95.0,34.85276051361642
96.0,37.84013998621211
97.0,46.80227840399918
98.0,48.79386471906298
99.0,54.76862366425436
100.0,48.79386471906298
101.0,67.71393471216903
102.0,67.71393471216903
103.0,85.63821154774318
104.0,83.6466252326794
105.0,111.52883364357253
106.0,134.43207626680618
107.0,117.50359258876391
108.0,116.50779943123202
109.0,129.4531104791467
110.0,145.38580099965705
111.0,155.34373257497603
112.0,178.24697519820967
113.0,163.3100778352312
114.0,209.11656308169847
115.0,205.1333904515709
116.0,217.08290834195367
117.0,270.85573884867614
118.0,273.84311832127185
119.0,272.8473251637399
120.0,281.809463581527
121.0,307.70008567735636
122.0,345.54022566356844
123.0,311.6832583074839
124.0,371.4308477593978
125.0,380.39298617718487
126.0,399.3130561702909
127.0,422.2162987935246
128.0,442.13216194416253
129.0,428.1910577387159
130.0,473.00174982765134
131.0,462.04802509480044
132.0,469.01857719752377
133.0,526.7745803343738
134.0,515.8208556015229
135.0,504.86713086867206
136.0,539.7198913822884
137.0,552.6652024302032
138.0,586.5221697862877
139.0,609.4254124095213
140.0,630.3370687176912
141.0,632.3286550327549
142.0,664.1940360737757
143.0,690.084658169605
144.0,689.0888650120731
145.0,735.8911434160723
146.0,745.8490749913913
147.0,771.7396970872206
148.0,794.6429397104542
149.0,772.7354902447526
150.0,819.5377686487517
151.0,762.7775586694336
152.0,811.5714233884966
153.0,847.4199770596448
154.0,844.4325975870491
155.0,857.3779086349638
156.0,871.3190128404103
157.0,904.180187038963
158.0,893.2264623061121
159.0,957.9530175456855
160.0,917.1254980868777
161.0,971.894121751132
162.0,927.0834296621966
163.0,982.8478464839828
164.0,952.974051758026
165.0,968.9067422785363
166.0,1029.650124887982
167.0,1032.6375043605779
168.0,1071.4734375043217
169.0,1072.4692306618538
170.0,1067.4902648741943
171.0,1107.32199117547
172.0,1175.0359258876392
173.0,1139.1873722164908
174.0,1179.0190985177667
175.0,1161.0948216821926
176.0,1136.199992743895
177.0,1167.0695806273839
178.0,1122.2588885384484
179.0,1171.0527532575115
180.0,1135.2041995863633
181.0,1132.2168201137674
182.0,1078.443989607045
183.0,1066.4944717166622
184.0,1055.5407469838115
185.0,992.8057780593018
186.0,980.8562601689191
187.0,967.9109491210044
188.0,963.9277764908768
189.0,948.9908791278983
190.0,917.1254980868777
191.0,908.1633596690906
192.0,922.1044638745371
193.0,892.2306691485802
194.0,874.3063923130061
195.0,887.2517033609207
196.0,905.1759801964948
197.0,930.0708091347923
198.0,897.2096349362397
199.0,905.1759801964948
200.0,892.2306691485802
201.0,921.1086707170052
202.0,873.3105991554742
203.0,911.1507391416862
204.0,915.1339117718138
205.0,835.4704591692621
206.0,902.1886007238992
207.0,895.2180486211759
208.0,822.5251481213473
209.0,868.3316333678147
210.0,859.3694949500276
211.0,823.5209412788793
212.0,891.2348759910483
213.0,839.4536317993897
214.0,810.5756302309646
215.0,780.7018355050077
216.0,790.6597670803267
217.0,779.7060423474758
218.0,796.6345260255181
219.0,746.8448681489232
220.0,708.0089350051792
221.0,652.2445181833929
222.0,626.3538960875636
223.0,583.5347903136919
224.0,633.3244481902868
225.0,592.496928731479
226.0,535.7367187521609
227.0,508.85030349879963
228.0,521.7956145467143
229.0,493.91340613582116
230.0,493.91340613582116
231.0,480.96809508790653
232.0,464.0396114098643
