e,de,rate,rate_err,total,model0,model1,x,y,xerr,yerr
0.210263386,0.00406377017,8.53773963e-05,6.57620476e-05,5.45430485e-05,2.72715661e-05,2.72714842e-05,0.21026338,8.537739480230328e-05,0.004063769999999994,6.576204618932657e-05
0.218551099,0.00422394508,0.000168517465,0.000119975033,5.43326787e-05,2.71663812e-05,2.71662993e-05,0.218551095,0.00016851747004548864,0.004223945000000007,0.00011997503440917079
0.227165475,0.00439043483,7.32965418e-05,9.13064359e-05,5.4107215e-05,2.70536475e-05,2.70535675e-05,0.227165475,7.329654045193284e-05,0.004390434999999998,9.130643478362717e-05
0.234578595,0.00302268006,9.23136977e-05,0.000109559674,5.39079556e-05,2.69540178e-05,2.69539378e-05,0.23457859,9.231369680933096e-05,0.00302268,0.00010955967769248018
0.240702868,0.0031016001,1.95445409e-05,5.10785576e-05,5.37395281e-05,2.68698041e-05,2.6869724e-05,0.24070287,1.9544541378658637e-05,0.003101599999999996,5.107855673976308e-05
0.248609349,0.00480487989,-3.63905019e-05,6.30489958e-05,5.35171093e-05,2.67585947e-05,2.67585165e-05,0.24860935,-3.639050104563221e-05,0.004804880000000011,6.304899419945946e-05
0.258408517,0.00499427505,0.000179777431,9.69976682e-05,5.32343838e-05,2.66172301e-05,2.66171537e-05,0.258408505,0.00017977743404947073,0.0049942749999999925,9.699766844610235e-05
0.266841173,0.00343840499,3.75571085e-06,6.16681355e-05,5.29850331e-05,2.64925529e-05,2.64924784e-05,0.266841185,3.7557108700681897e-06,0.0034384050000000055,6.166813836876002e-05
0.273807764,0.00352817005,4.00590943e-05,9.68728127e-05,5.2774667e-05,2.63873717e-05,2.63872971e-05,0.27380776,4.005909350014366e-05,0.003528169999999997,9.687281520015302e-05
0.280956209,0.00362028508,0.000219432681,0.00013537702,5.25549767e-05,2.62775247e-05,2.62774502e-05,0.280956215,0.00021943267831850524,0.003620285000000001,0.00013537701837940878
0.288291305,0.003714805,3.5454992e-05,0.000109542612,5.23256276e-05,2.61628502e-05,2.61627792e-05,0.288291305,3.545499043994612e-05,0.0037148049999999877,0.00010954261254823558
