ids,bg_count_rates,source_count_rates,source_exposures,source_bg_ratios,source_counts_master
1050360115_16,0.6693772880690253,16399.48833413865,154.196640070528,24500.61871495042,2528746.0
1130360161_0,1.2179213679291414,28.646604372641022,943.672054402996,24.520898086671618,27033.0
1130360109_1,18.505735678739384,12273.537376632616,207.931904363515,664.2288275214732,2552060.0
1130360198_1,6.655709183764261,4.454826591167668,224.924580001971,1.6693241047903116,1002.0
1130360103_0,4.678911363491091,14087.544014119048,1221.13094963599,3011.8593473349893,17202736.0
1050360115_4,4.17380253909479,16493.434254281947,609.131600193679,3952.6565768966693,10046672.0
1130360183_1,0.8944143510338743,222.39034197253068,457.600807199487,249.64353050179093,101766.0
1130360261_0,1.1612732923508644,1.5281937107310566,369.063160016667,2.3159638827458124,564.0
1050360105_23,4.5511068899022815,7922.218453731743,82.4704599874094,1741.7234427539104,653349.0
1130360138_1,0.8463553675043407,1115.675553366763,95.9176703989506,1319.2117065749464,107013.0
1050360110_5,2.6704720167082994,12777.955126300196,189.331233056262,4785.9050828290165,2419266.0
1050360116_5,0.8779138873966703,15878.191116822254,39.5472000166774,18087.27400109456,627938.0
1130360182_5,7.978723190754128,220.65517156277426,974.176125026133,28.65544890922811,214957.0
1130360157_3,0.44880476737734554,126.03964129237139,116.034922426308,281.8340072430646,14625.0
1130360162_4,3.746557704858263,17.94264069803303,236.921647796582,5.789100318611488,4251.0
1130360107_8,0.537906224854645,9963.32246057751,25.7438220046461,18523.415246765057,256494.0
1050360115_21,1.21510750827839,16222.965037769272,787.132559940219,13352.05324199221,12769624.0
1050360116_2,1.348023780993378,16317.451210313011,840.463000210002,12105.720584594173,13714214.0
1050360104_7,1.0618293595656745,7438.00421961814,145.295696008019,7005.8959869225555,1080710.0
1130360216_2,0.8469466969000643,3.295111197953077,415.767455996946,4.890576833245368,1370.0
1130360231_0,0.59767336590258,70.74691358536003,1137.08140642685,119.37053083086805,80445.0
1050360105_29,2.70218066738827,6874.431007848364,803.781432047486,2545.0308602654186,5525540.0
1130360242_0,21.6999838694571,17.961068879842603,596.679410991375,1.8276996419855847,10717.0
1050360115_12,1.5663778982536243,16333.44188151552,698.156339779496,10428.523204793617,11403296.0
1130360283_1,1.8329641595577886,4.424450956019677,1049.62176011503,3.4138229506282856,4644.0
1130360185_2,0.4447670667926021,155.9730937779713,425.829855593853,351.6848987330768,66418.0
1130360185_1,0.7680154574173647,165.8929252180792,321.870266196143,217.00206560416606,53396.0
1130360163_1,3.6925676000986027,12.793268431852592,492.837309995142,4.464599654590202,6305.0
1130360186_1,1.6132696137179598,64.53313718373605,729.733622990025,41.001458302442224,47092.0
1050360105_15,4.961439440845836,7572.467633129023,486.063616026193,1527.2642471834856,3680701.0
1130360172_6,1.458537288269186,1.106912696024087,121.960838000057,1.7589197101279705,135.0
1130360182_4,2.929766114305704,218.62941183213258,955.191702021984,75.62350348193011,208833.0
1130360286_0,2.913617206728536,6.909884423570531,1160.5114511968,3.3715827898096054,8019.0
1130360182_9,6.682922112774916,221.66708041122092,363.694058001041,34.16918507661302,80619.0
