freq,fwhm,norm,fit_stat,redchi
1.0471285480508996,0.114839,0.00542775,263.99,1.073130081300813
1.0587608285836607,0.116213,0.00559843,263.59,1.0715040650406502
1.070522329115862,0.117701,0.00579792,263.2,1.0699186991869918
1.0824144851190958,0.118716,0.00676476,262.88,1.0686178861788618
1.0944387480112365,0.119567,0.00638998,262.47,1.0669512195121953
1.1065965853335857,0.120539,0.00678454,262.25,1.0660569105691058
1.1188894809299823,0.120517,0.00695995,262.22,1.0659349593495937
1.1313189351279025,0.120998,0.00700467,262.36,1.0665040650406505
1.1438864649215728,0.112845,0.00673128,262.66,1.0677235772357725
1.1565936041571172,0.106015,0.00620912,263.14,1.0696747967479674
1.1694419037197599,0.105259,0.00569546,263.86,1.0726016260162603
1.1824329317231081,0.129434,0.00532878,264.71,1.0760569105691056
1.1955682737005384,0.131502,0.00479842,265.54,1.0794308943089432
1.2088495327987077,0.132972,0.00345089,266.2,1.0821138211382113
1.2222783299732152,0.134279,0.0028119,266.71,1.0841869918699185
1.2358563041864368,0.135899,0.00218553,267.01,1.0854065040650407
1.2495851126075586,0.137259,0.00183253,267.16,1.0860162601626018
1.2634664308148307,0.138639,0.0017337,267.23,1.0863008130081302
1.2775019530000689,0.139506,0.00110978,267.19,1.0861382113821139
1.2916933921754286,0.142049,0.00194108,267.16,1.0860162601626018
1.3060424803824748,0.143454,0.00199388,267.05,1.085569105691057
1.3205509689035746,0.145194,0.00215763,266.93,1.0850813008130082
1.3352206284756383,0.146545,0.00231352,266.81,1.0845934959349595
1.3500532495062354,0.148479,0.00242625,266.68,1.0840650406504064
1.3650506422921107,0.150136,0.00248499,266.56,1.0835772357723576
1.3802146372401272,0.150427,0.00287096,266.45,1.083130081300813
1.3955470850906657,0.151364,0.00307084,266.3,1.082520325203252
1.4110498571435033,0.152452,0.00331199,266.13,1.0818292682926829
1.4267248454862032,0.15646,0.0033397,265.93,1.0810162601626017
1.4425739632250398,0.157708,0.00418619,265.84,1.080650406504065
1.4585991447184923,0.160281,0.00438366,265.75,1.0802845528455285
1.474802345813327,0.162103,0.00411951,265.7,1.0800813008130081
1.491185544083308,0.162904,0.00385338,265.76,1.0803252032520325
1.5077507390705542,0.164928,0.0033534,265.87,1.0807723577235773
1.5244999525295826,0.167637,0.00349091,266.05,1.0815040650406504
