freq,fwhm,norm,fit_stat,redchi
1.0471285480508996,0.115169,2.3825e-05,308.79,1.2552439024390245
1.0587608285836607,0.116427,2.24585e-05,312.76,1.271382113821138
1.070522329115862,0.117735,2.13836e-05,315.51,1.282560975609756
1.0824144851190958,0.119066,2.14191e-05,317.14,1.2891869918699186
1.0944387480112365,0.120387,2.09835e-05,317.82,1.2919512195121952
1.1065965853335857,0.121704,2.09547e-05,318.13,1.2932113821138211
1.1188894809299823,0.123069,2.1492e-05,318.4,1.2943089430894308
1.1313189351279025,0.124428,2.00845e-05,318.69,1.2954878048780487
1.1438864649215728,0.125824,2.18335e-05,319.43,1.2984959349593497
1.1565936041571172,0.127183,1.97778e-05,320.19,1.3015853658536585
1.1694419037197599,0.128545,1.76294e-05,321.34,1.306260162601626
1.1824329317231081,0.130066,1.59831e-05,322.69,1.3117479674796748
1.1955682737005384,0.131511,1.36982e-05,324.06,1.3173170731707318
1.2088495327987077,0.132955,1.23277e-05,325.4,1.3227642276422764
1.2222783299732152,0.134401,1.10632e-05,326.57,1.327520325203252
1.2358563041864368,0.135881,9.74218e-06,327.43,1.3310162601626017
1.2495851126075586,0.1374,8.89076e-06,327.96,1.333170731707317
1.2634664308148307,0.13891,8.65656e-06,328.19,1.3341056910569105
1.2775019530000689,0.140514,8.98149e-06,328.2,1.3341463414634145
1.2916933921754286,0.142064,9.39578e-06,328.04,1.3334959349593496
1.3060424803824748,0.143661,9.61335e-06,327.79,1.332479674796748
1.3205509689035746,0.145131,1.00364e-05,327.55,1.3315040650406504
1.3352206284756383,0.146747,1.05118e-05,327.34,1.330650406504065
1.3500532495062354,0.148448,1.09364e-05,327.16,1.329918699186992
1.3650506422921107,0.149873,1.12373e-05,326.97,1.3291463414634148
1.3802146372401272,0.151742,1.26235e-05,326.73,1.3281707317073173
1.3955470850906657,0.153453,1.33231e-05,326.35,1.3266260162601626
1.4110498571435033,0.154608,1.43452e-05,325.92,1.3248780487804879
1.4267248454862032,0.15689,1.47385e-05,325.55,1.3233739837398375
1.4425739632250398,0.158625,1.46376e-05,325.44,1.3229268292682927
1.4585991447184923,0.160213,1.51227e-05,325.61,1.323617886178862
1.474802345813327,0.162199,1.41226e-05,325.89,1.3247560975609756
1.491185544083308,0.163847,1.36554e-05,326.16,1.3258536585365854
