freq,fwhm,norm,fit_stat,redchi
1.0471285480508996,0.104713,0.0,214.33,1.1585405405405407
1.0587608285836607,0.105876,0.0,214.33,1.1585405405405407
1.070522329115862,0.107052,0.0,214.33,1.1585405405405407
1.0824144851190958,0.108241,0.0,214.33,1.1585405405405407
1.0944387480112365,0.109444,0.0,214.33,1.1585405405405407
1.1065965853335857,0.11066,0.0,214.33,1.1585405405405407
1.1188894809299823,0.111889,0.0,214.33,1.1585405405405407
1.1313189351279025,0.113132,0.0,214.33,1.1585405405405407
1.1438864649215728,0.114389,0.0,214.33,1.1585405405405407
1.1565936041571172,0.115659,0.0,214.33,1.1585405405405407
1.1694419037197599,0.116944,0.0,214.33,1.1585405405405407
1.1824329317231081,0.118243,0.0,214.33,1.1585405405405407
1.1955682737005384,0.108473,9.81952e-08,214.33,1.1585405405405407
1.2088495327987077,0.114438,2.30268e-06,214.33,1.1585405405405407
1.2222783299732152,0.122228,0.0,214.33,1.1585405405405407
1.2358563041864368,0.123586,0.0,214.33,1.1585405405405407
1.2495851126075586,0.124959,0.0,214.33,1.1585405405405407
1.2634664308148307,0.126347,0.0,214.33,1.1585405405405407
1.2775019530000689,0.12775,0.0,214.33,1.1585405405405407
1.2916933921754286,0.129169,0.0,214.33,1.1585405405405407
1.3060424803824748,0.130604,0.0,214.33,1.1585405405405407
1.3205509689035746,0.132055,0.0,214.33,1.1585405405405407
1.3352206284756383,0.133522,0.0,214.33,1.1585405405405407
1.3500532495062354,0.135005,0.0,214.33,1.1585405405405407
1.3650506422921107,0.136505,0.0,214.33,1.1585405405405407
1.3802146372401272,0.138021,0.0,214.33,1.1585405405405407
1.3955470850906657,0.139555,0.0,214.33,1.1585405405405407
1.4110498571435033,0.141105,0.0,214.33,1.1585405405405407
1.4267248454862032,0.142672,0.0,214.33,1.1585405405405407
1.4425739632250398,0.144257,0.0,214.33,1.1585405405405407
1.4585991447184923,0.14586,0.0,214.33,1.1585405405405407
1.474802345813327,0.14748,0.0,214.33,1.1585405405405407
1.491185544083308,0.149119,0.0,214.33,1.1585405405405407
1.5077507390705542,0.150775,0.0,214.33,1.1585405405405407
1.5244999525295826,0.15245,0.0,214.33,1.1585405405405407
1.5414352286740576,0.154144,0.0,214.33,1.1585405405405407
1.5585586344262863,0.155856,0.0,214.33,1.1585405405405407
1.5758722596694812,0.157587,0.0,214.33,1.1585405405405407
1.593378217502827,0.159338,0.0,214.33,1.1585405405405407
1.6110786444993823,0.161108,0.0,214.33,1.1585405405405407
1.6289757009668435,0.162898,0.0,214.33,1.1585405405405407
1.6470715712112072,0.164707,0.0,214.33,1.1585405405405407
1.6653684638033603,0.166537,0.0,214.33,1.1585405405405407
1.6838686118486341,0.168387,0.0,214.33,1.1585405405405407
1.70257427325935,0.170257,0.0,214.33,1.1585405405405407
1.7214877310303935,0.172149,0.0,214.33,1.1585405405405407
1.7406112935178513,0.174061,0.0,214.33,1.1585405405405407
1.7599472947207409,0.175995,0.0,214.33,1.1585405405405407
1.779498094565872,0.17795,0.0,214.33,1.1585405405405407
1.7992660791958721,0.179927,0.0,214.33,1.1585405405405407
1.81925366126041,0.181925,0.0,214.33,1.1585405405405407
1.839463280210657,0.183946,0.0,214.33,1.1585405405405407
1.8598974025970172,0.18599,0.0,214.33,1.1585405405405407
1.8805585223701655,0.188056,0.0,214.33,1.1585405405405407
1.901449161185431,0.190145,0.0,214.33,1.1585405405405407
1.9225718687105604,0.192257,0.0,214.33,1.1585405405405407
1.9439292229369007,0.194393,0.0,214.33,1.1585405405405407
1.9655238304940383,0.196552,0.0,214.33,1.1585405405405407
1.9873583269679354,0.198736,0.0,214.33,1.1585405405405407
2.0094353772225966,0.200944,0.0,214.33,1.1585405405405407
2.031757675725313,0.203176,0.0,214.33,1.1585405405405407
2.0543279468755165,0.205433,0.0,214.33,1.1585405405405407
2.077148945337289,0.207715,0.0,214.33,1.1585405405405407
2.100223456375563,0.210022,0.0,214.33,1.1585405405405407
2.123554296196061,0.212355,0.0,214.33,1.1585405405405407
2.147144312289006,0.214714,0.0,214.33,1.1585405405405407
2.1709963837766555,0.2171,0.0,214.33,1.1585405405405407
2.1951134217646913,0.219511,0.0,214.33,1.1585405405405407
2.219498369697517,0.22195,0.0,214.33,1.1585405405405407
2.244154203717499,0.224415,0.0,214.33,1.1585405405405407
2.269083933028201,0.226908,0.0,214.33,1.1585405405405407
2.2942906002616517,0.229429,0.0,214.33,1.1585405405405407
2.3197772818496922,0.231978,0.0,214.33,1.1585405405405407
2.3455470883994516,0.234555,0.0,214.33,1.1585405405405407
2.371603165072989,0.23716,0.0,214.33,1.1585405405405407
2.397948691971156,0.239795,0.0,214.33,1.1585405405405407
2.424586884521724,0.242459,0.0,214.33,1.1585405405405407
2.45152099387182,0.245152,0.0,214.33,1.1585405405405407
2.478754307284725,0.247875,0.0,214.33,1.1585405405405407
2.50629014854108,0.250629,0.0,214.33,1.1585405405405407
2.5341318783445423,0.253413,0.0,214.33,1.1585405405405407
2.5622828947319634,0.256228,0.0,214.33,1.1585405405405407
2.5907466334881044,0.259075,0.0,214.33,1.1585405405405407
2.6195265685649725,0.261953,0.0,214.33,1.1585405405405407
2.648626212505812,0.264863,0.0,214.33,1.1585405405405407
2.678049116873801,0.267805,0.0,214.33,1.1585405405405407
2.7077988726855153,0.27078,0.0,214.33,1.1585405405405407
2.737879110849208,0.273788,0.0,214.33,1.1585405405405407
2.7682935026079525,0.276829,0.0,214.33,1.1585405405405407
2.7990457599877123,0.279905,0.0,214.33,1.1585405405405407
2.8301396362503914,0.283014,0.0,214.33,1.1585405405405407
2.8615789263519074,0.286158,0.0,214.33,1.1585405405405407
2.8933674674053647,0.289337,0.0,214.33,1.1585405405405407
2.9255091391493653,0.275344,3.89202e-06,214.33,1.1585405405405407
2.9580078644215257,0.28003,0.000139707,214.3,1.1583783783783785
2.9908676096372515,0.274909,0.000182805,214.25,1.1581081081081082
3.024092385273832,0.286372,0.000299471,214.17,1.1576756756756756
3.057686246359914,0.275482,0.000424291,214.06,1.157081081081081
3.0916532929704084,0.29234,0.000543316,213.94,1.1564324324324324
3.1259976707269,0.283777,0.000679433,213.78,1.1555675675675676
3.1607235713036137,0.285655,0.000848062,213.61,1.1546486486486487
3.195835232938998,0.293564,0.000933181,213.51,1.1541081081081082
3.2313369409529997,0.292763,0.00103141,213.43,1.1536756756756756
3.267233028270078,0.294335,0.00104519,213.42,1.1536216216216215
3.3035278759480278,0.297931,0.00104026,213.46,1.1538378378378378
3.3402259137126866,0.304908,0.000949683,213.58,1.1544864864864866
3.377331620498571,0.304617,0.000875576,213.72,1.1552432432432433
3.4148495249955215,0.367966,0.000804828,213.88,1.1561081081081082
3.452784206201428,0.377688,0.000666062,213.99,1.1567027027027028
3.4911402939810827,0.380939,0.000575301,214.07,1.157135135135135
3.52992246963125,0.371224,0.00051613,214.14,1.1575135135135135
3.5691354664520105,0.390737,0.000488614,214.17,1.1576756756756756
3.608784070324455,0.38669,0.000494089,214.22,1.157945945945946
3.6488731202947875,0.393536,0.000474442,214.23,1.158
3.6894075091649277,0.394849,0.000457909,214.24,1.158054054054054
3.73039218408967,0.396734,0.000486467,214.22,1.157945945945946
3.771832147180468,0.400289,0.000576541,214.18,1.1577297297297298
3.8137324561159454,0.405958,0.000743242,214.09,1.1572432432432433
3.856098224759168,0.411488,0.000972876,213.92,1.1563243243243242
3.898934623781784,0.428082,0.00116022,213.6,1.1545945945945946
3.9422468812951004,0.432979,0.00140275,213.19,1.1523783783783783
3.9860402834881605,0.438372,0.00172443,212.61,1.1492432432432433
4.030320175272916,0.437042,0.00225972,211.84,1.1450810810810812
4.075091960936564,0.447136,0.00257569,210.66,1.1387027027027026
4.120361104801134,0.438932,0.00320633,209.26,1.131135135135135
4.166133131890395,0.375121,0.00305937,207.6,1.122162162162162
4.21241362860418,0.380301,0.00356664,206.04,1.1137297297297297
4.259208243400194,0.385077,0.00371232,204.97,1.107945945945946
4.3065226874833975,0.387663,0.00372463,204.4,1.104864864864865
4.354362735503053,0.391954,0.00361208,204.44,1.1050810810810812
4.402734226257512,0.398877,0.00352227,205.06,1.1084324324324324
4.451643063406824,0.484926,0.00374903,205.82,1.1125405405405404
4.501095216193276,0.494564,0.00346875,206.35,1.1154054054054054
4.551096720169926,0.496986,0.00352364,206.82,1.117945945945946
4.601653677937228,0.452426,0.00328522,207.24,1.1202162162162164
4.652772259887852,0.421811,0.00296908,207.79,1.1231891891891892
4.704458704959767,0.424089,0.00286271,208.74,1.1283243243243244
4.756719321397685,0.462066,0.0027775,210.07,1.1355135135135135
4.809560487522986,0.528728,0.00241487,211.28,1.142054054054054
4.862988652512174,0.534591,0.002024,212.26,1.1473513513513514
4.917010337183984,0.540579,0.00185296,212.95,1.151081081081081
4.971632134795246,0.546846,0.00161207,213.31,1.153027027027027
5.026860711845576,0.55251,0.00132296,213.44,1.1537297297297298
5.082702808891011,0.556817,0.00121655,213.53,1.1542162162162162
5.139165241366684,0.462664,0.00100809,213.57,1.1544324324324324
5.196254900418639,0.468814,0.000922402,213.66,1.1549189189189188
5.2539787537448746,0.474569,0.000697638,213.91,1.1562702702702703
5.312343846445754,0.484544,0.000369928,214.2,1.1578378378378378
5.371357301883837,0.501164,6.87215e-05,214.33,1.1585405405405407
5.431026322553275,0.543103,0.0,214.33,1.1585405405405407
5.491358190958871,0.549136,0.0,214.33,1.1585405405405407
5.5523602705048924,0.555236,0.0,214.33,1.1585405405405407
5.614040006393758,0.561404,0.0,214.33,1.1585405405405407
5.676404926534721,0.56764,0.0,214.33,1.1585405405405407
5.739462642462633,0.573946,0.0,214.33,1.1585405405405407
5.803220850266918,0.580322,0.0,214.33,1.1585405405405407
5.867687331530871,0.586769,0.0,214.33,1.1585405405405407
5.932869954281387,0.593287,0.0,214.33,1.1585405405405407
5.9987766739492345,0.599878,0.0,214.33,1.1585405405405407
6.065415534340013,0.606542,0.0,214.33,1.1585405405405407
6.132794668615875,0.613279,0.0,214.33,1.1585405405405407
6.200922300288177,0.620092,0.0,214.33,1.1585405405405407
6.26980674422113,0.626981,0.0,214.33,1.1585405405405407
6.33945640764663,0.633946,0.0,214.33,1.1585405405405407
6.409879791190342,0.586849,7.95558e-06,214.33,1.1585405405405407
6.481085489909176,0.61297,4.32353e-05,214.32,1.1584864864864866
6.553082194340318,0.616132,9.66278e-06,214.33,1.1585405405405407
6.625878691561884,0.662588,0.0,214.33,1.1585405405405407
6.699483866265369,0.669948,0.0,214.33,1.1585405405405407
6.773906701840011,0.677391,0.0,214.33,1.1585405405405407
6.849156281469203,0.684916,0.0,214.33,1.1585405405405407
6.925241789239067,0.689921,8.00368e-06,214.33,1.1585405405405407
7.0021725112593725,0.630431,0.00023002,214.29,1.1583243243243242
7.079957836796883,0.637516,0.00046253,214.17,1.1576756756756756
7.158607259421295,0.644295,0.000654172,214.03,1.1569189189189188
7.238130378163925,0.65394,0.000756552,213.95,1.1564864864864863
7.318536898689247,0.659834,0.000741047,213.96,1.1565405405405407
7.399836634479451,0.6661,0.00060759,214.07,1.157135135135135
7.482039508032168,0.682728,0.00037844,214.22,1.157945945945946
7.565155552071494,0.701579,4.04384e-05,214.33,1.1585405405405407
7.649194910772461,0.764919,0.0,214.33,1.1585405405405407
7.734167840999122,0.773417,0.0,214.33,1.1585405405405407
7.820084713556388,0.782008,0.0,214.33,1.1585405405405407
7.906956014455753,0.790696,0.0,214.33,1.1585405405405407
7.994792346195112,0.799479,0.0,214.33,1.1585405405405407
8.083604429052771,0.80836,0.0,214.33,1.1585405405405407
8.173403102395827,0.81734,0.0,214.33,1.1585405405405407
8.264199326003121,0.82642,0.0,214.33,1.1585405405405407
8.356004181402835,0.8356,0.0,214.33,1.1585405405405407
8.448828873224988,0.844883,0.0,214.33,1.1585405405405407
8.542684730568942,0.854268,0.0,214.33,1.1585405405405407
8.637583208386094,0.863758,0.0,214.33,1.1585405405405407
8.733535888877936,0.873354,0.0,214.33,1.1585405405405407
8.830554482909648,0.883055,0.0,214.33,1.1585405405405407
8.928650831439386,0.892865,0.0,214.33,1.1585405405405407
9.027836906963444,0.902784,0.0,214.33,1.1585405405405407
9.128124814977493,0.912812,0.0,214.33,1.1585405405405407
9.229526795454028,0.922953,0.0,214.33,1.1585405405405407
9.332055224336228,0.933206,0.0,214.33,1.1585405405405407
9.435722615048434,0.943572,0.0,214.33,1.1585405405405407
9.54054162002339,0.954054,0.0,214.33,1.1585405405405407
9.646525032246434,0.964653,0.0,214.33,1.1585405405405407
9.753685786816883,0.975369,0.0,214.33,1.1585405405405407
9.862036962526732,0.986204,0.0,214.33,1.1585405405405407
