observation_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1050360106_2,29322.397627126764,424400.70543389174,1283466.653409584,1039429.9554250904,772278.3228985778,629643.5058015441,474386.01477537234,341059.89533774386,238452.47817615294,167983.0400474681,118615.98004624208,84076.91633809877,60459.59178291656,39466.08147143153,26585.7204182458,18175.931331100644,12376.972252720037,7941.357842267351,5188.700036546207
1050360106_3,31247.621501001307,452295.9114095642,1359763.47831658,1101872.4620459853,818093.7557699098,668805.7793394155,505860.26594689104,363104.89331451553,256060.0892427735,180589.53686193874,128582.41922388822,91716.15913505547,65167.217797104684,42764.582019703,29116.034879413324,20020.333016161145,13559.64779196665,8876.949534232603,5781.454248243313
1050360106_4,29740.73979072186,430603.4824737124,1298674.309721038,1053206.3331550783,782116.7332309916,640422.7236866814,483432.84870862856,348214.16211109585,246820.37318325666,173854.88006155417,123134.01401800748,88159.47934202962,62475.929403198956,41156.20577232315,28093.692507174692,19134.31462153609,12912.690892478915,8505.91550435879,5641.311738917149
1050360106_5,29309.25310412241,424805.3819677344,1278922.8031416775,1035409.4946189389,768391.0520551928,629722.4473590155,476611.96389264654,345400.5185365516,243213.6637595425,172292.74239032867,121881.50624603468,87398.38689738684,61867.65425717169,40914.49478272104,27957.85522210641,19028.441278852104,13143.418129673759,8560.850884522668,5630.325100461356
1050360106_6,31945.87151989189,454786.66902877553,1373065.162182814,1111221.2887469917,824274.8045561699,673489.3320667447,507408.1579143807,365544.5953872989,256515.89899122494,180672.67221885704,127718.55950684563,90983.10466077396,65456.97287755723,42999.37080821419,28940.270638041013,20214.13926421275,13408.835572604237,8845.995815776456,5728.521454773935
1050360106_7,5358.317926317083,75801.92715074398,230205.09543189983,188164.741886948,139158.3764344509,113727.21963441746,84883.0645555197,61031.797270084186,42732.4861607122,30037.761110668172,20907.96588928951,14905.180147149633,10457.458502973535,6974.949057533579,4586.743977327393,3132.967579230986,2093.279130592367,1459.734498088605,872.8616488570639
1050360106_8,11520.631457468433,164458.55904400686,502068.4809856788,409677.1632469519,304433.5335154409,247703.54400424878,185553.1362662256,132321.79846084025,93758.88188128162,65029.07045208862,45553.24262309782,32524.502894721827,23353.250944542986,15200.694733205879,10145.093179971767,7112.9283682726,4599.082327804061,3087.983756293234,2037.3914776834633
1050360106_9,9010.766989550637,127619.50581807928,388189.89622117934,317292.7155247459,236324.26757974186,191824.08347143946,143999.00700175908,102560.83068358465,72157.83170856419,50528.605299012925,35460.539646909914,25387.280848557133,17800.4719532774,11684.4225721502,7996.072375521231,5340.340740961439,3714.2403437975336,2405.7921368940592,1564.3623539157975
1050360107_0,35492.239145802276,505148.8647445315,1550737.0650989967,1268524.1708447111,944555.2310763645,769680.0654362419,574709.9776917304,410250.84981403773,286582.8755748297,199321.09086046336,140596.53273534004,99648.55919575247,70234.3397837809,46280.849029960955,31230.133935571273,21130.732533966937,14347.522671609599,9456.140151220277,6014.093149941618
1050360107_1,36472.629636641774,519242.03145766363,1597207.3114135205,1311135.7980921736,976654.1956176297,793820.5810774382,595362.6889238288,424796.1600101807,294859.5451870195,205055.40868836382,145085.43174459707,102741.46188217393,73612.50242925869,47375.26294123575,32237.433556799486,21987.060403181207,14722.300712451744,9628.079012641454,6115.063773772277
1050360108_4,2980.8201703326936,42163.78501259826,132477.61397914015,110564.10514187108,82863.25565675096,67724.78572661402,50058.477878656144,34766.387880276096,24085.85416127101,16409.774469251406,11443.710340084648,7883.860681758687,5445.634470412882,3596.2851873323416,2434.2872352370064,1654.369965695053,1089.1268940825767,730.6800681819818,415.5619794781621
1050360108_8,12495.562581745386,175759.95263007656,540720.0610882026,448399.37706618285,333454.15170297254,271183.6017142618,202655.30587121603,143710.92716622673,99487.1980641181,69455.99670138746,48116.88404683582,34049.909807083066,24078.371150342544,15787.85434969489,10727.849023530369,7327.939970187844,4815.873521337755,3246.4547760228443,2129.4272118971203
1050360108_9,5116.364274020858,72296.40858753542,223877.62409657892,185139.01250322215,137636.1482319448,111907.5784291748,83295.6002332163,59232.82344989495,41312.658425790505,28913.40740900159,20060.907362788756,14101.731144404,10010.622812115227,6502.542036633485,4461.945587808887,2981.571196120294,1982.0953844511037,1334.617502486836,829.921879332453
1050360109_10,43367.79453891398,596025.0015728052,1882256.973368946,1580400.4227119135,1188399.229525459,965104.7301805366,716419.6247003895,504164.3456153612,345797.6814635161,237974.50478825037,164481.58511013963,114533.40846190773,80649.63458601345,52436.29623449645,35347.079854970005,23878.356816234682,15980.49990391277,10339.030846015445,6619.337012515153
1050360109_2,3443.391239801196,47004.85129777817,152920.65037694917,131029.11327860209,99765.76049183731,81161.99226032555,59919.53835048793,41976.67272821722,28268.114583036135,19270.580551118535,12914.687052709749,8908.888376430725,6183.526946073201,3990.0394486369128,2614.0618851351187,1779.8077718308814,1169.1377006990904,814.5550787515989,442.2433257067326
1050360109_3,8546.464092787624,114875.40893090527,372074.2893790872,317789.3357664682,240984.4492693537,196507.06009065572,145593.98469510974,101118.58306620075,68397.55088955826,46384.44320126306,31574.21594837772,21920.686623105743,14870.847521450463,9695.267870841402,6406.866744907188,4387.516159262483,2866.046795767385,1732.1496411312592,1159.7353018933902
1050360109_5,10451.82002291138,141254.28311402164,453623.9130591177,384855.8125028503,292350.48947094096,238054.75198495144,175424.42179720761,122068.90039133719,83288.22063378939,56345.30904688408,38545.874471930765,26793.670939267347,18430.22504563641,12047.700014986567,7920.69863897168,5364.703813758988,3568.841353848941,2330.143978453922,1472.5077233611464
1050360109_8,3671.6096906074995,51480.44519457484,164824.9988747281,139037.93194214551,105246.89395155317,85179.76690764194,63058.392486471705,44383.77494649222,30463.610889837677,20509.929287016967,14273.22241530012,9877.744469815936,6956.630340463417,4375.754014833596,3000.009851954879,2067.0679321819284,1367.8545906184804,805.7225670766392,543.3942894237799
1050360110_0,44013.862768071675,606849.9351879221,1921335.7080915486,1615033.5833047263,1219321.3391074613,989926.8596526079,731986.5459971711,514944.714695109,353578.19737675984,242032.79570594622,167471.42437016917,116183.01349044732,81585.21073178474,52729.73628479001,35459.801251090714,24052.05526960549,15867.564369308673,10420.892550988128,6546.394112831992
1050360110_3,19525.154317223118,256118.98109327993,836787.2007388234,723241.2254615292,552989.0578143777,451162.1629046585,332635.45385310595,230291.14484634102,154772.61334112525,104002.2273947936,70924.61212335393,47930.091606287264,32739.651150248003,21121.262158013225,14212.438087635068,9227.716536135675,5990.638360591969,3981.795575337714,2531.2416038513916
1050360110_4,32238.46734773404,422808.11311293964,1391161.88083596,1201156.644721859,921560.6289964615,751525.8952104037,552518.5619103459,381608.4717397572,257489.52404399498,172244.5844535053,116237.74585738617,79698.35415281798,54059.49503144442,34791.673313104606,23111.60442852044,15359.160826865582,10270.715161713468,6595.615722896268,4256.008692861636
1050360110_5,12090.800344170431,155219.81480096508,516253.7988171726,451615.0174132333,348867.5850849406,285863.12576783565,210065.59502116463,144184.4105213907,95686.92218078772,63608.253295625036,42318.29856372214,28570.297612938146,19432.815756784326,12253.93413737849,7972.666783918224,5302.8429975131685,3504.3923992194514,2198.327335303715,1479.1460396364816
1050360110_6,43643.063594544365,558928.3718697298,1866379.0193128067,1635838.0406598651,1266026.2826521175,1039232.7282160311,761903.3658824551,524976.8881975944,347714.6362600753,231884.97891829957,154835.62046654196,103627.81243637328,70675.84159159524,44975.08168814558,29409.24206209653,19249.358926869827,12470.445255611434,8229.754968111894,5141.350197865584
1050360111_2,41418.34737825229,487393.9134373807,1720458.8056521292,1577426.3282159327,1263345.9269253723,1054600.4103862697,777044.8853735595,529195.5145179691,343588.94025741296,220364.890504201,141521.41987021474,90516.73965097558,58472.13907569554,35726.43106465021,22436.310490930184,14015.707661215862,9104.271543517132,5531.22921444551,3410.3591168820476
1050360111_3,8392.898780131602,102803.59653377728,354413.1893495738,319862.5878542221,251597.70205011035,207539.4424915518,152447.54327339868,103925.29209683619,67932.93526204041,44024.56905578122,28388.21217851125,18569.412413183734,12366.396313582338,7687.380016087482,4858.36867992742,3253.1153122989435,1959.0036467910484,1297.0843569294295,801.6357866737268
1050360111_6,13853.449593107936,168981.65974649249,593025.6796287202,538188.569748645,427412.6761099928,353972.39089890127,258996.76766031203,175916.836012331,113951.65750862901,73202.64978062052,46944.43185882424,30232.39706653556,19871.89001420047,12360.02525600551,7758.4488032025565,4948.583838720892,3183.7181940093024,1927.9292873779004,1169.2856327779325
1050360112_1,54236.414635206376,643535.0941403568,2275565.0149316886,2088620.673619531,1669066.525442811,1395003.8385547712,1030593.7229904548,702246.6944453103,458467.8945192137,295228.45793384546,191237.80369053996,122674.20494663175,79258.31398457348,48839.6322735412,30751.17542545124,19557.22037334611,12436.063702967569,7915.946450190837,4774.729556611073
1050360112_3,67560.22954083103,823662.4761591246,2864693.567423839,2590845.9078520006,2042448.4177833195,1687347.69622276,1237892.3820571715,841271.6844205802,549281.4463540686,355544.19793424563,230256.12944394877,150682.08498713435,98803.33983115028,61686.16523081288,39544.30880767359,25075.392705833277,16231.834569308769,10281.859889020026,6294.567808490791
1050360113_0,67373.635292326,825027.135602953,2869248.0868534218,2590158.8480336345,2042001.5656394574,1686137.7656178751,1237527.219288431,839286.3385655083,548200.2318006903,355703.9882764149,230367.63183530426,150335.9075023181,98952.43613739115,61629.401876967655,39397.59047737694,25622.816867360074,16445.627401125934,10324.837561217053,6191.7063018268855
1050360113_1,69688.92985081264,844137.0031043275,2951524.4485322856,2685205.261529386,2129168.1076656943,1758769.9971934713,1289144.3195982832,871140.5894382347,565249.437080175,361973.91046703805,232480.55198088704,149879.64282404812,96459.78692206791,59409.88761067056,37371.52515935437,23882.21746786484,15171.350946022545,9625.802163856692,5917.116531979563
1050360113_2,71954.07749272756,871765.4612193613,3050044.406176925,2771867.1218016176,2192439.8222496733,1813717.012853293,1328458.4984879836,899912.4148212767,585317.5932242,374991.05813988554,241378.1815807387,156568.74041802107,100936.0803586764,62434.91542784758,39399.14254849167,25375.109453957066,16058.716528549347,10133.462659832874,6268.862656787692
1050360113_4,72872.74019445418,872856.7288486836,3067904.8050968875,2795527.006822783,2220303.2213092893,1837142.996062398,1344413.9572444432,908229.3143592133,587427.8419268917,374270.382221909,239032.89606028365,153129.04439347834,99393.4393131415,60736.60617720243,37813.79633671599,24406.115109261653,15310.507178307387,9420.237030181172,5887.273571825661
1050360113_7,72953.65281103265,868519.7442806606,3073197.9707077155,2821086.000480233,2243456.923020326,1844856.3113281773,1334465.416419233,881330.108853432,553038.171774367,340698.76268205844,208470.8288201571,126452.53207166641,77325.65793657025,44519.13832424285,26016.277244631572,15361.45004012858,9016.698713326008,5315.9267256365365,3037.529720530009
1050360114_1,74753.66369714939,890711.024405079,3144853.07914392,2877594.022823942,2275812.895818917,1870056.2383265623,1347874.3730864192,891555.0834376977,558901.9292615618,343349.2300593096,209851.0554647518,126733.715696458,77062.09023487954,44632.243426594185,25996.019318229122,15472.750787295641,9216.725081625364,5334.053531579001,2993.662628116529
1050360114_2,74343.12137477504,887433.6780310882,3131355.126827023,2862648.6840712293,2266431.354476484,1860857.4932006614,1338954.3172742468,884252.2247542944,553921.4815258967,341592.18883046176,207669.4875035217,125928.61323457549,77219.9142906828,43960.991746215695,26245.74092551278,15726.46794029584,9288.644904523058,5399.980035901887,3164.472207498553
1050360115_10,50473.342161289984,606438.8783623927,2140338.2731424314,1958029.220189802,1545790.1574175816,1269549.071552227,914952.7519908509,602827.7206411507,377709.92542382336,230917.41235934966,141734.695808236,85676.38923095838,52538.00187031081,30249.061829745107,17807.19079791847,10608.836589968694,6335.749764722505,3683.0414248442044,2013.7420856358797
1050360115_12,56518.92933319509,683508.5763312611,2413598.937332541,2210176.725845218,1744759.3198688538,1435076.5283968435,1035563.5891530147,686749.9269428432,432513.6031414156,269216.83577769244,165316.86973193957,102403.11312931373,63157.40711070535,36815.19234374976,22314.99141005142,13686.36829400657,8062.435255056842,4688.275145218215,2834.9335755643265
1050360115_14,54761.200187518094,655410.9766257317,2311344.41789228,2113127.505381572,1667358.3752151942,1368854.2671966958,988311.7045238803,654909.7253722602,413018.0522503155,256397.005709952,157688.45209805458,96936.20107223245,60127.184721692414,35238.36252243132,21260.242408194943,12685.05164163576,7564.700191831904,4585.150908248695,2634.0653519076777
1050360115_15,29305.57736615558,351498.39664258645,1237682.2229645893,1131262.898479977,896037.4490107761,739759.6513381668,541221.2704953478,363426.2562701969,233355.64453635522,147663.73100065067,93459.33253407067,59246.38979483,37122.85782939761,22354.889162456522,13703.925006489604,8533.291098859812,4999.110468456731,3185.1503762718526,1963.5444868125478
1050360115_16,12415.954135483858,149213.0034204941,525437.1781844397,480587.93423917185,380914.55801381514,314618.31063390773,230362.29667745065,154088.18041839913,98997.7861787752,62710.6525591535,39409.750555512386,24606.380417182423,15872.39203556775,9427.461694135101,5697.807231095458,3673.024120899722,2200.635225261803,1277.6599998585457,835.5459252574158
1050360115_17,24459.162188235503,294355.1528413698,1039428.6762947036,949113.1700793504,752435.1930508199,622208.5934571653,454211.82470608654,305407.62429635524,196319.16291329951,124801.52951253954,78305.2004138767,49172.484374759515,31505.872729018913,18866.64552001262,11397.331687957334,7165.318539984721,4347.631029546996,2700.0762171120614,1613.6668126631325
1050360115_18,13918.651833290302,163319.73681050853,575367.8993541242,526719.7209301621,417907.49644158105,346840.9537941685,252034.86355879984,169612.5063344517,109324.19546880707,69296.01776239795,43616.94516003227,28102.733281571564,17500.460458056026,10631.102257353507,6441.887285173998,4013.256013927072,2548.919598639835,1500.1246779826486,968.2713295925115
1050360115_19,24217.78111324333,290197.7842756186,1019661.270202669,935596.6678610197,741884.3174502746,613626.7493512366,448721.59906717046,301317.0346410695,193202.08275930557,122327.69988406691,77418.16685834795,48440.54530902024,31130.313203838217,18070.65049980774,11374.38419117062,6885.6234449135045,4225.653988483609,2551.3382571976513,1579.6371631477646
1050360115_2,63920.56235055007,766310.6974831606,2706216.8217930724,2473647.7635612665,1956480.748198944,1604737.3877599537,1158263.200631016,763747.0038507705,477885.67607554194,293123.96123636625,178901.2729868715,108380.22321268836,66460.28689560966,37909.10903711044,22250.304026497277,13130.06629724672,7794.946942269009,4632.026126616741,2626.6124866326063
1050360115_20,12633.067234715332,151082.14469880323,533135.3084292257,489315.5052581769,386016.45945981913,317192.8206592898,229120.02380878993,151859.10565653403,96189.15754577234,59836.92286360448,36748.66361072874,22660.036525533036,14073.723742016728,8179.948292836124,5002.555527077601,2964.771736405077,1904.6472582736367,1063.1051467672357,636.8695318484096
1050360115_21,64004.58296396116,767432.7870479422,2700577.729833809,2469129.1440300886,1948762.0770087468,1601264.1118294462,1157549.538995353,770404.0075066662,487722.59242845065,304155.0994758709,188610.07853109983,117445.60330878837,72918.24434013307,43052.23539973588,25778.208826932583,15855.830589143452,9677.689494129509,5604.870324154261,3456.6030277793834
1050360115_4,50389.141057886416,602273.6327299254,2129307.6071986384,1950177.1658784754,1545189.1204929969,1267197.2450288304,914218.676252375,604343.2295244453,379728.58156582405,233267.419506186,142794.1919553106,86961.00298593554,52925.96954552491,30376.050202632196,17798.73210453319,10872.122089879202,6271.686957632796,3879.6204261956455,2207.3702424906255
1050360115_6,39504.63596856247,476836.8330384766,1680357.587760112,1534516.6545339127,1212291.4684793768,996561.248869812,718840.2750639936,477107.26920053683,299899.7328530132,185027.2329006763,113830.67208078367,70064.92020079165,42943.46628022201,25008.85851436441,14734.280194908044,8777.699193661441,5339.866801419097,3028.6854311917314,1824.196694635415
1050360116_1,65188.80037937943,787903.6682296678,2762825.9867540314,2521342.076405677,1997217.8890228984,1648648.7221166699,1200726.7856301072,806273.068964742,516390.7016339921,326824.9181348449,206324.16621629638,129855.24339770821,82509.4913073728,48979.7418468916,30088.98252201175,18518.217650554994,11505.844740542234,7024.358164950828,4140.905581101398
1050360116_2,67738.30757215599,816424.4443969624,2863352.06697941,2613711.4483036776,2068984.3477791615,1709696.3452042833,1252242.2817450778,843237.5036690622,543206.9114311229,343878.3591235855,217683.68697855165,139062.34368917462,88026.13994074936,52668.259581936596,32613.149985196444,20391.70862727461,12624.960670491337,7668.864559179783,4685.4185526325045
1050360116_3,65358.69557084573,784940.5651462509,2767305.887472542,2523944.898417204,1988164.1974081893,1634611.5977499278,1181779.9794875064,785585.7723978709,496723.6892836227,308593.83924893296,191391.842114862,119294.42622407715,73850.26221678058,43251.85763375776,25998.056903514942,16083.238967241688,9711.068277866916,5921.724140643108,3576.605523299539
1050360116_4,58904.851054396175,703926.2518027946,2481085.987591149,2264056.9727410176,1789572.635435832,1465979.4263554488,1055955.2869058598,702229.5891719768,442352.6028677557,273383.3795248278,169269.8092475047,103451.48238783976,64532.09880287076,37546.27521688514,22112.537159622527,13502.398723535931,8241.64608130627,4928.210761086445,2761.1961001831855
1050360116_6,5306.190122625705,65377.308316214476,230467.42971873205,211046.22196307412,165179.8062652885,136229.3354532287,98196.05480273678,64674.61263318474,41137.756669487295,25438.963492796192,15624.87708100073,9572.627165873602,5833.458271883645,3434.6345797456506,1982.922460386872,1307.8221197482003,735.2187651335023,471.09191653326286,274.96787596815966
1050360116_7,66695.22864760287,800128.0038323456,2820070.74927078,2573501.3574866597,2030682.7387541118,1667753.2650142834,1200568.0503391773,790705.4150719903,498537.2457528624,306297.0585075937,187674.71626545273,114500.33420589051,70453.67697336256,40661.75652139333,23965.975970397012,14474.470671514628,8658.514094076752,5148.7645812626215,2970.4026895586876
1050360116_8,66453.61833171961,801889.0425975604,2824851.0868400508,2579578.76591989,2035855.4485026312,1666471.2521332833,1198586.2014657692,789277.2976449853,494506.8491917823,303681.66952446895,184895.35233038152,111857.69798635697,69093.42524624054,39315.44441024859,22675.571842742513,13887.202171584899,7939.396580978737,4700.314543978606,2707.7247617352314
1050360117_1,61040.9422818123,733582.8757447327,2585883.5069246176,2361048.387474601,1860071.4394437347,1523930.3024352277,1095464.2533640186,721640.5386133719,453624.05330905085,278296.00329170155,169539.6417539801,103632.08224176793,63101.24011606532,36619.97139427518,21675.571592160697,12941.027307925651,7628.994258777901,4522.069119485055,2579.616726066674
1050360117_2,10901.660610090958,131903.04468067706,465324.49196032627,425150.86494566995,333818.5572190023,273858.9274760778,197109.48949730437,129231.48756367908,81550.49714555246,49881.972256991176,30488.115593834194,18772.379608069386,11404.004683372628,6594.010542958213,3927.417300202151,2347.9125164251996,1405.7691853099714,830.9525480963601,459.6547548012124
