mse,mae,fold
0.009252394728449681,0.06801445349986156,0
0.011153794283806029,0.07310926327228111,1
0.011426990074752064,0.07746558823499855,2
0.0086385202915382,0.07063778168876603,3
0.008643313618334666,0.06842374495217833,4
0.011103044845938069,0.07463375484476675,5
0.00873296587278232,0.06886774923347157,6
0.007626172819866487,0.06298753653742106,7
0.011649741240540913,0.07374481566338985,8
0.009919500038005223,0.06464038390245161,9
0.008388705853095068,0.0659092489267432,10
0.01334018788087146,0.08205439391203403,11
0.008276130556087988,0.068170068714553,12
0.012422067648587993,0.07352123143642826,13
0.00813876040939998,0.06465464528850194,14
0.006700815636133302,0.060617510860894896,15
0.012138542180486564,0.08004501353349373,16
0.010605851654422474,0.07091909789657734,17
0.010674914584392564,0.06861611820841536,18
0.012496995840962507,0.07783747252745897,19
