filename_code,MET_start,MET_end,MJD_mid,interval_time(s),ObsID(RXTE),number_PCUs,which_PCUs(string),spec_filename,spec_MJD,spec_exposure(s),PCA_crate_raw(c/s/PCU),PCA_crate_normalized(c/s/PCU),soft_color(3.6-5.0/2.2-3.6_keV),err_soft_col,hard_color(8.6-18.0/5.0-8.6_keV),err_hard_col,PDS_name,PDS_integrated_rms_(0.1_10Hz),err_PDS_rms,PDS_low_chan_PCU2_0_255,PDS_high_chan_PCU2_0_255,PDS_source_crate(c/s/PCU),sample_std_dev_PDS_source_crate(c/s/PCU),deadtime_correction,average_pointing_offset(deg)
d4090_a,353422848.4,353426223.4,53443.56176,3375,91702-01-03-00,3,23,bs.s1655_4090_a.2.pha,53443.56179,3328,2467.81,2574.32,0.799,0.005,0.189,0.005,seg4090_a_rsfft.asc,0.0255,0.0006,1,94,2643.03,116.549,1.044,0.002
d4090_b,353428467.4,353431887.4,53443.62705,3420,91702-01-03-00,4,123,bs.s1655_4090_b.2.pha,53443.62698,3408,2492.91,2601.01,0.801,0.005,0.193,0.005,seg4090_b_rsfft.asc,0.0249,0.0005,1,94,2637.407,125.753,1.046,0.002
d4090_c,353434163.4,353437476.4,53443.69236,3313,91702-01-03-00,3,23,bs.s1655_4090_c.2.pha,53443.69235,3296,2571.63,2682.58,0.803,0.005,0.192,0.005,seg4090_c_rsfft.asc,0.0246,0.0006,1,94,2755.012,132.455,1.047,0.002
d4090_d,353439811.4,353443214.4,53443.75825,3403,91702-01-03-00,3,12,bs.s1655_4090_d.2.pha,53443.75818,3392,2516.99,2626.07,0.801,0.005,0.175,0.005,seg4090_d_rsfft.asc,0.0266,0.0006,1,94,2736.798,134.16,1.046,0.002
d4091a_a,353504964.4,353505513.4,53444.49582,549,91702-01-04-01,3,23,bs.s1655_4091a_a.2.pha,53444.49596,512,2556.47,2673.3,0.822,0.005,0.128,0.005,seg4091a_a_rsfft.asc,0.0355,0.0015,1,94,2743.568,120.74,1.044,0.003
d4091b_a,353513428.4,353516842.4,53444.61036,3414,91702-01-04-00,4,234,bs.s1655_4091b_a.2.pha,53444.61041,3392,2640.46,2760.66,0.82,0.005,0.13,0.005,seg4091b_a_rsfft.asc,0.0327,0.0006,1,94,2757.611,127.098,1.047,0.002
d4091b_b,353519075.4,353520833.4,53444.66614,1758,91702-01-04-00,3,23,bs.s1655_4091b_b.2.pha,53444.66605,1744,2603.79,2723.08,0.819,0.005,0.132,0.005,seg4091b_b_rsfft.asc,0.0368,0.0009,1,94,2796.871,134.292,1.049,0.002
d4091b_c,353520925.4,353522506.4,53444.68653,1581,91702-01-04-00,2,2,bs.s1655_4091b_c.2.pha,53444.68652,1568,2625.84,2744.91,0.821,0.005,0.138,0.005,seg4091b_c_rsfft.asc,0.0353,0.001,1,94,2945.161,130.9,1.045,0.002
d4091b_d,353524771.4,353528167.4,53444.74154,3396,91702-01-04-00,2,2,bs.s1655_4091b_d.2.pha,53444.74152,3392,2684.02,2805.94,0.824,0.005,0.14,0.005,seg4091b_d_rsfft.asc,0.0369,0.0007,1,94,3011.258,145.912,1.047,0.002
d4091b_e,353530415.4,353532305.4,53444.79815,1890,91702-01-04-00,3,12,bs.s1655_4091b_e.2.pha,53444.79809,1872,2676.74,2798.45,0.82,0.005,0.133,0.005,seg4091b_e_rsfft.asc,0.0337,0.0008,1,94,2912.102,155.705,1.051,0.002
d4092_a,353610418.4,353613123.4,53445.72883,2705,91702-01-05-00,3,23,bs.s1655_4092_a.2.pha,53445.72892,2656,3018.15,3156.91,0.848,0.005,0.171,0.005,seg4092_a_rsfft.asc,0.0394,0.0007,1,94,3228.529,220.232,1.052,0.002
d4092_b,353615363.4,353618788.4,53445.79023,3425,91702-01-05-00,3,23,bs.s1655_4092_b.2.pha,53445.79022,3424,3292.7,3445.36,0.846,0.005,0.171,0.005,seg4092_b_rsfft.asc,0.0348,0.0005,1,94,3525.311,206.023,1.057,0.002
d4092_c,353621299.4,353624451.4,53445.85735,3152,91702-01-05-00,3,23,bs.s1655_4092_c.2.pha,53445.85735,3120,3292.48,3444.16,0.849,0.005,0.177,0.005,seg4092_c_rsfft.asc,0.0369,0.0006,1,94,3522.676,198.321,1.056,0.002
d4092_d,353627731.4,353630116.4,53445.92736,2385,91702-01-05-00,3,23,bs.s1655_4092_d.2.pha,53445.92735,2368,3350.69,3505.41,0.845,0.005,0.185,0.005,seg4092_d_rsfft.asc,0.0367,0.0007,1,94,3584.384,220.867,1.055,0.002
d4093a_a,353688996.4,353692418.4,53446.64245,3422,91702-01-05-01,3,23,bs.s1655_4093a_a.2.pha,53446.64244,3392,3508.11,3674.06,0.862,0.005,0.172,0.005,seg4093a_a_rsfft.asc,0.0406,0.0005,1,94,3754.608,254.688,1.06,0.002
d4093a_b,353694627.4,353698082.4,53446.70781,3455,91702-01-05-01,3,23,bs.s1655_4093a_b.2.pha,53446.70772,3440,3426.95,3589.11,0.861,0.005,0.174,0.005,seg4093a_b_rsfft.asc,0.0437,0.0006,1,94,3667.865,245.568,1.059,0.002
d4093b_a,353706337.4,353707548.4,53446.83036,1211,91702-01-05-02,3,23,bs.s1655_4093b_a.2.pha,53446.8305,1152,3222.23,3372.15,0.851,0.005,0.184,0.005,seg4093b_a_rsfft.asc,0.0537,0.001,1,94,3455.349,248.757,1.06,0.003
d4093b_b,353707646.4,353708882.4,53446.84565,1236,91702-01-05-02,2,2,bs.s1655_4093b_b.2.pha,53446.84559,1216,3195.44,3343.95,0.854,0.005,0.183,0.005,seg4093b_b_rsfft.asc,0.057,0.0011,1,94,3565.023,204.298,1.049,0.002
d4093c_a,353712636.4,353714584.4,53446.90753,1948,91702-01-05-03,2,2,bs.s1655_4093c_a.2.pha,53446.90772,1904,3387.52,3547.09,0.858,0.005,0.169,0.005,seg4093c_a_rsfft.asc,0.0491,0.0008,1,94,3782.841,326.975,1.054,0.003
d4094a_a,353762612.4,353766049.4,53447.49457,3437,91702-01-06-00,4,234,bs.s1655_4094a_a.2.pha,53447.49457,3392,3409.77,3575.23,0.871,0.005,0.132,0.005,seg4094a_a_rsfft.asc,0.0449,0.0005,1,94,3553.067,186.603,1.056,0.002
d4094a_b,353768255.4,353770946.4,53447.55557,2691,91702-01-06-00,4,123,bs.s1655_4094a_b.2.pha,53447.5555,2672,3219.15,3373.77,0.869,0.005,0.129,0.005,seg4094a_b_rsfft.asc,0.0472,0.0006,1,94,3405.962,187.354,1.055,0.002
d4094a_c,353771075.4,353771711.4,53447.57631,636,91702-01-06-00,4,123,bs.s1655_4094a_c.2.pha,53447.57624,624,3245.12,3401.37,0.869,0.005,0.129,0.005,seg4094a_c_rsfft.asc,0.0487,0.0012,1,94,3436.966,178.773,1.056,0.002
d4094a_d,353773891.4,353777376.4,53447.62539,3485,91702-01-06-00,3,23,bs.s1655_4094a_d.2.pha,53447.62531,3472,3216.89,3372.42,0.868,0.005,0.124,0.005,seg4094a_d_rsfft.asc,0.0469,0.0006,1,94,3447.805,202.422,1.056,0.002
d4094a_e,353779587.4,353782613.4,53447.68866,3026,91702-01-06-00,3,23,bs.s1655_4094a_e.2.pha,53447.68865,3024,3239.42,3395.2,0.869,0.005,0.125,0.005,seg4094a_e_rsfft.asc,0.0485,0.0006,1,94,3469.959,177.773,1.056,0.002
d4094b_a,353792372.4,353794368.4,53447.83068,1996,91702-01-06-01,4,123,bs.s1655_4094b_a.2.pha,53447.83068,1968,3585.46,3758.75,0.871,0.005,0.149,0.005,seg4094b_a_rsfft.asc,0.0469,0.0007,1,94,3789.36,248.798,1.058,0.002
d4094b_b,353797523.4,353800031.4,53447.89326,2508,91702-01-06-01,4,234,bs.s1655_4094b_b.2.pha,53447.89318,2496,3692.29,3870.63,0.871,0.005,0.16,0.005,seg4094b_b_rsfft.asc,0.0488,0.0006,1,94,3843.534,236.083,1.059,0.002
d4095a_a,353809418.4,353811359.4,53448.02765,1941,91702-01-07-03,3,23,bs.s1655_4095a_a.2.pha,53448.02781,1888,3600.18,3774.15,0.874,0.005,0.166,0.005,seg4095a_a_rsfft.asc,0.053,0.0008,1,94,3846.559,260.281,1.056,0.003
d4095b_a,353821183.4,353822688.4,53448.1613,1505,91702-01-07-02,3,23,bs.s1655_4095b_a.2.pha,53448.16133,1472,3697.11,3876.35,0.875,0.005,0.16,0.005,seg4095b_a_rsfft.asc,0.051,0.0008,1,94,3949.708,262.209,1.058,0.002
d4095c_a,353841876.4,353843214.4,53448.39983,1338,91702-01-07-01,3,23,bs.s1655_4095c_a.2.pha,53448.39985,1312,3471.78,3639.03,0.872,0.005,0.141,0.005,seg4095c_a_rsfft.asc,0.0523,0.0009,1,94,3720.241,289.082,1.058,0.002
d4095d_a,353859025.4,353861666.4,53448.60586,2641,91702-01-07-00,3,12,bs.s1655_4095d_a.2.pha,53448.60596,2592,3429.27,3594.61,0.871,0.005,0.129,0.005,seg4095d_a_rsfft.asc,0.0491,0.0006,1,94,3723.053,182.791,1.059,0.002
d4095d_b,353861795.4,353862334.4,53448.62575,539,91702-01-07-00,3,12,bs.s1655_4095d_b.2.pha,53448.62568,528,3473.17,3639.97,0.868,0.005,0.131,0.005,seg4095d_b_rsfft.asc,0.0495,0.0013,1,94,3778.016,209,1.064,0.002
d4095d_c,353864483.4,353867999.4,53448.67409,3516,91702-01-07-00,3,23,bs.s1655_4095d_c.2.pha,53448.67402,3504,3427.8,3593.33,0.87,0.005,0.129,0.005,seg4095d_c_rsfft.asc,0.05,0.0006,1,94,3672.347,210.258,1.059,0.002
d4095d_d,353870179.4,353873660.4,53448.73981,3481,91702-01-07-00,3,23,bs.s1655_4095d_d.2.pha,53448.73976,3472,3501.79,3670.96,0.874,0.005,0.138,0.005,seg4095d_d_rsfft.asc,0.0514,0.0005,1,94,3748.555,224.442,1.059,0.002
d4095d_e,353876195.4,353879272.4,53448.80711,3077,91702-01-07-00,3,23,bs.s1655_4095d_e.2.pha,53448.80707,3072,3436.25,3602.13,0.874,0.005,0.13,0.005,seg4095d_e_rsfft.asc,0.051,0.0006,1,94,3679.26,204.029,1.058,0.002
d4096a_a,353934651.4,353935971.4,53449.47351,1320,91702-01-08-01G,3,23,bs.s1655_4096a_a.2.pha,53449.47346,1296,3358.15,3523.22,0.884,0.005,0.124,0.005,seg4096a_a_rsfft.asc,0.0507,0.0009,1,94,3595.864,187.618,1.054,0.002
d4096b_a,353943812.4,353947299.4,53449.59208,3487,91702-01-08-00,3,23,bs.s1655_4096b_a.2.pha,53449.59207,3440,3144.84,3298.06,0.883,0.005,0.122,0.005,seg4096b_a_rsfft.asc,0.0563,0.0006,1,94,3370.783,180.22,1.055,0.002
d4096b_b,353949443.4,353952965.4,53449.65746,3522,91702-01-08-00,3,23,bs.s1655_4096b_b.2.pha,53449.65744,3504,3147.23,3300.64,0.882,0.005,0.121,0.005,seg4096b_b_rsfft.asc,0.0528,0.0006,1,94,3371.753,188.742,1.056,0.002
d4096c_a,353967706.4,353969464.4,53449.85863,1758,91702-01-08-02,2,2,bs.s1655_4096c_a.2.pha,53449.85865,1744,3240.16,3397.54,0.883,0.005,0.117,0.005,seg4096c_a_rsfft.asc,0.0465,0.0009,1,94,3621.408,167.134,1.05,0.002
d4096d_a,353973268.4,353975619.4,53449.92643,2351,91702-01-08-03,2,2,bs.s1655_4096d_a.2.pha,53449.92642,2320,3232.26,3389.95,0.882,0.005,0.117,0.005,seg4096d_a_rsfft.asc,0.0463,0.0008,1,94,3613.879,161.651,1.05,0.002
d4097a_a,354014166.4,354015267.4,53450.39256,1101,91702-01-09-01,3,23,bs.s1655_4097a_a.2.pha,53450.39263,1056,3224.2,3383.14,0.881,0.005,0.117,0.005,seg4097a_a_rsfft.asc,0.0452,0.0009,1,94,3451.67,170.084,1.052,0.003
d4097b_a,354017428.4,354019394.4,53450.43532,1966,91702-01-09-00,4,234,bs.s1655_4097b_a.2.pha,53450.43531,1936,3079.93,3231.09,0.878,0.005,0.113,0.005,seg4097b_a_rsfft.asc,0.0438,0.0007,1,94,3208.308,153.433,1.053,0.002
d4097b_b,354019651.4,354020933.4,53450.45709,1282,91702-01-09-00,4,234,bs.s1655_4097b_b.2.pha,53450.45726,1248,3094.37,3246.84,0.879,0.005,0.113,0.005,seg4097b_b_rsfft.asc,0.0439,0.0008,1,94,3218.471,160.234,1.051,0.002
d4097b_c,354023059.4,354026601.4,53450.50961,3542,91702-01-09-00,3,23,bs.s1655_4097b_c.2.pha,53450.50957,3536,3119.64,3272.76,0.881,0.005,0.115,0.005,seg4097b_c_rsfft.asc,0.0452,0.0005,1,94,3340.71,156.45,1.053,0.002
d4097b_d,354028707.4,354032267.4,53450.57509,3560,91702-01-09-00,3,23,bs.s1655_4097b_d.2.pha,53450.57503,3552,3120.14,3272.61,0.874,0.005,0.113,0.005,seg4097b_d_rsfft.asc,0.0423,0.0005,1,94,3341.885,140.423,1.055,0.002
d4097b_e,354034414.4,354037931.4,53450.64089,3517,91702-01-09-00,4,123,bs.s1655_4097b_e.2.pha,53450.64087,3488,3005.59,3152.43,0.88,0.005,0.113,0.005,seg4097b_e_rsfft.asc,0.0441,0.0005,1,94,3179.47,153.741,1.054,0.002
d4098a_a,354108036.4,354111574.4,53451.49312,3538,91702-01-10-00,4,234,bs.s1655_4098a_a.2.pha,53451.49318,3520,3105.36,3261.16,0.895,0.005,0.122,0.005,seg4098a_a_rsfft.asc,0.0519,0.0005,1,94,3234.157,184.058,1.053,0.002
d4098a_b,354113667.4,354117239.4,53451.55849,3572,91702-01-10-00,3,23,bs.s1655_4098a_b.2.pha,53451.55846,3552,3010.74,3161.69,0.891,0.005,0.118,0.005,seg4098a_b_rsfft.asc,0.0472,0.0006,1,94,3222.829,177.011,1.053,0.002
d4098a_c,354119315.4,354122904.4,53451.62396,3589,91702-01-10-00,4,123,bs.s1655_4098a_c.2.pha,53451.62392,3568,2984.55,3133.63,0.892,0.005,0.118,0.005,seg4098a_c_rsfft.asc,0.0477,0.0005,1,94,3156.032,157.963,1.054,0.002
d4098b_a,354125735.4,354128567.4,53451.69388,2832,91702-01-10-01,4,234,bs.s1655_4098b_a.2.pha,53451.69402,2800,2969.97,3118.27,0.896,0.005,0.118,0.005,seg4098b_a_rsfft.asc,0.0505,0.0006,1,94,3089.976,171.968,1.051,0.003
d4098b_b,354130947.4,354134233.4,53451.75683,3286,91702-01-10-01,3,23,bs.s1655_4098b_b.2.pha,53451.75679,3280,2985.12,3133.7,0.888,0.005,0.119,0.005,seg4098b_b_rsfft.asc,0.0511,0.0006,1,94,3195.601,185.191,1.051,0.002
d4098b_c,354137075.4,354139732.4,53451.82412,2657,91702-01-10-01,4,123,bs.s1655_4098b_c.2.pha,53451.82411,2656,3040.93,3192.74,0.888,0.005,0.121,0.005,seg4098b_c_rsfft.asc,0.0519,0.0006,1,94,3211.634,184.125,1.051,0.002
d4099a_a,354192932.4,354193232.4,53452.45697,300,91702-01-11-00,4,234,bs.s1655_4099a_a.2.pha,53452.45707,256,2811.02,2951.72,0.891,0.005,0.127,0.005,seg4099a_a_rsfft.asc,0.0536,0.0005,1,94,2903.802,150.486,1.054,0.005
d4099a_b,354193381.4,354196552.4,53452.47878,3171,91702-01-11-00,3,24,bs.s1655_4099a_b.2.pha,53452.47883,3136,2801.17,2941.74,0.9,0.005,0.122,0.005,seg4099a_b_rsfft.asc,0.0521,0.0006,1,94,2975.744,187.179,1.047,0.002
d4099a_c,354198627.4,354202216.4,53452.54192,3589,91702-01-11-00,2,2,bs.s1655_4099a_c.2.pha,53452.54189,3568,2741.99,2879.49,0.899,0.005,0.122,0.005,seg4099a_c_rsfft.asc,0.0535,0.0007,1,94,3063.56,182.089,1.048,0.002
d4099a_d,354204275.4,354207883.4,53452.6074,3608,91702-01-11-00,3,12,bs.s1655_4099a_d.2.pha,53452.60735,3584,2726.24,2862.64,0.899,0.005,0.122,0.005,seg4099a_d_rsfft.asc,0.0517,0.0006,1,94,2955.909,177.606,1.05,0.002
d4099b_a,354222032.4,354224876.4,53452.8085,2844,91702-01-11-01,4,234,bs.s1655_4099b_a.2.pha,53452.80865,2800,2686.23,2820.13,0.896,0.005,0.126,0.005,seg4099b_a_rsfft.asc,0.0553,0.0006,1,94,2796.195,167.368,1.045,0.003
d4100a_a,354284457.4,354285554.4,53453.5209,1097,91702-01-12-02,3,23,bs.s1655_4100a_a.2.pha,53453.52096,1056,2752.48,2888.41,0.904,0.005,0.154,0.005,seg4100a_a_rsfft.asc,0.0689,0.0013,1,94,2935.683,247.75,1.046,0.003
d4100a_b,354285683.4,354287201.4,53453.53753,1518,91702-01-12-02,3,23,bs.s1655_4100a_b.2.pha,53453.53744,1504,2767.83,2903.46,0.9,0.005,0.173,0.005,seg4100a_b_rsfft.asc,0.0739,0.0011,1,94,2954.659,276.702,1.05,0.002
d4100b_a,354290196.4,354292868.4,53453.59644,2672,91702-01-12-01,3,23,bs.s1655_4100b_a.2.pha,53453.59661,2640,2634.43,2763.57,0.903,0.005,0.178,0.005,seg4100b_a_rsfft.asc,0.0763,0.0009,1,94,2804.825,293.594,1.047,0.003
d4100c_a,354318715.4,354321200.4,53453.92544,2485,91702-01-12-00,3,23,bs.s1655_4100c_a.2.pha,53453.92559,2432,2594.69,2721.24,0.894,0.005,0.193,0.005,seg4100c_a_rsfft.asc,0.0778,0.0009,1,94,2769.44,284.126,1.043,0.003
d4100c_b,354324563.4,354326354.4,53453.98911,1791,91702-01-12-00,3,23,bs.s1655_4100c_b.2.pha,53453.98911,1760,2507.44,2630.45,0.898,0.005,0.183,0.005,seg4100c_b_rsfft.asc,0.074,0.0011,1,94,2677.123,244.466,1.041,0.003
d4101a_a,354342148.4,354343867.4,53454.19222,1719,91702-01-13-02,4,123,bs.s1655_4101a_a.2.pha,53454.19226,1696,2207.18,2317.86,0.901,0.005,0.15,0.005,seg4101a_a_rsfft.asc,0.0598,0.001,1,94,2329.274,219.09,1.038,0.002
d4101b_a,354357156.4,354360867.4,53454.37745,3711,91702-01-13-00,3,23,bs.s1655_4101b_a.2.pha,53454.37744,3664,2341.48,2456.77,0.905,0.005,0.178,0.005,seg4101b_a_rsfft.asc,0.0697,0.0008,1,94,2498.235,250.498,1.042,0.002
d4101b_b,354363582.4,354366532.4,53454.44742,2950,91702-01-13-00,3,23,bs.s1655_4101b_b.2.pha,53454.44744,2944,2143.41,2250.57,0.907,0.005,0.165,0.005,seg4101b_b_rsfft.asc,0.0637,0.0009,1,94,2287.187,218.745,1.039,0.002
d4101b_c,354368483.4,354372198.4,53454.50858,3715,91702-01-13-00,3,23,bs.s1655_4101b_c.2.pha,53454.50855,3712,2192.33,2303.15,0.904,0.005,0.154,0.005,seg4101b_c_rsfft.asc,0.0575,0.0007,1,94,2341.652,190.641,1.042,0.002
d4101b_d,354374131.4,354377498.4,53454.57193,3367,91702-01-13-00,3,23,bs.s1655_4101b_d.2.pha,53454.57189,3344,2127.81,2235.49,0.906,0.005,0.144,0.005,seg4101b_d_rsfft.asc,0.0532,0.0008,1,94,2271.043,180.485,1.042,0.002
d4101c_a,354385653.4,354389198.4,53454.70632,3545,91702-01-13-01,2,2,bs.s1655_4101c_a.2.pha,53454.70642,3504,2154.3,2265.07,0.902,0.005,0.131,0.005,seg4101c_a_rsfft.asc,0.0429,0.0008,1,94,2398.847,156.416,1.039,0.003
d4101c_b,354391715.4,354394862.4,53454.77418,3147,91702-01-13-01,2,2,bs.s1655_4101c_b.2.pha,53454.77411,3136,2213.34,2327.13,0.902,0.005,0.128,0.005,seg4101c_b_rsfft.asc,0.0397,0.0009,1,94,2464.889,154.413,1.038,0.002
d4101c_c,354397651.4,354400531.4,53454.84134,2880,91702-01-13-01,3,23,bs.s1655_4101c_c.2.pha,53454.84124,2864,2172.21,2284.01,0.908,0.005,0.126,0.005,seg4101c_c_rsfft.asc,0.0376,0.0008,1,94,2318.872,149.475,1.038,0.002
d4101c_d,354403523.4,354406192.4,53454.90808,2669,91702-01-13-01,3,23,bs.s1655_4101c_d.2.pha,53454.908,2640,2174.41,2286.98,0.907,0.005,0.129,0.005,seg4101c_d_rsfft.asc,0.0421,0.0008,1,94,2323.666,148.58,1.037,0.002
d4102a_a,354432812.4,354434530.4,53455.24157,1718,91702-01-14-02,3,23,bs.s1655_4102a_a.2.pha,53455.2417,1664,2067.21,2173.69,0.909,0.005,0.134,0.005,seg4102a_a_rsfft.asc,0.0417,0.001,1,94,2206.551,147.009,1.036,0.003
d4102b_a,354438036.4,354440204.4,53455.30463,2168,91702-01-14-00,3,23,bs.s1655_4102b_a.2.pha,53455.30476,2128,2067.6,2174.54,0.914,0.005,0.13,0.005,seg4102b_a_rsfft.asc,0.0395,0.0009,1,94,2204.427,144.706,1.036,0.003
d4102b_b,354442114.4,354445871.4,53455.36103,3757,91702-01-14-00,3,12,bs.s1655_4102b_b.2.pha,53455.36096,3744,2108.17,2217.3,0.913,0.005,0.131,0.005,seg4102b_b_rsfft.asc,0.0393,0.0007,1,94,2279.352,140.622,1.038,0.002
d4102b_c,354448822.4,354451537.4,53455.43264,2715,91702-01-14-00,3,24,bs.s1655_4102b_c.2.pha,53455.43263,2688,2121.35,2230.74,0.911,0.005,0.131,0.005,seg4102b_c_rsfft.asc,0.039,0.0008,1,94,2247.97,146.186,1.038,0.002
d4102b_d,354453455.4,354457204.4,53455.49224,3749,91702-01-14-00,3,12,bs.s1655_4102b_d.2.pha,53455.49226,3744,2101.2,2209.2,0.91,0.005,0.132,0.005,seg4102b_d_rsfft.asc,0.0393,0.0007,1,94,2273.244,157.607,1.04,0.002
d4102c_a,354459092.4,354462874.4,53455.55768,3782,91702-01-14-01,3,23,bs.s1655_4102c_a.2.pha,53455.55772,3744,2057.3,2163.68,0.914,0.005,0.131,0.005,seg4102c_a_rsfft.asc,0.0367,0.0007,1,94,2198.241,142.367,1.04,0.002
d4103a_a,354517652.4,354519550.4,53456.22455,1898,91702-01-15-01,3,23,bs.s1655_4103a_a.2.pha,53456.22457,1872,1966.58,2067.89,0.903,0.005,0.115,0.005,seg4103a_a_rsfft.asc,0.0293,0.001,1,94,2100.186,150.107,1.034,0.003
d4103b_a,354527094.4,354530885.4,53456.34479,3791,91702-01-15-00,3,24,bs.s1655_4103b_a.2.pha,53456.34494,3760,2022.68,2126.59,0.908,0.005,0.116,0.005,seg4103b_a_rsfft.asc,0.0271,0.0007,1,94,2144.655,134.495,1.036,0.003
d4103b_b,354532707.4,354536552.4,53456.41007,3845,91702-01-15-00,3,23,bs.s1655_4103b_b.2.pha,53456.41003,3824,1956.7,2057.8,0.913,0.005,0.118,0.005,seg4103b_b_rsfft.asc,0.0278,0.0007,1,94,2090.165,123.707,1.037,0.002
d4103b_c,354538403.4,354542222.4,53456.47584,3819,91702-01-15-00,3,23,bs.s1655_4103b_c.2.pha,53456.47578,3808,1964.77,2065.91,0.905,0.005,0.115,0.005,seg4103b_c_rsfft.asc,0.0266,0.0007,1,94,2099.502,124.288,1.038,0.002
d4104a_a,354585028.4,354586913.4,53457.00429,1885,91702-01-15-02,3,23,bs.s1655_4104a_a.2.pha,53457.00429,1856,1963.84,2065.61,0.917,0.005,0.122,0.005,seg4104a_a_rsfft.asc,0.028,0.001,1,94,2099.441,119.847,1.035,0.003
d4104b_a,354646355.4,354649933.4,53457.72389,3578,91702-01-16-01,4,123,bs.s1655_4104b_a.2.pha,53457.72383,3568,1784.08,1877.7,0.924,0.005,0.142,0.005,seg4104b_a_rsfft.asc,0.0386,0.0007,1,94,1878.705,138.406,1.034,0.003
d4104b_b,354652291.4,354655555.4,53457.79078,3264,91702-01-16-01,3,23,bs.s1655_4104b_b.2.pha,53457.79068,3248,1835.88,1931.9,0.917,0.005,0.138,0.005,seg4104b_b_rsfft.asc,0.0373,0.0008,1,94,1958.464,136.017,1.033,0.003
d4105a_a,354696982.4,354700964.4,53458.31219,3982,91702-01-16-00,3,23,bs.s1655_4105a_a.2.pha,53458.31235,3952,1708.96,1801.01,0.932,0.005,0.134,0.005,seg4105a_a_rsfft.asc,0.0339,0.0008,1,94,1824.307,205.528,1.033,0.003
d4105a_b,354702627.4,354703890.4,53458.36179,1263,91702-01-16-00,3,23,bs.s1655_4105a_b.2.pha,53458.3617,1248,1775.84,1870.75,0.923,0.005,0.134,0.005,seg4105a_b_rsfft.asc,0.0333,0.0013,1,94,1895.09,132.6,1.035,0.002
d4105a_c,354704019.4,354706627.4,53458.38569,2608,91702-01-16-00,3,23,bs.s1655_4105a_c.2.pha,53458.38559,2592,1816.39,1913.74,0.918,0.005,0.135,0.005,seg4105a_c_rsfft.asc,0.0349,0.0009,1,94,1940.052,137.674,1.035,0.003
d4105a_d,354708323.4,354712073.4,53458.44211,3750,91702-01-16-00,3,23,bs.s1655_4105a_d.2.pha,53458.44207,3744,1824.63,1921.67,0.912,0.005,0.135,0.005,seg4105a_d_rsfft.asc,0.0362,0.0008,1,94,1949.111,127.222,1.036,0.002
d4105b_a,354721725.4,354723346.4,53458.58491,1621,91702-01-16-02,2,2,bs.s1655_4105b_a.2.pha,53458.58503,1568,1864.62,1963.51,0.901,0.005,0.142,0.005,seg4105b_a_rsfft.asc,0.0393,0.0013,1,94,2069.962,151.516,1.037,0.004
d4106a_a,354766535.4,354768664.4,53459.10648,2129,91702-01-17-03,4,123,bs.s1655_4106a_a.2.pha,53459.10661,2096,1897.56,1996.92,0.911,0.005,0.118,0.005,seg4106a_a_rsfft.asc,0.0275,0.0009,1,94,2000.509,112.05,1.034,0.004
d4106c_a,354804868.4,354807682.4,53459.55411,2814,91702-01-17-00,2,2,bs.s1655_4106c_a.2.pha,53459.55411,2768,1976.48,2078.02,0.894,0.005,0.112,0.005,seg4106c_a_rsfft.asc,0.0254,0.0009,1,94,2204.538,118.009,1.037,0.003
d4106c_b,354807811.4,354808193.4,53459.5741,382,91702-01-17-00,2,2,bs.s1655_4106c_b.2.pha,53459.57402,368,1900.96,1998.38,0.904,0.005,0.113,0.005,seg4106c_b_rsfft.asc,0.0269,0.0008,1,94,2116.232,105.589,1.036,0.003
d4106d_a,354812728.4,354813922.4,53459.63571,1194,91702-01-17-01,2,2,bs.s1655_4106d_a.2.pha,53459.63578,1136,1918.82,2016.32,0.876,0.005,0.106,0.005,seg4106d_a_rsfft.asc,0.026,0.0015,1,94,2148.91,133.284,1.037,0.004
d4107a_a,354874164.4,354876743.4,53460.35479,2579,91702-01-18-04,2,2,bs.s1655_4107a_a.2.pha,53460.35494,2544,1957.36,2057.22,0.868,0.005,0.1,0.005,seg4107a_a_rsfft.asc,0.0246,0.001,1,94,2191.228,104.539,1.036,0.003
d4107b_a,354879796.4,354882425.4,53460.42027,2629,91702-01-18-00G,3,23,bs.s1655_4107b_a.2.pha,53460.42031,2608,1875.08,1970.36,0.875,0.005,0.1,0.005,seg4107b_a_rsfft.asc,0.0251,0.0009,1,94,2008.102,109.416,1.037,0.003
d4107c_a,354883956.4,354884403.4,53460.45579,447,91702-01-18-01,3,23,bs.s1655_4107c_a.2.pha,53460.45578,416,1959.57,2060.16,0.862,0.005,0.099,0.005,seg4107c_a_rsfft.asc,0.0247,0.0006,1,94,2094.866,99.719,1.04,0.003
d4107c_b,354884463.4,354888091.4,53460.48006,3628,91702-01-18-01,2,2,bs.s1655_4107c_b.2.pha,53460.48003,3616,1918.71,2016.55,0.878,0.005,0.102,0.005,seg4107c_b_rsfft.asc,0.0248,0.0009,1,94,2144.003,120.871,1.036,0.003
d4107d_a,354896068.4,354898770.4,53460.60902,2702,91702-01-18-02,3,12,bs.s1655_4107d_a.2.pha,53460.60902,2672,1953.19,2051.32,0.868,0.005,0.099,0.005,seg4107d_a_rsfft.asc,0.0246,0.0008,1,94,2120.856,116.203,1.037,0.003
