filename_code,MET_start,MET_end,MJD_mid,interval_time(s),ObsID(RXTE),number_PCUs,which_PCUs(string),spec_filename,spec_MJD,spec_exposure(s),PCA_crate_raw(c/s/PCU),PCA_crate_normalized(c/s/PCU),soft_color(3.6-5.0/2.2-3.6_keV),err_soft_col,hard_color(8.6-18.0/5.0-8.6_keV),err_hard_col,PDS_name,PDS_integrated_rms_(0.1_10Hz),err_PDS_rms,PDS_low_chan_PCU2_0_255,PDS_high_chan_PCU2_0_255,PDS_source_crate(c/s/PCU),sample_std_dev_PDS_source_crate(c/s/PCU),deadtime_correction,average_pointing_offset(deg)
d4147b_a,358322308.4,358322706.4,53500.25124,398,91702-01-52-02,2,2,bs.s1655_4147b_a.2.pha,53500.25124,368,4280.61,4494.64,0.89,0.005,0.243,0.005,seg4147b_a_rsfft.asc,0.0748,0.0004,1,94,4773.243,376.258,1.069,0.005
d4147b_b,358322835.4,358323602.4,53500.25948,767,91702-01-52-02,2,2,bs.s1655_4147b_b.2.pha,53500.25939,752,4291.76,4507.21,0.891,0.005,0.241,0.005,seg4147b_b_rsfft.asc,0.089,0.0015,1,94,4778.069,594.047,1.067,0.005
d4147b_c,358324467.4,358325808.4,53500.28169,1341,91702-01-52-02,2,2,bs.s1655_4147b_c.2.pha,53500.28161,1328,4945.11,5199.47,0.892,0.005,0.238,0.005,seg4147b_c_rsfft.asc,0.0737,0.0011,1,94,5521.949,663.506,1.073,0.006
d4147c_a,358368844.4,358370704.4,53500.79832,1860,91702-01-52-03,2,2,bs.s1655_4147c_a.2.pha,53500.79846,1808,5936.85,6242.31,0.876,0.005,0.346,0.005,seg4147c_a_rsfft.asc,0.0623,0.0008,1,94,6622.904,713.307,1.087,0.007
d4148b_a,358437444.4,358439081.4,53501.59101,1637,91702-01-53-01,2,2,bs.s1655_4148b_a.2.pha,53501.59105,1616,5551.91,5834.01,0.875,0.005,0.333,0.005,seg4148b_a_rsfft.asc,0.0693,0.0009,1,94,6176.824,823.127,1.085,0.006
d4148c_a,358453652.4,358456074.4,53501.78314,2422,91702-01-53-02,3,23,bs.s1655_4148c_a.2.pha,53501.78328,2384,4593.41,4824.85,0.885,0.005,0.28,0.005,seg4148c_a_rsfft.asc,0.0664,0.0008,1,94,4906.976,531.989,1.07,0.006
d4148d_a,358459588.4,358461245.4,53501.84742,1657,91702-01-53-03,2,2,bs.s1655_4148d_a.2.pha,53501.84744,1632,4996.39,5250.64,0.879,0.005,0.286,0.005,seg4148d_a_rsfft.asc,0.0678,0.001,1,94,5560.106,659.77,1.074,0.006
d4148e_a,358465460.4,358467402.4,53501.91703,1942,91702-01-53-04,2,2,bs.s1655_4148e_a.2.pha,53501.91707,1920,5783.16,6078.93,0.879,0.005,0.336,0.005,seg4148e_a_rsfft.asc,0.0612,0.0008,1,94,6456.368,906.98,1.085,0.006
d4149a_a,358503508.4,358507052.4,53502.36667,3544,91702-01-54-00,3,23,bs.s1655_4149a_a.2.pha,53502.3667,3520,5728.94,6023.94,0.876,0.005,0.357,0.005,seg4149a_a_rsfft.asc,0.0649,0.0005,1,94,6128.387,841.576,1.09,0.006
d4149b_a,358510052.4,358512725.4,53502.43737,2673,91702-01-54-01,2,2,bs.s1655_4149b_a.2.pha,53502.43744,2656,6447.11,6784,0.867,0.005,0.35,0.005,seg4149b_a_rsfft.asc,0.0613,0.0006,1,94,7203.381,904.112,1.099,0.006
d4149c_a,358515748.4,358518377.4,53502.50304,2629,91702-01-54-02,2,2,bs.s1655_4149c_a.2.pha,53502.50309,2592,6889.94,7250.55,0.862,0.005,0.352,0.005,seg4149c_a_rsfft.asc,0.0645,0.0006,1,94,7715.856,1037.608,1.106,0.006
d4149d_a,358521396.4,358524039.4,53502.56849,2643,91702-01-54-03,2,2,bs.s1655_4149d_a.2.pha,53502.56855,2624,5352.67,5627.29,0.877,0.005,0.321,0.005,seg4149d_a_rsfft.asc,0.0725,0.0008,1,94,5966.723,786.163,1.082,0.006
d4150a_a,358578932.4,358580683.4,53503.22926,1751,91702-01-55-00,3,23,bs.s1655_4150a_a.2.pha,53503.22929,1728,6400.94,6734.89,0.874,0.005,0.338,0.005,seg4150a_a_rsfft.asc,0.0654,0.0007,1,94,6857.685,1227.732,1.097,0.006
d4150a_b,358582771.4,358585022.4,53503.27658,2251,91702-01-55-00,3,23,bs.s1655_4150a_b.2.pha,53503.27652,2240,5703.87,6001.33,0.877,0.005,0.305,0.005,seg4150a_b_rsfft.asc,0.0653,0.0007,1,94,6115.566,1082.173,1.09,0.006
d4150a_c,358585859.4,358586350.4,53503.30214,491,91702-01-55-00,3,23,bs.s1655_4150a_c.2.pha,53503.30207,480,4901.13,5149.93,0.874,0.005,0.282,0.005,seg4150a_c_rsfft.asc,0.089,0.0018,1,94,5232.756,944.444,1.075,0.006
d4150a_d,358588403.4,358592011.4,53503.34962,3608,91702-01-55-00,3,23,bs.s1655_4150a_d.2.pha,53503.34957,3600,5025.7,5282.88,0.877,0.005,0.261,0.005,seg4150a_d_rsfft.asc,0.0677,0.0006,1,94,5386.844,647.537,1.081,0.006
d4150b_a,358594052.4,358597673.4,53503.41508,3621,91702-01-55-01,5,1234,bs.s1655_4150b_a.2.pha,53503.41513,3600,4723.59,4962.94,0.876,0.005,0.249,0.005,seg4150b_a_rsfft.asc,0.067,0.0006,1,94,4900.755,648.813,1.078,0.006
d4151_a,358658484.4,358659992.4,53504.14859,1508,91702-01-55-02,2,2,bs.s1655_4151_a.2.pha,53504.14865,1488,4217.76,4433.7,0.895,0.005,0.237,0.005,seg4151_a_rsfft.asc,0.0883,0.0011,1,94,4687.419,608.931,1.063,0.006
d4152a_a,358731749.4,358733632.4,53504.99874,1883,91702-01-56-02,3,23,bs.s1655_4152a_a.2.pha,53504.99883,1840,4503.59,4738.07,0.89,0.005,0.211,0.005,seg4152a_a_rsfft.asc,0.071,0.0008,1,94,4815.894,468.432,1.069,0.007
d4152b_a,358737636.4,358739306.4,53505.06564,1670,91702-01-56-03,3,23,bs.s1655_4152b_a.2.pha,53505.06578,1632,4378.58,4605.4,0.888,0.005,0.216,0.005,seg4152b_a_rsfft.asc,0.0779,0.0009,1,94,4688.562,530.973,1.067,0.007
d4152c_a,358743334.4,358744968.4,53505.13138,1634,91702-01-56-04,3,23,bs.s1655_4152c_a.2.pha,53505.13161,1584,4323.73,4545.63,0.885,0.005,0.212,0.005,seg4152c_a_rsfft.asc,0.0766,0.0009,1,94,4623.925,505.412,1.066,0.007
d4152d_a,358769620.4,358770869.4,53505.43339,1249,91702-01-56-01,1,0,bs.s1655_4152d_a.2.pha,53505.43339,0,0,0,-99,99,-99,99,seg4152d_a_rsfft.asc,0,0,1,94,5249.769,899.598,1.077,0.005
d4153a_a,358843195.4,358844930.4,53506.28777,1735,91702-01-56-00G,2,2,bs.s1655_4153a_a.2.pha,53506.28791,1680,6780.89,7136.32,0.868,0.005,0.38,0.005,seg4153a_a_rsfft.asc,0.0654,0.0007,1,94,7573.607,599.194,1.103,0.006
d4153a_b,358848987.4,358852625.4,53506.36582,3638,91702-01-56-00G,2,2,bs.s1655_4153a_b.2.pha,53506.36578,3616,7085.03,7456.85,0.866,0.005,0.39,0.005,seg4153a_b_rsfft.asc,0.0702,0.0005,1,94,7904.427,821.769,1.109,0.006
d4153a_c,358854515.4,358858291.4,53506.4306,3776,91702-01-56-00G,2,2,bs.s1655_4153a_c.2.pha,53506.4305,3760,7175.21,7553.04,0.858,0.005,0.369,0.005,seg4153a_c_rsfft.asc,0.0702,0.0005,1,94,8027.671,953.334,1.111,0.006
d4153b_a,358901492.4,358902545.4,53506.95855,1053,91702-01-58-03,3,23,bs.s1655_4153b_a.2.pha,53506.95855,1024,7512.28,7912.79,0.857,0.005,0.352,0.005,seg4153b_a_rsfft.asc,0.056,0.0007,1,94,8083.257,896.678,1.114,0.007
d4154a_a,358907364.4,358908845.4,53507.02899,1481,91702-01-58-04,3,23,bs.s1655_4154a_a.2.pha,53507.02902,1456,7142.12,7520.22,0.856,0.005,0.355,0.005,seg4154a_a_rsfft.asc,0.0647,0.0007,1,94,7671.272,1175.19,1.108,0.007
d4154b_a,358913012.4,358914961.4,53507.09707,1949,91702-01-58-02,3,23,bs.s1655_4154b_a.2.pha,53507.09707,1920,6318.91,6652.3,0.866,0.005,0.334,0.005,seg4154b_a_rsfft.asc,0.0562,0.0006,1,94,6779.708,692.689,1.095,0.006
d4154c_a,358922500.4,358926294.4,53507.21756,3794,91702-01-57-00G,3,23,bs.s1655_4154c_a.2.pha,53507.21763,3776,6378.22,6710.57,0.865,0.005,0.349,0.005,seg4154c_a_rsfft.asc,0.0571,0.0004,1,94,6838.52,835.766,1.098,0.006
d4154c_b,358928131.4,358930382.4,53507.27381,2251,91702-01-57-00G,3,12,bs.s1655_4154c_b.2.pha,53507.27365,2208,6622.4,6965.85,0.861,0.005,0.369,0.005,seg4154c_b_rsfft.asc,0.0614,0.0005,1,94,7191.194,630.583,1.103,0.006
d4154c_c,358941371.4,358942833.4,53507.42248,1462,91702-01-57-00G,3,23,bs.s1655_4154c_c.2.pha,53507.42244,1424,6838.66,7188.35,0.868,0.005,0.412,0.005,seg4154c_c_rsfft.asc,0.0812,0.0008,1,94,7311.815,542.599,1.109,0.007
d4154c_d,358942927.4,358943296.4,53507.43417,369,91702-01-57-00G,2,2,bs.s1655_4154c_d.2.pha,53507.43411,352,6829.92,7179.61,0.878,0.005,0.42,0.005,seg4154c_d_rsfft.asc,0.0876,0.0003,1,94,7605.042,535.459,1.101,0.006
d4154d_a,358968756.4,358969865.4,53507.73739,1109,91702-01-59-00,3,23,bs.s1655_4154d_a.2.pha,53507.73744,1088,7277.44,7658.29,0.864,0.005,0.383,0.005,seg4154d_a_rsfft.asc,0.0662,0.0008,1,94,7811.267,839.945,1.11,0.006
d4155_a,359035763.4,359038983.4,53508.52516,3220,91702-01-58-00,3,23,bs.s1655_4155_a.2.pha,53508.52522,3200,9786.96,10304.3,0.916,0.005,0.49,0.005,seg4155_a_rsfft.asc,0.0401,0.0004,1,94,10460.697,777.868,1.151,0.006
d4155_b,359039059.4,359039602.4,53508.54781,543,91702-01-58-00,2,23,bs.s1655_4155_b.2.pha,53508.54772,528,10573.79,11132.8,0.912,0.005,0.489,0.005,seg4155_b_rsfft.asc,0.0371,0.001,1,94,10562.849,720.036,1.174,0.006
d4155_c,359041763.4,359045327.4,53508.59659,3564,91702-01-58-00,3,23,bs.s1655_4155_c.2.pha,53508.59652,3552,9053.97,9536.29,0.918,0.005,0.472,0.005,seg4155_c_rsfft.asc,0.0415,0.0004,1,94,9678.835,595.259,1.137,0.006
d4156a_a,359098052.4,359102016.4,53509.2504,3964,91702-01-59-02,3,23,bs.s1655_4156a_a.2.pha,53509.25041,3936,7139.63,7515.9,0.864,0.005,0.397,0.005,seg4156a_a_rsfft.asc,0.0696,0.0004,1,94,7664.083,707.738,1.111,0.006
d4156b_a,359126612.4,359130322.4,53509.57948,3710,91702-01-58-01,3,23,bs.s1655_4156b_a.2.pha,53509.57948,3680,5867.02,6168.66,0.871,0.005,0.372,0.005,seg4156b_a_rsfft.asc,0.0613,0.0004,1,94,6271.578,628.658,1.09,0.006
d4157a_a,359167476.4,359168645.4,53510.03774,1169,91702-01-60-02,4,123,bs.s1655_4157a_a.2.pha,53510.03781,1152,6340.42,6676.83,0.871,0.005,0.346,0.005,seg4157a_a_rsfft.asc,0.0571,0.0007,1,94,6744.061,722.404,1.097,0.007
d4157b_a,359173348.4,359175713.4,53510.11263,2365,91702-01-60-00,3,23,bs.s1655_4157b_a.2.pha,53510.11263,2336,5878.97,6191.24,0.876,0.005,0.325,0.005,seg4157b_a_rsfft.asc,0.0575,0.0007,1,94,6308.477,898.878,1.089,0.006
d4157b_b,359177299.4,359181392.4,53510.16836,4093,91702-01-60-00,3,23,bs.s1655_4157b_b.2.pha,53510.16828,4080,5127.56,5397.28,0.878,0.005,0.287,0.005,seg4157b_b_rsfft.asc,0.0601,0.0006,1,94,5489.967,606.248,1.08,0.006
d4157b_c,359183933.4,359187065.4,53510.23958,3132,91702-01-60-00,3,23,bs.s1655_4157b_c.2.pha,53510.23957,3120,5309.1,5584.76,0.882,0.005,0.326,0.005,seg4157b_c_rsfft.asc,0.0623,0.0006,1,94,5677.653,842.722,1.083,0.006
d4157c_a,359188648.4,359190103.4,53510.28444,1455,91702-01-60-01,3,23,bs.s1655_4157c_a.2.pha,53510.28457,1424,5401.66,5681.82,0.878,0.005,0.333,0.005,seg4157c_a_rsfft.asc,0.0573,0.0008,1,94,5768.51,612.512,1.084,0.006
d4157c_b,359190176.4,359191504.4,53510.30139,1328,91702-01-60-01,2,2,bs.s1655_4157c_b.2.pha,53510.30133,1312,5802.1,6105.48,0.87,0.005,0.331,0.005,seg4157c_b_rsfft.asc,0.0569,0.0009,1,94,6467.256,677.45,1.093,0.007
d4158_a,359302336.4,359305746.4,53511.61159,3410,91702-01-61-00,2,2,bs.s1655_4158_a.2.pha,53511.6117,3360,5328.8,5610.67,0.887,0.005,0.25,0.005,seg4158_a_rsfft.asc,0.0608,0.0006,1,94,5958.98,630.496,1.085,0.007
d4158_b,359308163.4,359311803.4,53511.68036,3640,91702-01-61-00,2,2,bs.s1655_4158_b.2.pha,53511.68031,3632,5170.87,5441.83,0.88,0.005,0.249,0.005,seg4158_b_rsfft.asc,0.0613,0.0006,1,94,5785.057,634.692,1.083,0.006
d4158_c,359314051.4,359317204.4,53511.74569,3153,91702-01-61-00,4,123,bs.s1655_4158_c.2.pha,53511.74568,3152,5155.85,5426.09,0.884,0.005,0.249,0.005,seg4158_c_rsfft.asc,0.0622,0.0006,1,94,5465.299,640.823,1.085,0.007
d4159_a,359387191.4,359390704.4,53512.5943,3513,91702-01-61-01,4,123,bs.s1655_4159_a.2.pha,53512.59439,3456,4119.26,4331.38,0.884,0.005,0.177,0.005,seg4159_a_rsfft.asc,0.0666,0.0005,1,94,4358.076,364.849,1.065,0.007
d4159_b,359393011.4,359395864.4,53512.65785,2853,91702-01-61-01,3,23,bs.s1655_4159_b.2.pha,53512.65781,2848,4215.27,4433.75,0.881,0.005,0.176,0.005,seg4159_b_rsfft.asc,0.0638,0.0006,1,94,4518.513,366.598,1.066,0.007
d4160a_a,359444189.4,359447872.4,53513.25499,3683,91702-01-61-02,3,23,bs.s1655_4160a_a.2.pha,53513.25494,3664,4650.96,4894.34,0.878,0.005,0.216,0.005,seg4160a_a_rsfft.asc,0.0648,0.0006,1,94,4984.492,474.995,1.075,0.006
d4160a_b,359449347.4,359452386.4,53513.31096,3039,91702-01-61-02,4,123,bs.s1655_4160a_b.2.pha,53513.31087,3024,4889.52,5147.02,0.879,0.005,0.224,0.005,seg4160a_b_rsfft.asc,0.0604,0.0006,1,94,5177.771,464.639,1.079,0.006
d4160b_a,359472036.4,359475554.4,53513.57634,3518,91702-01-61-03,4,123,bs.s1655_4160b_a.2.pha,53513.57652,3440,4206.78,4426.25,0.887,0.005,0.199,0.005,seg4160b_a_rsfft.asc,0.0688,0.0006,1,94,4441.027,442.216,1.066,0.007
d4161a_a,359529988.4,359532884.4,53514.24348,2896,91702-01-62-01,3,23,bs.s1655_4161a_a.2.pha,53514.24355,2864,4264.93,4489.59,0.88,0.005,0.184,0.005,seg4161a_a_rsfft.asc,0.0607,0.0006,1,94,4567.52,328.975,1.07,0.007
d4161b_a,359562798.4,359566450.4,53514.6276,3652,91702-01-62-00,4,123,bs.s1655_4161b_a.2.pha,53514.62781,3584,4858.12,5112.09,0.886,0.005,0.228,0.005,seg4161b_a_rsfft.asc,0.0531,0.0005,1,94,5133.949,453.956,1.075,0.007
d4161b_b,359568627.4,359572466.4,53514.69614,3839,91702-01-62-00,3,23,bs.s1655_4161b_b.2.pha,53514.69605,3824,4729.34,4973.88,0.887,0.005,0.24,0.005,seg4161b_b_rsfft.asc,0.0567,0.0005,1,94,5059.485,437.444,1.072,0.006
d4161b_c,359574515.4,359578219.4,53514.76351,3704,91702-01-62-00,3,23,bs.s1655_4161b_c.2.pha,53514.76346,3696,4941.05,5197.93,0.879,0.005,0.245,0.005,seg4161b_c_rsfft.asc,0.0501,0.0005,1,94,5294.646,475.369,1.075,0.006
d4162a_a,359614369.4,359617864.4,53515.22358,3495,91702-01-63-01,4,123,bs.s1655_4162a_a.2.pha,53515.22355,3488,5465.31,5749.01,0.868,0.005,0.335,0.005,seg4162a_a_rsfft.asc,0.0428,0.0004,1,94,5781.01,467.979,1.088,0.007
d4162a_b,359619379.4,359619948.4,53515.26463,569,91702-01-63-01,4,234,bs.s1655_4162a_b.2.pha,53515.26457,560,5177.52,5447.47,0.871,0.005,0.321,0.005,seg4162a_b_rsfft.asc,0.0442,0.0011,1,94,5381.415,323.628,1.079,0.005
d4162a_c,359620035.4,359622002.4,53515.28031,1967,91702-01-63-01,3,24,bs.s1655_4162a_c.2.pha,53515.28022,1952,5480.02,5767.55,0.866,0.005,0.315,0.005,seg4162a_c_rsfft.asc,0.04,0.0006,1,94,5832.729,480.975,1.088,0.007
d4162b_a,359653476.4,359657298.4,53515.6781,3822,91702-01-63-00,4,234,bs.s1655_4162b_a.2.pha,53515.67809,3792,5766.14,6061.63,0.859,0.005,0.35,0.005,seg4162b_a_rsfft.asc,0.045,0.0004,1,94,6012.435,502.014,1.088,0.007
d4162b_b,359659347.4,359663206.4,53515.74626,3859,91702-01-63-00,4,123,bs.s1655_4162b_b.2.pha,53515.74624,3856,5643.15,5934.89,0.861,0.005,0.326,0.005,seg4162b_b_rsfft.asc,0.0441,0.0004,1,94,5972.932,540.872,1.087,0.006
d4162b_c,359665219.4,359668853.4,53515.81292,3634,91702-01-63-00,4,234,bs.s1655_4162b_c.2.pha,53515.813,3600,5046.37,5306.92,0.862,0.005,0.294,0.005,seg4162b_c_rsfft.asc,0.0438,0.0005,1,94,5250.811,343.557,1.077,0.007
d4163a_a,359704468.4,359706914.4,53516.26032,2446,91702-01-64-02,3,23,bs.s1655_4163a_a.2.pha,53516.26031,2416,5460.48,5744.46,0.862,0.005,0.304,0.005,seg4163a_a_rsfft.asc,0.0362,0.0005,1,94,5853.057,547.593,1.088,0.007
d4163b_a,359721812.4,359724242.4,53516.46097,2430,91702-01-64-03,3,23,bs.s1655_4163b_a.2.pha,53516.46096,2400,4814.42,5054.01,0.882,0.005,0.316,0.005,seg4163b_a_rsfft.asc,0.0392,0.0006,1,94,5139.032,390.7,1.074,0.007
d4163c_a,359732788.4,359736130.4,53516.59328,3342,91702-01-64-00,4,234,bs.s1655_4163c_a.2.pha,53516.59328,3312,5231.13,5500.26,0.864,0.005,0.305,0.005,seg4163c_a_rsfft.asc,0.0362,0.0004,1,94,5449.744,375.02,1.08,0.007
d4163c_b,359738495.4,359742274.4,53516.66186,3779,91702-01-64-00,4,123,bs.s1655_4163c_b.2.pha,53516.66179,3760,5849.32,6148.59,0.857,0.005,0.35,0.005,seg4163c_b_rsfft.asc,0.0411,0.0003,1,94,6188.808,593.509,1.09,0.007
d4164a_a,359772868.4,359773788.4,53517.04315,920,91702-01-65-00,3,23,bs.s1655_4164a_a.2.pha,53517.04328,880,5716.34,6009.74,0.853,0.005,0.342,0.005,seg4164a_a_rsfft.asc,0.0399,0.0008,1,94,6138.42,386.611,1.094,0.007
d4164a_b,359773871.4,359776492.4,53517.06461,2621,91702-01-65-00,2,2,bs.s1655_4164a_b.2.pha,53517.06457,2608,5655.67,5946.38,0.86,0.005,0.331,0.005,seg4164a_b_rsfft.asc,0.0404,0.0006,1,94,6306.534,588.585,1.086,0.007
d4164b_a,359778148.4,359780105.4,53517.11027,1957,91702-01-65-03,2,2,bs.s1655_4164b_a.2.pha,53517.11031,1936,5221.2,5490.53,0.858,0.005,0.297,0.005,seg4164b_a_rsfft.asc,0.0382,0.0007,1,94,5836.16,413.093,1.084,0.007
d4164c_a,359826084.4,359827042.4,53517.6593,958,91702-01-65-01,3,23,bs.s1655_4164c_a.2.pha,53517.65929,928,4446.12,4670.37,0.861,0.005,0.238,0.005,seg4164c_a_rsfft.asc,0.0402,0.001,1,94,4757.504,271.973,1.069,0.006
d4164d_a,359852017.4,359855776.4,53517.97566,3759,91702-01-66-00,3,23,bs.s1655_4164d_a.2.pha,53517.97578,3712,4588.89,4821.08,0.873,0.005,0.239,0.005,seg4164d_a_rsfft.asc,0.0382,0.0005,1,94,4914.087,315.736,1.073,0.007
d4165a_a,359863172.4,359867105.4,53518.10577,3933,91702-01-66-03,3,23,bs.s1655_4165a_a.2.pha,53518.10587,3888,4352.12,4569.47,0.856,0.005,0.237,0.005,seg4165a_a_rsfft.asc,0.044,0.0005,1,94,4661.256,367.961,1.072,0.007
d4165b_a,359868868.4,359870574.4,53518.15881,1706,91702-01-66-05,3,23,bs.s1655_4165b_a.2.pha,53518.15883,1680,4460.98,4683.65,0.855,0.005,0.237,0.005,seg4165b_a_rsfft.asc,0.0362,0.0007,1,94,4775.816,274.304,1.077,0.007
d4165c_a,359875172.4,359876530.4,53518.22976,1358,91702-01-65-02,3,23,bs.s1655_4165c_a.2.pha,53518.22985,1296,4379.28,4597.63,0.852,0.005,0.235,0.005,seg4165c_a_rsfft.asc,0.0393,0.0008,1,94,4695.013,253.153,1.075,0.008
d4165d_a,359914180.4,359918018.4,53518.6956,3838,91702-01-66-01,3,23,bs.s1655_4165d_a.2.pha,53518.69559,3808,4281.49,4493.22,0.854,0.005,0.233,0.005,seg4165d_a_rsfft.asc,0.0417,0.0005,1,94,4577.617,258.629,1.067,0.007
d4165e_a,359931535.4,359935056.4,53518.89463,3521,91702-01-67-00,3,23,bs.s1655_4165e_a.2.pha,53518.89485,3440,4367.85,4583.71,0.863,0.005,0.24,0.005,seg4165e_a_rsfft.asc,0.0361,0.0005,1,94,4667.894,274.993,1.069,0.007
d4165f_a,359936852.4,359938863.4,53518.94743,2011,91702-01-67-01,3,23,bs.s1655_4165f_a.2.pha,53518.94744,1984,4318.16,4531.81,0.858,0.005,0.248,0.005,seg4165f_a_rsfft.asc,0.0398,0.0007,1,94,4615.12,257.5,1.069,0.007
d4165f_b,359938938.4,359940514.4,53518.96906,1576,91702-01-67-01,2,2,bs.s1655_4165f_b.2.pha,53518.96902,1552,4476.11,4697.62,0.857,0.005,0.271,0.005,seg4165f_b_rsfft.asc,0.0488,0.0009,1,94,4988.983,339.77,1.069,0.006
d4166a_a,359942548.4,359946380.4,53519.02389,3832,91702-01-67-02,2,2,bs.s1655_4166a_a.2.pha,53519.02392,3808,4551.34,4778.49,0.857,0.005,0.259,0.005,seg4166a_a_rsfft.asc,0.0379,0.0006,1,94,5080.083,402.289,1.072,0.007
d4166b_a,359948196.4,359952043.4,53519.08935,3847,91702-01-67-03,2,2,bs.s1655_4166b_a.2.pha,53519.08939,3824,4208.73,4413.23,0.866,0.005,0.242,0.005,seg4166b_a_rsfft.asc,0.0371,0.0006,1,94,4693.231,387.767,1.068,0.007
d4166c_a,359982999.4,359984706.4,53519.47978,1707,91702-01-67-04,2,2,bs.s1655_4166c_a.2.pha,53519.47985,1664,4512.37,4739.89,0.872,0.005,0.217,0.005,seg4166c_a_rsfft.asc,0.0421,0.0008,1,94,5037.841,345.705,1.068,0.008
d4166d_a,359989536.4,359990722.4,53519.55242,1186,91702-01-67-05,4,123,bs.s1655_4166d_a.2.pha,53519.55235,1168,4376.68,4595.89,0.87,0.005,0.221,0.005,seg4166d_a_rsfft.asc,0.0444,0.0008,1,94,4629.087,294.554,1.068,0.007
d4166e_a,360016321.4,360019282.4,53519.87271,2961,91702-01-68-00,3,23,bs.s1655_4166e_a.2.pha,53519.87281,2912,4072.96,4274.18,0.884,0.005,0.229,0.005,seg4166e_a_rsfft.asc,0.051,0.0006,1,94,4349.159,304.795,1.063,0.007
d4166e_b,360019411.4,360019984.4,53519.89465,573,91702-01-68-00,3,23,bs.s1655_4166e_b.2.pha,53519.89457,560,4078.63,4278.88,0.881,0.005,0.227,0.005,seg4166e_b_rsfft.asc,0.0521,0.0013,1,94,4358.779,384.967,1.067,0.005
d4166f_a,360021876.4,360025652.4,53519.94172,3776,91702-01-68-03,3,23,bs.s1655_4166f_a.2.pha,53519.94179,3744,3896.44,4089.68,0.878,0.005,0.214,0.005,seg4166f_a_rsfft.asc,0.0523,0.0005,1,94,4163.564,399.917,1.063,0.007
d4167a_a,360027508.4,360031310.4,53520.00705,3802,91702-01-68-04,3,23,bs.s1655_4167a_a.2.pha,53520.00707,3776,3790.36,3977.69,0.875,0.005,0.21,0.005,seg4167a_a_rsfft.asc,0.0558,0.0005,1,94,4050.532,294.615,1.063,0.007
d4167b_a,360084996.4,360087698.4,53520.66606,2702,91702-01-69-00,3,23,bs.s1655_4167b_a.2.pha,53520.66605,2672,3787.86,3978.72,0.856,0.005,0.147,0.005,seg4167b_a_rsfft.asc,0.0396,0.0006,1,94,4060.985,194.88,1.06,0.007
d4167c_a,360095556.4,360099249.4,53520.79402,3693,91702-01-66-02,3,23,bs.s1655_4167c_a.2.pha,53520.79411,3648,3939.49,4137.38,0.861,0.005,0.175,0.005,seg4167c_a_rsfft.asc,0.0409,0.0005,1,94,4211.706,273.983,1.062,0.007
d4167c_b,360101187.4,360103028.4,53520.84847,1841,91702-01-66-02,3,23,bs.s1655_4167c_b.2.pha,53520.84846,1840,3775.1,3965.34,0.867,0.005,0.165,0.005,seg4167c_b_rsfft.asc,0.0438,0.0007,1,94,4038.385,249.865,1.06,0.007
d4167c_c,360103120.4,360104114.4,53520.86594,994,91702-01-66-02,2,2,bs.s1655_4167c_c.2.pha,53520.86587,976,3943.63,4142.62,0.87,0.005,0.168,0.005,seg4167c_c_rsfft.asc,0.0418,0.001,1,94,4402.832,216.038,1.06,0.007
d4167c_d,360104243.4,360104914.4,53520.87707,671,91702-01-66-02,2,2,bs.s1655_4167c_d.2.pha,53520.87698,656,3792.23,3981.73,0.86,0.005,0.167,0.005,seg4167c_d_rsfft.asc,0.0425,0.0014,1,94,4232.322,246.72,1.063,0.006
d4167d_a,360106901.4,360110573.4,53520.9252,3672,91702-01-68-01,3,12,bs.s1655_4167d_a.2.pha,53520.92531,3616,3502.4,3677.76,0.86,0.005,0.158,0.005,seg4167d_a_rsfft.asc,0.0508,0.0005,1,94,3798.392,232.755,1.058,0.007
d4167e_a,360112532.4,360116242.4,53520.9906,3710,91702-01-68-02,2,2,bs.s1655_4167e_a.2.pha,53520.99059,3680,3646.85,3829.71,0.86,0.005,0.162,0.005,seg4167e_a_rsfft.asc,0.0442,0.0006,1,94,4081.222,251.447,1.06,0.007
d4168a_a,360118164.4,360121904.4,53521.05595,3740,91702-01-69-01,2,2,bs.s1655_4168a_a.2.pha,53521.05596,3696,3684.78,3869.04,0.858,0.005,0.167,0.005,seg4168a_a_rsfft.asc,0.0431,0.0006,1,94,4122.774,275.977,1.062,0.007
d4168b_a,360176132.4,360178374.4,53521.71821,2242,91702-01-69-02,3,23,bs.s1655_4168b_a.2.pha,53521.71828,2224,3559.47,3735.84,0.873,0.005,0.161,0.005,seg4168b_a_rsfft.asc,0.0417,0.0007,1,94,3813.056,209.779,1.057,0.007
d4169_a,360203592.4,360206825.4,53522.04177,3233,91702-01-70-00,3,23,bs.s1655_4169_a.2.pha,53522.04207,3168,3493.75,3666.78,0.853,0.005,0.152,0.005,seg4169_a_rsfft.asc,0.0436,0.0006,1,94,3743.362,274.06,1.06,0.007
d4169_b,360208819.4,360212489.4,53522.1048,3670,91702-01-70-00,3,23,bs.s1655_4169_b.2.pha,53522.10476,3664,3238.99,3397.89,0.849,0.005,0.152,0.005,seg4169_b_rsfft.asc,0.0507,0.0006,1,94,3474.622,221.328,1.059,0.007
