frequency-frequency,frequency-width,frequency-normalization,width-width,width-normalization,width-frequency,normalization-normalization,normalization-frequency,normalization-width
1.0,0.00035235496723871337,0.00889018684023524,1.0,0.00333382007458774,0.00333382007458774,1.0,0.00889018684023524,0.00333382007458774
