frequency-frequency,frequency-width,frequency-normalization,width-width,width-normalization,width-frequency,normalization-normalization,normalization-frequency,normalization-width
1.0,0.9999999310621962,0.9356622290518453,1.0,0.9973888598742788,0.9356622290518453,1.0,0.9999999310621962,0.9999999310621962
