frequency-frequency,frequency-width,frequency-normalization,width-width,width-normalization,width-frequency,normalization-normalization,normalization-frequency,normalization-width
1.0,0.18855666321887862,9.83316187642921e-05,1.0,0.02166982723648196,0.18855666321887862,1.0,0.02166982723648196,0.09956245106093345
