mse,mae,fold
0.01195431058528707,0.052761869724337794,0
0.004788716931252937,0.033044341130708435,1
0.008335913166788608,0.05286831290672226,2
0.004289994753643091,0.038484183911914945,3
0.01203890110935088,0.061177258438750104,4
0.006853683377047133,0.0430404997804587,5
0.012057808709931781,0.05514367981833243,6
0.007526254298391044,0.04880656752502672,7
0.007055568712767944,0.04961690005613925,8
0.008410512667234044,0.05784306186230182,9
0.010352022822811077,0.057809034411976164,10
0.007495152369441735,0.05170906466965804,11
0.008569967591910364,0.056241670356591326,12
0.008352983306483555,0.05037709969870901,13
0.0073550290605787945,0.04470251383079713,14
0.006395722470433857,0.04618236641005428,15
0.003724127151227694,0.03822147055849417,16
0.019026030556057765,0.06799315637231781,17
0.009568178173468795,0.04959314271175121,18
0.004508587802258956,0.034210967015854146,19
