frequency-frequency,frequency-width,frequency-normalization,width-width,width-normalization,width-frequency,normalization-normalization,normalization-frequency,normalization-width
1.0,0.9356622290518453,0.04843826268679447,1.0,0.04843826268679447,0.09956245106093345,1.0,0.02166982723648196,0.04843826268679447
