frequency-frequency,frequency-width,frequency-normalization,width-width,width-normalization,width-frequency,normalization-normalization,normalization-frequency,normalization-width
1.0,0.9999999310621962,0.7536974563793281,1.0,0.7536974563793281,0.9973888598742788,1.0,0.9356622290518453,0.9973888598742788
