frequency-frequency,frequency-width,frequency-normalization,width-width,width-normalization,width-frequency,normalization-normalization,normalization-frequency,normalization-width
1.0,0.5256377612776422,0.00333382007458774,1.0,0.00035235496723871337,0.0011383775864635356,1.0,0.9356622290518453,0.9973888598742788
