filename_code,MET_start,MET_end,MJD_mid,interval_time(s),ObsID(RXTE),number_PCUs,which_PCUs(string),spec_filename,spec_MJD,spec_exposure(s),PCA_crate_raw(c/s/PCU),PCA_crate_normalized(c/s/PCU),soft_color(3.6-5.0/2.2-3.6_keV),err_soft_col,hard_color(8.6-18.0/5.0-8.6_keV),err_hard_col,PDS_name,PDS_integrated_rms_(0.1_10Hz),err_PDS_rms,PDS_low_chan_PCU2_0_255,PDS_high_chan_PCU2_0_255,PDS_source_crate(c/s/PCU),sample_std_dev_PDS_source_crate(c/s/PCU),deadtime_correction,average_pointing_offset(deg)
day2966_a,256309588.4,256311538.4,52319.55745,1950,60428-01-17-00,4,234,bs.s1550_day2966_a.2.pha,52319.55753,1888,6.29,5.98,0.913,0.05,0.787,0.044,seg2966_a_rsfft.asc,0.3248,0.0422,5,92,5.931,2.946,1.017,0.003
day2969_a,256583428.4,256587063.4,52322.73664,3635,60428-01-18-00,3,24,bs.s1550_day2969_a.2.pha,52322.73735,3472,4.5,4.35,0.89,0.045,0.77,0.045,seg2969_a_rsfft.asc,0.3153,0.0372,5,92,6.029,3.769,1.019,0.087
day2972_a,256834404.4,256836245.4,52325.63108,1841,60428-01-19-00,4,234,bs.s1550_day2972_a.2.pha,52325.63133,1792,3.49,3.3,0.891,0.075,0.672,0.079,seg2972_a_rsfft.asc,0.3521,0.0607,5,92,4.509,2.953,1.022,0.005
day2975_a,257085332.4,257087165.4,52328.53529,1833,60428-01-20-00,4,234,bs.s1550_day2975_a.2.pha,52328.5355,1776,2.58,2.55,0.829,0.096,0.671,0.094,seg2975_a_rsfft.asc,0.5547,0.0857,5,92,3.243,2.646,1.021,0.005
day2978_a,257327316.4,257328606.4,52331.33289,1290,60428-01-21-00,3,23,bs.s1550_day2978_a.2.pha,52331.333,1248,1.6,1.72,0.958,0.139,0.423,0.163,seg2978_a_rsfft.asc,1.9901,0.354,5,92,0.87,2.561,1.015,0.004
day2978_b,257333491.4,257334305.4,52331.4016,814,60428-01-21-01,3,23,bs.s1550_day2978_b.2.pha,52331.4017,768,2.22,2.28,0.696,0.111,0.514,0.156,seg2978_b_rsfft.asc,1.7608,0.3118,5,92,1.176,2.435,1.015,0.003
day2982_a,257709092.4,257711650.4,52335.75893,2558,70402-01-01-00,4,234,bs.s1550_day2982_a.2.pha,52335.75892,2528,1.28,1.43,0.772,0.094,0.439,0.142,seg2982_a_rsfft.asc,3.8405,0.8015,5,92,0.312,2.147,1.016,0.002
day2985_a,257940996.4,257942046.4,52338.43428,1050,70402-01-02-01,3,23,bs.s1550_day2985_a.2.pha,52338.43439,992,1.6,1.55,0.717,0.15,0.369,0.183,seg2985_a_rsfft.asc,0.621,0.0959,5,92,3.484,3.207,1.024,0.003
day2985_b,257946691.4,257947805.4,52338.50056,1114,70402-01-02-00,2,2,bs.s1550_day2985_b.2.pha,52338.50068,1072,1.46,1.46,0.987,0.206,0.404,0.194,seg2985_b_rsfft.asc,0.4945,0.0821,5,92,5.458,4.171,1.023,0.004
day3372_a,291391108.4,291393010.4,52725.59328,1902,80135-01-01-00,4,123,bs.s1550_day3372_a.2.pha,52725.59328,1872,179.11,170.2,1.148,0.008,1.008,0.005,seg3372_a_rsfft.asc,0.3396,0.004,5,92,179.393,68.102,1.02,0.004
day3372_b,291393619.4,291393964.4,52725.61333,345,80135-01-01-00,4,123,bs.s1550_day3372_b.2.pha,52725.61337,320,185.36,177.37,1.123,0.019,0.991,0.011,seg3372_b_rsfft.asc,0.3498,0.0014,5,92,185.084,59.34,1.018,0.003
day3374_a,291561572.4,291564528.4,52727.57234,2956,80135-01-02-10,3,23,bs.s1550_day3374_a.2.pha,52727.57226,2912,197.73,188.11,1.141,0.006,1.003,0.005,seg3374_a_rsfft.asc,0.3399,0.0033,5,92,197.442,74.091,1.019,0.004
day3375_a,291647780.4,291649266.4,52728.56161,1486,80135-01-01-02,3,23,bs.s1550_day3375_a.2.pha,52728.56161,1456,205.06,194.91,1.157,0.009,1.009,0.005,seg3375_a_rsfft.asc,0.3239,0.0043,5,92,205.935,72.102,1.018,0.004
day3375_b,291649395.4,291649745.4,52728.57373,350,80135-01-01-02,3,23,bs.s1550_day3375_b.2.pha,52728.57355,320,204.92,194.36,1.188,0.019,1.007,0.01,seg3375_b_rsfft.asc,0.35,0.001,5,92,192.76,83.432,1.018,0.003
day3376_a,291725732.4,291727794.4,52729.46717,2062,80135-01-02-01,3,23,bs.s1550_day3376_a.2.pha,52729.46716,2032,211.19,200.99,1.147,0.007,1,0.005,seg3376_a_rsfft.asc,0.329,0.0038,5,92,213.199,76.615,1.019,0.004
day3377_a,291817220.4,291820193.4,52730.53133,2973,80135-01-02-20G,3,23,bs.s1550_day3377_a.2.pha,52730.53124,2912,211.91,201.58,1.153,0.006,1.005,0.005,seg3377_a_rsfft.asc,0.3343,0.0032,5,92,212.561,80.234,1.02,0.004
day3378_a,291901828.4,291903604.4,52731.50366,1776,80135-01-02-02,3,23,bs.s1550_day3378_a.2.pha,52731.50374,1760,226.8,215.92,1.137,0.007,1.007,0.005,seg3378_a_rsfft.asc,0.3304,0.004,5,92,230.008,77.94,1.021,0.004
day3379_a,291992724.4,291996305.4,52732.56614,3581,80135-01-02-00,4,234,bs.s1550_day3379_a.2.pha,52732.56605,3520,225.96,215.02,1.143,0.005,1.002,0.005,seg3379_a_rsfft.asc,0.3296,0.0027,5,92,224.569,78.432,1.021,0.004
day3379_b,291998355.4,292002003.4,52732.63171,3648,80135-01-02-00,3,23,bs.s1550_day3379_b.2.pha,52732.63152,3616,222.67,211.46,1.14,0.005,1.009,0.005,seg3379_b_rsfft.asc,0.3291,0.0029,5,92,223.947,85.079,1.022,0.004
day3379_c,292004067.4,292007688.4,52732.69766,3621,80135-01-02-00,3,23,bs.s1550_day3379_c.2.pha,52732.69744,3584,222.68,211.69,1.136,0.005,1.007,0.005,seg3379_c_rsfft.asc,0.3313,0.0029,5,92,223.84,82.53,1.022,0.004
day3379_d,292009763.4,292013330.4,52732.76327,3567,80135-01-02-00,4,234,bs.s1550_day3379_d.2.pha,52732.76318,3552,221.3,210.33,1.146,0.005,1.004,0.005,seg3379_d_rsfft.asc,0.336,0.0028,5,92,220.053,82.44,1.022,0.004
day3380_a,292072884.4,292075861.4,52733.49043,2977,80135-01-03-00,4,123,bs.s1550_day3380_a.2.pha,52733.49031,2928,231.72,220.7,1.14,0.006,1.001,0.005,seg3380_a_rsfft.asc,0.3327,0.0029,5,92,230.543,88.083,1.021,0.004
day3380_b,292077923.4,292081505.4,52733.55225,3582,80135-01-03-00,4,234,bs.s1550_day3380_b.2.pha,52733.55216,3552,223.76,212.67,1.155,0.005,1.009,0.005,seg3380_b_rsfft.asc,0.3321,0.0027,5,92,222.208,81.622,1.022,0.004
day3380_c,292083571.4,292087201.4,52733.6179,3630,80135-01-03-00,4,123,bs.s1550_day3380_c.2.pha,52733.61781,3616,226.17,215.02,1.148,0.005,1.004,0.005,seg3380_c_rsfft.asc,0.3276,0.0026,5,92,227.021,80.886,1.023,0.004
day3381_a,292154308.4,292155364.4,52734.42172,1056,80135-01-03-01,3,23,bs.s1550_day3381_a.2.pha,52734.42179,1040,230.15,219.24,1.159,0.01,1.009,0.005,seg3381_a_rsfft.asc,0.324,0.0051,5,92,231.941,79.681,1.018,0.004
day3382_a,292248992.4,292251964.4,52735.52869,2972,80135-01-03-10,4,123,bs.s1550_day3382_a.2.pha,52735.52874,2928,237.29,226.18,1.138,0.006,0.999,0.005,seg3382_a_rsfft.asc,0.33,0.0029,5,92,238.184,87.403,1.023,0.004
day3384_a,292401684.4,292403154.4,52737.28726,1470,80135-01-03-20,3,23,bs.s1550_day3384_a.2.pha,52737.28735,1424,236.85,226.15,1.119,0.008,0.995,0.005,seg3384_a_rsfft.asc,0.3392,0.0046,5,92,243.496,95.878,1.021,0.004
day3387a_a,292657220.4,292658706.4,52740.24495,1486,80135-01-04-00,3,23,bs.s1550_day3387a_a.2.pha,52740.24494,1456,235.71,225.16,1.112,0.008,0.993,0.005,seg3387a_a_rsfft.asc,0.3323,0.0043,5,92,239.39,89.983,1.021,0.004
day3387a_b,292659619.4,292661105.4,52740.27271,1486,80135-01-04-00,3,23,bs.s1550_day3387a_b.2.pha,52740.27272,1456,232.83,222.52,1.141,0.008,0.993,0.005,seg3387a_b_rsfft.asc,0.3319,0.0044,5,92,233.854,85.27,1.017,0.005
day3387a_c,292662867.4,292666805.4,52740.3245,3938,80135-01-04-00,3,23,bs.s1550_day3387a_c.2.pha,52740.32429,3904,240.66,230.07,1.125,0.005,0.989,0.005,seg3387a_c_rsfft.asc,0.3352,0.0027,5,92,242.653,88.681,1.02,0.004
day3387a_d,292668563.4,292672505.4,52740.39044,3942,80135-01-04-00,4,234,bs.s1550_day3387a_d.2.pha,52740.39022,3904,231.84,221.24,1.125,0.005,1,0.005,seg3387a_d_rsfft.asc,0.336,0.0025,5,92,228.906,87.731,1.021,0.004
day3387a_e,292674259.4,292678195.4,52740.45634,3936,80135-01-04-00,3,23,bs.s1550_day3387a_e.2.pha,52740.45605,3888,228.95,218.57,1.123,0.005,0.994,0.005,seg3387a_e_rsfft.asc,0.3336,0.0027,5,92,230.802,84.573,1.023,0.004
day3387b_a,292679908.4,292683845.4,52740.52172,3937,80135-01-04-01,3,23,bs.s1550_day3387b_a.2.pha,52740.5217,3888,226.57,216,1.129,0.005,0.996,0.005,seg3387b_a_rsfft.asc,0.3325,0.0027,5,92,230.204,85.552,1.023,0.004
day3387b_b,292685603.4,292689544.4,52740.58766,3941,80135-01-04-01,4,234,bs.s1550_day3387b_b.2.pha,52740.58744,3904,236.76,225.93,1.121,0.005,0.992,0.005,seg3387b_b_rsfft.asc,0.3295,0.0025,5,92,234.695,83.301,1.023,0.004
day3387b_c,292691907.4,292695244.4,52740.65713,3337,80135-01-04-01,3,23,bs.s1550_day3387b_c.2.pha,52740.65689,3296,232.37,221.79,1.13,0.005,0.987,0.005,seg3387b_c_rsfft.asc,0.3369,0.003,5,92,233,87.516,1.021,0.004
day3387b_d,292698083.4,292700884.4,52740.72551,2801,80135-01-04-01,3,23,bs.s1550_day3387b_d.2.pha,52740.7255,2800,224.95,214.75,1.128,0.006,0.991,0.005,seg3387b_d_rsfft.asc,0.3347,0.0033,5,92,227.203,79.708,1.018,0.005
day3388_a,292744708.4,292746365.4,52741.25853,1657,80135-01-04-02,3,23,bs.s1550_day3388_a.2.pha,52741.25892,1568,232.71,222.41,1.139,0.008,0.991,0.005,seg3388_a_rsfft.asc,0.3326,0.0042,5,92,232.527,80.321,1.017,0.013
day3388_b,292748291.4,292752065.4,52741.31225,3774,80135-01-04-02,3,23,bs.s1550_day3388_b.2.pha,52741.31216,3760,231.71,221.49,1.122,0.005,0.993,0.005,seg3388_b_rsfft.asc,0.3328,0.0028,5,92,234.096,87.609,1.02,0.004
day3388_c,292753763.4,292757765.4,52741.3769,4002,80135-01-04-02,4,234,bs.s1550_day3388_c.2.pha,52741.3767,3968,227.72,217.55,1.122,0.005,0.993,0.005,seg3388_c_rsfft.asc,0.3317,0.0025,5,92,225.92,79.505,1.021,0.004
day3388_d,292759395.4,292763405.4,52741.44213,4010,80135-01-04-02,3,23,bs.s1550_day3388_d.2.pha,52741.44207,4000,232.92,222.48,1.124,0.005,0.992,0.005,seg3388_d_rsfft.asc,0.3288,0.0027,5,92,236.545,81.422,1.023,0.004
day3388_e,292765107.4,292769104.4,52741.50817,3997,80135-01-04-02,4,234,bs.s1550_day3388_e.2.pha,52741.50809,3968,229.35,218.61,1.133,0.005,0.993,0.005,seg3388_e_rsfft.asc,0.3346,0.0025,5,92,227.937,80.502,1.024,0.004
day3390_a,292912644.4,292914258.4,52743.20198,1614,80135-01-04-03,3,23,bs.s1550_day3390_a.2.pha,52743.20198,1568,207.74,198.3,1.138,0.008,1.004,0.005,seg3390_a_rsfft.asc,0.3373,0.0044,5,92,211.665,71.86,1.021,0.004
day3390_b,292965443.4,292968124.4,52743.81926,2681,80135-01-04-10,3,23,bs.s1550_day3390_b.2.pha,52743.81948,2624,203.5,194.52,1.137,0.006,1.001,0.005,seg3390_b_rsfft.asc,0.3331,0.0034,5,92,205.905,75.503,1.016,0.007
day3392_a,293096116.4,293099045.4,52745.33311,2929,80135-01-04-06,3,23,bs.s1550_day3392_a.2.pha,52745.33346,2848,194.25,185.8,1.131,0.006,0.993,0.005,seg3392_a_rsfft.asc,0.3288,0.0033,5,92,197.194,68.516,1.02,0.008
day3392_b,293114419.4,293115954.4,52745.53689,1535,80135-01-04-07,3,23,bs.s1550_day3392_b.2.pha,52745.53716,1456,188.19,179.36,1.118,0.009,0.998,0.005,seg3392_b_rsfft.asc,0.3381,0.0048,5,92,191.268,59.276,1.024,0.011
day3393_a,293232740.4,293236706.4,52746.92041,3966,80135-01-04-20,3,23,bs.s1550_day3393_a.2.pha,52746.9205,3904,169.54,162.35,1.143,0.006,0.989,0.005,seg3393_a_rsfft.asc,0.3316,0.003,5,92,172.734,59.511,1.016,0.005
day3394_a,293241796.4,293242834.4,52747.00828,1038,80135-01-05-00,4,234,bs.s1550_day3394_a.2.pha,52747.00846,976,176.76,169.16,1.139,0.011,0.983,0.006,seg3394_a_rsfft.asc,0.3211,0.0051,5,92,175.343,59.061,1.019,0.006
day3397_a,293503284.4,293504465.4,52750.03559,1181,80135-01-05-10,3,23,bs.s1550_day3397_a.2.pha,52750.03559,1152,134.44,128.86,1.158,0.012,0.983,0.007,seg3397_a_rsfft.asc,0.3203,0.0056,5,92,136.361,44.467,1.02,0.004
day3397_b,293505267.4,293508124.4,52750.06824,2857,80135-01-05-10,3,23,bs.s1550_day3397_b.2.pha,52750.06818,2848,141.73,135.78,1.149,0.007,0.995,0.005,seg3397_b_rsfft.asc,0.3251,0.0037,5,92,142.284,50.89,1.016,0.005
day3422_a,295660948.4,295661884.4,52775.00713,936,80412-01-01-00,3,23,bs.s1550_day3422_a.2.pha,52775.00716,912,8.06,8.29,0.96,0.057,0.773,0.045,seg3422_a_rsfft.asc,0.4054,0.0547,5,92,6.695,4.59,1.014,0.006
day3428_a,296220628.4,296221204.4,52781.48283,576,80412-01-02-00,3,23,bs.s1550_day3428_a.2.pha,52781.48291,560,3.24,3.55,0.987,0.147,0.696,0.12,seg3428_a_rsfft.asc,1.2796,0.1792,5,92,2.315,2.904,1.016,0.006
