filename_code,MET_start,MET_end,MJD_mid,interval_time(s),ObsID(RXTE),number_PCUs,which_PCUs(string),spec_filename,spec_MJD,spec_exposure(s),PCA_crate_raw(c/s/PCU),PCA_crate_normalized(c/s/PCU),soft_color(3.6-5.0/2.2-3.6_keV),err_soft_col,hard_color(8.6-18.0/5.0-8.6_keV),err_hard_col,PDS_name,PDS_integrated_rms_(0.1_10Hz),err_PDS_rms,PDS_low_chan_PCU2_0_255,PDS_high_chan_PCU2_0_255,PDS_source_crate(c/s/PCU),sample_std_dev_PDS_source_crate(c/s/PCU),deadtime_correction,average_pointing_offset(deg)
day2335_a,201816157.4,201818044.4,51688.84608,1887,50135-01-07-00,3,23,bs.s1550_day2335_a.2.pha,51688.84624,1840,145.19,141.04,1.015,0.007,0.881,0.005,seg2335_a_rsfft.asc,0.2424,0.004,5,92,148.073,23.094,1.013,0.042
day2337_a,201983187.4,201984185.4,51690.77415,998,50135-01-08-00,3,23,bs.s1550_day2337_a.2.pha,51690.77411,976,110.51,107.12,1.016,0.012,0.879,0.008,seg2337_a_rsfft.asc,0.2507,0.0061,5,92,111.87,19.633,1.011,0.041
day2337_b,201989363.4,201990184.4,51690.84461,821,50135-01-08-01,4,234,bs.s1550_day2337_b.2.pha,51690.84457,816,111.1,108.2,1.027,0.013,0.882,0.008,seg2337_b_rsfft.asc,0.2555,0.0063,5,92,109.872,19.139,1.01,0.041
day2339_a,202137443.4,202139164.4,51692.5637,1721,50135-01-09-00,3,23,bs.s1550_day2339_a.2.pha,51692.56365,1712,83.08,80.14,1.024,0.011,0.902,0.007,seg2339_a_rsfft.asc,0.2538,0.0056,5,92,85.116,16.927,1.013,0.041
day2340_a,202210609.4,202212364.4,51693.41073,1755,50135-01-10-00,2,2,bs.s1550_day2340_a.2.pha,51693.41087,1712,72.75,69.85,1.025,0.012,0.899,0.008,seg2340_a_rsfft.asc,0.2345,0.0068,5,92,80.834,16.288,1.014,0.041
day2342_a,202371287.4,202373044.4,51695.27044,1757,50135-01-11-00,3,23,bs.s1550_day2342_a.2.pha,51695.27068,1712,57.68,55.59,1.014,0.013,0.905,0.009,seg2342_a_rsfft.asc,0.235,0.0065,5,92,61.362,13.495,1.013,0.04
day2343_a,202476147.4,202477778.4,51696.48337,1631,50135-01-12-00,4,234,bs.s1550_day2343_a.2.pha,51696.48337,1600,49.68,48.2,1.013,0.014,0.883,0.01,seg2343_a_rsfft.asc,0.2545,0.0068,5,92,49.187,11.23,1.011,0.04
day2345_a,202689203.4,202690552.4,51698.94766,1349,50135-01-13-00,2,2,bs.s1550_day2345_a.2.pha,51698.94781,1312,36.88,36.47,1.031,0.02,0.863,0.013,seg2345_a_rsfft.asc,0.2203,0.0109,5,92,46.61,10.703,1.01,0.04
day2349_a,202997143.4,202999144.4,51702.51555,2001,50135-01-14-00,3,23,bs.s1550_day2349_a.2.pha,51702.51587,1936,23.35,22.24,0.979,0.021,0.871,0.016,seg2349_a_rsfft.asc,0.2219,0.011,5,92,25.837,7.371,1.014,0.042
day2350_a,203095763.4,203097244.4,51703.65398,1481,50135-01-15-00,4,234,bs.s1550_day2350_a.2.pha,51703.65439,1392,19.7,19.38,0.975,0.027,0.847,0.02,seg2350_a_rsfft.asc,0.2287,0.0128,5,92,21.497,6.695,1.01,0.05
day2352_a,203297667.4,203299202.4,51705.99114,1535,50135-01-16-00,3,23,bs.s1550_day2352_a.2.pha,51705.99124,1488,14.45,14.3,0.96,0.031,0.819,0.024,seg2352_a_rsfft.asc,0.264,0.0198,5,92,15.35,5.413,1.01,0.039
day2354_a,203427987.4,203429522.4,51707.49948,1535,50135-01-17-00,5,1234,bs.s1550_day2354_a.2.pha,51707.49966,1472,11.88,11.68,0.987,0.036,0.83,0.029,seg2354_a_rsfft.asc,0.2508,0.0185,5,92,11.906,4.27,1.011,0.04
day2357_a,203713107.4,203714562.4,51710.79902,1455,50135-01-18-00,3,23,bs.s1550_day2357_a.2.pha,51710.79892,1440,8.21,7.92,0.892,0.044,0.754,0.04,seg2357_a_rsfft.asc,0.2162,0.0338,5,92,9.755,3.575,1.01,0.041
day2358_a,203802299.4,203804690.4,51711.83675,2391,50135-01-19-00,4,123,bs.s1550_day2358_a.2.pha,51711.83698,2304,7.48,7.26,0.886,0.037,0.808,0.036,seg2358_a_rsfft.asc,0.2288,0.0263,5,92,8.052,3.219,1.01,0.039
day2359_a,203871555.4,203873524.4,51712.63588,1969,50135-01-20-00,4,234,bs.s1550_day2359_a.2.pha,51712.63587,1968,6.67,6.38,0.898,0.046,0.723,0.043,seg2359_a_rsfft.asc,0.2116,0.0263,5,92,10.038,3.215,1.01,0.039
day2360_a,203952563.4,203954418.4,51713.57281,1855,50135-01-21-00,4,234,bs.s1550_day2360_a.2.pha,51713.57281,1824,6.46,6,0.873,0.049,0.725,0.045,seg2360_a_rsfft.asc,0.2548,0.0352,5,92,8.264,2.898,1.01,0.039
day2361_a,204057507.4,204059042.4,51714.78559,1535,50135-01-22-00,4,234,bs.s1550_day2361_a.2.pha,51714.78578,1456,5.84,5.66,0.823,0.052,0.625,0.049,seg2361_a_rsfft.asc,0.2931,0.0406,5,92,6.936,2.811,1.011,0.041
day2362_a,204124707.4,204126754.4,51715.56633,2047,50135-01-23-00,3,23,bs.s1550_day2362_a.2.pha,51715.56633,2016,4.92,4.77,0.874,0.057,0.685,0.052,seg2362_a_rsfft.asc,0.2818,0.0415,5,92,7.873,3.17,1.01,0.039
day2363_a,204205875.4,204206722.4,51716.49883,847,50135-01-24-00,5,1234,bs.s1550_day2363_a.2.pha,51716.49892,800,4.83,4.67,0.882,0.093,0.798,0.091,seg2363_a_rsfft.asc,0.3756,0.0551,5,92,6.16,2.319,1.01,0.039
day2363_b,204226707.4,204227584.4,51716.74011,877,50135-01-24-01,5,1234,bs.s1550_day2363_b.2.pha,51716.74041,784,5.13,4.96,0.827,0.081,0.727,0.082,seg2363_b_rsfft.asc,0.3142,0.0546,5,92,6.069,2.397,1.011,0.043
day2364a_a,204253763.4,204254945.4,51717.05503,1182,50135-01-24-02,4,123,bs.s1550_day2364a_a.2.pha,51717.05541,1072,4.25,4.71,0.773,0.064,0.647,0.069,seg2364a_a_rsfft.asc,0.3302,0.0682,5,92,4.748,2.706,1.011,0.056
day2364a_b,204270739.4,204272225.4,51717.25327,1486,50135-01-25-01,4,123,bs.s1550_day2364a_b.2.pha,51717.25365,1392,4.37,4.39,0.822,0.062,0.71,0.07,seg2364a_b_rsfft.asc,0.3445,0.0539,5,92,5.044,3.159,1.012,0.057
day2364b_a,204288867.4,204289745.4,51717.45957,878,50135-01-25-02,5,1234,bs.s1550_day2364b_a.2.pha,51717.45985,784,1.65,3.52,0.971,0.136,0.581,0.12,seg2364b_a_rsfft.asc,0.1914,0.0293,5,92,11.249,2.811,1.011,0.047
day2364b_b,204315987.4,204316925.4,51717.7738,938,50135-01-25-00,3,23,bs.s1550_day2364b_b.2.pha,51717.7742,848,4.62,4.66,0.805,0.076,0.698,0.085,seg2364b_b_rsfft.asc,0.3216,0.0671,5,92,6.221,2.919,1.012,0.058
day2367_a,204543267.4,204544946.4,51720.40864,1679,50135-01-26-00,5,1234,bs.s1550_day2367_a.2.pha,51720.40855,1664,3.71,3.83,0.791,0.068,0.759,0.075,seg2367_a_rsfft.asc,0.2716,0.0439,5,92,5.741,2.343,1.016,0.038
day2369_a,204714759.4,204715613.4,51722.38873,854,50135-01-27-00,5,1234,bs.s1550_day2369_a.2.pha,51722.38874,832,3.02,3.13,0.677,0.102,0.704,0.124,seg2369_a_rsfft.asc,0.3118,0.0523,5,92,6.094,2.227,1.016,0.039
day2370_a,204831859.4,204832684.4,51723.74389,825,50135-01-27-01,4,234,bs.s1550_day2370_a.2.pha,51723.74383,816,4.14,3.59,0.896,0.112,0.621,0.1,seg2370_a_rsfft.asc,0.3639,0.0577,5,92,6.276,2.624,1.021,0.039
day2379_a,205569811.4,205572162.4,51732.29383,2351,50135-01-28-00,3,23,bs.s1550_day2379_a.2.pha,51732.29411,2272,2.91,2.63,0.725,0.077,0.73,0.089,seg2379_a_rsfft.asc,0.289,0.0519,5,92,5.597,2.858,1.016,0.041
day2382_a,205840643.4,205842754.4,51735.42707,2111,50135-01-29-00,5,1234,bs.s1550_day2382_a.2.pha,51735.42716,2064,2.9,2.55,0.753,0.082,0.723,0.094,seg2382_a_rsfft.asc,0.2624,0.0562,5,92,4.179,2.408,1.018,0.039
day2385_a,206134467.4,206135793.4,51738.82327,1326,50135-01-29-01,5,1234,bs.s1550_day2385_a.2.pha,51738.82328,1296,2,2.19,0.891,0.133,0.621,0.124,seg2385_a_rsfft.asc,0.5856,0.1141,5,92,2.43,2.596,1.016,0.039
day2388_a,206357059.4,206358473.4,51741.40007,1414,50135-01-30-00,3,234,bs.s1550_day2388_a.2.pha,51741.40003,1408,2.85,2.42,0.759,0.105,0.862,0.133,seg2388_a_rsfft.asc,0.8467,0.1654,5,92,2.027,2.659,1.021,0.039
day2584_a,223319047.4,223319714.4,51937.71506,667,50427-01-01-01,5,1234,bs.s1550_day2584_a.2.pha,51937.71506,0,0,0,-99,99,-99,99,seg2584_a_rsfft.asc,0.3308,0.01,5,92,59.711,22.884,1.016,0.042
day2584_b,223323331.4,223325858.4,51937.7754,2527,50427-01-01-00,5,1234,bs.s1550_day2584_b.2.pha,51937.77541,2496,68.78,64.49,1.214,0.014,0.998,0.007,seg2584_b_rsfft.asc,0.3372,0.0048,5,92,70.67,28.343,1.016,0.042
day2587_a,223564049.4,223565298.4,51940.5541,1249,50137-02-08-01,3,23,bs.s1550_day2587_a.2.pha,51940.55402,1232,84.77,80.61,1.161,0.015,0.992,0.009,seg2587_a_rsfft.asc,0.3496,0.0074,5,92,87.184,32.442,1.017,0.042
day2587_b,223599571.4,223602064.4,51940.97243,2493,50137-02-08-00,5,1234,bs.s1550_day2587_b.2.pha,51940.97235,2480,90.02,84.99,1.177,0.011,1.003,0.006,seg2587_b_rsfft.asc,0.344,0.0044,5,92,90.31,35.468,1.019,0.042
day2589_a,223753133.4,223755650.4,51942.74991,2517,50137-02-09-00,3,23,bs.s1550_day2589_a.2.pha,51942.74985,2496,101.15,95.45,1.156,0.01,0.998,0.005,seg2589_a_rsfft.asc,0.3342,0.0047,5,92,103.204,37.939,1.016,0.042
day2591_a,223920452.4,223921426.4,51944.67754,974,50137-02-10-00,4,234,bs.s1550_day2591_a.2.pha,51944.67772,912,108.19,101.83,1.165,0.016,0.986,0.009,seg2591_a_rsfft.asc,0.3376,0.0067,5,92,109.417,42.567,1.017,0.045
day2593_a,224115556.4,224116564.4,51946.93588,1008,50137-02-11-00,3,23,bs.s1550_day2593_a.2.pha,51946.93624,944,116.39,110.05,1.119,0.014,0.993,0.008,seg2593_a_rsfft.asc,0.3127,0.0065,5,92,119.86,36.544,1.024,0.049
day2595_a,224251636.4,224252978.4,51948.51282,1342,50137-02-12-00,4,123,bs.s1550_day2595_a.2.pha,51948.51281,1312,120.7,114.32,1.135,0.012,1.01,0.007,seg2595_a_rsfft.asc,0.3299,0.0055,5,92,121.701,39.967,1.018,0.042
day2596_a,224366155.4,224369622.4,51949.85057,3467,50137-02-13-00,5,1234,bs.s1550_day2596_a.2.pha,51949.85059,3456,122.88,116.2,1.141,0.007,1.002,0.005,seg2596_a_rsfft.asc,0.3393,0.0032,5,92,120.862,43.783,1.02,0.073
day2597_a,224383954.4,224386805.4,51950.05301,2851,50137-02-13-01,5,1234,bs.s1550_day2597_a.2.pha,51950.05328,2800,124.65,117.82,1.127,0.008,1.001,0.005,seg2597_a_rsfft.asc,0.3386,0.0035,5,92,124.285,46.782,1.022,0.073
day2597_b,224390611.4,224392565.4,51950.12487,1954,50137-02-13-02,5,1234,bs.s1550_day2597_b.2.pha,51950.12494,1872,121.55,115.21,1.122,0.01,0.982,0.006,seg2597_b_rsfft.asc,0.34,0.0042,5,92,118.171,43.16,1.02,0.074
day2597_c,224429552.4,224430946.4,51950.57233,1394,50137-02-14-00,5,1234,bs.s1550_day2597_c.2.pha,51950.57235,1360,126.5,118.96,1.122,0.011,0.998,0.007,seg2597_c_rsfft.asc,0.3233,0.0046,5,92,124.792,42.286,1.018,0.073
day2599_a,224624548.4,224625784.4,51952.82832,1236,50137-02-15-00,4,234,bs.s1550_day2599_a.2.pha,51952.82846,1200,119.14,112.5,1.125,0.012,0.994,0.007,seg2599_a_rsfft.asc,0.321,0.0053,5,92,118.087,45.882,1.025,0.072
day2602_a,224858800.4,224860626.4,51955.54298,1826,50137-02-16-00,4,234,bs.s1550_day2602_a.2.pha,51955.54318,1760,122.44,115.96,1.145,0.01,0.993,0.006,seg2602_a_rsfft.asc,0.3304,0.0045,5,92,120.41,42.111,1.019,0.073
day2604_a,225036388.4,225038284.4,51957.5988,1896,50137-02-17-00,5,1234,bs.s1550_day2604_a.2.pha,51957.59911,1824,118.56,112.29,1.148,0.01,0.993,0.006,seg2604_a_rsfft.asc,0.3344,0.0043,5,92,117.314,41.983,1.021,0.075
day2606_a,225196748.4,225198306.4,51959.45286,1558,50137-02-18-00,5,1234,bs.s1550_day2606_a.2.pha,51959.45281,1536,115.9,109.66,1.157,0.012,0.998,0.006,seg2606_a_rsfft.asc,0.3294,0.0048,5,92,114.603,41.988,1.02,0.073
day2607_a,225294868.4,225297665.4,51960.59568,2797,50137-02-19-00,4,234,bs.s1550_day2607_a.2.pha,51960.59578,2736,110.96,105.19,1.135,0.009,0.992,0.005,seg2607_a_rsfft.asc,0.3256,0.0039,5,92,108.095,40.199,1.02,0.072
day2607_b,225306387.4,225309124.4,51960.72866,2737,50137-02-19-01,4,123,bs.s1550_day2607_b.2.pha,51960.72874,2688,110.44,104.16,1.158,0.009,1.011,0.005,seg2607_b_rsfft.asc,0.3189,0.0038,5,92,110.647,38.126,1.021,0.072
day2609_a,225423158.4,225423664.4,51962.06726,506,50137-02-20-00,5,1234,bs.s1550_day2609_a.2.pha,51962.06726,480,104.2,99.03,1.144,0.022,0.995,0.012,seg2609_a_rsfft.asc,0.3228,0.008,5,92,103.093,33.547,1.015,0.071
day2611_a,225617372.4,225618484.4,51964.31862,1112,50137-02-21-00,5,1234,bs.s1550_day2611_a.2.pha,51964.31874,1088,91.03,86.75,1.146,0.015,0.972,0.009,seg2611_a_rsfft.asc,0.3284,0.0061,5,92,89.627,30.698,1.016,0.071
day2613_a,225771268.4,225772444.4,51966.10019,1176,50137-02-22-00,5,1234,bs.s1550_day2613_a.2.pha,51966.10022,1152,76.29,72.79,1.153,0.017,0.986,0.01,seg2613_a_rsfft.asc,0.3104,0.0061,5,92,80.726,26.847,1.017,0.072
day2615_a,225987569.4,225989344.4,51968.60714,1775,50137-02-23-00,5,1234,bs.s1550_day2615_a.2.pha,51968.60726,1728,62.21,59.21,1.145,0.015,0.957,0.009,seg2615_a_rsfft.asc,0.3251,0.0058,5,92,61.345,22.48,1.02,0.073
day2617_a,226124513.4,226125042.4,51970.18493,529,50137-02-24-00,3,23,bs.s1550_day2617_a.2.pha,51970.18485,512,48.26,46.18,1.1,0.031,0.951,0.018,seg2617_a_rsfft.asc,0.302,0.0131,5,92,49.779,18.034,1.02,0.073
day2617_b,226135969.4,226136584.4,51970.31802,615,50137-02-24-01,3,23,bs.s1550_day2617_b.2.pha,51970.318,608,48.73,46.54,1.146,0.03,0.984,0.017,seg2617_b_rsfft.asc,0.3028,0.0117,5,92,50.425,19.606,1.023,0.073
day2619_a,226307714.4,226308485.4,51972.30671,771,50137-02-25-02,4,234,bs.s1550_day2619_a.2.pha,51972.3067,768,32.1,31.36,1.08,0.031,0.893,0.019,seg2619_a_rsfft.asc,0.3049,0.013,5,92,32.963,11.614,1.022,0.073
day2619_b,226319162.4,226319945.4,51972.43928,783,50137-02-25-01,4,234,bs.s1550_day2619_b.2.pha,51972.43929,752,36.35,34.55,1.188,0.033,0.949,0.019,seg2619_b_rsfft.asc,0.2996,0.0117,5,92,38.706,14.084,1.028,0.073
day2619_c,226330608.4,226331404.4,51972.57183,796,50137-02-25-00,4,234,bs.s1550_day2619_c.2.pha,51972.57179,784,32.83,30.84,1.051,0.031,0.979,0.021,seg2619_c_rsfft.asc,0.2962,0.0125,5,92,34.328,11.764,1.029,0.073
day2621_a,226476196.4,226478930.4,51974.2681,2734,50137-02-26-00,4,234,bs.s1550_day2621_a.2.pha,51974.26828,2672,27.01,26.49,1.127,0.019,0.898,0.011,seg2621_a_rsfft.asc,0.3357,0.0084,5,92,26.033,13.841,1.015,0.072
day2623_a,226662628.4,226663048.4,51976.41248,420,50137-02-27-00,4,234,bs.s1550_day2623_a.2.pha,51976.41272,368,24.5,22.32,1.12,0.058,0.902,0.036,seg2623_a_rsfft.asc,0.2715,0.0088,5,92,25.82,12.242,1.03,0.079
day2623_b,226663230.4,226664104.4,51976.42208,874,50137-02-27-00,4,234,bs.s1550_day2623_b.2.pha,51976.42207,848,19.27,18.92,1.088,0.041,0.874,0.026,seg2623_b_rsfft.asc,0.3284,0.0176,5,92,19.3,8.366,1.018,0.072
day2625_a,226853611.4,226854784.4,51978.62729,1173,50137-02-28-00,5,1234,bs.s1550_day2625_a.2.pha,51978.62744,1120,16.22,16.2,1.021,0.036,0.855,0.025,seg2625_a_rsfft.asc,0.3351,0.0155,5,92,16.075,7.353,1.016,0.072
day2627_a,227019303.4,227019664.4,51980.54032,361,50137-02-29-00,3,23,bs.s1550_day2627_a.2.pha,51980.54031,336,14.34,14.71,1.14,0.078,0.855,0.049,seg2627_a_rsfft.asc,0.3482,0.0197,5,92,13.724,5.925,1.015,0.072
day2629_a,227157268.4,227158205.4,51982.14047,937,50137-02-30-00,5,1234,bs.s1550_day2629_a.2.pha,51982.14059,896,15.23,15.38,1.129,0.048,0.873,0.029,seg2629_a_rsfft.asc,0.336,0.018,5,92,15.132,8.974,1.018,0.073
day2629_b,227209107.4,227209970.4,51982.74003,863,50137-02-30-01,5,1234,bs.s1550_day2629_b.2.pha,51982.74031,784,12.48,12.66,1.11,0.058,0.821,0.037,seg2629_b_rsfft.asc,0.3106,0.0187,5,92,14.126,6.465,1.015,0.076
day2633_a,227558125.4,227559604.4,51986.78316,1479,50137-02-31-00,5,1234,bs.s1550_day2633_a.2.pha,51986.78318,1472,7.69,7.46,1.097,0.06,0.824,0.042,seg2633_a_rsfft.asc,0.2785,0.0256,5,92,8.339,4.129,1.015,0.072
day2641_a,228182484.4,228184024.4,51994.00989,1540,50137-02-32-00,4,234,bs.s1550_day2641_a.2.pha,51994.01078,1376,5.01,4.81,0.943,0.07,0.697,0.059,seg2641_a_rsfft.asc,0.422,0.0595,5,92,4.577,2.787,1.016,0.32
day2644_a,228480301.4,228481954.4,51997.4575,1653,50137-02-33-00,2,2,bs.s1550_day2644_a.2.pha,51997.45744,1632,3.37,2.87,0.879,0.091,0.642,0.092,seg2644_a_rsfft.asc,0.303,0.0633,5,92,6.798,3.587,1.015,0.072
day2646_a,228658782.4,228659263.4,51999.51647,481,50137-02-34-00,5,1234,bs.s1550_day2646_a.2.pha,51999.51642,464,5.02,3.62,0.83,0.146,1.044,0.178,seg2646_a_rsfft.asc,0.0842,0.011,5,92,54.294,52.885,1.038,0.072
day2648_a,228852532.4,228853384.4,52001.76109,852,50137-02-35-00,3,24,bs.s1550_day2648_a.2.pha,52001.76115,832,1.63,1.95,0.703,0.126,0.529,0.182,seg2648_a_rsfft.asc,1.0177,0.1511,5,92,2.184,2.685,1.016,0.072
day2650_a,228995672.4,228997324.4,52003.42244,1652,50137-02-36-00,3,23,bs.s1550_day2650_a.2.pha,52003.42244,1632,1.91,1.76,0.705,0.108,0.706,0.163,seg2650_a_rsfft.asc,0.6114,0.108,5,92,2.9,2.678,1.016,0.072
day2652_a,229201809.4,229203184.4,52005.80668,1375,50137-02-37-00,3,24,bs.s1550_day2652_a.2.pha,52005.80661,1360,1.87,1.66,0.575,0.103,0.748,0.204,seg2652_a_rsfft.asc,0.3341,0.0547,5,92,6.399,4.425,1.022,0.072
day2654_a,229327751.4,229328674.4,52007.26172,923,50137-02-38-00,3,23,bs.s1550_day2654_a.2.pha,52007.2617,896,1.24,1.38,0.564,0.143,0.285,0.21,seg2654_a_rsfft.asc,0.6821,0.1653,5,92,2.653,2.555,1.016,0.072
day2656_a,229478548.4,229480082.4,52009.0106,1534,50137-02-39-00,2,2,bs.s1550_day2656_a.2.pha,52009.01068,1488,1.23,1.38,0.795,0.138,0.43,0.197,seg2656_a_rsfft.asc,0.4376,0.0911,5,92,4.86,5.504,1.013,0.073
day2658_a,229736132.4,229737522.4,52011.99106,1390,50137-02-40-00,2,2,bs.s1550_day2658_a.2.pha,52011.99115,1344,1.04,1.39,0.75,0.137,0.52,0.222,seg2658_a_rsfft.asc,0.5522,0.0978,5,92,4.054,3.546,1.013,0.074
day2663_a,230159428.4,230161504.4,52016.89429,2076,50137-02-41-00,4,234,bs.s1550_day2663_a.2.pha,52016.89429,2048,0.69,1.22,0.665,0.1,0.246,0.217,seg2663_a_rsfft.asc,0.3894,0.0757,5,92,4.14,3.571,1.014,0.073
day2671_a,230787342.4,230788145.4,52024.15444,803,50137-02-42-00,4,234,bs.s1550_day2671_a.2.pha,52024.15439,784,1.22,1.23,0.771,0.217,0.388,0.274,seg2671_a_rsfft.asc,0.9137,0.1384,5,92,2.147,2.354,1.021,0.073
day2671_b,230810229.4,230810824.4,52024.41814,595,50137-02-42-01,3,23,bs.s1550_day2671_b.2.pha,52024.41818,576,3.11,2.01,0.644,0.193,0.696,0.208,seg2671_b_rsfft.asc,0.5022,0.0758,5,92,6.057,2.92,1.029,0.073
day2672_a,230863828.4,230864704.4,52025.04012,876,50137-02-42-02,3,24,bs.s1550_day2672_a.2.pha,52025.04031,816,0.98,1.3,0.61,0.162,0.951,0.416,seg2672_a_rsfft.asc,1.1287,0.2628,5,92,1.731,2.546,1.015,0.076
day2675_a,231127764.4,231128525.4,52028.09427,761,50137-02-43-00,4,234,bs.s1550_day2675_a.2.pha,52028.09448,704,0.74,1.24,0.589,0.183,0.561,0.316,seg2675_a_rsfft.asc,18.8035,3.5704,5,92,0.089,2.085,1.014,0.075
day2675_b,231133459.4,231134284.4,52028.16055,825,50137-02-43-01,3,23,bs.s1550_day2675_b.2.pha,52028.16078,768,0.35,1.05,0.53,0.162,0.322,0.341,seg2675_b_rsfft.asc,3.9127,0.7973,5,92,0.455,2.352,1.015,0.076
day2931_a,253317747.4,253321330.4,52284.93911,3583,60428-01-01-00,4,234,bs.s1550_day2931_a.2.pha,52284.93902,3568,226.77,217.51,1.092,0.005,0.963,0.005,seg2931_a_rsfft.asc,0.3104,0.0025,5,92,225.807,66.198,1.017,0.005
day2931_b,253323683.4,253324706.4,52284.993,1023,60428-01-01-00,4,234,bs.s1550_day2931_b.2.pha,52284.99291,992,221.68,212.85,1.088,0.009,0.959,0.005,seg2931_b_rsfft.asc,0.2971,0.0044,5,92,223.032,62.312,1.017,0.005
day2934_a,253506756.4,253510834.4,52287.12958,4078,60428-01-02-00,5,1234,bs.s1550_day2934_a.2.pha,52287.12976,4016,195.46,187.08,1.085,0.005,0.966,0.005,seg2934_a_rsfft.asc,0.3175,0.0024,5,92,193.985,59.785,1.017,0.005
day2936_a,253677932.4,253682017.4,52289.11082,4085,60428-01-03-00,5,1234,bs.s1550_day2936_a.2.pha,52289.11105,4016,163.2,156.09,1.106,0.005,0.967,0.005,seg2936_a_rsfft.asc,0.3079,0.0025,5,92,161.542,46.143,1.017,0.005
day2938_a,253865076.4,253866366.4,52291.26066,1290,60428-01-04-02,3,24,bs.s1550_day2938_a.2.pha,52291.26078,1248,131.03,126.14,1.108,0.011,0.969,0.006,seg2938_a_rsfft.asc,0.3033,0.0054,5,92,132.081,38.762,1.018,0.007
day2938_b,253870835.4,253872123.4,52291.32731,1288,60428-01-04-01G,3,23,bs.s1550_day2938_b.2.pha,52291.32744,1248,135.55,130.24,1.099,0.011,0.968,0.006,seg2938_b_rsfft.asc,0.3372,0.0104,5,92,132.071,41.706,1.019,0.007
day2938_c,253876531.4,253879145.4,52291.40091,2614,60428-01-04-00,3,12,bs.s1550_day2938_c.2.pha,52291.40105,2576,128.55,123.57,1.095,0.008,0.96,0.005,seg2938_c_rsfft.asc,0.3054,0.0039,5,92,132.114,39.359,1.021,0.006
day2940_a,254054980.4,254057885.4,52293.46797,2905,60428-01-05-00,4,234,bs.s1550_day2940_a.2.pha,52293.46809,2864,107.68,103.24,1.107,0.008,0.97,0.005,seg2940_a_rsfft.asc,0.3113,0.0037,5,92,107.163,33.981,1.021,0.004
day2942_a,254254644.4,254257026.4,52295.77587,2382,60428-01-06-00,4,123,bs.s1550_day2942_a.2.pha,52295.77587,2352,85.58,82.34,1.112,0.01,0.946,0.006,seg2942_a_rsfft.asc,0.2956,0.0042,5,92,86.084,25.093,1.016,0.004
day2944_a,254380532.4,254384464.4,52297.24188,3932,60428-01-07-00,5,1234,bs.s1550_day2944_a.2.pha,52297.24198,3872,73.68,70.81,1.088,0.008,0.945,0.005,seg2944_a_rsfft.asc,0.3006,0.0033,5,92,72.691,23.371,1.019,0.004
day2944_b,254386112.4,254387045.4,52297.28911,933,60428-01-07-00,5,1234,bs.s1550_day2944_b.2.pha,52297.28911,928,71.72,69.17,1.087,0.018,0.954,0.011,seg2944_b_rsfft.asc,0.2998,0.0069,5,92,71.463,24,1.021,0.004
day2946_a,254609556.4,254611714.4,52299.88235,2158,60428-01-08-00,4,123,bs.s1550_day2946_a.2.pha,52299.88235,2128,55.38,53.26,1.106,0.014,0.925,0.008,seg2946_a_rsfft.asc,0.3086,0.0059,5,92,54.759,18.535,1.015,0.003
day2948_a,254705844.4,254708338.4,52300.99874,2494,60428-01-09-00,3,23,bs.s1550_day2948_a.2.pha,52300.99883,2448,46.55,45.19,1.103,0.014,0.932,0.008,seg2948_a_rsfft.asc,0.3044,0.0065,5,92,46.498,16.755,1.015,0.004
day2949_a,254865748.4,254868594.4,52302.85152,2846,60428-01-10-00,3,23,bs.s1550_day2949_a.2.pha,52302.85152,2816,38,36.69,1.097,0.015,0.906,0.009,seg2949_a_rsfft.asc,0.2933,0.0068,5,92,37.644,13.68,1.015,0.003
day2952_a,255122612.4,255125330.4,52305.82374,2718,60428-01-11-00,4,234,bs.s1550_day2952_a.2.pha,52305.82374,2688,26.59,25.8,1.097,0.018,0.881,0.011,seg2952_a_rsfft.asc,0.3073,0.0083,5,92,25.344,10.04,1.015,0.003
day2954_a,255236788.4,255240274.4,52307.14967,3486,60428-01-12-00,3,23,bs.s1550_day2954_a.2.pha,52307.14976,3440,22.67,22.13,1.02,0.017,0.859,0.011,seg2954_a_rsfft.asc,0.2915,0.0088,5,92,23.516,9.335,1.019,0.004
day2955_a,255385172.4,255388745.4,52308.86758,3573,60428-01-13-00,3,24,bs.s1550_day2955_a.2.pha,52308.86772,3520,17.15,17.03,1.042,0.02,0.851,0.014,seg2955_a_rsfft.asc,0.2737,0.0107,5,92,17.371,6.792,1.016,0.003
day2958_a,255636276.4,255638946.4,52311.76865,2670,60428-01-14-00,3,23,bs.s1550_day2958_a.2.pha,52311.76865,2640,13.35,13.07,1.035,0.027,0.834,0.019,seg2958_a_rsfft.asc,0.2961,0.0164,5,92,13.075,6.291,1.016,0.003
day2960_a,255801748.4,255804050.4,52313.68171,2302,60428-01-15-00,3,23,bs.s1550_day2960_a.2.pha,52313.68179,2256,11.47,11.17,1.023,0.033,0.823,0.023,seg2960_a_rsfft.asc,0.3014,0.0194,5,92,11.187,5.001,1.016,0.003
day2963_a,256052852.4,256054674.4,52316.58522,1822,60428-01-16-00,3,23,bs.s1550_day2963_a.2.pha,52316.58531,1776,7.76,7.54,0.921,0.044,0.809,0.037,seg2963_a_rsfft.asc,0.3024,0.038,5,92,7.809,3.848,1.017,0.003
